global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
584.7121763283976	n/a	341888.32914669113	n/a	686.6544189783402	n/a	n/a	471494.291102482	535.3507267179943	n/a	286600.40059748467	n/a	559.7374288883916	538.7977137842277	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0398488012337452	n/a	0.0015879269597665	n/a	-0.1622487115975559	n/a	0.0263246444150668	n/a	-0.1270429089449862	n/a	0.016139900713204	n/a	0.0008601508809226	n/a	7.398595379519248e-07	n/a	0.0006503010636476	n/a	n/a	4.228914733812e-07	-0.0004632801506462	n/a	n/a	2.1462849798276573e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580.1063367036018	-4.605839624795863	336523.3618836726	21.21375864933969	668.7673916507077	-17.887027327632495	319.94574661947166	447249.8241352911	535.5560534211243	0.2053267031299128	286820.2863560101	0.0421590550181993	555.9274049660012	522.0077856799442	1.361845	27.265415	0.1255419984582024	0.0626619511552017	-0.0748744731	-0.0544760532	0.1373948579	-0.1449241204	0.103366411	0.0711470114	-0.0318962989	0.0872775925	-0.0260272839	0.0139271892	-0.1232804696	0.2800874479	0.0990455518	0.0047142567	-0.0041865654	0.0055449772	-0.0426777384	0.0869515021	-0.0754334956	0.1341526216	-0.1523714963	0.0520068544	-0.067471109	0.0953879393	-0.0607335714	0.1702731965	-0.0462560111	-0.0355828831	0.0339510972	-0.0576524929	0.0658741273	-0.0305981944	0.057193649	-0.0607619363	0.0246850014	-0.0040539318	0.0383095568	-0.0925282792	0.0004156674	-0.1580075338	0.0790887838	-0.0180418416	0.0455886851	-0.0837359967	0.0910756169	-0.0836573058	0.1193540962	-0.0835143647	0.0243801943	-0.0440186441	0.0606352392	-0.0143326151	0.022390134	-0.1865510904	0.2580196236	-0.054811828	0.0456116531	0.1016485678	-0.0232500254	0.0564018126	-0.0899949052	0.0351511776	0.1317134177	-0.0135899696	0.1167803653	-0.1807745156	0.1255005521	-0.1114303464	0.0223712882	-0.0285536859	0.2545634566	-0.0148175714	0.2331831127	-0.0432535978	0.186318737	-0.0989309556	0.0233429347	-0.0586184991	0.0200275783	-0.0654294922	0.1076015376	0.1142818308	-0.1408535776	0.1228859084	0.1158504512	0.1158311377	0.115798951	0.0	-0.0351449695256462	0.004703831708099	0.0012351688829586	2.212603273811757e-05	-0.1515125600074753	0.0107361515900806	0.0229560558400188	0.0001152649509651	-0.1488616900666812	-0.0218187811216949	0.0221598027695086	0.0004760592096364	0.0011999918736782	0.0003398409927555	1.439980496893717e-06	1.1549190035711173e-07	-0.0003580274138574	-0.001008328477505	1.0167263185475516e-06	1.2818362907341797e-07	-4.578494014024365e-05	0.0004174952105059	1.743022507954128e-07	2.0962607436456943e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.0147697409792	-2.091566962622551	334101.0740387172	4.374652359134123	664.6683804400556	-4.099011210652179	16.801892905052245	441784.0559568064	532.0905280080782	-3.465525413046066	283120.32999591547	12.009866388468108	551.8106055506953	521.7513062538955	1.16913	23.407089	0.229517458775208	0.1365923058861726	-0.079172632	-0.0232758834	0.190915879	0.0970882796	-0.0620556037	0.0422706015	0.0487218194	0.0167119839	0.2524921642	0.0005083222	-0.0855682312	0.1095301825	0.0913075316	-0.113466208	-0.0935632997	0.0077483215	0.0900303483	0.0160571872	-0.0616374052	-0.1312874665	0.015438272	0.0022778165	-0.0101523749	0.0605734223	-0.0338355385	0.2696252313	-0.0431201403	-0.0040021029	-0.0338468786	0.0008671386	0.1232576105	0.0906237854	0.0949027445	-0.1420657429	0.0435624124	-0.1025739795	0.0251797802	-0.1567767119	-0.089508114	0.0209103213	-0.0820805242	-0.0586570036	0.1336585442	-0.0107359294	-0.1404945891	-0.0052858848	0.0443987477	0.0649281818	0.0392697169	0.0569791613	-0.2377098664	-0.0267459224	-0.0265854759	-0.0507734497	0.2355548151	0.0899607053	-0.1293453536	-0.1829189871	0.1049148632	0.0913813988	-0.0785555728	-0.0158449667	-0.0518488962	0.085624215	0.1578262391	-0.2178038787	0.1001899605	0.0534991991	0.1093326245	-0.037033068	0.1648267894	-0.1598838804	0.1544001107	-0.3341119711	-0.0615893428	-0.1471995901	0.0793887065	0.0688869804	-0.0958968188	-0.0271959457	0.16391115	0.095032693	-0.0866839723	0.0447390877	0.115798951	0.1156251942	0.1153357926	0.0	-0.0273061419950408	0.0078388275306054	0.0007456253906533	6.144721705457715e-05	-0.0372198730297981	0.1142926869776772	0.0013853189483542	0.0130628182965773	-0.0822285847420545	0.0666331053246267	0.0067615401486812	0.0044399707252027	0.0009889935031571	-0.000210998370521	9.781081492869528e-07	4.4520312362559375e-08	-4.016414128438228e-05	0.000317863272573	1.0103706005082855e-07	1.6131582451118211e-09	-0.0003319800758921	-0.0002861951357518	8.19076557280235e-08	1.1021077078932449e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
577.3600770635461	-0.6546926774331041	333344.6585868239	0.4286225018845265	661.2883453369141	-3.380035103141495	11.424637298468737	437302.2756784337	532.8493162142177	0.7587882061394566	283928.3937899593	0.5757595417763345	552.4425844771773	514.523474631456	1.045135	20.924599	0.180438407023299	0.1063792231957265	-0.1086962926	-0.0707435121	0.0669178778	-0.0521806524	0.0390568337	0.0864212517	0.0336037296	0.05528513	-0.0238777216	0.1083179158	-0.0087332946	0.0340331836	0.0747107973	-0.074300161	-0.0779785356	-0.0035068969	-0.1416530001	0.0205444124	-0.1592874792	0.0600343702	0.0204728571	0.1588658813	0.0542420815	-0.0145325612	0.0120976757	0.2790476473	0.0545603641	-0.0765012533	0.0908349059	-0.0643904455	-0.0352758982	-0.0965365797	0.0069716398	-0.0126888521	0.1300940718	-0.0272145694	0.0273515419	0.1988823835	-0.0551843416	-0.0880536619	0.0029835272	0.0220249995	-0.0758691562	-0.0926722968	-0.0541611993	0.0585968524	0.105898925	-0.000648205	0.0534124818	-0.1181160958	0.0830500694	-0.0038188579	-0.1455338091	-0.1306265233	0.1781518198	0.2905765465	-0.0519343892	-0.1234513864	-0.0241201545	0.1424014275	-0.1255077196	-0.050408565	0.074101903	0.0826607885	0.3272966826	-0.4322093832	0.245920225	-0.1317400357	0.0777872737	9.19158e-05	-0.2146533157	0.0233364578	-0.3610455225	0.4213141008	-0.2072018599	0.1003854246	-0.1175007358	0.1317641529	-0.2443630245	-0.0466826467	-0.0782256714	-0.0534636994	0.0107623472	0.0192944852	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0209909704187509	0.0063151715762898	0.0004406208391208	3.988139203797985e-05	-0.0858717734369776	-0.0486519004071795	0.0073739614732116	0.0023670074132301	-0.1474442947834831	-0.0652157100414285	0.0217398200641986	0.0042530888362076	0.0020609942206052	0.001072000717448	4.247697177368035e-06	1.1491855382092409e-06	-6.422975844100343e-05	-2.4065617156621144e-05	5.791539291290581e-10	4.125461869389651e-09	-0.0002229339105288	0.0001090461653633	1.1891066180440168e-08	4.9699528463663006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.67023500572	1.3101579421738734	334859.2408815752	1.7165138334412786	659.2940767957018	-1.99426854121225	3.977107014468836	434668.6796978968	534.2294674308932	1.3801512166755856	285401.12387149583	1.9048173808910995	553.0734544485587	516.4574228879128	1.188927	23.803442	0.3204813120762173	0.201652968465269	0.0493451269	-0.0399792012	0.1172927762	0.1192299259	-0.0133415725	-0.0987153437	0.0497014157	-0.023210119	-0.0264762377	-0.0275917855	-0.176691227	-0.1046049715	0.104473892	0.063964984	-0.0148569061	-0.0318297261	-0.0012822637	-0.0907097261	-0.023482522	0.0561762385	-0.0583396484	0.099088097	0.2030426134	0.1465639534	-0.053682087	0.0573080842	-0.1029064223	-0.0566799755	-0.0156666418	0.1867526423	0.0971091583	-0.1006575066	0.073546164	-0.1310702148	-0.1455068614	0.0544846578	0.1044962585	-0.0633429563	0.0745628373	0.0990049307	-0.0865826639	-0.0127292124	0.0558418957	-0.0640464159	0.0250041758	0.1024841211	-0.0374195903	-0.1332794009	0.1654491718	0.0254693439	-0.0460213934	0.1007980968	-0.0554386143	-0.0504257865	0.1724573656	-0.1456866984	-0.1605987091	-0.0812343895	-0.0636550694	-0.1051229732	0.0340190229	-0.0477061364	-0.0281386413	0.0587595883	0.2296820202	-0.1582956428	-0.1182461251	-0.0747102254	0.1738896561	0.0499182173	0.0056140435	0.0588216561	0.0302658403	-0.1174153042	0.1050224656	0.110546799	-0.1512029865	-0.1269134428	0.230612474	0.2759502777	-0.2569254871	0.0416355618	0.003995036	-0.1831793923	0.1155415645	0.1145973067	0.1130292557	0.0	-0.01218474087959	0.0088062295391609	0.0001484679103027	7.754967869639001e-05	-0.023541569929435	0.0623302035075426	0.0005542055147424	0.0038850542692916	0.0163422541794631	0.1637865489629462	0.0002670692716661	0.0268260336211915	0.0005789934491691	-0.0014820007714361	3.352334141807312e-07	2.1963262865371954e-06	-3.0120944700451343e-05	3.410881374055208e-05	1.1634111747876743e-09	9.072713096476479e-10	-0.0004179909266835	-0.0001950570161546	3.8047239551174884e-08	1.747164147897311e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.8819635772192	0.2117285714991794	335104.32775501686	0.0448289879890831	656.8713190318186	-2.422757763883169	5.869755182456173	431479.9297666013	534.9765660551941	0.747098624300861	286199.9262282075	0.5581563544322391	552.719913180316	510.4745610468217	1.112923	22.281763	0.2113209236950351	0.1263185613623982	-0.0196011527	-0.04463093	0.0510317893	-0.142573479	0.0604154576	-0.0496083418	0.0589306519	0.096326554	-0.0354902508	-0.0067263531	-0.0798926851	-0.0829646603	-0.0837655641	-0.0141079319	0.1335817182	0.0192824928	-0.0351296287	0.0999374012	-0.1119030849	0.077818767	-0.0140329023	-0.1822312654	0.1267560419	-0.2067555113	-0.0046085217	0.2004932323	-0.0509879344	-0.0363413344	0.0531753461	-0.1248438766	0.0974382232	-0.0472108131	-0.0657819755	-0.2025331063	-0.0367133393	0.1552144102	-0.0907364572	-0.0914608961	0.0411639359	-0.0881869843	0.114461512	-0.0011215632	0.079640279	-0.0317041185	0.0042712767	0.1219348217	-0.1442330712	0.0186172515	-0.0034624791	-0.1333561898	-0.0479982235	0.0179110623	-0.0381680913	0.0612729578	0.2112917324	0.2073344005	-0.0486334015	-0.2080950033	-0.1652639656	-0.0539373377	-0.0386202953	0.0276755715	0.0868691457	-0.0958909068	0.1374216459	-0.2525485182	0.0193466781	-0.1042534107	0.0508442251	-0.0560971969	0.0757422162	-0.0192505605	0.0936286768	-0.210666741	0.1714268249	0.0564604228	0.2322385248	0.0815489927	0.1812611076	-0.0215276426	-0.0106189227	0.1027810621	0.1111268423	-0.1890905322	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0130867067078526	-0.0009019658282626	0.0001712618924573	8.135423553534384e-07	-0.1073627658547735	-0.0838211959253385	0.0115267634919869	0.0070259928863539	-0.0731608776695935	-0.0895031318490566	0.0053525140213852	0.0080108106107896	0.0005860150011146	7.0215519455000056e-06	3.4341358153134466e-07	4.930219172335491e-11	-0.0001749496747804	-0.0001448287300799	2.097536105657062e-08	3.0607388705767726e-08	0.0001720513931386	0.0005900423198221	3.481499391810454e-07	2.96016818809331e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579.3744626386547	0.4924990614355238	335674.76795782987	0.2425553255148718	662.1244609552028	5.253141923384192	27.59550006721656	438408.8017952179	534.0603307607223	-0.9162352944717896	285220.4368922521	0.8394871148358068	553.6658672671848	512.315540775911	1.325649	26.540737	0.2368283385832947	0.1492451396715492	0.0180703697	0.036529768	0.0793991028	0.1182780099	-0.1053343526	-0.0241271213	-0.0422719401	-0.0696862333	-0.0287489634	-0.0264341902	-0.0269016469	0.0887545106	0.0491290878	-0.0088333486	-0.0757838069	-0.0300796263	0.1468271254	-0.0955461247	0.1588359094	-0.0126594482	-0.0411292573	-0.0033006417	0.0116055648	0.0442257333	0.0450882658	-0.008262463	-0.0195586532	0.0754132978	-0.0889503429	-0.0919257027	0.0610619854	-0.0525498852	0.0330294704	-0.110158995	0.0730311519	0.0056274001	0.0999520907	0.0572025748	-0.0120543699	0.1417659476	-0.0937494722	0.013015752	-0.0294193172	0.0787276373	-0.0032119193	-0.1060950018	0.0147897665	-0.0854274258	0.0709717964	-0.0402116043	-0.0733700752	0.0245955231	0.0103785788	0.1127570816	0.0662020294	0.0144923623	-0.0272499964	0.0062266622	-0.0893955562	-0.0265366437	0.0269510793	0.0025339373	-0.0813586771	0.0913300197	0.0523042817	-0.0409732431	-0.1589001525	-0.0421216186	0.1073277614	0.0762400963	0.050336763	0.0949001609	0.039485733	-0.1304236152	-0.0607508435	0.0527884177	-0.1066875081	-0.0539015854	0.0864750631	0.0389267582	-0.052907286	-0.1381865798	0.2099774223	0.1315672984	0.1150787493	0.1127547821	0.1089162049	0.0	-0.007117564506359	0.0059691422014936	5.065972450218143e-05	3.563065862165186e-05	-0.0489078953678046	0.0584548704869689	0.0023919822293081	0.0034169718836483	0.0575433784730137	0.1307042561426072	0.0033112404060884	0.0170836025737922	0.0001669861336189	-0.0004190288674957	2.7884368820989128e-08	1.755851917947289e-07	-0.0001360169382456	3.893273653479999e-05	1.5157579740881495e-09	1.8500607489707365e-08	-0.0002039883978754	-0.000376039791014	1.414059244258528e-07	4.1611266467772496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.326204051043	-1.0482585876117128	334461.1982920886	1.0988460665017028	660.2994212361125	-1.8250397190903411	3.330769976257352	435995.3256847452	535.562334229346	1.502003468623684	286827.0138451857	2.2560144197575784	554.2463712056477	502.1666913602133	1.288113	25.78923	0.2716899059886307	0.1479030254318697	-0.0031339521	-0.0191229159	-0.1162422621	-0.1254142899	0.135619421	0.0207053317	0.0376762237	0.1322172168	-0.0296411407	-0.0135093982	0.011631485	0.0608366675	-0.0682981753	0.0158703494	0.1208815082	-0.0065956611	0.0141090112	0.1902422621	-0.0716579792	0.0766986081	-0.0330368634	0.0583532497	-0.1256598741	-0.0742446583	0.049353359	-0.083908044	0.1079356184	0.1279812805	0.0366522292	-0.0227536874	0.0899163392	0.0666485872	0.0499589411	0.029056632	-0.0151643825	0.0280525989	-0.0485246229	0.1090236455	0.0309826228	-0.1635402317	0.0912458146	-0.0218171233	0.119343689	0.0397048127	0.0077720272	-0.0363666945	0.1027652563	0.0490995911	-0.0185217469	-0.0611223004	0.0939895794	-0.0835479563	0.0695293704	0.0365972468	-0.0700161116	0.0151850361	-0.1232609511	-0.0917136329	-0.0780327763	-0.0570920604	-0.0290594694	0.0432809583	0.1156176604	-0.094172076	-0.0383455018	-0.0101073218	0.0048010374	-0.0758631998	-0.1184356362	-0.0706516593	-0.0717294142	0.0731582417	0.0598217746	0.015116263	0.121753158	-0.1513738233	0.1259861572	-0.0839814948	0.0354449488	-0.1306466497	0.0322620152	-0.2891976283	-0.0199442489	0.0081112315	0.1147705489	0.1115319001	0.1062016776	0.0	-0.020964332647253	-0.013846768140894	0.0004395032433446	0.0001917329879476	-0.1210717226250608	-0.0721638272572562	0.0146583620193996	0.0052076179644151	-0.0543291306260869	-0.1118725090991006	0.0029516544345864	0.0125154582921283	0.0009400442467026	0.0007730581130837	8.836831857586587e-07	5.976188462045308e-07	-0.0004309040102368	-0.0002948870719911	8.695838522754317e-08	1.8567826603815626e-07	0.0002042024468773	0.0004081908447527	1.666197657399228e-07	4.169863931067653e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.5371250996027	0.2109210485597259	334705.2051185133	0.0444876887255342	662.2688550742673	1.969433838154828	3.878669642869256	438600.0364013809	534.3195484187328	-1.2427858106132137	285497.37982239854	1.544516571061542	553.5539045178449	509.2714178130895	1.357063	27.169687	0.2973514146828983	0.1756223381219545	-0.009828585	0.0941433616	0.0560713502	0.1938242422	-0.1819638897	0.0387102806	-0.0859517095	-0.1510909639	0.0304654337	-0.1387622861	0.0482112451	0.0140124935	0.0545542006	-0.0518730924	-0.0973105485	-0.0329654684	0.149323218	-0.0822210964	0.1023439445	-0.0872184097	0.0509740251	0.1478451373	0.0322822659	-0.0459134465	-0.1573443325	-0.1096482427	-0.0125737601	-0.1493425318	0.128393854	0.0757323906	0.1508300077	0.0988359862	-0.0566048971	0.1626893765	0.105292306	0.1170520213	0.0595692175	-0.1028653355	-0.1009129325	0.2014903611	-0.1487953622	0.0272266222	-0.044646737	0.0827331626	-0.0080235401	-0.0825745502	-0.0427297667	-0.0372538026	0.0099510402	-0.0103154919	0.0763288065	-0.0750236798	-0.1500997487	0.0217273494	0.0211031625	0.0171098498	-0.0425841205	0.0849379733	-0.0385810244	-0.2062716332	0.0280685777	0.0155594308	-0.1792169739	0.1000286431	-0.0147366484	0.0194096839	-0.0636935475	0.0907317362	0.0981122275	0.0615537499	0.0035054023	-0.038712352	-0.0570944601	-0.0482369393	-0.0975251998	0.0389397362	-0.1149657432	-0.1243735848	0.0715418859	-0.045370039	0.0682376566	-0.0814772024	0.01114299	0.1161887213	0.1144113283	0.1101107184	0.103062378	0.0	-0.0207754205125638	0.0001889121346892	0.0004316180974738	3.5687794632830506e-08	0.0103581297095871	0.1314298523346479	0.0001072908510806	0.0172738060847073	0.0275459182928443	0.0818750489189312	0.000758777614596	0.0067035236354773	-0.0001589996506765	-0.0010990438973791	2.528088891524903e-08	1.2078974883662417e-06	-3.900143120105781e-05	0.0003919025790357	1.5358763145486617e-07	1.5211116357308456e-09	1.7996897399540632e-05	-0.0001862055494777	3.46725066563143e-08	3.238883160095924e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.8934018907295	0.3562767911267883	335117.5707526216	0.1269331518956011	659.8739123654055	-2.3949427088617767	5.735750578730185	435433.5802204269	534.7020597652513	0.3825113465185268	285906.2927172024	0.1463149302154165	553.424781471535	500.8472479992759	1.406706	28.163586	0.2732083432350847	0.1708637755573431	0.0076498553	-0.0600623579	-0.0860946801	-0.1462855728	0.190098562	0.0358654826	0.0202924963	0.1122874156	-0.0452840689	0.0499377953	0.0379381295	0.0675928315	-0.0485572172	0.0645098316	0.0525982694	0.0759190983	-0.0912499937	0.1321618267	0.1086261424	0.0576637503	-0.029476052	-0.0395281812	0.0658873142	0.0009760903	-0.0887850592	-0.0204651578	0.0757335655	0.0640722749	-0.009815254	0.038976844	-0.0781309677	0.0234666648	0.1370274412	-0.0584837005	-0.0086869373	-0.0915142756	-0.046343199	0.0602798747	0.0604594129	-0.1999946781	0.0727801432	-0.0535985638	0.0015030102	0.0225153867	0.0082828433	-0.1026878324	0.042988778	0.0229399792	-0.0964559632	0.0073637382	-0.0578695514	0.1362219918	0.0200646279	-0.0169075098	-0.0453449969	-0.0264383092	-0.0218489601	-0.0287727365	0.0775572364	-0.0808604679	-0.0212598402	0.0132585361	0.1626479791	-0.0435340682	-0.0217885985	0.0335921422	-0.0444993692	-0.0740826926	-0.1189648535	-0.051485265	0.0071484223	0.1317719788	0.0218984971	0.0237832308	0.0360117794	-0.0802915509	0.0942657463	0.0398808131	0.04291317	-0.1533331885	0.0605111872	-0.193576184	-0.0258813176	0.0734495197	0.1140012473	0.1084937639	0.0995108621	0.0	-0.0209627760301316	-0.0001873555175678	0.0004394379788894	3.510208996309869e-08	-0.1188283909832534	-0.1291865206928405	0.0141201865036689	0.0166891571287217	-0.0591345571296244	-0.0866804754224687	0.0034968958469168	0.0075135048194652	0.0007610053456043	0.0009200049962808	5.791291360383201e-07	8.464091931816348e-07	-0.0002359833424352	-0.0001969819112341	3.880187335345548e-08	5.568813790688888e-08	4.408982192875247e-05	2.6092924529211834e-05	6.808407104871445e-10	1.943912397709102e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
