global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
580.5603992272186	n/a	n/a	337050.3771508674	653.6617499669393	n/a	n/a	427273.6833698414	558.5250790656818	n/a	n/a	311950.2639453261	563.7812312163634	538.3588223872896	n/a	n/a	n/a	n/a	-0.0480976761	-0.1765766562	-0.0482413977	0.0713003503	0.0005830289	0.3777765496	0.1898040262	-0.4692501221	0.2110556481	-0.2784137521	0.0764435821	0.0094908271	-0.0165182998	0.0259345007	-0.0258334028	0.0947260419	-0.0521691297	0.0703324263	-0.0398537753	0.0644397555	-0.031232697	0.1095711182	-0.0289382784	0.0656344722	-0.0683565136	-0.0728947967	0.090942683	-0.0928134142	0.065629334	-0.1422935113	0.0210170559	-0.0328235177	0.1088700224	-0.3125531896	0.0062472298	-0.090732777	0.0714097568	-0.0882609192	0.0876799068	-0.0465317705	0.0188769939	-0.0525658553	-0.0113817404	0.1480020203	0.0101416757	-0.0164988233	-0.0454423529	0.1038932267	-0.0567110273	0.2542942024	-0.1352877798	-0.0005420887	0.1647674176	-0.0035270368	0.1185391611	-0.0259295196	0.3710758277	-0.1575360289	0.200683289	-0.0546521543	0.3229212632	-0.0672610484	0.2848975289	-0.075570641	0.1107761196	-0.2095263868	-0.1259558076	0.195083726	-0.0204473965	0.0877063053	-0.0417623188	0.0101631447	-0.0200260707	-0.0430324048	0.0235420673	-0.0159197426	0.0247201983	-0.0501157438	0.2105434833	-0.1382025714	0.1578579646	-0.0166141853	0.039230015	-0.0636068003	0.0956435345	-0.0188138169	0.0445192069	-0.0615120479	0.0269892057	-0.0971824028	0.1400392603	-0.0062649317	0.0134937041	-0.0749228069	0.0537435097	0.0560969218	-0.0350508307	0.1154637225	0.1154447293	0.1154130763	-0.1342146976429177	n/a	n/a	0.0180135850633798	0.0001230431347067	n/a	1.5139612998451125e-08	n/a	-0.0007237369375303	n/a	5.237951547457374e-07	n/a	0.0023928714356027	n/a	5.725833707323328e-06	n/a	-0.0003160022435435	n/a	9.985741792452549e-08	n/a	-0.0008371233713378	n/a	7.007755388399642e-07	n/a	0.0	0.0	0.0
578.0592427107791	-2.501156516439437	6.25578391972746	334152.48808335944	639.7106656710307	-13.951084295908572	194.6327530315468	409229.7357732732	558.6471708069322	0.122091741250415	0.0149063932815582	312086.66145058966	560.7748924383853	525.145190555905	1.124795	20.790102	0.0532041985300817	0.0249209935250953	-0.051687218	-0.0889627635	-0.0415554279	0.0352269108	0.0707632487	0.1522888449	0.0075803689	-0.244131249	0.0463790495	-0.0864479394	0.1634471002	0.009903139	-0.047518849	0.0320633317	-0.0880978713	0.1010260146	-0.0971001672	0.083344975	-0.0677154337	0.0557688821	0.0181941376	0.0086717997	0.0300266575	0.1720796149	-0.0224187179	0.0005724552	-0.0234070438	-0.1742492917	-0.0791825384	-0.0225105503	0.0327009489	0.0142274382	-0.0882270032	-0.111074335	0.0846274985	0.004677972	-0.0753498238	0.006543514	-0.0330001844	-0.0214484032	-0.0594953732	-0.0756453781	0.0823340806	0.0422030681	0.0758864442	-0.0476682846	-0.0553395023	0.0013865229	-0.0528034824	0.1164355425	-0.0790174543	-0.0448962641	-0.0604442338	0.0411324995	0.184358548	-0.0155759391	0.184934132	-0.1534061576	-0.1528677856	-0.1157736239	0.1903037878	0.0658182379	0.1137507015	0.0920703897	-0.0938282345	-0.0116141615	-0.1258464251	-0.1156258375	0.0937747463	-0.0275233304	0.104490542	0.0584824649	-0.0975646667	-0.0365601708	-0.0037134476	0.0017294013	0.0318127063	-0.0310629722	0.197187308	-0.1793634001	0.0902433975	-0.019119414	0.0834769375	0.0389548109	0.1048225529	-0.0249073366	-0.033081523	-0.165798091	0.1174833256	-0.02916565	0.0722033407	-0.0330195211	-0.0013848426	-0.023425633	-0.0127802561	0.0004079089	-0.0492392188	0.1154130763	0.1152422001	0.1149575937	-0.1203264480204779	0.0138882496224398	0.0001928834775751	0.0144784540932247	0.0098792375623588	0.009756194427652	9.759933481352102e-05	9.518332971014986e-05	-0.0067006325996601	-0.0059768956621298	4.489847723562767e-05	3.572328175598602e-05	0.0022153933736782	-0.0001774780619245	4.9079678001372764e-06	3.1498462464476754e-08	-0.0003641553187103	-4.815307516680003e-05	1.3260909614500018e-07	2.318718648019493e-09	-0.0005910973320719	0.0002460260392659	3.49396055982518e-07	6.052881199686617e-08	0.0	0.0	0.0
576.5474176627521	-1.511825048027049	2.285614975841989	332406.9248135879	631.9360598882039	-7.774605782826825	60.44449507836431	399343.1837870276	558.7003834488603	0.0532126419280984	0.002831585260968	312146.1184659035	559.1253506278839	523.2025597852653	1.13515	20.981506	0.1668127770997853	0.0882277037954882	-0.0308234092	-0.0656047427	-0.084507603	0.0860464023	0.0192807456	-0.0342131201	0.0641919888	-0.0635074328	-0.1390316067	0.037705517	0.1192439444	0.01716186	-0.012797777	-0.0170703119	0.0638004858	-0.216309069	-0.1124918899	0.0210756441	0.0661958133	0.0604437246	0.0676515656	0.0023299519	-0.0646504944	0.0908664137	-0.0621829806	-0.0963589991	0.0348593296	-0.0406472319	0.1151353608	-0.103251882	-0.0791578125	-0.0507056287	-0.1077792753	-0.0055712219	0.0304786135	-0.0444124634	0.0066121441	-0.0370304514	0.0194031846	-0.0542160877	-0.0718666963	-0.029305822	0.0589817035	-0.2515103145	-0.073155047	-0.0458377662	-0.0217794172	-0.025930019	0.0370215715	-0.1246073272	0.0870031708	-0.0535873147	-0.1474822054	-0.0124718446	0.027105017	-0.0032972455	0.2514885714	0.0510018259	0.1342691633	-0.0243166728	0.0988361169	-0.0617182679	-0.1065992232	0.0613819118	-0.0326607122	-0.0102545176	0.0178069888	-0.0680404178	0.005000036	0.0065966414	-0.0831938889	0.0328220617	-0.1071561011	-0.0409443441	1.98638e-05	-0.0167121864	0.0205215904	-0.0382911402	0.1583970704	-0.1161381952	0.1453686403	-0.1665867227	-0.1729954239	0.0648571502	0.1625463694	-0.0834364333	-0.0369299137	-0.1751229789	0.0549895877	0.0470787919	0.1730430658	-0.0182589942	-0.1117873256	-0.1576520668	0.1223891753	-0.1512601446	0.0945470783	0.1153118061	0.1148374968	0.1140484259	-0.134233766490027	-0.013907318469549	0.0001934135070134	0.018018704066099	0.0754723590787165	0.0655931215163577	0.0056960769849067	0.0043024575902596	0.0261290092934984	0.0328296418931585	0.0006827251266597	0.001077785386833	0.0016812308891868	-0.0005341624844913	2.8265373027558384e-06	2.85329559838025e-07	-0.0006117567981642	-0.0002476014794538	3.742463801001137e-07	6.130649262776005e-08	-0.000898987272541	-0.0003078899404691	8.081781161907063e-07	9.479621544206599e-08	0.0	0.0	0.0
577.4733828554503	0.925965192698186	0.8574115380885887	333475.5079065174	631.2693142255147	-0.666745662689209	0.4445497787148724	398500.9470827516	558.3781732348594	-0.3222102140008474	0.1038194220064718	311786.1843450987	559.2703414556019	524.4031305468064	1.442921	26.670183	0.2003693545333896	0.08030900926433	-0.0873821244	-0.0681557318	0.0768163375	0.0065689757	0.1105948899	-0.0023451365	-0.0393975347	0.0278219978	0.1866877997	-0.1273701755	-0.0185403882	0.0310668311	-0.0988682585	0.0545948943	-0.0660119087	0.1192664105	-0.0916709972	0.0731005243	0.1901490124	0.2125036187	0.0411184476	0.0504015545	0.0110518635	0.0673152426	0.141473859	-0.1507821732	0.1020310725	0.0756729636	0.0648317375	-0.0666591459	-0.1005450372	0.1191321042	0.0453763279	-0.0808029944	0.0147083479	-0.0883338285	0.0292379685	-0.1034688691	-0.0662564757	-0.0790850063	-0.0269419124	0.1701638477	0.054106289	-0.0689238139	-0.0082297779	-0.0521755464	-0.0761226015	-0.0549841422	-0.0349505457	0.1015147858	-0.1463362531	0.0876757186	0.0986349643	-0.1853062637	0.1447773206	0.0885580558	0.0279978978	0.073717102	0.0653327813	-0.1077406242	0.0786305503	0.0248996605	-0.187143597	-0.0220719201	-0.050429926	0.0434936588	0.0758550865	0.0837289679	0.1149081272	-0.018964177	0.02421699	-0.0176798548	0.0436421552	-0.0734214581	0.0309411611	0.0903315448	0.0804073512	-0.0119033212	0.2167221586	-0.17452269	-0.0363009553	0.0387207731	0.0572312582	-0.1621115519	0.028297813	0.009333568	0.080266373	-0.0768068126	0.0812233276	-0.0895468918	0.1071795327	-0.0506172001	-0.0767739697	-0.1472131349	0.0664312593	0.0667287812	-0.0142124238	0.1151599564	0.1142313295	0.112689161	-0.1655900019698464	-0.0313562354798194	0.0009832135034658	0.0274200487523737	0.1044605213405418	0.0289881622618253	0.0109120005187377	0.0008403135513179	0.0766233362048183	0.0504943269113199	0.0058711356511566	0.0025496770502272	0.0020420938408749	0.0003608629516881	4.170147254939202e-06	1.3022206990104805e-07	0.0001133637945665	0.0007251205927306	1.2851349918515617e-08	5.257998740021216e-07	-0.0016036163257307	-0.0007046290531897	2.5715853201500305e-06	4.96502102599013e-07	0.0	0.0	0.0
578.1455488805602	0.6721660251099593	0.4518071653121224	334252.27569040423	630.9267728805542	-0.342541344960523	0.117334573007364	398068.5927374704	559.4693605176768	1.0911872828173728	1.190689686182361	313005.9653580582	560.7199384540965	525.0834391184009	1.320815	24.413235	0.2891347197284795	0.1623501999317443	-0.1440386289	-0.0576631986	0.187155462	-0.0769770506	0.1301391376	0.0201091201	-0.0935389099	-0.1070264448	-0.1047413256	-0.0196385201	-0.1360494361	0.0799771525	-0.0694366755	0.0149589742	-0.1489548663	0.1081456909	-0.1899341172	-0.076984928	0.0113330405	0.076112497	0.1736390605	-0.0928356981	-0.0484950682	0.0002400138	0.0242117104	0.0100542359	0.072492839	0.0204328335	-0.0009211816	0.1571975962	0.0006213403	0.1458441665	0.0103935933	0.0764083283	0.1100634358	-0.0341732466	-0.1294474605	0.0887704842	0.0055086093	0.0063377489	-0.1590803761	0.0042773739	0.1254656201	-0.0680902195	0.0420044957	0.0610219506	-0.1306895832	-0.0349864685	-0.1309593011	-0.022643704	-0.0403989295	0.2027929602	-0.0814865753	0.0188656119	0.2301872087	-0.0877893675	0.0282254817	0.0400635061	-0.0839589456	0.026031892	-0.1936024725	0.0448235679	-0.0348039055	-0.0090598482	-0.1172314637	0.0565793348	0.0129511062	0.0250042381	-0.0363159057	-0.0696434758	-0.0196917644	0.0188182626	-0.0490152238	-0.1090835229	0.056865424	0.1953873537	0.0706398352	0.0242137589	0.1223196237	-0.0586749661	-0.1845571276	-0.0364901362	0.083955303	0.1207427744	-0.0030746191	0.0035632848	-0.1267730165	0.0077780582	-0.1059257249	-0.1586709214	-0.0912573349	-0.0103089212	-0.0177330329	-0.1186501068	-0.077682359	-0.0324422289	0.115533217	0.1149575937	0.1134247617	0.1108851636	-0.1824164880981271	-0.0168264861282806	0.0002831306354252	0.0332757751300541	0.1306093102246137	0.0261487888840718	0.0170587919173493	0.0006837591601037	0.1881828196360402	0.1115594834312218	0.0354127736061704	0.012445518343441	0.0002633524376852	-0.0017787414031897	6.935450643473714e-08	3.1639209794212632e-06	0.0003021935072611	0.0001888297126946	9.132091583076453e-08	3.5656660396325184e-08	-0.0023280444355445	-0.0007244281098137	5.419790893869709e-06	5.247960862883948e-07	0.0	0.0	0.0
578.6850698108158	0.5395209302555486	0.2910828341838125	334876.41002194874	633.4067114194235	2.4799385388693054	6.1500951565692255	401204.0620711688	560.3532097373002	0.8838492196233574	0.7811894430288179	313995.7196628947	561.1430509092336	521.8622841658937	1.061212	19.61487	0.0960558102426658	0.0530722547491377	-0.1284042928	-0.0321175583	0.1606911594	-0.0476969488	0.1217589555	0.0449169427	-0.0293743863	-0.0074012729	0.0453390106	-0.0486933705	-0.1676761472	0.107046513	0.0107928459	0.029324176	-0.1033345269	0.0901957885	-0.1131532799	-0.0772834495	-0.0767002144	0.1636704096	0.0263295339	0.1709144243	0.0139243662	-0.1523055874	0.0008575365	-0.030124683	-0.0779057935	0.0236466462	0.0323769435	-0.0088809289	-0.0501919059	-0.1087597975	0.0500217209	0.1762563835	-0.0174773481	0.0007229777	-0.0501841034	0.0177506495	-0.0513490983	0.0310074141	-0.1171582794	0.1754173435	-0.1066154153	0.1763168316	0.1271370391	-0.0213686892	-0.1135225345	0.0289636741	-0.1069667522	0.0512569061	-0.0571353784	0.1853938402	0.019260987	-0.0261210316	0.0465244605	0.1182711082	-0.0095530448	-0.0064621933	-0.0207076813	-0.0556567247	-0.2225470535	-0.0645769696	-0.0695192904	0.0468773758	-0.0265131114	0.0366159787	0.1068081236	-0.0107386101	-0.1645112829	0.0003893988	0.0813610045	0.0037339603	-0.1485662823	-0.1037646919	0.0698056429	0.1567974689	0.0393529805	0.034119257	0.1378084465	0.0030527347	-0.0858296199	-0.0718348187	0.0039208711	-0.0852733103	0.0158414844	0.0817690382	-0.0962979633	0.0052799655	-0.1436973312	-0.1053595721	-0.0393563815	-0.1673073382	0.0624697797	-0.0090438003	0.0075832626	-0.0112201807	0.026834534	0.1147048067	0.1124192083	0.108643553	-0.1882169074736026	-0.0058004193754754	3.364486493139142e-05	0.0354256042589266	0.0896968907571675	-0.0409124194674462	0.0080455322115032	0.0016738260666802	0.157750385059856	-0.0304324345761841	0.0248851839865328	0.0009261330742337	0.0002216678738405	-4.168456384469999e-05	4.913664629296782e-08	1.7376028629228696e-09	0.0005867466349467	0.0002845531276856	3.442716136212761e-07	8.097048247565739e-08	-0.0022760713906036	5.197304494089982e-05	5.180500975124205e-06	2.7011974004287924e-09	0.0	0.0	0.0
576.745742339908	-1.939327470907756	3.760991039417473	332635.65130721155	634.482223033905	1.0755116144815702	1.1567252328847537	402567.691346046	558.9220686655949	-1.4311410717052695	2.048164767121708	312393.878841428	559.8432484300212	519.7933460669468	1.301026	24.04748	0.2353311116158351	0.1558855206002032	-0.0924380147	0.0112251877	0.1148846791	0.0219581953	0.0193802557	0.0280231057	0.070164586	0.0003448797	0.0098744993	0.0851325888	0.0571338743	0.0562375497	0.0490220596	0.1293984536	0.0647288282	-0.0665765451	-0.1226198985	-0.0624221949	-0.1225693323	0.0314329803	0.1140772048	0.0558035366	0.0321633183	-0.0329978208	-0.0593587365	0.1968252577	0.0605657119	-0.0602378968	-0.0250025556	0.0939715528	-0.0561533963	-0.0146907375	-0.0627202899	-0.0694227352	-0.022610916	0.0445769353	0.0840241274	0.1639601368	-0.0306213403	-0.0112709329	0.1893398992	-0.1253743323	-0.0402184485	-0.0493869573	-0.000605028	0.0683572366	-0.0454168003	0.0515092833	0.0463910279	0.0749468611	0.1102068695	0.0245995097	-0.1596053437	-0.0407887401	-0.0414200653	0.0333400047	0.1554501843	-0.0433837383	-0.0766461432	0.1299915532	-0.1696594194	-0.0948401838	0.0859536135	0.164409781	0.0257337133	0.0330801269	-0.0396100865	-0.0870980496	0.0196939312	0.0069746171	0.0441379444	0.0952614606	0.1679701447	-0.0819650602	0.0973108141	0.0453776024	0.1300670453	-0.0459228278	0.0833006084	0.0552001725	0.1125294639	-0.0376532225	0.0286131184	0.0618563672	-0.1672661725	-0.0780290828	-0.1276689833	0.1645287799	-0.0752741751	0.0877621822	-0.0229299116	-0.01660488	0.0941339773	-0.0105866117	-0.03784482	-0.1171024241	-0.1238772774	0.1144017065	0.1112164334	0.105973176	-0.1947473178904744	-0.0065304104168718	4.264626021278774e-05	0.0379265178255334	-0.0234107227594506	-0.1131076135166181	0.0005480619401198	0.0127933322354246	0.0545027567377758	-0.1032476283220802	0.0029705504920171	0.0106600727541344	0.0004182278894047	0.0001965600155641	1.7491456747590998e-07	3.863583971859853e-08	0.0006390277132581	5.228107831139995e-05	4.0835641831187643e-07	2.733311149402734e-09	-0.0022761394839333	-6.80933297000745e-08	5.180810950320149e-06	4.636701549643049e-15	0.0	0.0	0.0
574.5119879737484	-2.233754366159588	4.98965856833702	330064.02432554844	633.0438921451569	-1.438330888748169	2.0687957455270976	400744.569382289	558.5994659945902	-0.3226026710046881	0.104072483339359	312033.3634094414	559.4281574423636	512.2324527081217	1.146228	21.186264	0.1759439292588759	0.0861509224693253	-0.0491470546	0.0563037398	0.1047301382	-0.0312929958	-0.0026503003	-0.0302559597	0.086198176	0.1114073131	0.0939459237	0.0406117595	0.093096077	0.029170671	0.017282608	0.1447566133	0.1793326672	-0.0482967821	-0.0666423198	-0.1179293198	0.0202096253	-0.0734533626	0.0841010507	0.2347895869	0.0010158014	-0.1251410193	-0.0236354413	0.0937929182	0.0028804228	-0.1519561684	-0.0092042257	0.1713050269	0.1637357124	-0.0784500522	0.0219917534	-0.0518589769	-0.029965958	0.0154337786	-0.2283594525	-0.0504840688	0.1636302232	0.0885665249	0.0673475089	-0.0321152254	-0.0293276226	-0.1369253267	-0.1171184926	-0.0782626811	-0.0170141005	0.0468653897	0.1166451028	0.0499630655	0.1166763441	-0.0435512118	-0.0379788951	-0.243624635	0.0279797443	0.0393101613	0.0250927914	-0.0638010785	0.0710926908	0.196238099	-0.1909492465	-0.1349177231	0.082594814	0.0508027992	0.075357716	-0.0105108338	0.0628556511	0.0052793373	-0.0410644792	-0.1045503242	0.0093211932	0.1208480441	0.0528005065	-0.0290559734	0.059756094	0.065721841	0.1914876902	-0.0606947993	0.0004554731	0.05138271	-0.0192286851	-0.0141649742	-0.0933026783	-0.0973954082	-0.1675014277	-0.2085489895	-0.0164934003	0.1510036922	-0.019439734	0.0543210629	-0.1455545867	-0.0010134974	0.0055891913	0.0597824082	-0.2347409588	-0.045380193	0.0523559877	0.1140484259	0.1098185471	0.1028845713	-0.1613302735659942	0.0334170443244802	0.0011166988513842	0.0260274571688785	0.0295961537038778	0.0530068764633284	0.0008759323140635	0.0028097289523985	0.0713767734060581	0.0168740166682822	0.0050946437818597	0.0002847324385214	0.0001671580315347	-0.00025106985787	2.7941807506555763e-08	6.3036073530862e-08	0.0013198501682964	0.0006808224550383	1.7420044667520356e-06	4.635192152843782e-07	-0.0017551119607859	0.0005210275231474	3.0804179948937265e-06	2.714696798771145e-07	0.0	0.0	0.0
574.7576886715523	0.2457006978038407	0.0603688329012942	330346.40068706503	630.3330739180248	-2.7108182271321084	7.348535460551667	397319.7840749461	558.8277331837229	0.2282671891326799	0.0521059096345346	312288.4353752582	559.2587108352037	507.99099332226257	1.163443	21.504454	0.1251509654399661	0.0679483907818106	-0.0470543641	0.0934549652	0.021749442	-0.0136982305	0.0053822301	-0.0910365805	0.0775197	-0.0153875711	-0.0843863381	0.0415054187	0.0867054308	0.0022518816	-0.0129004057	0.0891107916	0.0755698858	-0.0373317091	-0.0474105936	0.0430545044	0.0496113383	-0.092109639	0.0906313524	0.004198062	-0.1316910599	-0.0476085959	0.0804170465	-0.0578703597	-0.0732607445	0.1130815484	-0.0238738296	0.077943974	0.0918521917	-0.0126845713	0.0066238716	-0.0452728474	-0.1691262183	-0.0393426658	-0.1341121438	-0.0265340575	0.0510508556	-0.0276816515	0.081184846	0.0808040489	-0.1239292509	0.0604439113	0.0068584568	0.0434964772	-0.0029056785	0.0166175078	0.1149545885	-0.0460872178	0.0496139972	-0.008195453	-0.0793936329	-0.0084506971	0.0615660783	-0.1074419248	-0.0025291873	-0.0628959575	0.0711400215	-0.0801900684	-0.0623585184	0.0391386926	-0.0172120157	-0.0851649333	0.0616437498	-0.0640418685	0.110606342	-0.0086555893	0.0128643529	-0.0148810358	-0.1203033831	0.0681215459	0.1292343612	-0.0260935432	0.0181845215	0.0366126056	0.0991989311	-0.0863682836	0.0474636153	0.0438768255	0.0973324399	0.0714171804	-0.0984456635	0.0986496659	-0.0855078161	-0.0129417535	0.072895543	-0.0048071938	0.0460717043	0.0405466136	-0.0116557054	0.0366602003	-0.0974338277	0.2014994487	-0.0894306272	0.0772673894	-0.0207180688	0.1136451198	0.1082280018	0.0993899282	-0.1351953380673336	0.0261349354986605	0.0006830348535191	0.0182777794351406	0.0294162504301596	-0.0001799032737181	0.0008653157893698	3.236518789452541e-08	0.0313602939047257	-0.0400164795013323	0.0009834680337907	0.0016013186316805	0.0009252493702778	0.0007580913387431	8.560863971994655e-07	5.747024778773056e-07	0.0015712707116428	0.0002514205433464	2.4688916492664718e-06	6.321228961659901e-08	-0.0015882308995503	0.0001668810612355	2.5224773902863555e-06	2.7849288599120058e-08	0.0	0.0	0.0
574.1254250790396	-0.632263592512686	0.3997572504170479	329620.0037221879	629.3835178216299	-0.949556096394872	0.9016567802006672	396123.6125055299	558.4395509900795	-0.388182193643388	0.1506854154617928	311854.7321100016	558.6385081091593	506.9378101146028	0.8593389999999999	15.883565	0.0705049639568751	0.0368936712171507	-0.0255336025	0.0971282197	-0.01003287	-0.0116270646	-0.0103079323	-0.1060988298	0.0586839104	0.02691911	-0.0156540879	0.0048458343	0.0611286197	0.031280858	-0.0169845585	0.0930602411	0.0372306629	0.0181315718	0.1115399759	0.0006655138	0.0094621659	-0.113777686	0.0791037618	-0.035826426	-0.0225950551	0.0521553118	0.1075914713	0.0284005371	0.0177836673	0.1604346711	-0.0473433013	-0.1122313523	-0.1866482802	0.0869080993	-0.0155319191	-0.0650170362	-0.1298823326	0.0622206585	-0.0247750793	0.0298274749	0.1779190029	-0.0366629119	0.0059180472	-0.1396930941	0.0226225051	0.0650677729	0.0579655359	-0.0686066606	-0.0044165769	0.0147966187	0.1092231642	0.0140437743	0.0123283588	0.0032762522	-0.0050721814	-0.0305489514	-0.0080726236	-0.1236875131	-0.0442929019	0.0141616	0.0317602437	-0.0260390857	0.0041871754	0.1129914628	-0.0930841008	0.0800731647	0.0978374115	0.0966297415	-0.005296761	-0.0046135089	0.1754233501	-0.038816204	-0.0563901279	-0.0024339887	0.10040666	-0.0091076773	0.0023843547	0.0035033748	0.0916665489	-0.0775699318	0.0142506118	0.0199029265	0.1089451731	0.084981109	-0.0655605073	0.0323628518	-0.0689229267	-0.0136586172	0.0710240299	0.0745036584	0.0603851083	0.0106959089	0.0228458623	0.0908276748	-0.06245379	0.0348796996	-0.0379233371	0.0346095864	-0.0741221032	0.1131919653	0.1064475877	0.0955030384	-0.1080735970985955	0.0271217409687381	0.0007355888331753	0.0116799023898295	0.0239161453024365	-0.0055001051277231	0.0005719820061272	3.025115641600595e-05	0.0181400787190568	-0.0132202151856689	0.0003290624559335	0.0001747740895553	0.0009243829184524	-8.664518253999852e-07	8.544837799265765e-07	7.507387657389664e-13	0.001451938009835	-0.0001193327018078	2.108123984403621e-06	1.4240293720749316e-08	-0.0012151719996886	0.0003730588998617	1.476642988827191e-06	1.3917294276602192e-07	0.0	0.0	0.0
