global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
738.5927830534198	n/a	545519.299178596	n/a	1128.5456297025398	n/a	1273615.2383207022	n/a	644.0157778697152	n/a	414756.3221451343	n/a	943.644378925192	626.3303435880988	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.2383154881945302e-05	n/a	1.5334252483024578e-10	n/a	0.0205517239307511	n/a	n/a	0.0004223733565258	-0.0236041438977565	n/a	0.0005571556091459	n/a	6.498798918189504e-05	n/a	4.2234387379061075e-09	n/a	0.0001820045770037	n/a	n/a	3.3125666050295765e-08	0.000131994036397	n/a	1.7422425644372558e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.2063582737335	-9.386424779686308	531741.9129468405	88.10497014470916	1084.0165945447447	-44.52903515779508	1175091.9772483855	1982.8349720841504	643.3932654146784	-0.6225124550368264	413954.8939809628	0.3875217566759768	916.6822693417496	627.9995069617124	1.310409	34.801319	0.2100025610783213	0.116582095648184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0160054520103614	-0.0159930688554794	0.0002561744940559	0.0002557782514161	0.042494991852152	0.0219432679214009	0.0004815070070703	0.0018058243325144	0.0734562366603768	0.0970603805581333	0.0053958187043052	0.0094207174740896	-0.0007940001776713	-0.0008589881668531	6.304362821420559e-07	7.378606707938123e-07	-0.0003270003697102	-0.0005090049467139	2.590860357792201e-07	1.069292417906075e-07	-1.29724902056972e-07	-0.000132123761299	1.6828550213690982e-14	1.7456688299810182e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.2558241690704	-6.95053410466312	521653.4755461431	48.30992434008516	1068.5691854742508	-15.447409070493904	1141840.1041451038	238.62244699117736	640.3908069379097	-3.002458476768652	410100.3856105872	9.014756904719931	906.2773904572748	601.8539442052663	1.029196	27.33297	0.1528092876014458	0.0854683697942667	-0.0228279274	0.0732929812	-0.111372964	-0.0059054672	-0.0499628075	0.0728306185	-0.0945503183	0.0643045017	-0.0255803129	0.0258762965	-0.0555580534	0.1120841246	-0.0291366443	0.0168494728	-0.0133872184	0.0637849807	-0.1099708386	0.0471008234	-0.1397133717	0.0434093121	-0.0484787994	0.0622309294	-0.1352692928	-0.1514159441	0.0074841238	-0.0201438764	-0.0050232705	0.0653186069	-0.0641346291	0.0533161986	-0.169338641	0.0213152105	-0.0021459905	-0.1178369	0.009015365	-0.0715175212	0.1339089061	-0.070789023	0.1237191283	-0.1130614071	0.034888143	-0.1129120155	0.2872493579	-0.2519951762	0.0204120258	-0.0191935997	0.0303607888	-0.0953668584	0.0820583026	-0.1426381896	0.130299089	-0.0939775079	0.0133306102	0.1162216953	-0.0386750962	-0.0877239057	0.1162410914	0.11622145	0.1161887169	0.0	0.0	-0.0236702508717314	-0.00766479886137	0.0005602807763307	5.8749141585258847e-05	0.0046596124256694	-0.0378353794264825	0.0014315159363459	2.1711987957452676e-05	0.1405698845809979	0.067113647920621	0.019759892451115	0.004504241737213	-0.0010385871206043	-0.000244586942933	1.078663207085131e-06	5.982277265331066e-08	-0.0003182139594617	8.786410248499987e-06	7.72010050549456e-11	1.0126012399629245e-07	-0.00055066559958	-0.0005505358746779	3.032326025608009e-07	3.030897493074078e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719.9944576358542	-2.261366533216119	518392.0190263479	5.113778597549889	1065.9861826192478	-2.5830028550030875	1136326.5415351563	6.671903748954101	639.3883777708995	-1.0024291670101777	408817.49762850255	1.0048642348727184	903.9651509494934	584.3278703365747	0.854848	22.702721	0.0938520515849189	0.0427872918305616	-0.0289045336	0.0562773689	-0.0882866893	0.013471079	-0.0082098488	0.0040248645	-0.0032871302	0.002400602	-0.0149495949	0.1086138045	-0.0848529265	0.0224683093	0.0419313952	-0.0625682531	-0.0411213546	0.0681697471	-0.0283673033	0.0039578495	-0.0260730973	-0.0636387117	-0.0572781056	0.1090370357	-0.1040722379	0.0115453925	-0.0359277189	0.0073867198	-0.0002522125	-0.0336244507	-0.0581170046	0.0019085871	-0.100418536	-0.0475618328	-0.0044936191	-0.1161807124	-0.0043857742	-0.027817076	0.1151483951	-0.1604708186	0.0231308555	-0.0515362342	0.0885610807	-0.0876857722	0.2440978445	-0.3049508128	0.0053618782	0.0129251513	-0.047493766	-0.0705282647	0.0042571713	0.0053023037	0.2009755479	-0.1116211074	-0.0479986605	0.1250159332	0.1225935604	0.0454627205	0.1161887169	0.1160120111	0.1157177005	0.0	0.0	-0.0193848069821314	0.0042854438895999	0.0003757707417344	1.836502933090996e-05	-0.0168414527244493	-0.0215010651501187	0.0004622958025896	0.0002836345298698	0.1667536742322681	0.0261837896512702	0.0278067878699613	0.0006855908405019	-0.0004466553623354	0.0005919317582689	1.9950101270296746e-07	3.503832064473116e-07	-0.0005638774184799	-0.0002456634590182	6.035053509678683e-08	3.179577430715563e-07	-0.0005506257589885	3.984059150001582e-08	3.031887264616617e-07	1.587272731071133e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.7662325585352	-1.2282250773190526	516624.8970663903	1.5085368405553927	1063.3762001649236	-2.609982454324154	1130768.9430771917	6.812008411879934	638.6115119551606	-0.7768658157389154	407824.66320165625	0.6035204956636905	901.8356692974384	583.6104536995621	0.7750599999999999	20.583742	0.1329215884510251	0.0795380097941349	-0.0264095453	0.0223543015	-0.0791749215	0.0009933543	0.0270957516	-0.0264790942	0.0343606927	-0.0702896248	-0.0004679448	0.10930879	-0.136820332	-0.0028774138	0.0182106987	0.0246291551	-0.016633759	-0.1282403382	0.0496961421	-0.0700933304	-0.0054421501	-0.0862580871	0.0464127839	-0.0579748417	0.0777848687	0.1047106905	-0.0043910683	0.0094602905	-0.0063148419	-0.0904377513	-0.0514622354	-0.0719331187	-0.065311897	-0.0548291555	-0.0066997835	-0.1065427921	0.0020270402	0.0019854373	0.0777823204	-0.1604268639	0.0290521255	-0.0382015235	-0.0064490208	-0.1368460235	0.4037253533	-0.1933959248	0.1371192801	-0.1316580836	0.0156507074	0.028550637	0.0246847561	0.027653324	0.0204586025	-0.0289133334	-0.004947437	-0.0350722015	-0.0803902426	-0.0178183972	0.1160839916	0.1155935107	0.1147775772	0.0	0.0	-0.0180028487958026	0.0013819581863288	0.0003241025647645	1.9098084287611925e-06	0.0445439894473622	0.0613854421718115	0.0037681725106288	0.0019841669958867	0.1263536045745752	-0.0404000696576929	0.0159652333889881	0.0016321656283464	-9.708768234326174e-05	0.0003495676799921	9.426018062786096e-09	1.2219756289508597e-07	-0.0003189731373858	0.0002449042810941	5.997810689821794e-08	1.0174386237374045e-07	-0.0005500153513709	6.104076176000018e-07	3.0251688674365455e-07	3.725974596241101e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.3341439861654	1.5679114276301789	518881.2789922816	2.4583462448933058	1062.0797518959528	-1.2964482689708348	1128013.3993873687	1.680778114117474	638.7845583389806	0.1730463838199512	408045.7119723265	0.0299450509531618	902.4026673112056	603.5847526608582	0.974037	25.86808	0.1837297038606924	0.1000460410511134	-0.010396806	0.0270518809	-0.0484912888	-0.0088872279	0.061618228	-0.0231576852	0.006277658	-0.0212351134	-0.0192785742	0.0574309197	-0.0939395131	0.0080341065	-0.0176765026	0.0679507374	0.0129951524	0.0120618534	0.0120436279	0.0285422595	-0.1291374744	-0.2917497396	0.1407748595	-0.0318729375	0.0786669493	0.147599112	0.1918712986	-0.0162079809	0.0268611137	-0.0444448174	-0.0562528178	-0.0132900653	-0.0254065357	0.0565939043	0.0034566899	-0.0642767313	-0.0015710113	-0.0413833821	0.0732429784	-0.0301267169	0.0404931515	-0.1414036272	0.0017476694	-0.0137381107	0.0178742381	-0.0482865562	0.2194322229	-0.20124654	0.0691140049	0.1061688441	-0.0571204415	0.117156259	-0.3577974547	0.2228808883	0.3103649526	-0.2032265078	-0.2441936436	-0.0570035834	0.1159269625	0.114966703	0.1133721581	0.0	0.0	-0.0268096357489753	-0.0088067869531727	0.0007187565689927	7.75594964385729e-05	0.0059593508184008	-0.0385846386289614	0.0014887743381275	3.551386217677428e-05	0.1035579149413337	-0.0227956896332414	0.0107242417469965	0.000519643465855	-0.0016138816068445	-0.0015167939245012	2.604613840910985e-06	2.300663809403868e-06	0.0004309473440726	0.0007499204814584	5.623807285107984e-07	1.857156133632279e-07	-0.0005541527183176	-4.1373669467e-06	3.0708523521878533e-07	1.711780525164568e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.831088234408	0.4969442482425847	519597.4577652008	0.2469535858613877	1064.8436160832014	2.7638641872486005	1133891.9267131484	7.638945245555367	641.3642528201785	2.579694481197976	411348.1047955859	6.654823616323292	904.1732319495408	587.8735651362732	1.034547	27.475096	0.1492308508126136	0.0849456824529421	-0.0303703913	0.000454149	-0.0487973224	0.0605882489	0.0511368124	-0.0481114683	-0.0267403271	-0.0846757699	-0.0128440049	0.0663521753	0.0634769582	0.0176963744	0.017119358	-0.102515987	-0.0048441364	-0.0846137918	0.0093300228	0.0794108541	0.0083077584	-0.0671297609	0.0444551523	-0.0300139675	0.0519374251	-0.0125005105	0.0640083389	0.0652084598	0.0471492014	-0.0487816074	0.0117824682	0.0136498365	4.9361e-05	-0.1164981067	0.0150267548	-0.0211650672	-0.0339514276	0.0538998448	0.0234249204	-0.0943756934	-0.0689475727	0.0387381826	-0.0427267047	0.13644942	-0.0537373933	0.008699964	0.0091905804	-0.0181735567	-0.038902675	0.0790596364	-0.0029030984	0.1987209044	-0.10802467	-0.0008074364	-0.010691016	0.0456388387	-0.0658623135	0.0069635049	0.1157177005	0.1141327175	0.1115071407	0.0	0.0	-0.0581615218661113	-0.031351886117136	0.0033827626257821	0.0009829407631018	0.0789953477250549	0.0730359969066541	0.0053342568441487	0.0062402649622023	0.0929913982744352	-0.0105665166668985	0.0086474001530346	0.0001116512744718	-0.0012339428904769	0.0003799387163676	1.5226150569584866e-06	1.4435342819505966e-07	0.0003317141630523	-9.92331810203e-05	9.847224215407626e-09	1.1003428596948788e-07	-0.000347795593267	0.0002063571250505	1.209617746959445e-07	4.2583263059148965e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720.3670821238888	-0.464006110519108	518928.7330076856	0.2153016705990706	1064.1849993613198	-0.6586167218815717	1132489.7128656523	0.4337759863420276	641.2621343205032	-0.1021184996753845	411217.124913287	0.0104281879759515	904.5420653446917	604.4882186216086	0.958616	25.458546	0.1030834971353474	0.0463213828724308	0.0358980928	-0.0132650202	-0.04209456	-0.0480825295	0.0200017471	-0.0016801627	-0.008160889	-0.0028540006	-0.0034670613	-0.0314810574	0.0018247525	0.0722378572	-0.0891667296	0.0262762516	0.0476811599	-0.0170772519	-0.0521677861	0.08313922	-0.0697031602	0.0249620412	-0.0830379328	-0.0633252981	0.0126753317	0.1319829815	-0.0610216293	-0.0273915423	0.0069239201	-0.0027929901	0.0096220418	-0.0388906043	-0.0595199745	0.0432936702	0.0149649971	-0.0242133807	0.0396423901	-0.0021256392	0.0733476752	0.0473791811	0.0807425464	-0.0043676718	-0.0889809076	0.0684181406	0.022676224	0.0709774433	0.1337392333	-0.0821713889	0.0276235482	0.0005418237	0.0242487928	-0.0119397628	-0.1328349977	0.0454080795	-0.0413460171	-0.0568109123	-0.0092314925	-0.0937150395	0.1154562999	0.1130930572	0.1091900855	0.0	0.0	-0.0696546271478126	-0.0114931052817013	0.0048517670831007	0.0001320914690162	0.0987393858544152	0.0197440381293603	0.0003898270416536	0.009749466318907	0.118005131662386	0.0250137333879508	0.013925211098657	0.0006256868580034	-0.0016679318701983	-0.0004339889797214	2.781996723623199e-06	1.8834643451962186e-07	0.0001935943961648	-0.0001381197668875	1.9077070005057344e-08	3.7478790226413535e-08	-0.0007123392533848	-0.0003645436601178	5.074272119128143e-07	1.3289208013208208e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718.9797366559039	-1.3873454679849146	516931.86172179296	1.9247274475382816	1064.0702344677115	-0.1147648936082532	1132245.4638801706	0.0131709808049136	640.2696967615616	-0.9924375589415604	409945.284591142	0.9849323083978831	903.9593276471612	586.7840892714029	0.878897	23.3414	0.1659335678018257	0.1084463667249341	-0.0385015795	0.0143575423	0.0020296939	-0.0367233251	0.0286308003	0.0503851969	-0.0067425818	0.0695106113	-0.009026091	0.0055740577	-0.0427304306	0.0501075043	0.0097346004	0.096521629	-0.0033316306	0.0236354776	-0.0419334155	0.1394574489	-0.0058423211	-0.0576775078	-0.1355831041	0.1092707161	-0.0616393545	-0.0007640009	-0.0269254623	-0.0413664309	0.0054755838	0.022025767	-0.0699478753	0.0366335953	-0.0359212965	0.0874562286	0.0119884632	-0.0261330357	-0.0184697529	-0.0486262167	0.0861572113	0.0315115126	0.0112954574	-0.0543372304	0.0740788622	-0.0498952533	-0.064620656	0.0994286058	-0.0826851835	-0.0316682784	0.1342448338	-0.1111085646	0.0573721459	0.095928582	-0.0706718934	0.0034599036	0.0114520755	-0.001613203	0.0161572778	0.0054693492	0.1151428784	0.1118495955	0.1064303856	0.0	0.0	-0.0580980534048762	0.0115565737429364	0.0033753838094358	0.0001335543966759	-0.0058684565336051	-0.1046078423880203	0.0109428006890768	3.443878208681239e-05	0.121068722685365	0.0030635910229789	0.0146576356126658	9.385589956077504e-06	-0.0008264269916523	0.000841504878546	6.829815725314707e-07	7.081304606167182e-07	0.0002247689118899	3.117451572509999e-05	9.718504306945066e-10	5.0521063752169634e-08	-0.0006509074346981	6.143181868669995e-05	4.236804885452614e-07	3.773868347155577e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717.850869720297	-1.1288669356068797	515309.87115818687	1.2743405583064664	1064.6963038062245	0.6260693385129343	1133578.219338636	0.3919628166260231	639.591642797465	-0.6780539640965344	409077.4695363601	0.4597571782270244	902.9523285883492	569.58064116363	0.903066	23.983271	0.1213893721462027	0.0711399681556359	-0.0447173345	-0.0250227421	-0.0165883896	0.0170778686	0.0220339314	-0.0442263372	0.0178620432	0.0110092421	-0.0103355242	0.0951023024	-0.029820873	-0.0502432985	0.0548792188	-0.1008372746	-0.0364295317	-0.0033823067	0.0226983005	0.0185651565	0.0316653379	-0.0669102964	-0.0941767418	-0.0208711985	0.1162606443	-0.130299397	-0.0673087299	0.0346496902	0.0153666853	-0.0732745326	-0.0129623301	-0.0334483762	-0.0026556248	-0.0855858284	0.0070352939	-0.0118046529	-0.0360574779	0.063565809	0.0112762137	-0.0653247666	-0.0962124856	0.0632515218	0.0276622771	-0.0272003493	0.0511748617	0.0297769397	-0.165525445	0.0120920825	0.0347335457	0.0714703377	0.1286813737	0.0769935846	-0.1206678004	0.0882172833	-0.0187905687	-0.0992748089	-0.0345399275	-0.1177549247	0.1147775772	0.1104045733	0.1032392285	0.0	0.0	-0.0699012406134897	-0.0118031872086135	0.0048861834393049	0.0001393152282815	0.0470137639177039	0.052882220451309	0.0027965292398608	0.0022102939977095	0.0772919574523598	-0.0437767652330052	0.0059740466868173	0.0019164051742656	-0.0007588861737984	6.75408178539e-05	5.759082247823754e-07	4.561762076373696e-09	0.0002977917767852	7.302286489530003e-05	5.33233879751724e-09	8.86799423208864e-08	-0.0007688877370144	-0.0001179803023162	5.911883521311252e-07	1.391935173464554e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
