global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
588.1720479211025	n/a	n/a	345946.3579557037	607.9771047313259	n/a	369636.1598774856	n/a	538.4333440075181	n/a	289910.46593911835	n/a	572.3293208148273	501.98353643978345	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0074190640474114	n/a	n/a	5.504251133959242e-05	-0.056395816672591	n/a	0.0031804881381684	n/a	-0.1075711633416176	n/a	n/a	0.0115715551826689	-0.0029197419864405	n/a	8.524893267383517e-06	n/a	-0.0009497419800474	n/a	n/a	9.02009828664356e-07	-0.0015488895448534	n/a	2.3990588221561725e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583.1262031776032	-5.045844743499288	25.46054917549939	340036.16883232736	596.6796739146395	-11.297430816686417	356026.6332628805	127.63194305781587	537.6825935677306	-0.7507504397875664	289102.57142572134	0.5636262228412243	568.7858871152251	480.56106027111207	1.473569	25.183786	0.1727768498601424	0.0920379564313255	-0.0733080166	0.0424671099	-0.0140541479	0.1947506819	-0.0772406574	0.0255725256	-0.0044572719	0.1616500238	-0.0771941956	0.1654261885	-0.04312483	0.0895914902	-0.0392704218	0.0805339353	-0.172024282	-0.0050431	0.0269730577	-0.0176462935	0.023234342	-0.118238963	0.036646579	-0.1204323067	0.0534277973	-0.0095549915	0.017005879	-0.0120812111	0.0648366857	0.0756927094	-0.0729906317	0.0346309427	-0.0553909702	0.0184899045	-0.1500660283	0.0532683114	-0.0762046168	0.0601547667	-0.0750793565	0.0841439359	-0.052080789	0.0406955513	-0.056032693	0.1311258226	-0.106597216	0.0176387527	0.0543373396	-0.1400995258	0.0015424785	-0.0445457449	0.125705948	-0.0774543004	0.0712538324	-0.0139051898	0.0832414001	-0.0702131236	-0.1763210526	0.0805559665	-0.1014413627	0.0524851745	-0.0442018975	0.0791910989	-0.0420777202	0.1761090841	-0.0179063261	0.0312917811	-0.076101877	0.0539066677	-0.0667959045	0.0993173241	-0.0604221128	0.0334119955	-0.1686298624	0.0110053221	-0.0746985239	0.1503103486	-0.0654681017	0.0569442237	-0.1133956648	0.1926569439	-0.1843759207	0.1273105738	-0.1154564522	0.1868529844	0.0409398139	-0.00435836	0.1272441459	-0.1980270299	0.1090957144	-0.1386874202	0.1170083174	-0.1028486508	0.0798543727	-0.1900219167	0.146594977	-0.0521088188	0.163186802	-0.1205733449	-0.0322392699	-0.0393595869	0.1158504512	0.1158311377	0.115798951	0.0	-0.013127317503077	-0.0057082534556656	3.258415751411826e-05	0.0001723264648265	0.0196926661912613	0.0760884828638523	0.0003878011017204	0.0057894572245227	-0.0693756840991781	0.0381954792424395	0.0014588946345596	0.0048129855442289	-0.0027756112277777	0.0001441307586628	7.70401768776563e-06	2.077367559271437e-08	-0.0012681776123997	-0.0003184356323523	1.014012519516092e-07	1.608274456591804e-06	-0.0009557632499048	0.0005931262949486	9.134833898685852e-07	3.517988017594536e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.2642688910665	-1.861934286536666	3.466799287380804	337868.1502894661	588.4991039420074	-8.180569972632043	346331.1953405457	66.92172507712903	537.0308247187367	-0.6517688489939246	288402.1066980864	0.4248026325188653	565.8971329459375	475.6468308392693	1.189481	20.328629	0.1811353397484558	0.094882252303671	-0.0819412359	-0.0332138844	0.0610223034	0.1579361222	0.1013805718	-0.0812525901	-0.0671143078	0.1131047557	-0.0166540752	-0.0125966335	0.0309621591	0.0774526017	0.0230016028	0.0630064236	-0.0100085257	0.0793726351	0.0095832254	0.0973602497	0.0748688615	0.0281974423	-0.0283885445	-0.0683208135	0.0186995262	0.0464162749	0.0431267179	0.1211793566	-0.0258207145	0.1012190912	-0.0334582607	-0.0134946824	0.1019430783	-0.1008785076	0.110358718	0.0671741442	0.0498256327	-0.1156526136	-0.0273205473	0.0164039633	-0.1655427529	0.0410632503	-0.1759713511	0.0626843169	0.0727884128	-0.0787474798	0.0054455785	0.0227569291	0.0679239939	-0.0604613789	0.0820205651	-0.1016953464	-0.1468450553	0.008412449	0.0310287669	-0.0086037524	-0.0686821293	0.0772795081	-0.0956835974	0.038577063	-0.0070802444	0.0870350932	0.1482655555	0.0354699388	0.0730264331	0.1015134223	-0.0475342991	-0.0767989498	0.0600661053	-0.0451750631	0.0155023301	-0.0082262464	0.0421337568	-0.010775612	0.0538529998	-0.0768203663	-0.0722353362	0.0047437979	-0.0076456968	0.1663120419	-0.067543152	0.0095018947	0.0042930342	-0.0252805815	0.0473415119	-0.0850766686	0.0160842623	0.0007420599	0.1062919875	-0.1058688955	0.0346990055	-0.0980523568	-0.0075925967	-0.0345044981	0.1141585289	0.0416299061	0.0854461916	-0.127644566	0.1386911258	0.0916749062	0.115798951	0.1156251942	0.1153357926	0.0	0.0421664767110883	0.0552937942141653	0.0030574036785984	0.0017780117582267	-0.0409803892811169	-0.0606730554723781	0.0016793923056318	0.0036812196603542	-0.0677302106601658	0.0016454734390123	2.707582838494989e-06	0.0045873814360704	-0.0022157678971609	0.0005598433306168	4.909627374088836e-06	3.134245548361116e-07	-0.0014010842376253	-0.0001329066252255	1.7664171028858082e-08	1.963037040922068e-06	-0.0003780528732892	0.0005777103766156	1.429239750022199e-07	3.337492792493384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.9339445877837	0.6696756967171495	0.4484655387735997	338647.1158634977	589.6149591904766	1.1158552484691882	347645.8001011874	1.2451329355362335	537.0989233983706	0.0680986796339766	288475.2535156888	0.0046374301678909	566.7561147560853	477.2370233924141	0.967856	16.540987	0.0833013775406236	0.0444278417788033	-0.1377796768	-0.0342935808	0.0515034061	0.0813049314	0.1327430524	0.0806827276	0.0181334056	0.1209299228	-0.1300336413	-0.0060600351	0.0594623973	-0.0306188607	0.054902736	-0.0471573949	0.0513835028	-0.1329909721	0.0445009434	0.0864636074	0.0782936809	0.0166127938	-0.006841435	-0.0821112683	0.0317148112	0.0676023234	0.0680468579	0.0435377984	-0.0837179608	-0.0004836582	0.0621022693	0.0711813259	0.1033806865	0.0503869741	0.0178474403	-0.1596540456	0.0476665151	0.014165646	-0.0459396556	0.0041452844	-0.0610728088	-0.1626026751	-0.1215898512	-0.0310746225	-0.1300166624	-0.0379982421	-0.092395502	-0.0627350246	0.1726700316	-0.1650590792	-0.0524782177	-0.102612907	-0.046798888	-0.0526749958	0.0826884104	-0.0369705688	-0.0126097474	0.0735769263	-0.0103503547	0.0690876403	-0.0806892228	0.00098611	-0.0258399383	-0.0291463708	0.1094679862	0.0468754378	0.0298475384	-0.0220260275	-0.048237671	0.0595060525	0.0353145674	0.0928068281	0.0546384576	-0.0124309707	0.0551864126	-0.0164554554	-0.1152829793	0.0260968079	-0.0029291858	0.1123734183	-0.0698891351	0.0623624365	-0.1009334058	-0.0582283137	-0.057155524	-0.0452278037	-0.0927783838	-0.0306464912	0.0446333779	-0.0767871481	0.0497585119	-0.0564566859	-0.067744086	-0.0838819013	0.0772019578	0.1379191298	0.0241623495	-0.0375982351	0.1070495783	0.1516607712	0.1156959735	0.1152136733	0.1144113283	0.0	0.0423750455718732	0.0002085688607849	4.35009696891114e-08	0.0017956444872183	-0.0118621609062756	0.0291182283748413	0.0001407108613663	0.0008478712236894	-0.0500547575410834	0.0176754531190823	0.0003124216429648	0.0025054787524966	-0.0022598952354116	-4.412733825070016e-05	5.107126475036051e-06	1.947221981091705e-09	-0.0015671577374112	-0.0001660734997859	2.7580407331137343e-08	2.455983373927792e-06	0.0001377288323925	0.0005157817056817	1.896923127220136e-08	2.660307679159238e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.325708817962	-0.6082357698217038	0.3699507516906006	337939.5797327059	589.0665819824867	-0.5483772079899154	346999.4380085297	0.3007175622428149	537.1044755073443	0.0055521089736885	288481.21761001943	3.082591405571258e-05	566.1407888826526	473.8700576252887	1.003175	17.144598	0.0463645462682427	0.0285645851419956	-0.0653678885	-0.0174169578	0.093495072	0.0059611763	0.0661652927	-0.039009559	0.1622139349	0.0948225281	-0.0150918099	0.0684135623	0.0176744699	0.0877423402	-0.0375718472	0.0059319014	-0.0534794423	-0.1346925526	-0.0021879234	0.0363946442	0.0317637805	-0.1554999372	0.0400899573	-0.0150821471	0.1003903329	-0.0973357977	0.0098032259	0.0230176489	0.0122239362	0.0030749589	0.0717253367	0.0029169737	-0.0111416847	0.0470980913	-0.0468809161	0.0118839826	-0.0757395604	0.0414658755	-0.059379788	-0.0674458819	-0.0116340155	0.0084320691	0.1132992409	0.1228469262	-0.0772667556	-0.0383275658	0.081495733	0.0431752616	-0.1520975206	-0.0714228841	0.0223545183	-0.1616573135	0.125067847	0.032297836	0.0074647043	0.0361127482	-0.0523204546	0.053422241	-0.0472013694	-0.01249166	-0.011317128	-0.0039940183	0.0641806044	-0.0227378002	-0.0084472787	-0.0428096395	0.0258015807	-0.0700143629	-0.0572028812	-0.0370424294	-0.0588225081	-0.0370669069	-0.0454855928	0.1213385465	-0.1068189587	0.0837735783	-0.079557935	-0.0389510534	0.0021151467	0.110174655	-0.0984624621	0.0519592638	-0.0729943636	0.1504588844	-0.0614580167	-0.0755538216	0.0090751957	-0.0450960834	-0.0107977054	0.02430618	-0.0005144853	-0.0213309778	-0.0271170715	-0.0006407703	-0.008413249	0.0609979994	0.250112631	-0.0548537454	0.0917978854	0.0267987642	0.1155415645	0.1145973067	0.1130292557	0.0	0.0424196685389119	4.462296703870022e-05	1.991209187336926e-09	0.0017994282789511	-0.0263007476130638	-0.0144385867067882	0.000691729325006	0.0002084727860894	-0.0478982683326876	0.0021564892083957	4.650445705927536e-06	0.0022942441092701	-0.0018178949343292	0.0004420003010824	3.304741992259766e-06	1.953642661569323e-07	-0.0014256364636699	0.0001415212737412	2.0028270921359955e-08	2.0324393265452185e-06	0.0001487042052892	1.0975372896699991e-05	2.211294067069253e-08	1.2045881022161674e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582.2325816628639	0.9068728449019544	0.8224183568205644	338994.7791498035	589.4051665360073	0.3385845535206044	347398.4503393385	0.114639499882747	537.174768568065	0.0702930607207008	288556.7319861542	0.0049411143854841	566.3420364904799	478.31909201551525	0.982463	16.790628	0.0501015781660657	0.0322464291023444	-0.0928205692	-0.000733675	0.0222319494	0.0019824336	-0.0029582866	-0.0498693532	0.046243733	0.1051549595	0.0603423321	0.0489938889	0.0287272451	0.0052408632	0.0813066769	0.0384802416	0.1262477355	-0.0149719845	0.0260842508	-0.064212001	-0.028662615	-0.0741350307	0.0511529457	-0.0462957462	0.1117901237	-0.0812306616	0.0432255856	-0.021686396	0.0638717687	-0.1664848981	0.1855655949	0.0748267931	0.0615991819	-0.0566212786	-0.0264888719	0.0094904921	-0.0946195023	-0.0806888006	0.0259447513	0.1216297457	0.0657254087	0.0613342312	-0.1465024849	0.0545620532	-0.0521470888	0.1287511649	-0.0924741534	0.0100463244	0.0052654408	-0.0482618046	0.0775459035	-0.044835136	0.0492792837	0.0609643662	0.020205091	-0.0043623178	0.0087064608	0.1038385338	0.0461468306	-0.052598845	-0.059107598	-0.0519938877	-0.0267233645	-0.0983562909	0.2203989317	-0.045661873	0.0847505943	0.0321167468	0.0060941516	0.0137770572	-0.0086483381	0.1297059719	-0.1040261348	0.0822084514	0.1537817969	-0.0855321228	-0.0833108313	-0.0011204361	0.0012861493	0.1136394176	0.0125020504	0.0315573656	-0.0511935315	0.0483252914	0.0918050323	-0.0516019288	-0.0216235977	0.0330284018	0.0677385751	-0.0365698743	0.0477897992	-0.105578555	-0.0681701821	0.0374116576	0.0709884189	0.0562964042	0.0420787379	-0.0705493978	0.132376411	0.0765925192	0.1153357926	0.1137771902	0.1111951025	0.0	0.0423525658107593	-6.710272815260016e-05	4.502776125521757e-09	0.0017937398307546	-0.0273987949163938	-0.0010980473033299	0.0007506939628706	1.2057078803502805e-06	-0.0787537718466353	-0.0308555035139477	0.0009520620970992	0.0062021565800718	-0.0018999865500788	-8.209161574960003e-05	3.60994889048034e-06	6.739033376379979e-09	-0.0012710219743827	0.0001546144892872	2.3905640297541724e-08	1.6154968593636969e-06	2.37918179132906e-05	-0.0001249123873759	5.660505996191755e-10	1.560310451994925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582.68214324246	0.449561579596093	0.2021056138489342	339518.4800536267	588.8088746520708	-0.5962918839364875	346695.89086903806	0.3555640108485254	536.9321772327162	-0.242591335348834	288296.16294786497	0.0588505559863304	566.9432569076158	485.23403599539137	1.255672	21.459858	0.1871522147968318	0.1230623229040065	-0.0273629312	0.0924124733	0.0634282941	0.1625973701	-0.0012113126	-0.2575407382	0.0106696355	0.0985939948	-0.1185251338	0.1381992862	0.0535900324	-0.2336876723	0.061569152	0.0097850774	0.0596171999	0.1536818564	-0.065186119	0.0300650788	0.185726707	-0.0331548208	0.1177522703	0.1270748974	-0.0739668942	0.0094144869	0.0571341097	0.0396288048	0.0459295783	-0.1641957939	-0.0451064264	-0.1269856722	-0.0194809236	-0.0788182553	-0.0930890358	0.1127095768	-0.0497485777	-0.068397526	-0.1454158563	0.1593397382	-0.0316412332	0.0838527106	0.0318110564	-0.0859332647	-0.0094160708	-0.0040975418	0.0643679906	0.0313014086	0.123159798	0.0647100627	0.2251513467	-0.2026711561	-0.0313482718	0.051742075	0.0951837981	0.1584751064	0.1227276155	0.0342098842	0.1228700058	0.0508676957	0.0721254303	0.1035586184	-0.0871836369	0.0189751053	-0.0614566314	-0.0933176869	0.0562876815	0.0552964219	0.0558552514	0.1145440625	-0.0290116315	-0.1088309468	-0.052456315	0.1615652965	0.0414703144	-0.0785002128	-0.0446621486	-0.0766729268	0.0324602805	0.3039653794	0.0175657613	-0.0130044126	0.0342726877	0.0459159741	0.1349171783	0.1314924486	0.0515301154	-0.1067438647	-0.0287239179	0.0026348995	-0.0712178363	0.0673660875	-0.1683582975	-0.0064760709	0.0754514029	0.0329383159	-0.1354876077	0.0784736779	-0.2390277076	-0.1142111274	0.1150787493	0.1127547821	0.1089162049	0.0	0.0285199427824949	-0.0138326230282644	0.000191341459842	0.0008133871363167	-0.0761918915915913	-0.0487930966751975	0.0058052043443048	0.0023807662831551	-0.1892424634416798	-0.1104886915950445	0.0122077509703848	0.0358127099694755	-0.0017129277421158	0.000187058807963	2.9341214497099324e-06	3.4990997636538524e-08	-0.0012711004833871	-7.850900439997088e-08	6.163663771874647e-15	1.6156964388669192e-06	0.0001174105709124	9.36187529991094e-05	1.3785242161975708e-08	8.764470913108255e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584.1403076687584	1.4581644262983673	2.1262434941220465	341219.8990433517	593.0718520812269	4.262977429156081	351734.2217310567	18.17297656149419	537.4176200553162	0.4854428226000209	288817.6983459202	0.2356547340138753	567.6189046205858	485.6966927069524	1.14707	19.603821	0.1715384841135816	0.0939994029519775	-0.0258531697	0.0714999121	0.0507682986	0.1664946031	-0.0124016274	-0.0858728806	-0.0738725503	0.1020799801	-0.1476061523	0.0904065138	0.1013702809	0.0121107672	0.0745727657	0.0951169924	0.044192496	0.0211434531	-0.000496272	0.2007763693	0.1691248748	-0.0092488376	-0.0157216538	-0.0872905045	0.0570274843	-0.0675326488	-0.0401153333	0.0290262115	-0.1057311477	0.0648501722	-0.146661381	0.0367628422	-0.0505847577	-0.0993916801	0.1169108599	-0.0450591102	-0.0782453439	0.0165417789	-0.0642633766	-0.0425006744	0.0229069061	0.1393395057	0.02802407	-0.08168593	0.121653667	-0.1334352794	-0.0423437328	-0.0446666734	-0.0455897128	-0.0224308818	0.1259050054	-0.1324565607	-0.1141535268	-0.1052269334	0.1116290197	0.0866701118	-0.0107863112	0.0558959244	0.0026144904	-0.0669593777	0.088932759	-0.0064619773	-0.010677515	0.0126524105	-0.0540690276	0.053052086	0.0204356465	-0.138967451	0.076322669	-0.1043345329	-0.1671369586	0.0418950434	-0.0556066824	-0.1965888223	-0.0020535633	-0.1005444645	-0.0600525183	-0.0481820859	0.0680938574	0.1789896419	-0.0713881994	-0.0579326271	-0.0271125217	-0.1415369639	-0.0126098909	-0.0009318011	0.0080898327	-0.0166857738	-0.0792554908	-0.0867256347	-0.0273410919	-0.0519432339	-0.0993935672	-0.0112937498	-0.0470273364	-0.0662841885	0.011937259	0.1576572466	-0.0926055831	-0.0827724799	0.1147705489	0.1115319001	0.1062016776	0.0	0.0384111820075787	0.0098912392250837	9.783661340783627e-05	0.0014754189032193	-0.0157652234715612	0.0604266681200301	0.0002485422711082	0.0036513822200882	-0.1233616501063821	0.0658808133352977	0.0043402815657203	0.0152180967169694	-0.0018891652439473	-0.0001762375018315	3.568945318938462e-06	3.1059657051807984e-08	-0.0014559424540192	-0.0001848419706321	3.4166554107158166e-08	2.1197684294154503e-06	0.0004631263671122	0.0003457157961998	2.1448603191454426e-07	1.1951941174206164e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583.2117562522052	-0.928551416553205	0.8622077331829635	340135.9526307816	594.9348719434918	1.8630198622648777	353947.5018544189	3.470843007193444	537.9392673858224	0.5216473305061982	289378.65539559536	0.2721159374242427	568.1787185035425	481.5022736746441	1.081506	18.483301	0.1390400383339313	0.0681239403208628	-0.0482115982	0.0642817103	0.0420901806	0.0087103817	0.0016250191	0.0933003039	0.0489499611	0.0799148719	-0.1463867935	-0.0541333416	0.0779319169	0.1051877703	-0.0575170978	0.0694932495	0.0807942794	-0.0560272619	0.0856564282	0.0675623786	0.0709007729	-0.1140602121	-0.0721505019	-0.02694962	0.0803987416	-0.0541376875	-0.0786668691	0.1303996579	-0.1646680249	-0.0014509246	-0.0207334565	0.0248788127	0.1118360554	-0.065512553	-0.0489405559	0.0232940913	-0.0824901468	-0.0236512306	-0.1318416899	-0.0235750988	0.0538137036	-0.058850855	-0.0079669671	-0.0170421512	-0.039346891	-0.0400261261	-0.1364737645	-0.0415974462	-0.0063884945	-0.0902436985	0.0196171114	-0.0507654783	0.0237835615	-0.1392108845	-0.0089141376	-0.047169574	-0.0482842318	0.0526562759	-0.1425926825	0.0128123512	-0.0338828748	-0.0293988041	-0.090675919	-0.0015766527	-0.0492809949	0.004541866	-0.191163977	-0.1334252407	0.0184042601	-0.0154469703	-0.1370062927	0.1807341544	0.0017126556	0.0079862265	-0.0050016145	0.0204717923	-0.0710303624	-0.052539102	0.0371687845	0.0324635481	-0.0122548105	-0.0177715053	-0.0358158222	0.0259915997	-0.042400152	-0.0401011144	-0.0319708339	0.0685480252	-0.0490641526	0.0562813329	-0.0221963938	0.0382712294	-0.129726675	0.0025253691	-0.0242459361	0.0219338346	-0.0582075587	0.0052322339	-0.0191441556	0.0563973323	0.1144113283	0.1101107184	0.103062378	0.0	0.0652305504708294	0.0268193684632507	0.0007192785247676	0.0042550247147274	-0.0401477353883876	-0.0243825119168263	0.0016118406568159	0.0005945068873741	-0.0761696564041329	0.0471919937022492	0.0022270842695931	0.0058018165567236	-0.0011541183886986	0.0007350468552487	1.3319892551322528e-06	5.402938794110034e-07	-0.0014797988394164	-2.385638539719988e-05	5.691271242197318e-10	2.189804605138124e-06	0.0005171464114984	5.402004438620001e-05	2.674404109256725e-07	2.9181651954870194e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.9345844438055	-1.2771718083996575	1.6311678281708517	338647.8605717846	590.8949817531513	-4.039890190340429	349156.8794610571	16.32071275000883	536.7424151276889	-1.1968522581335037	288092.42019710434	1.432455327799267	567.3709168077788	478.4201921460136	1.001172	17.110361	0.0444866330167915	0.0235447393802177	-0.0514249854	0.0427589443	0.0748367866	0.0203046157	-0.0201342646	-0.0641863297	0.0382775555	0.122322872	0.0431986247	-0.0098695704	0.0491101561	0.0467546656	-0.1131606207	0.0145638401	-0.0266434355	0.0571757914	-0.027470895	-0.0047712004	0.0841587503	-0.0567829786	-0.0824728964	-0.049583615	-0.0217423811	-0.0394000909	0.0639132437	-0.1019399193	0.0383583975	0.0782139859	-0.0247498442	0.0801928358	-0.0436576106	0.1117048295	0.0216057243	0.2285725905	-0.0158428739	0.0190577839	0.0344327444	-0.0665013208	0.1316689791	-0.1114490001	0.0803213487	-0.0692045239	-0.0462656385	-0.1053438015	0.0527640366	0.1385720713	0.0080783129	0.0048777429	0.1165106578	-0.0657926742	0.001695067	-0.0229616901	-0.0432360388	-0.0540906614	-0.0354839623	-0.07079193	0.0061689681	-0.051873174	-0.0466871537	0.0673783656	0.0805744393	-0.1748542262	0.0233410695	0.0155294901	-0.0193815772	0.0248658306	-0.0570823033	-0.0532599495	0.0269207397	-0.1820279705	-0.0221364933	-0.1118094431	-0.0338377523	0.1402100577	-0.0740579933	-0.0681026107	0.098596613	0.0304770145	0.0027950684	-0.0367406835	0.0829661118	-0.0331117761	0.0410741306	-0.0516491899	-0.0032110976	0.063047742	-0.0344653337	0.0754151056	-0.1368956189	-0.002171296	-0.0306570613	0.0238823341	-0.0114786496	0.0006616542	-0.031154532	0.02382154	-0.0400791039	0.0236011118	0.1140012473	0.1084937639	0.0995108621	0.0	0.0779115577632296	0.0126810072924001	0.0001608079459499	0.006070210833093	-0.0250833851180942	0.0150643502702933	0.0006291762089826	0.000226934649066	-0.0751684364625049	0.0010012199416279	1.0024413715135666e-06	0.0056502938402176	-0.0011950169672929	-4.089857859430001e-05	1.42806555211792e-06	1.6726937310341346e-09	-0.0013869224244831	9.287641493329994e-05	8.6260284508625e-09	1.92355381153408e-06	0.0006981725282202	0.0001810261167218	4.874448791613861e-07	3.2770454935374765e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
