global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
540.1108025220423	n/a	n/a	291719.6790010045	521.8999924786323	n/a	n/a	272379.60214919643	509.6949188583199	n/a	n/a	259788.91030998933	499.2069287586893	460.7763176297226	n/a	n/a	n/a	n/a	0.0225788523	-0.0507677059	0.0253485978	-0.0927291783	0.0524998863	-0.0685275605	0.0385055815	-0.1100665484	0.0226770124	-0.0165349547	0.257345509	-0.0703715887	0.0375191746	-0.1331052954	-0.0517100616	0.3570913894	-0.0294087377	-0.0527139111	0.009992746	-0.0928009926	0.0159008019	-0.000282878	0.0467581849	-0.0205806578	0.1431468783	-0.1166184372	0.0014750943	-0.0641925362	0.0182781958	-0.0147841905	0.0707223338	-0.1616687136	0.0153129366	-0.2134198348	0.1827928341	-0.1751382557	0.0861203895	-0.1558671104	0.1132869012	-0.0454646397	0.0917923459	-0.0443672518	0.0087607162	-0.0201888494	0.0387400236	-0.0795126085	0.0370633736	-0.1178622927	0.0885370938	-0.0037113271	0.0195577823	-0.0661838484	0.0597077278	0.073886278	-0.1443686276	0.2201213801	-0.03395766	0.0223618245	-0.0659616679	0.1025894167	-0.0229836639	0.2023223628	-0.2676742162	0.1444618462	-0.0834657831	0.1200695622	-0.1682275477	0.28403537	0.1458869873	-0.1157201805	0.0850132301	-0.0226607516	0.0209196151	-0.0340409755	-0.0323175789	0.1131063001	-0.0306903306	0.0447090038	-0.1468187049	0.1214621962	-0.0391099751	0.0073634471	-0.0563238097	0.2071950798	-0.0743281616	0.0963403962	-0.0647547969	0.0359073056	-0.1190866453	0.1135453653	-0.0213681629	0.11138688	-0.0104755051	-0.0763155714	0.0097979665	-0.0571697805	0.0199131553	0.1154637225	0.1154447293	0.1154130763	-0.0670585603317022	n/a	n/a	0.0044968505137605	-0.121749504180002	n/a	n/a	0.0148229417680763	-0.2130111136744972	n/a	n/a	0.0453737345488495	0.0013806551587219	n/a	n/a	1.9062086673053944e-06	0.0005090809524275	n/a	2.5916341612449055e-07	n/a	-0.0006073520610904	n/a	3.6887652611075697e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.3302168616733	-1.7805856603689565	3.170485293911552	289799.4223863362	513.0166323501452	-8.883360128487084	78.91408717239406	263186.06506788405	508.22762102149	-1.467297836829914	2.152962941965745	258295.3147691633	495.964906659452	459.6150109722144	1.076552	23.691156	0.0963177680153759	0.0558877536107765	0.006873145	-0.0800990985	0.0161676551	-0.0254628447	-0.0823283728	-0.0314957945	-0.0262679788	-0.0581146381	0.0053973514	0.1013036408	0.0299085094	-0.0712103616	0.0161983664	-0.1067175228	-0.0438422125	0.0966293249	-0.1077095899	0.0309774516	0.078178253	0.0471883908	-0.0292669512	-0.009901477	-0.0091662066	-0.1252361397	0.0495721662	0.0954544575	-0.0366862446	0.006166013	-0.0578942723	-0.0293697256	-0.1218050863	0.0108947519	0.1630456492	0.011340435	0.0315193697	-0.1830796963	-0.1182682	-0.0782285118	0.0074787145	-0.0846492507	-0.0193709859	-0.0475713152	0.0050292097	-0.1621084639	-0.0282345591	0.0133505444	0.0160076698	-0.079679922	0.0060106255	0.1240064376	0.0491019203	-0.1026742973	0.0131296893	0.0620426794	0.0052359814	-0.0341634387	0.0886417379	-0.1120918588	0.0062736829	0.0347427698	0.0846281436	-0.0299580002	-0.2503794577	0.1405028827	0.0905731148	-0.0800058026	-0.154977966	0.1509437359	0.0930173219	0.2185821042	0.0576660586	0.0057990487	0.0515875055	-0.0207687368	-0.0528118983	0.1131143364	-0.0832096336	-0.0144504885	-0.0519652557	0.0625695058	-0.0948026522	0.0689521998	-0.117367882	0.0079002288	-0.1642024241	0.2448948881	0.0152230778	0.0606627934	0.0114655395	0.0076536682	0.1291038228	0.0984460339	0.0059605141	-0.0636743842	0.0755943441	0.0683685716	0.0209268031	0.1154130763	0.1152422001	0.1149575937	-0.0657893638102962	0.001269196521406	1.610859809949096e-06	0.0043282403905635	-0.1267605379574803	-0.0050110337774783	2.5110459519028465e-05	0.0160682339832698	-0.1712157672238206	0.0417953464506766	0.001746850984932	0.0293148389460415	0.00206374362657	0.0006830884678481	4.66609854907065e-07	4.259037756208296e-06	0.0007898725520887	0.0002807915996612	6.238986485431161e-07	7.884392244029561e-08	-0.0006083158188974	-9.637578069999694e-07	3.700481355208143e-07	9.288291105533905e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.909015059367	-1.4212018023063138	2.0198145628787145	288271.29045201954	510.8861463512994	-2.1304859988458134	4.538970591278043	261004.65453368129	508.6573351279072	0.4297141064171796	0.1846542132539152	258732.28457942407	495.5312936532024	457.0603566527575	1.001014	22.028833	0.1146355167922904	0.0753730746483239	-0.0568764743	-0.0339130101	0.0048799623	0.0313726421	-0.0216110249	0.0423946882	-0.0837513713	-0.0404350589	0.0558854399	0.0147190859	-0.0054525094	-0.0318243512	-0.0422747566	-0.1083990297	0.0424246284	0.0928287394	-0.0984411617	-0.0257485601	0.0346982197	-0.0126186946	-0.0217902642	0.0232133138	0.0118633269	-0.0879623238	-0.1053060041	-0.0454680011	0.0767962289	0.0957762099	0.0961220172	0.0127372823	0.0419999553	0.0242337495	-0.2142404319	-0.1470974987	0.1346108553	-0.0414706312	-0.0847889705	0.1128565434	-0.1339611322	-0.0553540802	-0.0947230224	0.0597585947	0.0382349891	-0.0235881205	0.055866906	0.0316635836	-0.0312083083	-0.0112276909	0.0156577747	0.0070350555	0.0377855797	0.0570859543	-0.0533088094	0.0371330593	-0.0127043966	0.0453684028	-0.0831276429	-0.1920898454	0.0024037065	0.0291476626	-0.0477011562	-0.0612628506	-0.0236916836	-0.0363143369	-0.0854872427	-0.0260172853	-0.082423216	0.080705619	-0.0503726194	-0.1453248774	0.1019355707	0.1137667105	0.1536321755	-0.0188311792	-0.0453802268	0.09402691	1.4414e-05	-0.1296197354	0.0237898463	0.0603110767	-0.1079783228	0.0653159374	-0.1433515432	0.0093906408	-0.0631246326	0.1111100142	0.0667949754	0.0099978811	0.0597685565	-0.085236809	0.0357187742	-0.0993281503	-0.0097932178	0.017787251	0.1021458818	0.1010484984	-0.1035337178	0.1153118061	0.1148374968	0.1140484259	-0.0590164118689671	0.006772951941329	4.587287799955359e-05	0.0034829368698875	-0.1063555978338683	0.0204049401236119	0.0004163615814481	0.0113115131905995	-0.1029461491767662	0.0682696180470543	0.0046607407482906	0.010597909630325	0.0016862430596218	-0.0003775005669482	1.425066780462126e-07	2.843415656122689e-06	0.0007959879733732	6.11542128450002e-06	6.335968537547742e-07	3.739837748691588e-11	-0.0006081716735242	1.4414537320001346e-07	3.698727844772261e-07	2.0777888614971162e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.5105588261746	-0.3984562331924053	0.1587673697698804	287843.57973197417	510.4456983583164	-0.4404479929829676	0.1939944345227243	260554.81097250932	508.3064754968402	-0.3508596310669531	0.1231024807124384	258375.47303201983	495.5015989297756	454.8545231078516	1.006692	22.153769	0.0604714936887318	0.0356893633496952	-0.0485878206	-0.0091124211	-0.0144636354	0.0145689706	0.0192937153	-0.0165209668	-0.0406611257	0.0201913033	0.0661896391	-0.0741289303	0.0440552307	-0.0387555999	-0.0276294155	-0.0054302775	0.0042638806	0.0288043516	0.0067341899	0.0413403926	0.0098581629	0.1220147552	0.1489573165	-0.053466036	0.1174083943	-0.040294573	0.0438522251	-0.0641386118	0.0091586809	0.0158556328	0.0041023388	0.0149853277	0.0614116132	-0.1118372332	0.0497952891	-0.173196445	0.0726738413	0.1082330492	0.0214363509	-0.0696385499	-0.0529888432	0.04085566	0.0296719189	0.1193633628	0.0199854732	-0.0194481572	0.0134588467	0.0283436496	-0.1000050749	0.0278890311	0.006859852	-0.0517038861	0.0741572218	-0.0781865004	0.0110730241	0.0455898336	0.0747643276	0.0878882743	-0.2055979602	-0.0133523154	-0.0264624419	0.0886744137	0.0209943992	-0.0260531125	-0.0409742708	0.0194136279	-0.0571007011	-0.0162198486	-0.0193342292	0.0029285406	-0.0232866471	-0.0568033183	0.0189250891	-0.0758312299	-0.0717048527	-0.0148881769	-0.0639617151	0.0658351702	0.0342160563	0.0073357937	-0.09604539	0.0074586437	-0.046140649	0.0973700844	-0.048663848	0.1151703227	-0.0727983542	-0.0298115733	-0.0492344334	-0.0787133463	-0.104546351	0.0809347584	-0.1915620306	-0.0916761403	0.0550478827	0.1299501022	0.081081241	-0.017682543	0.0788473358	0.1151599564	0.1142313295	0.112689161	-0.0553975494410678	0.0036188624278993	1.3096165272061215e-05	0.0030688884840755	-0.1010478938338508	0.0053077040000175	2.817172175180188e-05	0.0102106768482571	-0.1158295358514962	-0.01288338667473	0.0001659816522106	0.013416481375573	0.0023142008761442	0.0006279578165224	3.943310193315802e-07	5.355525695146583e-06	0.0006507966557118	-0.0001451913176614	4.235362870856632e-07	2.1080518724253573e-08	-0.0006082533510621	-8.167753789999933e-08	3.699721390782742e-07	6.6712201974058265e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.0028090058677	0.4922501796930874	0.2423102394078768	288372.0168801924	512.3795134451537	1.9338150868373416	3.739640790079716	262532.7657982925	509.0066775267152	0.7002020298749585	0.4902828826410123	259087.79776678543	496.5371232027915	459.65771600879714	0.953482	20.982813	0.055705296073276	0.0358323091254223	0.03363741	-0.0543830114	-0.0041971507	0.0865986223	-0.0076591493	-0.0881978703	-0.1226462897	-0.0623719658	0.1085821729	0.066664459	0.0431295793	-0.0319529644	0.0520101191	-0.010025695	0.028429673	-0.021611629	0.0166398033	-0.0096515245	0.0841822655	0.0333288843	0.0024841786	-0.0542408445	0.0587850847	0.0940302262	0.0836301151	-0.0353798204	0.0086826593	0.0584981864	0.0923181206	-0.14949029	0.06083449	0.0150012268	-0.0013392932	-0.077260473	0.1507077638	0.0379155578	0.0496202411	-0.1183260006	0.0983968663	-0.1656753661	-0.0293692592	0.0962568994	-0.0012723707	0.0327879872	0.0039909064	0.0374597576	0.0091504363	0.0049950705	0.03833601	0.0561331759	0.1208941831	-0.0101472147	-0.017344093	0.0269354869	-0.0093493636	0.0287921167	-0.1137115295	0.0226092134	-0.0319056074	0.0388997584	0.024714924	-0.0076757457	-0.0099701346	-0.0295862861	-0.1056639047	-0.0107121937	0.0710831357	0.0943908306	-0.0048928166	-0.0627257761	-0.0198530744	0.0158810848	0.0401796918	-0.0281209622	-0.0636882646	0.1002936404	-0.0463543447	0.0169230018	-0.0071885351	0.0253551067	-0.0274613976	0.1124319348	-0.057940782	0.0373213529	-0.0912213944	-0.028900873	-0.0100125498	-0.029047472	0.0278128968	0.0144230742	-0.0722111329	-0.0756914401	0.0722563044	-0.185344715	-0.0697084678	0.0470942903	0.0765249097	0.1149575937	0.1134247617	0.1108851636	-0.0554484381408855	-5.088869981770272e-05	2.5896597691362567e-09	0.0030745292922636	-0.1318651688746115	-0.0308172750407607	0.0009497044409378	0.0173884227623298	-0.1314783325543089	-0.0156487967028127	0.0002448848382459	0.0172865519312614	0.0023141447949387	-5.608120549980417e-08	3.145101610311265e-15	5.355266131941878e-06	0.0004672974201143	-0.0001834992355975	2.183668788454806e-07	3.3671969464866814e-08	-0.0006080419552674	2.1139579469992706e-07	3.697150193654029e-07	4.4688182016813695e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.2789929437757	-0.7238160620919416	0.5239096917422854	287595.15827279026	511.6181117707649	-0.7614016743888214	0.5797325097621009	261753.0922918829	509.3350345480031	0.3283570212878999	0.1078183334290623	259422.1774180155	496.3243467309545	453.8991899806584	0.926499	20.389009	0.0904336008696548	0.0470586019416751	-0.0732877559	-0.0378081397	-0.0172357505	0.0250858004	-0.0805128255	-0.1023874833	-0.0199914651	-0.0039675499	0.0626755527	0.0059298331	0.0100485881	-0.0183337644	0.0257138137	0.0663285128	-0.0448082255	0.1052261087	0.0177140888	-0.0372520239	0.0351717155	-0.0156873059	0.0122215086	-0.0582217791	0.0504253275	0.0724705025	-0.0251451114	0.0792886755	0.1342787357	0.0977210243	0.0911972491	-0.0376205389	0.0788319396	-0.0057816437	-0.0392163023	-0.0188276674	0.082347258	0.0551471539	0.0243799121	-0.1162410249	-0.0061052368	0.1408649658	-0.147699554	-0.0863935731	-0.0155667503	0.1548077406	-0.0195215868	0.0185809367	0.0971720331	0.0017831558	0.0244575305	0.0286403056	0.1248890956	0.0270101896	-0.0426434609	-0.0757678723	-0.0475966714	-0.0081174934	-0.0537717859	-0.1037815256	0.0221959962	0.0185544915	0.0495374572	-0.0143724748	-0.0405368953	0.00618148	0.0187411925	0.1418160953	0.0844627447	-0.0245450806	-0.0182780263	0.0329122896	0.073203662	0.0608583212	0.0278228469	-0.01771307	-0.0578126579	0.09850463	-0.0306653243	-0.0959506297	0.0325210433	0.0089550081	-0.0956120554	0.0837666228	-0.0238780004	0.0060232164	-0.0676598093	-0.0067743022	0.1235895122	0.0842358176	0.1688807114	0.0166732662	0.0336648526	-0.1255069818	0.026328209	-0.1600239077	-0.0266190473	0.0347102802	-0.093505064	0.1147048067	0.1124192083	0.108643553	-0.0610457224151161	-0.0055972842742305	3.132959124654915e-05	0.0037265802251834	-0.121832979140052	0.0100321897345594	0.0001006448308702	0.0148432748061403	-0.0990627185911492	0.0324156139631597	0.0010507720286085	0.0098134222146692	0.0018492602766203	-0.0004648845183184	2.16117615372131e-07	3.4197635706857884e-06	0.0008499383954838	0.0003826409753694	7.223952761175763e-07	1.4641411603172228e-07	-0.0006082867195336	-2.447642661999611e-07	3.7001273316094857e-07	5.990954600840543e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535.9584812795594	-0.320511664216383	0.1027277268987554	287251.4936554918	509.6285013519557	-1.9896104188092067	3.958549618634147	259721.20939024037	509.5464971783517	0.211462630348592	0.0447164440339452	259637.63278672795	495.9836241851402	448.5659338799655	1.040454	22.896767	0.2184288943196551	0.1007021629528822	-0.1527922493	0.0253951396	-0.0448348209	0.099579541	-0.0947243029	0.1335440854	0.1589729947	0.026018369	0.032052803	-0.0458718488	0.1065236925	0.0797008323	0.0013232191	0.0939566872	-0.0604264606	0.0046440726	-0.0735957227	-0.0366733013	-0.0589468622	0.0318069604	0.0376483796	-0.0773667311	-0.041633488	0.0596461151	0.0158291242	0.1142584707	0.1497699427	0.0294781962	-0.0189495203	-0.1207243467	0.0235253187	0.0128413577	-0.0008117538	0.0028203437	-0.1010772178	0.027196005	-0.0220960665	0.0366045434	0.1289804626	-0.0178795808	0.1244641801	0.0857296595	-0.1729906619	-0.069643587	-0.1125482714	-0.0112164695	0.0537774161	-0.0615975655	0.022209581	-0.099294333	0.1021984807	-0.0193449463	0.0415143299	-0.1290343926	-0.0979646823	-0.0225565167	-0.0873454014	-0.0617088392	0.0693302412	-0.0358696875	0.0565968681	0.0443321442	0.0063782636	-0.1659665519	0.0197449585	-0.0236694922	-0.0464946463	-0.0023678589	0.0442199244	0.0212078767	-0.0179669829	-0.1344325631	-0.0239985022	-0.0071618746	-0.0348849385	0.1275269942	0.0675937407	-0.0963052148	-0.0553289992	-0.0742263066	-0.062973679	-0.0227312766	0.0388287793	0.0874779788	0.118933776	-0.0684299976	0.0429908752	0.1040490932	0.1500190356	0.0536542008	-0.0823407569	-0.0761987853	-0.0328923957	-0.0205101324	0.0466544645	0.0575780322	-0.0456274307	0.1144017065	0.1112164334	0.105973176	-0.0343855518277536	0.0266601705873624	0.0007107646957472	0.0011823661744991	-0.0832532252381383	0.0385797539019137	0.0014883974111322	0.0069310995125521	-0.1455680646893782	-0.046505346098229	0.002162747215716	0.0211900614574109	0.0011138736546899	-0.0007353866219304	5.40793483714205e-07	1.2407145186122343e-06	-0.0004737971970774	-0.0013237355925612	2.2448378395840065e-07	1.752275919013351e-06	-0.0005337364593822	7.455026015140004e-05	2.848746080738468e-07	5.557741288641424e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535.5169404142496	-0.4415408653097756	0.1949583357385054	286778.39347063896	509.58428781222455	-0.0442135397311744	0.0019548370955601	259676.1463850921	508.3744513325308	-1.1720458458208896	1.3736914647060043	258444.5827676517	495.14782702011433	453.8290453140232	1.023131	22.515535	0.1327980023722695	0.0670906983180933	-0.0254067693	-0.0089041527	-0.0040339009	0.0169907064	0.089298473	-0.0851112675	-0.021292918	0.032986014	0.0095902873	0.0465167329	0.0536021408	0.0472582036	0.0764358277	0.065313751	-0.0826842941	0.0524587263	0.0266500321	-0.0354338915	-0.019828326	-0.087618718	-0.0545763956	-0.1536721636	0.029111917	0.0534312495	0.0319515068	0.0665579609	-0.043285916	0.0164162211	0.049621296	0.0621553044	0.0162009838	0.003773595	-0.0002340375	0.0385124586	-0.0827603644	0.0178457506	-0.0150153837	0.0463014675	-0.0181774994	-0.1349593308	-0.0100244684	0.0902313203	-0.0986259889	-0.1055470339	-0.0022638272	0.1718885396	0.0944755892	-0.1172803986	0.0037207564	-0.0006108774	0.0768397638	0.0010230355	0.0433656306	-0.1391106418	-0.0627409828	-0.0240843209	0.0094041541	0.085395576	-0.0605013988	0.0014438772	0.0022808108	0.056007491	0.0477520846	-0.0717273701	0.0226632709	-0.0117092205	0.0555595562	0.054180829	-0.0136337813	-0.0393437414	-0.1263591368	0.1371010434	-0.0885036029	-0.0244687253	-0.0594005915	0.0590997674	-0.0308021191	0.0116578849	-0.0686798244	-0.0071995212	-0.0478653217	0.0368172776	0.1038589095	0.081577754	-0.0486515315	-0.1532790451	0.0975531397	-0.0481462751	0.1622411975	0.0054618389	0.010148245	-0.0752210308	-0.0587358156	-0.0476158106	-0.0150633435	-0.0267462685	0.0067418125	0.1140484259	0.1098185471	0.1028845713	-0.0365329088010639	-0.0021473569733102	4.611141970824357e-06	0.0013346534254668	-0.1104856728362051	-0.0272324475980667	0.0007416062021814	0.0122070839020689	-0.1203762812391957	0.0251917834501824	0.0006346259534008	0.0144904490849779	0.001897061808162	0.0007831881534721	6.133836837390378e-07	3.598843503986877e-06	0.0002520460451649	0.0007258432422423	6.35272088832668e-08	5.268484123088142e-07	-0.0004782395680824	5.549689129979996e-05	2.287130844796405e-07	3.079904943941812e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534.0665653427454	-1.4503750715041406	2.103587848040641	285227.09621699696	506.8561889344612	-2.7280988777633297	7.442523486853539	256903.19626116625	508.13321164887526	-0.2412396836555217	0.0581965849702162	258199.36078060063	494.37321549939577	442.51020657204833	1.018073	22.404234	0.1610785713239652	0.0868052643094507	-0.1658403372	0.0516083287	-0.0562318964	-0.1162741399	-0.0959338338	-0.0420906366	0.0587656925	0.0353041431	-0.0537119852	0.0150838834	0.0024509907	0.0768724882	0.2057645882	-0.0029384609	-0.096715315	0.0452499028	0.0842804996	-0.0164206141	0.0622299443	-0.1040862483	-0.0391531551	-0.0909903512	0.0828173946	0.051411868	-0.0082106526	0.0912421333	0.076948645	-0.0598428712	0.0275213743	0.1392100325	-0.0608349086	-0.0069017613	0.0674700731	0.0567086371	-0.0337946434	-0.0188620021	0.0927356829	-0.0732775504	-0.0733242526	0.0078570191	0.1063148334	0.0537042752	-0.1355687214	0.1425188792	0.151588067	-0.0480720704	0.0951566345	-0.1658819139	0.0026378335	0.0426369494	-0.0092922018	-0.0579306089	0.0686354316	-0.2021234204	-0.0452663835	0.1107164741	0.0346723343	0.0891395494	0.0625532275	0.0605621689	-0.0774080839	-0.0025831498	0.0546258046	-0.0581227215	0.0822509501	0.0400749349	0.0477574762	0.0193856491	-0.0674284664	0.0601187998	0.1047777028	0.1434297402	-0.0142395409	-0.011991929	-0.0471842425	0.0641269374	-0.0408210501	-0.0916474238	-0.0454270116	-0.0369305471	-0.1089235295	-0.0839349061	0.2106397037	0.0486739046	0.0042337271	0.0069082715	0.1350069262	0.0292042073	0.1190004293	0.1147572734	-0.075056101	0.0032971279	-0.0918418019	0.0410045873	-0.0222817836	-0.0660157893	-0.0447375853	0.1136451198	0.1082280018	0.0993899282	-0.026547080641194	0.0099858281598698	9.971676403845062e-05	0.00070474749057	-0.075743484485244	0.0347421883509611	0.0012070196514136	0.0057370754419663	-0.1112783768189515	0.0090979044202442	8.277186483989903e-05	0.0123828771474605	0.000624351287315	-0.001272710520847	1.6197920698746418e-06	3.898145299718977e-07	-0.0004921896283236	-0.0007442356734885	2.422506302293236e-07	5.538867376928812e-07	-0.0006063463816047	-0.0001281068135223	3.676559344851125e-07	1.6411355670837344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533.8117054072007	-0.2548599355446868	0.0649535867458419	284954.9368297441	505.7798633237856	-1.0763256106756105	1.1584768201962254	255813.27014382725	507.16705743197736	-0.9661542168979054	0.9334539708296048	257218.4241442106	492.8201533209658	444.531199430296	1.005178	22.120457	0.0986432786928711	0.056183754498015	0.0203197776	0.0099991149	-0.1059141094	-0.0396168182	-0.0929580502	0.1009538829	0.1386876935	0.047978435	-0.058223173	-0.0024336223	-0.0224745604	0.0811277526	0.1161033063	-0.0487758749	-0.1027942061	-0.0779786441	-0.0872500212	0.0731056271	-0.0794450774	0.0462154226	-0.0086800207	0.088838572	-0.0809394318	-0.0523357265	0.0345612552	0.2003815507	0.0039720004	0.0189736555	0.0682108753	0.1444980549	0.0888997066	-0.0755114832	0.1357066795	-0.0628376114	-0.0205969881	-0.0696224507	-0.0089549371	0.0258933557	0.042720807	0.1672185965	0.0551658695	-0.1089141229	0.0769808063	-0.1167569062	0.1065089203	0.0452012352	-0.1370622363	-0.0254682593	-0.0691206279	-0.0372481157	-0.0354822368	-0.0131880716	0.1038157546	-0.1044048691	0.0461158879	-0.1738940364	0.0242800415	-0.0066593433	0.0828032763	0.1082758135	-0.0512903423	-0.0037453723	-0.03779284	0.0593504288	-0.0725386008	0.0486339004	-0.1067067185	-0.0229209154	-0.0147765527	0.018924531	0.0804004712	-0.0170178477	-0.0045078553	-0.0315310655	-0.0513821629	0.0472980434	0.0246016041	-0.0941197434	-0.0355767849	0.061373161	-0.0528069274	-0.0121868372	0.0966779664	0.0161825597	0.0510492585	-0.0451050168	-0.0051844784	-0.0209361247	0.1556487657	-0.0401486942	-0.0790771087	0.0429681993	0.210238431	0.0225050116	-0.0569338075	-0.07547611	-0.1092339788	0.1131919653	0.1064475877	0.0955030384	-0.0207343680901601	0.0058127125510339	3.378762720094703e-05	0.0004299140200982	-0.0873942741818325	-0.0116507896965885	0.0001357409005541	0.0076377591597693	-0.1248373268556903	-0.0135589500367387	0.0001838451260987	0.0155843581764744	0.0015834492557571	0.0009590979684421	9.198689130697634e-07	2.507311545557714e-06	-0.0002153879320161	0.0002768016963075	4.639196125817212e-08	7.66191790787095e-08	-0.0004898295181841	0.0001165168634205	2.399329568844676e-07	1.3576179461374753e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
