global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
559.7611820411738	n/a	n/a	313332.5809201321	654.7068949623714	n/a	n/a	428641.1183112696	516.3052807756583	n/a	n/a	266571.1429568313	530.2677257062654	501.86215393651617	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0020647403427034	n/a	4.263152682786955e-06	n/a	7.391227086372963e-06	n/a	5.463023784233336e-11	n/a	-0.0220839557291014	n/a	n/a	0.0004877011006449	-0.000146999999942	n/a	n/a	2.1608999982948e-08	0.00017200025362	n/a	n/a	2.9584087245344327e-08	1.2597376488796778e-08	n/a	n/a	1.5869389440048983e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
552.3012289522776	-7.459953088896214	55.65090008853216	305036.64750219614	636.7880469064864	-17.91884805588495	321.08511564989186	405499.0166829776	516.8905132349709	0.5852324593125786	0.342497031433049	267175.8026723116	526.2965378691994	489.1094766909426	1.667385	33.944759	0.1411709356927658	0.0870400677853117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0001546385370971	0.0022193788798005	2.3913077155531173e-08	4.925642612104522e-06	0.0153644643687869	0.0153570731417005	0.0002360667653397	0.0002358396954795	0.0589094626727586	0.08099341840186	0.0065599338244187	0.0034703247923931	3.355799108425072e-08	0.000147033557933	2.1618867158461644e-08	1.1261387656106513e-15	-0.0003290003888154	-0.0005010006424353	2.510016437206835e-07	1.0824125584068436e-07	0.0002039997023961	0.0002039871050196	4.1610739014281896e-08	4.1615878577697376e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
550.055541672178	-2.24568728009956	5.043111360000959	302561.0989242732	632.1257267422146	-4.662320164271819	21.7372293141756	399582.934409373	517.6406613423035	0.7501481073326204	0.5627221829347125	267951.8542748973	526.6499874147989	488.74499012665314	1.109276	22.582722	0.1114499362923663	0.0945504164731737	-0.0402028502	-0.1224406061	-0.0709499299	0.0355823594	-0.0118945248	0.0735050707	-0.158272846	0.1673356877	-0.0666261534	0.0528066189	0.032769144	-0.0997535382	0.0719343375	-0.0230396705	0.0930478696	-0.0349780833	0.0331156189	-0.042399413	-0.0700074646	0.1091279911	-0.017190654	0.1503425732	-0.0161738847	0.0680811049	0.0040022166	-0.0348427198	0.0422740842	-0.1084931346	0.0413253205	-0.0658936833	0.0140762849	-0.0023696534	0.0225978882	-0.061835759	0.0491517746	-0.084808951	0.0466907197	-0.0423099592	0.1168083965	-0.0800333829	0.0898609299	0.0370687107	-0.0783308342	0.0634481779	-0.0675666299	0.0867608319	0.0808039193	-0.0340041124	-0.033829638	0.0186185033	-0.0685399201	0.0159851804	-0.0519618214	0.1632202243	-0.0520410454	0.0077844259	-0.0223944285	0.0947873518	-0.0242953466	0.0532367804	-0.0651078175	0.0533669901	-0.0804791098	0.0781559177	-0.1180662645	0.1120701722	-0.1050104254	0.01172056	-0.0291328301	0.0031357704	-0.0985094624	0.1739212987	-0.0092078756	0.0466336427	-0.0620641609	0.0384016413	-0.0056287911	-0.0113525575	0.0957285578	-0.0201517217	0.0414859498	-0.1719389845	0.0214914163	-0.0212120908	0.0624987074	-0.0002796722	0.0187558995	-0.0256071804	0.124402319	-0.1395356967	0.0265269765	-0.015131965	0.0823690184	-0.1622593765	0.0963664052	-0.1434162286	0.0457891765	0.0534414096	-0.1493060431	-0.0339652206	0.1162410914	0.11622145	0.1161887169	0.0	0.0	0.0001509773157692	-3.6612213279000087e-06	2.2794149876872724e-08	1.3404541611869904e-11	0.1063555907920346	0.0909911264232477	0.0113115116927227	0.0082793850877714	0.0602108718119751	0.0013014091392164	1.6936657476362208e-06	0.003625349084358	-0.0002649631547475	-0.0002649967127385	7.022325776225572e-08	7.020547337374763e-08	-0.0004190232157332	-9.002282691780001e-05	8.104109366272178e-09	1.7558045532339188e-07	0.000175944451881	-2.805525051510001e-05	7.870970814650194e-10	3.095645014770552e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
548.9801417665849	-1.0753999055931445	1.156484956949744	301379.19605405966	631.3706269642663	-0.7550997779483168	0.5701756746575974	398628.8685932507	516.8882405466201	-0.7524207956834061	0.56613705377685	267173.45321538055	526.6790923055893	486.9005170464516	0.916165	18.65136	0.159220546925524	0.1173268813686858	-0.0344950947	-0.0566504796	-0.0459648605	-0.0529328937	-0.0483981613	0.0653696023	-0.1624336904	0.0390252815	-0.0580843916	0.0922977136	0.0342461963	-0.1567441227	-0.0124703489	0.0181321468	0.0121117995	0.0543236515	-0.0143058539	-0.0366710451	-0.0601339678	0.0669208753	0.0556948338	0.2139088471	0.01252556	0.0534558146	-0.1371281555	0.0935448132	0.1298782729	0.0126491985	-0.0384355	0.1031260697	0.0429531573	0.0985015192	-0.0117366573	-0.0076573617	-0.0693271829	-0.0635827435	0.1466402572	0.0109008454	0.0060254222	-0.0783423544	0.075336301	-0.0293384789	0.0835090752	0.0486548056	-0.0670764695	0.0407836858	-0.0401260983	-0.0826012621	-0.016308302	-0.018564661	0.0230520778	0.1188222246	-0.0902077768	0.0759705752	-0.0129548382	0.0461944655	-0.0334667589	0.1410240076	0.0677660771	0.0470767613	0.027146145	-0.0443272882	-0.1883503228	-0.0531280687	-0.1347923367	0.0894167749	-0.187115339	0.001301743	-0.0389552517	0.0555158932	-0.1474154203	0.0716233692	-0.0409046252	-0.1120343436	-0.097805938	0.0131043742	-0.0019458608	0.0756826648	0.1526928028	0.0114667378	-0.0431570561	-0.1028129485	0.0191892743	-0.0500005889	0.0606602455	0.1172002245	-0.0377256145	0.0437722567	0.0478536663	-0.0615137993	0.1236425807	-0.0368987735	0.1775344955	-0.1809326509	0.0008702056	-0.1758161817	-0.0381888825	0.0287687732	-0.0473453447	-0.1092730649	0.1161887169	0.1160120111	0.1157177005	0.0	0.0	-0.0059171103073936	-0.0060680876231628	3.5012194389863584e-05	3.682168740238156e-05	-0.0021303009573614	-0.108485891749396	4.538182168934898e-06	0.0117691887086616	0.0762851745336803	0.0160743027217052	0.000258383207989	0.005819427853634	0.0002440373042241	0.0005090004589716	2.5908146723329944e-07	5.955420585296594e-08	-0.0004659804550293	-4.69572392961e-05	2.204982322311198e-09	2.1713778446931349e-07	0.0001600568535235	-1.5887598357499987e-05	2.524157815692363e-10	2.5618196359843132e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
548.4172328435818	-0.5629089230030786	0.3168664555964858	300761.46127981145	629.0263622344486	-2.3442647298177235	5.495577123467364	395674.1643859037	516.1557381460367	-0.7325024005833711	0.5365597668604015	266416.74602108	525.519248120265	480.2187112082135	0.996127	20.27923	0.1769909747314195	0.0975729640492039	-0.028883581	0.0573405801	-0.016628757	0.0039087903	-0.1005908555	0.0662401442	0.0177134141	-0.0630357103	-0.1505519642	-0.0144575152	0.0154680095	0.0978774425	0.0262326012	0.0628584763	0.0005409724	0.0738186984	-0.037854713	0.0646535041	0.0692561074	-0.1001085171	0.1194677154	-0.0055632227	0.1539314868	0.0693150277	-0.0863676212	0.0057570869	0.0392242798	-0.0252583718	0.053473214	0.0610471365	0.0526803932	-0.0767282312	-0.1031912376	-0.1538022835	0.0276234318	0.0377031735	-0.0684170544	0.0194664275	0.0107481418	0.0893346937	0.1359097225	-0.0252856424	0.053480013	-0.0228669429	0.0365464194	-0.066255695	0.0959449888	-0.1263693776	-0.0459789077	0.0167973106	0.0377624725	0.0939702583	0.0659409775	-0.0860184058	0.0586342308	-0.0607808823	-0.0497351068	0.110034567	0.0426706397	-0.022829416	0.0761537753	0.0247203213	0.0051692326	-0.0069574774	-0.0554976778	0.0105502547	0.0072929692	0.093407059	-0.0861446718	0.2078488442	-0.036995388	0.0665403751	0.0533105235	0.0115064659	-0.0895507288	-0.0500368877	-0.0137272163	0.0214637785	0.1265191889	0.0232697766	-0.1638446506	-0.0038346898	-0.0605156859	-0.002075585	0.1591693009	-0.0400207771	-0.0605591881	0.0568374645	-0.0158281235	-0.0212837092	-0.0326411085	-0.1529225352	0.0787311408	-0.0506363151	0.0304535216	-0.0872387502	0.0836419248	-0.0980029771	0.0518682294	-0.055082257	0.1160839916	0.1155935107	0.1147775772	0.0	0.0	-0.0094766631739133	-0.0035595528665197	8.980714491180451e-05	1.2670416609548616e-05	0.0420230606263771	0.0441533615837385	0.0017659376244081	0.0019495193391443	0.1503670187706092	0.0740818442369289	0.0054881196455445	0.0226102403339607	-0.0003230001039857	-0.0005670374082098	3.215314223092874e-07	1.04329067174773e-07	9.629205115491146e-07	0.0004669433755408	2.1803611596148245e-07	9.272159115620085e-13	0.0002300003906575	6.9943537134e-05	4.892098386815237e-09	5.2900179702602624e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
548.5408363205543	0.1236034769724483	0.0152778195196785	300897.0491112531	625.749839225648	-3.276523008800609	10.735603027199796	391562.8612909243	515.7507113881445	-0.4050267578921875	0.1640466746086567	265998.79629737715	524.1465334156393	480.3112731846896	1.004512	20.449926	0.1034683309635751	0.0629058128274979	-0.0001038954	0.1441376183	0.0541539105	0.1115188337	0.0381969353	-0.0039301582	0.0429599074	-0.0548041678	-0.1427711013	-0.1560990733	-0.0141049311	-0.154564487	0.0020350404	0.0356175036	0.001906552	-0.1339166302	0.1756427179	0.0641942275	0.0800553956	-0.0822738156	0.0275934596	-0.1016377907	0.0797708506	-0.0138798877	-0.0181079792	0.0723300961	-0.0007527378	-0.0050792002	0.0725508717	0.0397176809	0.0325932092	0.0609588119	0.0311921045	0.104390406	-0.0197479542	0.0732382104	0.0911127973	-0.0472492503	0.0282290551	0.03521639	-0.014648926	-0.0194342414	0.0526710602	-0.0138252889	0.0869735181	-0.0324928025	0.1761405505	-0.0586372755	0.0189691889	0.0433271487	-0.0193074669	-0.0935763163	0.1201759152	0.0098660534	0.1589119119	-0.0874874732	-0.0286893107	0.0929795022	0.0099638737	0.0988231147	0.0104462492	-0.1514246967	-0.0263346603	-0.0490579121	-0.0037381621	0.0057193543	-0.0150835565	0.0189898843	-0.0912844971	-0.1130398659	-0.0033503307	-0.1030997226	0.1482613725	-0.0322262928	-0.0921393845	0.0763346232	-0.0096459388	-0.0420702431	0.0931034627	-0.0140941372	-0.0841014416	-0.0787724165	-0.157319995	0.1580401254	0.1192015666	0.0882240963	-0.0308569715	0.0525872978	0.0924923159	0.0214342574	-0.0796273245	-0.2220298214	-0.0336621917	-0.0562836182	0.0115807526	0.1028095056	0.018514177	0.0274399291	0.0440593897	0.0411916913	0.1159269625	0.114966703	0.1133721581	0.0	0.0	-0.0126687827960978	-0.0031921196221845	0.0001604980575347	1.0189627682335318e-05	0.0844105775027372	0.0423875168763601	0.0071251455943456	0.0017967015869437	0.1374743636551443	-0.0128926551154649	0.0001662205559263	0.0188992006623868	-0.0010550166429547	-0.000732016538969	5.358482133241537e-07	1.113060116911405e-06	7.382853606086037e-05	7.286561554931126e-05	5.30939792938003e-09	5.45065273688976e-09	0.0003250390231305	9.5038632473e-05	9.032341662337973e-09	1.0565036655762973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
547.2596076330758	-1.2812286874784604	1.6415469496177784	299493.0781467081	625.771947309706	0.0221080840580043	0.0004887673807157	391590.5300397814	514.9222754872059	-0.8284359009386435	0.6863060419640219	265144.94979292195	523.9377239253694	482.5856118960814	1.099934	22.39254	0.1165863099325617	0.0696884365302424	-0.0327698423	-0.0230890865	0.0853749495	0.0325691376	-0.0145280283	-0.0468046061	-0.0202176449	0.063600864	-0.0169979807	-0.1084850148	0.048771848	0.0134908718	-0.0443632932	0.0595717074	-0.078899149	-0.121650831	0.0803924077	-0.0027294807	-0.0146608164	0.0038983748	-0.0679631845	0.0332611765	0.1268921369	-0.0650631657	-0.0721575008	0.0304945765	0.1615459828	-0.0048364423	-0.1824138218	0.1709908472	-0.1090653824	-0.0507640824	-0.0643993426	0.0065995134	0.0894719849	0.0772296532	0.0159864933	0.0225765225	0.0998552949	-0.1089679433	-0.0634135905	-0.0099087281	-0.0313190685	0.0024276751	-0.0297361625	0.0951646771	-0.0445231951	0.1180528422	0.0503407469	0.0611422719	0.0508490968	-0.1015115441	0.0320219401	0.077745977	0.0640495163	-0.0103152746	-0.0935684083	0.0969407281	0.0268981858	-0.0628001595	0.1014986594	-0.1578247964	-0.0417994823	0.095695214	0.0267785373	0.059866681	0.0533700409	0.1513930885	0.1101981743	0.0033813282	-0.1257001887	-0.0377989313	-0.0365150108	-0.0710664574	0.098083144	-0.1482773705	-0.007216765	0.0231382376	0.1289676791	-0.0105662936	-0.028471104	-0.116922981	-0.1024075812	0.0440120798	0.1045159099	0.1695826555	-0.0081366317	0.0659689539	0.0460234592	-0.0883579229	-0.0521760278	0.053773298	-0.0459287936	-0.0221799546	0.0539387394	-0.0033783924	-0.0587766362	-0.0535736933	0.0262717716	-0.0440151579	0.1157177005	0.1141327175	0.1115071407	0.0	0.0	-0.0129555593094607	-0.0002867765133628	0.0001678465170209	8.224076861658145e-08	0.0303000251571603	-0.0541105523455769	0.0009180915245245	0.0029279518751434	0.1039397663938643	-0.0335345972612799	0.0011245692134762	0.010803475038011	-0.0007040159066398	0.0003510007363149	1.23201516893602e-07	4.956383968018596e-07	0.000161433430615	8.760489455413964e-05	7.674617549841925e-09	2.6060752520128024e-08	0.0001905569777527	-0.0001344820453778	1.8085420528996664e-08	3.631196177024301e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546.7107030767341	-0.5489045563416539	0.3012962119726279	298892.5928586569	626.7089417109414	0.936994401235438	0.8779585079465572	392764.09762044816	514.3505772253039	-0.5716982619019291	0.3268389026616867	264556.51629200333	522.3971528511971	475.8660452528433	1.011456	20.591291	0.0954170122675709	0.0446803172736262	-0.0557263827	-0.0756405367	-0.0121714848	-0.0708794306	-0.0917139021	-0.0148318903	0.1517307122	-0.0195679018	-0.0412992672	-0.1113938035	0.1064770995	-0.1746790889	0.0288938158	0.0813004351	-0.0890975487	0.052656065	0.1870213353	0.1636476817	-0.034568005	-0.1270742348	0.00607089	-0.0416075697	0.1444395376	-0.0133389035	0.0365559201	0.0506582353	-0.0935583777	-0.1186020985	0.0516376079	0.0046541182	0.1090507955	0.0158462452	0.0572311545	0.0428437635	-0.1077931598	0.1166257453	0.0374979468	-0.0271646552	0.1467361208	-0.0156785275	0.1227063679	-0.0197446297	-0.0698854309	-0.0574299158	-0.014454272	-0.0836916708	-0.2385899922	-0.0143667933	-0.023865827	-0.1117803347	0.2121085458	-0.0583590444	0.1538245708	-0.0226804007	0.0816682629	-0.0023744342	-0.0950669273	0.0417035568	-0.015993099	0.1212413678	0.0478044581	0.041796508	-0.0717397716	-0.1559283728	0.0802483389	0.0122156546	-0.0053266222	0.0536923476	-0.0633348443	-0.1025801736	0.1453710298	0.0520770867	0.0187241357	0.1202101626	0.0908472032	0.0547897641	-0.0066860443	0.0466557759	0.1227526042	0.0198725249	-0.1674767414	-0.0781383432	0.0039722328	-0.0039235887	0.162429578	0.0460162132	0.1000855659	0.1536578361	-0.051078857	0.0171622331	-0.0015981468	-0.0203288783	0.06623982	0.1325662839	0.0257224732	-0.0684844728	0.0212137411	-0.0097744679	0.0979680605	-0.0471290541	0.1154562999	0.1130930572	0.1091900855	0.0	0.0	-0.0288376641177734	-0.0158821048083127	0.0008316108717695	0.0002522412531422	0.0163783915577369	-0.0139216335994233	0.0002682517100185	0.0001938118820765	0.1302556821197242	0.0263159157258598	0.0006925274204905	0.0169665427244746	-0.0005069523402791	0.0001970635663607	3.8834049186798023e-08	2.570006753144564e-07	-0.0002940814904421	-0.0004555149210571	2.0749384330565605e-07	8.648392302064695e-08	0.0003239256530144	0.0001333686752617	1.7787203541060795e-08	1.049278286808055e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546.6771143481011	-0.0335887286330489	0.0011282026911846	298855.8673519668	626.2263072301471	-0.4826344807943314	0.2329360420516139	392159.3878671066	515.4058364445	1.0552592191960457	1.113572019698248	265643.17624105467	523.0437126357663	476.30436076359314	0.92865	18.905537	0.1273644830463477	0.0752798265530896	-0.0645437241	-0.1532149399	-0.0740107938	-0.0272849081	0.0471622179	-0.0612179598	0.0398913985	0.0534973885	-0.0061307404	-0.0666572499	0.1516680439	-0.1414912445	-0.0259067039	0.0253499193	-0.0511505959	-0.0017935838	0.1750311453	-0.0304755229	0.0648047057	-0.0395772788	-0.085129305	-0.0950486765	0.0885172199	0.0808469385	0.0781868435	-0.0353937662	-0.0199039481	0.0587576217	0.0822934637	-0.0343721583	0.0973727149	0.0044056778	-0.005269802	0.0387142167	-0.100381638	-0.0039965381	0.0555552542	0.0345414974	0.0027428626	-0.0328895421	0.0032223193	-0.0965386336	0.0240044089	0.1427342944	0.0678374877	0.1400582194	-0.0477657751	0.0564507361	-0.0513365756	-0.0722585493	0.0764706429	-0.124641626	0.0061353396	0.0333878271	0.0414162994	-0.0001056451	-0.0957628062	0.079165484	-0.0619203035	0.125017938	-0.0758971578	-0.0119629852	0.01645345	-0.1172551826	0.0474394304	-0.0763883219	0.0589169233	0.047221577	-0.1222666812	0.0912435503	0.0213450978	-0.0665215232	-0.0480140063	0.0057794048	0.0084791324	0.1870837653	-0.0017719781	-0.0172459274	0.0534063879	-0.0032899499	-0.1193311574	-0.1408814743	0.0797786509	-0.000639107	0.1480250361	-0.0453038388	0.0442842543	0.0942771338	0.0516178654	-0.0373183566	0.0121562401	-0.0246845669	0.0234535989	0.0811085572	0.1112468048	0.0205543368	-0.0439079845	0.0650583534	0.0886812072	0.0387601591	0.1151428784	0.1118495955	0.1064303856	0.0	0.0	-0.044549444558342	-0.0157117804405685	0.0019846530104567	0.0002468600446126	0.0823424812905528	0.0659640897328159	0.006780284225085	0.0043512611342789	0.1184092612630109	-0.0118464208567132	0.0001403376871143	0.0140207531528519	-0.0007898762810265	-0.0002829239407474	8.004595624803834e-08	6.239045393282545e-07	-0.0005986633882641	-0.000304581897822	9.277013248085129e-08	3.583978524478526e-07	0.00041326365477	8.933800175560001e-05	7.98127855768359e-09	1.7078684835385776e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546.9387997201171	0.2616853720160179	0.0684792339271617	299142.0506392824	627.4031978062221	1.1768905760750386	1.385071428054236	393634.7726174735	516.0735882359266	0.6677517914266673	0.4458924549535233	266331.94847470475	524.9417905022116	478.732554983009	0.940362	19.143967	0.1152918373311455	0.0641818793548527	-0.0405648788	-0.0982503251	-0.0055257858	-0.0072984088	0.0383904475	-0.0520128432	-0.0878146424	0.1335787735	0.0419318616	-0.0319407383	0.1018474988	-0.1045588005	0.0943853892	0.0271892047	-0.0322292695	-0.0445340662	0.0694886398	-0.1406873726	-0.0203592985	0.1361454786	-0.0217157063	0.0773399348	0.1325594662	0.0957881498	0.0509316699	0.0139651607	0.001054841	-0.0585520417	0.0122885745	0.0401306094	-0.0904157424	-0.0051255354	0.0776155275	0.1199333316	0.0046832402	0.0135281582	-0.0804624538	0.0256304108	-0.0254984922	0.0694662055	-0.0337589981	-0.0088411301	0.0887924028	0.0141618914	0.0005722332	-0.060837417	0.0927327674	0.0438246051	0.0223963794	0.0265295303	-0.0078063397	-0.0867380311	-0.1018031058	0.1449509193	-0.0144260182	0.0229810593	-0.1672428545	0.1563595377	-0.0103299238	-0.0217953699	-0.0338266799	-0.0157979566	0.0047409024	0.1061351613	0.0145952648	0.0225400196	-0.0104117439	0.0354552715	0.0882390762	-0.0992672964	0.0337485918	-0.0825063736	-0.0419878954	0.1101347438	-0.0258058836	-0.0014728637	0.0024997841	-0.0311673771	0.0663026624	-0.0273452834	0.0221080067	-0.1780462406	0.0285450535	0.0097511346	-0.0030714217	0.0121508461	-0.0025093221	0.0017055409	0.0847744356	-0.1427589856	0.0207923457	0.0460331384	-0.0517079347	0.064695311	0.0070745252	0.0578594618	-0.0628197906	0.1060590626	-0.0071128991	0.1167789141	0.1147775772	0.1104045733	0.1032392285	0.0	0.0	-0.0444421418799834	0.0001073026783585	0.0019751039748805	1.151386478292811e-08	0.1317995128335525	0.0494570315429997	0.0173711115831617	0.0024459979690452	0.0798797229698919	-0.038529538293119	0.0014845253210809	0.0063807701417466	-0.0006799770739941	0.0001098992070324	1.2077835706350321e-08	4.623688211575778e-07	-0.0004840315682081	0.000114631820056	1.3140454169351181e-08	2.3428655902199255e-07	9.383538552503464e-05	-0.0003194282692449	1.0203441919283409e-07	8.80507957663188e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
