global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
539.4291121538083	n/a	290983.7670390459	n/a	766.6581958210298	n/a	n/a	587764.7892195565	551.3747630572078	n/a	n/a	304014.12933639204	582.9196348133396	455.7814848781411	n/a	n/a	n/a	n/a	-0.0056879706	0.0020744554	0.4113285342	0.6823156382	-0.0147171953	0.1916904853	-0.1773058449	0.239047785	-0.0514381215	-0.055195159	0.0039534387	0.1045338184	-0.0557434024	0.2033751595	-0.0165460236	0.004388594	-0.0170181121	0.0486667109	-0.1158524231	0.0266853779	-0.1200386521	0.0825478281	-0.0118312277	-0.0111094642	0.046992165	-0.0635237055	0.0006816968	-0.1241062476	0.0722087915	-0.0788417523	0.0586087243	-0.0054094201	0.0239345141	-0.1526892791	0.0401673213	-0.0335938919	0.026690319	-0.0434761128	0.0986300865	-0.0876972409	0.0265254275	0.0157521929	-0.1195249408	0.0535454115	0.1868536692	-0.0001995967	-0.0400991278	-0.0805253605	0.059229109	-0.3811792912	0.0132222768	-0.4001119056	0.1422689958	-0.4036223318	-0.0416791225	0.166085464	-0.3349957956	0.2169804417	-0.074365938	0.1666486821	-0.0570638609	0.0301935691	-0.0165382953	0.0935421746	-0.0274836575	0.0660563184	-0.0632177248	0.0725657374	-0.0750286543	0.0863496899	-0.06934462	0.0548615721	-0.019782278	0.0314575852	-0.0536919933	0.1359350748	-0.0125955524	0.0461281264	-0.0733741966	0.0163457573	-0.0874822058	0.017675378	-0.0630451811	0.0398434126	-0.0264636995	-0.0568983058	0.1013662953	-0.0967193346	0.1950945283	-0.0173760985	0.0804293706	-0.1005972645	0.1689193706	-0.1474590754	0.1125204385	-0.0967224565	0.2150914903	0.052885889	-0.0093114408	0.1261227009	0.1154637225	0.1154447293	0.1154130763	-0.0093802390330921	n/a	8.798888431794462e-05	n/a	-0.078961641241193	n/a	n/a	0.0062349407875028	-0.0598491867861525	n/a	0.0035819251589637	n/a	0.0010511435362201	n/a	1.1049027337372967e-06	n/a	0.0007512995462892	n/a	5.644510082543579e-07	n/a	-0.000381895239361	n/a	n/a	1.4584397384659545e-07	0.0	0.0	0.0
535.120935846056	-4.308176307752319	286354.4159807588	18.560383098678404	745.0072147315148	-21.650981089515085	468.76498213853984	555035.7500020093	550.3396482063063	-1.0351148509015502	1.0714627545569384	302873.72838784097	577.5990079666749	436.09478281837664	1.322886	22.860044	0.0536090668692496	0.0302834864248681	-0.0909915329	0.0417680102	0.1818182209	0.1275757513	0.1126843422	0.2553046081	-0.0837550198	0.0729098556	0.2056120876	0.0686674704	-0.0725880982	0.0810378091	-0.1311903313	0.0345545266	-0.0594315532	-0.0411254247	0.0357368174	-0.0723557183	0.0009545573	-0.0164710888	-0.0690705339	0.0946619614	-0.1449354279	-0.0289643135	0.0421906301	-0.099710218	0.0911428956	-0.0706882535	0.063517525	-0.0059250341	0.0384857923	0.1154699037	0.1586103168	0.0289238926	0.1192078303	-0.0242080364	-0.0860317199	-0.0627501867	0.1263070621	0.0054944682	-0.0400897962	-0.0008818083	0.0002505192	-0.057080106	0.0977132871	-0.1132059001	0.1528071959	-0.1402579705	-0.0147691922	-0.052219817	0.1151950865	-0.2613541356	-0.0176782329	-0.1446033202	0.0368232529	0.0412057575	-0.1311411788	0.0796137781	-0.0780518681	0.0018114688	0.0715412442	-0.1546433563	-0.0309001097	0.0288521948	-0.0728091551	-0.0665296011	-0.0597734499	-0.054750415	0.227457901	-0.1735837512	0.1568086402	-0.2114988618	-0.0310856709	-0.0336480656	0.1318562822	-0.1860848331	0.0196462498	0.0401264791	-0.1011726867	-0.0880189551	-0.0904006055	-0.0550059976	-0.0115338729	-0.0649238359	-0.1154987279	-0.0051506034	0.0153614994	0.0372861258	0.1624972301	-0.1517904098	0.0982747357	-0.1210144594	0.1464430928	-0.1439203963	0.0762218036	-0.0510609934	0.1662427993	0.0568839117	-0.0541671945	0.1246477449	0.1154130763	0.1152422001	0.1149575937	-0.0126061606043776	-0.0032259215712854	0.0001589152851833	1.0406569984085106e-05	-0.0937500802285313	-0.0147884389873383	0.0002186979276822	0.008789077542856	-0.0343004252815717	0.0255487615045808	0.0011765191744966	0.0006527392144179	0.0011431091639367	9.19656277165999e-05	1.3066985606760612e-06	8.457676681308248e-09	0.0007228281540607	-2.847139222850008e-05	5.22480540302799e-07	8.106201754290947e-10	-0.0003014133631852	8.048187617579997e-05	6.477332392776798e-09	9.085001550661329e-08	0.0	0.0	0.0
533.5007728988231	-1.6201629472328705	284623.07468364167	2.624927975586301	734.9936969630526	-10.01351776846218	100.2705380993078	540215.7345754156	549.5735787902215	-0.766069416084747	0.5868623502604252	302031.1185042918	574.5214143120521	425.3420179747288	1.051683	18.173542	0.1119777991291406	0.0537170610246386	-0.1249161955	0.0482555138	0.091356268	-0.0595846414	0.037299775	-0.0162893524	-0.1349079015	-0.058858528	0.1616530034	-0.187986339	-0.0513013765	0.080127313	-0.083782748	0.0316828312	-0.0619465791	-0.1294223421	0.0544516419	-0.0211224293	0.0096007869	-0.0403772108	-0.1359322846	0.0012562366	-0.1078387384	-0.0198768747	0.0743266716	0.0657966279	-0.0322808275	-0.0307607055	-0.0524916008	0.0459489562	0.0066215802	0.0878306307	-0.0470800918	0.0444452061	0.0449568243	-0.0052915817	0.0889299585	0.0358867772	0.119046946	-0.0116517667	0.1108676782	0.0471814651	0.0506789062	0.0422984568	-0.0295124555	-0.0239225701	-0.106919115	-0.1263133856	0.0269601001	0.0605469418	0.0029323013	-0.1713530112	-0.0354704859	-0.0599511499	0.0704738743	-0.0025846052	0.1418301816	-0.0467551538	-0.1059157508	-0.0413088533	0.0611644054	0.0191071728	0.08339281	-0.0824371505	-0.031638512	-0.0177728701	0.0149175395	-0.0540816454	0.0718543321	-0.0489815504	-0.0584707821	0.0361668389	-0.1922445887	-0.0953403294	-0.0346719437	0.0674793723	0.019567621	0.0596985677	-0.0678272361	-0.0891479121	-0.0880794729	0.0185366116	-0.0534349667	0.0024973046	-0.192630368	0.0404545653	-0.0936855454	0.0818415402	0.0982721468	-0.0317162466	0.1148797747	0.0082455446	0.0740899128	0.1528420287	0.0402966196	-0.0214669942	0.0870390073	0.0199662111	0.1741981955	-0.0374008205	0.1153118061	0.1148374968	0.1140484259	-0.0032544624937855	0.0093516981105921	1.0591526123456536e-05	8.745425755165186e-05	-0.0467348592730019	0.0470152209555294	0.0022104310014972	0.0021841470712672	-0.0232547825406328	0.0110456427409388	0.0005407849110121	0.0001220062235604	0.0016340015682394	0.0004908924043027	2.6699611250088182e-06	2.409753526020855e-07	0.0008229994640038	0.0001001713099431	6.773281177505421e-07	1.0034291335716621e-08	-1.172330989395961e-06	0.0003002410321958	9.014467741400184e-08	1.374359948698113e-12	0.0	0.0	0.0
532.8438447984289	-0.6569281003942251	283922.5629395722	0.4315545290875651	735.1803344437296	0.1866374806770636	0.0348335491934813	540490.1241527941	549.1611449578796	-0.4124338323418897	0.1701016660602179	301577.9631314493	574.6453342551567	424.6920932757309	1.04431	18.046137	0.1818883877616273	0.0940440588711764	-0.1463048722	-0.0193870401	0.1208932206	-0.0784991624	-0.0162055979	-0.0420400057	0.0046842977	-0.0901016553	0.082136042	-0.1041207276	-0.1369526437	0.0671274381	-0.0062180566	0.0884164287	0.0941059376	-0.0433185623	-0.1303583233	-0.066713597	0.0079471108	-0.0273403213	-0.0267354999	-0.0878546292	-0.0537067751	-0.0618657624	0.0789868678	-0.1086713903	-0.0265466174	-0.0254764781	-0.016642366	-0.0128467724	0.0258961895	-0.0284918933	0.0526839943	0.0379217606	0.1907521719	-0.0004748834	-0.0637773378	0.0189041846	-0.0406612942	0.0009174642	0.04137383	0.0804416423	0.125151499	0.0494652946	-0.0835676664	0.0308223406	0.0223482262	-0.1346876926	0.0756820644	-0.0220649882	-0.0018881879	-0.0296332716	0.0513804576	0.0280512495	0.1033789232	0.0983317355	0.1405956202	-0.0407648392	0.0343889963	-0.0792970341	0.0854263316	0.0308722698	-0.0502695159	-0.1006681821	0.0096371539	-0.19836953	0.020314245	-0.011127053	0.0269892189	0.0139214231	0.1722805892	0.0619931838	0.0014760605	-0.0605514774	0.1051985	-0.0570548536	-0.0423566118	0.1042009135	-0.0330030126	0.0413867451	-0.0989992217	-0.0160751088	-0.0980797768	-0.0276979285	-0.1141312949	0.0715332539	0.04117805	0.0058497668	0.1637946213	0.0106521111	-0.0393950037	0.0786857276	0.0619630189	0.0207319249	0.0044340726	0.0324395764	-0.0600581222	0.0019338314	-0.0399368448	0.0955242719	0.1151599564	0.1142313295	0.112689161	-0.0109213657614901	-0.0076669032677046	0.0001192762300962	5.878140571633948e-05	0.0099404750876885	0.0566753343606904	0.003212093524896	9.881304496895567e-05	0.0180814233817443	0.0413362059223771	0.0003269378715098	0.0017086819200571	0.0009096891260844	-0.000724312442155	8.275343061161993e-07	5.246285138605402e-07	0.000625725442056	-0.0001972740219478	3.915323288361768e-07	3.8917039735461085e-08	-0.0006037847511037	-0.0006026124201143	3.6314172887601844e-07	3.64556025665357e-07	0.0	0.0	0.0
532.53546295337	-0.3083818450588751	283594.01930296014	0.095099362361916	731.2620360026427	-3.918298441086904	15.35306267342406	534744.1652987304	548.0831215444238	-1.0780234134558668	1.1621344799590387	300395.1081218796	573.3136430628159	419.8453940223245	0.998838	17.260355	0.1022475032713826	0.0537447189825656	-0.1895278379	-0.071211477	0.1161241341	-0.1788801015	-0.0545658925	0.0277566485	0.068255552	0.0135587064	-0.0329709781	-0.1127267164	-0.1807592035	0.040737815	0.0714987316	-0.0211176449	0.2092084202	-0.060878379	0.0447923941	0.0261108242	-0.0297043484	0.0644858833	-0.0065502655	0.0283601135	-0.0614167271	0.1058537754	0.093455697	-0.0448125654	0.1028698728	0.0435787956	0.0025993783	-0.0338477733	-0.0509831974	-0.0242257928	0.0131230211	-0.0092477121	0.073248918	0.0895326904	-0.0512791401	0.1245432719	0.0305081432	0.0982643815	0.1073409826	-0.0784552659	-0.0467626657	-0.0975113833	-0.0912423972	0.0414196633	0.1091690622	-0.1492896642	0.1260739548	-0.0070530522	0.0839237447	0.0993576427	-0.0170125958	0.0675882643	0.1134434184	0.0300686611	-0.0526148967	-0.029779135	-0.0678083319	-0.1022601986	0.0185969376	0.0304079201	0.0077068017	0.0367345799	-0.0108079866	-0.1203776219	0.1037709994	0.0448009078	0.0441626086	-0.0776041076	0.0702153751	-0.1924485214	0.0576148121	-0.0543485526	-0.1438770191	0.0626293135	-0.0839214553	0.132487986	-0.0891090894	0.0593775338	-0.0643515331	-0.1310085849	0.0052268795	0.0105950714	-0.0315316066	-0.0182012778	0.0241037495	0.0490834969	0.1057646208	-0.144665078	-0.1189506553	0.2177932942	-0.0658280999	0.0175456985	0.010626192	0.0480737887	0.0056372526	0.0007959487	-0.0538440941	0.0218934619	0.1149575937	0.1134247617	0.1108851636	-0.017806188404009	-0.0068848226425189	0.000317060345479	4.740078281894092e-05	-0.0065219435065699	-0.0164624185942584	0.0002710112259725	4.253574710288928e-05	0.0501276907299796	0.0320462673482353	0.0025127853779204	0.0010269632509545	0.0002081233949546	-0.0007015657311298	4.3315347527428427e-08	4.921944750956908e-07	0.0004809460905303	-0.0001447793515257	2.3130914199637958e-07	2.096106062820222e-08	-0.0005130499400318	9.073481107189994e-05	8.232805940253376e-09	2.632202409666336e-07	0.0	0.0	0.0
532.6064622020085	0.0709992486384862	283669.64357933955	0.0050408933072295	730.0676108265375	-1.1944251761052556	1.4266515013140708	532998.7163779686	547.6049013696536	-0.478220174770172	0.2286945355572138	299871.12800406804	571.7006086786893	415.6916205181795	1.147758	19.833767	0.1885854414960344	0.1072805965660507	-0.1780167904	-0.0132906913	0.0467503245	-0.2163853737	-0.0732318698	0.0254900376	-0.0700312902	0.148199401	0.0234037279	0.0075479704	-0.0420854296	-0.0456182326	0.0627331124	-0.1008420555	0.0222135609	-0.0843812802	-0.0498445887	-0.0145812504	0.0713912447	0.1409639283	0.0530798289	0.0419201034	-0.1865194049	0.1700243883	0.062749143	0.1270236144	0.081050407	-0.019469808	0.1430862426	-0.0748611829	0.0027281068	-0.0039697073	-0.0318805674	-0.0382827262	0.0556887106	0.1003529733	0.0617557533	0.0247677114	-0.0331468127	-0.0324215957	-0.0238018606	-0.0656004588	0.0337031065	0.0975454343	0.1581119328	0.0752762506	0.0225723467	-0.116952034	0.0813830151	0.1629676701	-0.056617585	0.0534395404	-0.0736818374	0.0878076038	0.0337615477	0.1584423189	-0.1180721991	0.0162348384	-0.0142533629	-0.1558305396	-0.0843231745	-0.0876688443	0.0980567773	-0.0749938481	-0.0980025945	-0.1362744828	-0.0751683835	-0.0408107465	0.0246620834	0.038342619	-0.039446063	0.038846222	-0.0855235074	0.0218702685	0.027063931	0.0337638553	-0.0139238976	0.0645102574	-0.096813729	-0.1606678696	-0.0688135341	-0.0416068553	-0.0017792455	0.0262382766	-0.1178828312	0.0651878686	-0.0104244385	0.0437699732	0.0256316625	-0.1724552919	0.1371566896	0.1334973998	-0.0220018422	0.1732712132	-0.0940348489	-0.0445630204	-0.0199896105	-0.023387674	-0.0331741289	-0.0079779436	0.1147048067	0.1124192083	0.108643553	-0.0059866678305411	0.0118195205734679	3.5840191713235675e-05	0.0001397010665866	-0.0761196603113489	-0.069597716804779	0.0048438421844382	0.0057942026859151	-0.0119186959668979	-0.0620463866968775	0.0001420553135513	0.0038497541021384	0.0008700710899478	0.0006619476949932	7.570237015629527e-07	4.3817475090681053e-07	0.0003848399534802	-9.61061370501e-05	1.4810178979464254e-07	9.236389578692604e-09	-0.0003686674236569	0.0001443825163749	2.0846311034748273e-08	1.359156692658162e-07	0.0	0.0	0.0
534.2741305941323	1.667668392123801	285448.84662211593	2.7811178660887834	732.9342402959887	2.8666294694512544	8.21756451512638	537192.6005982582	547.0170474890507	-0.5878538806028928	0.3455721849398801	299227.6502436383	573.2209477859589	431.2094797776416	1.039744	17.967239	0.0935348846994993	0.0429324094245144	-0.103346743	0.0123068938	0.0460577369	-0.1175382518	-0.0303340272	-0.1210646509	0.0687829268	0.1075807858	0.0159203971	0.0180434671	0.1074683897	-0.1304700489	0.1106200685	-0.0233657057	0.0278759059	-0.0710923711	0.115102913	-0.0130957325	-0.0118597196	0.0601766611	-0.0651655211	-0.0595772551	-0.0068770584	0.0103661649	0.0582596403	0.0713190197	0.0177542694	0.0077601459	0.0102590774	-0.0335562106	-0.0667619948	-0.0247652326	0.0288741408	0.1548636652	-0.0345162504	0.0095306034	-0.1038675046	-0.1053049146	-0.0234432859	0.0147902368	-0.0126408019	0.1870153613	0.0777712307	0.0512877203	0.1517317963	-0.0500269948	-0.0655066373	-0.0720827397	0.0359145784	0.0393737307	-0.106433341	0.1177548042	-0.1463172147	-0.0179856374	-0.0120036615	-0.0332081873	-0.0577094812	-0.0380066109	0.0316547985	-0.0950161021	-0.0915957105	-0.0416196611	-0.0787504424	-0.0139165638	-0.0309558218	-0.0268661165	-0.0486926981	-0.0171194152	-0.0374342917	0.1280364195	-0.0329917379	0.0917961812	-0.1085456905	0.0771627243	0.1662169355	-0.0851412696	0.0024334632	0.0324780483	-0.0593948755	-0.0786555815	-0.0563434659	0.0012046992	-0.1198918371	-0.0934152567	-0.0680650012	0.0694372189	0.0088436279	0.0762381828	0.0281056038	-0.0017322762	0.1007286912	0.0185973946	0.0624423538	-0.0476425167	-0.0147536605	-0.0582573652	-0.0387200748	0.0675647695	-0.0625910674	-0.017847194	0.1144017065	0.1112164334	0.105973176	-0.0043660283544113	0.0016206394761297	1.9062203591523443e-05	2.626472311590272e-06	-0.0510268298671121	0.0250928304442367	0.0006296501397032	0.0026037373662872	-0.0356775184759357	-0.0237588225090377	0.0012728853246007	0.0005644816470159	0.0011665871849222	0.0002965160949743	1.360925660024703e-06	8.792179457886736e-08	0.0007978739163154	0.0004130339628352	6.366027863364739e-07	1.705970544553494e-07	-0.0002169656360646	0.0001517017875923	2.3013432358699313e-08	4.7074087232916465e-08	0.0	0.0	0.0
534.624463357875	0.3503327637426991	285823.3168206958	0.1227330453515978	733.2240172472045	0.2897769512157992	0.0839706814559237	537617.4594681289	547.2019624652285	0.1849149761777653	0.0341935484148235	299429.9877257973	573.5738048309561	439.0408005309261	0.972295	16.801676	0.0553654677371931	0.0321127170269558	-0.0742840948	0.002644547	0.0257456636	-0.1112993522	0.0136346916	0.0331195944	0.0806179229	0.03784823	-0.0728442822	0.0778105579	0.0287421591	-0.0683376864	-0.0039223192	-0.0777608744	0.1584325687	-0.0239513394	0.0693123277	0.12973716	0.0480581972	0.023073862	-0.039687015	-0.0211111433	-0.0308520556	0.0495202836	-0.0759109085	0.0016417227	0.0812118978	0.0898082359	-0.0099305263	0.1067795825	-0.0063213088	-0.0233536953	0.0167027614	0.0568375576	-0.003648477	0.0162623104	0.0325587466	0.0783206505	0.0034893768	-0.0685003782	-0.1268357094	0.0070670071	-0.067759995	-0.0131990218	-0.0621966781	-0.0218630636	-0.0627421735	-0.0637567795	-0.0011870454	0.0625156776	0.0661687488	0.1202488285	-0.0495982222	-0.0262017814	-0.0754794938	-0.0509143018	-0.0137312883	-0.0350544806	-0.0041396073	-0.0140199749	-0.0069539638	0.0770422806	0.0691002168	0.0447779278	0.017403817	-0.0117392573	-0.0708810136	-0.0379804674	-0.0320689135	0.0118285473	0.02162974	-0.0099776668	0.0133662255	0.0605125208	-0.1027052824	0.0396834541	-0.0023049351	0.0290979165	-0.0106289061	-0.0197405317	-0.0213440989	-0.0722262253	0.0281963071	-0.0482953879	-0.1344787724	0.0896452335	0.0272678638	0.069239439	0.0335397772	0.0299578917	0.0076741097	-0.0647647866	0.0393337187	-0.0520410077	0.0545823551	-0.1158866078	-0.0668926173	0.0299415221	0.0766703369	0.0215722689	0.1140484259	0.1098185471	0.1028845713	0.0040640762763501	0.0084301046307613	1.6516715979991694e-05	7.106666408558478e-05	-0.0222550118164548	0.0287718180506573	0.0008278175139401	0.0004952855509505	-0.0279954019139552	0.0076821165619805	0.0007837425283238	5.901491487185509e-05	0.0011030409786097	-6.35462063124999e-05	1.2166994004922446e-06	4.038120336710802e-09	0.0008259461753847	2.8072259069299943e-05	6.821870846326136e-07	7.88051729253893e-10	-9.89555315705214e-05	0.000118010104494	1.3926384762703353e-08	9.792197228404457e-09	0.0	0.0	0.0
534.2512977576544	-0.3731656002206591	285424.4491557379	0.1392525651880448	732.9033420797773	-0.3206751674272254	0.102832563004479	537147.3088317071	548.5729740027225	1.3710115374940417	1.8796726359417757	300932.3078061917	573.5718540734749	435.5621543086432	0.945037	16.330656	0.0469532445665073	0.0235264924167175	-0.082222105	-0.0011128153	-0.0065377035	-0.1122813849	-0.0578512375	-0.0455803753	-0.0284094898	0.0047069093	0.034362057	-0.0099268539	0.0830860044	0.0162892385	-0.0092933039	-0.0508063128	-0.0117219765	-0.0804234494	0.0169637952	-0.0781103246	-0.1043888462	-0.0732156666	0.0575741008	-0.1739877108	0.0276353373	0.1123297256	-0.0247438805	-0.0311530589	-0.1338396528	0.121329232	-0.0208151512	-0.0682002603	0.0646262487	0.0248594686	0.0729910155	-0.0217277825	-0.0843328483	0.0934627331	-0.0159837684	0.007121874	-0.0624464876	-0.0329330506	-0.0551865636	0.0712353616	0.0784604249	-0.1115708408	-0.0738224207	-0.0663338841	-0.0402991104	-0.0407287446	0.0555285368	0.0897237094	-0.0385964092	0.0465921278	0.024768106	0.0843049864	0.080155849	-0.0217678534	0.0956006737	-0.0422539487	-0.0684207833	0.0261588013	-0.0418990989	-0.1698504425	-0.0118093001	0.0389014017	0.056599915	0.0369466728	0.0171447652	0.1464877796	-0.1082797406	0.0897154013	-0.0185809105	0.1550932322	0.0029217643	0.0626718733	-0.0581027647	0.0720178114	-0.010874113	0.0472103758	-0.0314538202	-0.0607217459	-0.0294773513	0.0407786411	-0.0146967962	0.0177189901	-0.0787914553	0.0705739897	-0.0085246922	0.0473454151	0.0249732214	0.0801575563	0.0191131034	-0.0572593425	-0.0082725782	-0.0203928332	0.022478161	-0.0136531775	-0.097838407	0.0805964866	-0.016134163	0.0039071748	0.1136451198	0.1082280018	0.0993899282	-0.0004109798242666	-0.0044750561006167	1.6890441595420544e-07	2.002612710366674e-05	-0.0413657475031925	-0.0191107356867377	0.0003652202184883	0.0017111250664978	-0.0190845058163233	0.0089108960976319	0.0003642183622532	7.940406926279144e-05	0.0009790321522414	-0.0001240088263683	9.585039551224277e-07	1.5378189017243193e-08	0.0006649538506082	-0.0001609923247764	4.421636234386724e-07	2.591852863694204e-08	-9.482554908490102e-05	4.129982485620381e-06	1.70567553315311e-11	8.991884759252972e-09	0.0	0.0	0.0
535.3070201402769	1.055722382622548	286553.6058114628	1.11454974917023	735.7257977526335	2.822455672856222	7.966256025238269	541292.449478749	548.921809572162	0.3488355694395295	0.1216862545062008	301315.1530239769	575.0312691612927	438.46645513235353	1.05852	18.291685	0.2040012611614518	0.1096535985697206	-0.0900246415	-0.0831551055	0.0545024693	-0.0527303749	-0.0654034119	-0.0987822961	0.0968520203	-0.0066141235	-0.0766359119	-0.0689818962	-0.0937121081	0.0071198525	0.0576580277	0.0574450507	0.0508290943	0.0150971705	-0.0449583199	-0.0606268256	-0.043220398	-0.0680390721	0.0719135024	-0.0679974996	-0.0635237068	0.0035759728	0.0731166037	0.0976883923	0.0170553352	-0.1143575365	-0.0155695553	-0.0186904845	0.002272783	-0.012711277	-0.0014257984	0.0347314034	-0.1265732095	0.091756688	-0.0310964471	0.0099758633	0.0266432713	-0.0880866606	-0.0029386898	-0.0556295648	-0.0585687395	-0.1664428586	0.0303413585	0.1159093495	-0.0913803815	-0.0434338533	0.1009468209	-0.0645172767	-0.0683479386	0.1178944243	0.0610263776	0.0777216699	0.0991090531	0.0610400732	0.0532386403	0.0321918372	0.0484977096	0.02791372	0.0233741883	-0.0458286618	-0.0088615849	0.0293288593	-0.0291058374	-0.0246569649	0.0085788023	-0.0316880067	-0.0957414704	0.0294466885	0.0142687168	-0.0158383652	0.0427379222	-0.1002200512	0.0860901869	0.1303919319	-0.0932838609	0.1040018786	-0.0049629625	0.0896817992	-0.0272887849	-0.0123820079	-0.1011932767	0.0092597236	0.0423641691	0.0290463247	0.0421387638	-0.0248089002	-0.0008910712	0.0212041118	-0.1468733717	0.1404211644	-0.1154673442	-0.0016683523	0.038734931	0.0182579157	-0.1023995229	0.0451118522	-0.1594323766	0.0257560957	0.1131919653	0.1064475877	0.0955030384	-0.0045643983230831	-0.0041534184988165	2.0833732051763817e-05	1.725088522631111e-05	0.0183010340993234	0.0596667816025159	0.0035601248268023	0.0003349278491045	0.0365940689202659	0.0556785747365892	0.0013391258801411	0.0031001036846979	-5.391164789500562e-05	-0.0010329438001364	2.906465778755064e-09	1.0669728942402387e-06	0.0003790120017876	-0.0002859418488206	1.436500974990437e-07	8.176274090694287e-08	-0.0004659896265985	-0.0003711640775135	1.3776277243652093e-07	2.171463320974095e-07	0.0	0.0	0.0
