global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
600.0004378928841	n/a	360000.5254716526	n/a	628.4560543528775	n/a	394957.0122527869	n/a	577.9725484026319	n/a	334052.2667070327	n/a	570.542097290357	526.8013254172159	n/a	n/a	n/a	n/a	-0.1780854411	0.0011329782	-0.0254728747	0.038165923	-0.0142452787	0.0161297417	0.0225354888	-0.0447071388	0.0977925915	-0.0203249692	0.5145978347	-0.0514720136	0.1260937475	-0.3356074608	-0.1354524643	0.218318391	-0.1427735996	0.0453361178	-0.0688355949	-0.1054435799	0.1203893985	-0.0758882457	0.0135213577	-0.0424981683	0.1483279225	-0.1082253154	0.0861074627	-0.0065060562	0.0557025889	-0.0803144389	0.0100202943	-0.1125898779	-0.1552977565	0.0037297852	-0.0907702895	0.1416382712	-0.0193672472	0.0620251228	-0.0626283571	0.0353160847	-0.0099034265	0.0101049048	-0.0882121467	0.063941339	-0.0532936833	0.036234344	-0.0626979549	-0.1415698974	0.00309213	-0.0285768619	0.0477765004	-0.2182715277	0.1217040826	-0.0391828496	0.0142203108	-0.1322845565	0.2491229014	-0.1509112288	0.2996790609	-0.1252347237	0.1761060094	-0.1003138164	0.0667327796	-0.2621760094	0.1929392907	-0.1028859086	0.1449781849	0.0069566996	-0.1261401049	0.1114681244	-0.1346593417	0.1050099712	-0.0708149369	-0.2772840655	0.0228889719	-0.1274703049	0.1901908498	-0.028006511	0.0082148535	-0.1238047019	0.0813400609	-0.0498988343	0.0423990716	-0.0073787437	0.0071259811	-0.0621374834	0.0992916076	-0.0515097046	0.0647726284	-0.1477488469	0.0656989652	-0.0066458696	-0.0452931502	0.1430166804	-0.1034240144	0.1738171848	-0.0597097316	0.1154637225	0.1154447293	0.1154130763	0.0182216869373377	n/a	0.0003320298748423	n/a	0.00169427692731	n/a	n/a	2.870574306415015e-06	-0.0466531095712383	n/a	0.0021765126326659	n/a	0.0040547561512969	n/a	1.6441047446480048e-05	n/a	-0.0012593367204964	n/a	n/a	1.5859289755906275e-06	-0.0004099474781739	n/a	n/a	1.6805693486114026e-07
595.785414063052	-4.215023829832035	354960.2596102824	17.766425886051913	614.6945742333842	-13.761480119493283	377849.4195919614	189.3783350792089	576.6937059447285	-1.2788424579033515	332575.63047626504	1.6354380321362858	566.8887924000069	516.9937525348859	1.302867	23.876133	0.1107779312708683	0.0652428430803383	-0.2211824198	0.0882223152	0.0046931117	-0.0212170369	0.0557393211	-0.0956079796	0.1709355258	-0.0396566829	-0.0710919211	-0.0646186557	0.1830100675	-0.1417378241	0.0026696646	-0.1266136854	-0.1344216356	-0.021520771	-0.0797878832	0.1054912613	-0.177012341	-0.1405978157	0.0020866148	0.1197639167	0.0378461562	-0.1112860826	0.0033923612	-0.0267625416	-0.0546263094	0.0326898209	-0.0786322776	-0.0646752925	-0.1032624033	-0.0700588398	-0.0957004564	-0.0591410483	0.0234819863	0.1704614542	0.0869515292	-0.0774496622	0.0544712335	-0.0540378212	0.0608648913	0.0166803357	0.0477704637	-0.0701875416	-0.0149969604	-0.1095646084	-0.0281625796	-0.1597979685	-0.1237174405	-0.1401552536	0.0627232783	0.0651269496	0.1217643531	0.0002442613	0.1174028116	-0.0328109973	0.1306947523	-0.0840645095	-0.0015479599	-0.0747693024	0.0267858304	-0.0826334471	0.1421858812	-0.0965143602	0.1650496559	0.0828074018	0.1752380232	0.117219226	0.0537783633	0.11939095	0.0782049175	-0.0309535547	-0.0330828141	-0.2727732977	0.0478411859	-0.0511793903	0.1704930971	0.0154600611	-0.0321839569	-0.0304423579	0.1047874461	0.0282659886	-0.0224869474	0.1614486477	0.0064075268	-0.1986324311	-0.0860460386	-0.0220405376	-0.0565479035	-0.0346921032	-0.0104025628	-0.0675888239	-0.023377864	0.0287739383	-0.0943525761	0.381058512	-0.2191953317	0.1154130763	0.1152422001	0.1149575937	0.0175135516668234	-0.0007081352705143	0.0003067244919864	5.014555613463617e-07	0.0312291603730585	0.0295348834457485	0.0008723093401539	0.0009752604576062	0.0062093083856922	0.0528624179569304	3.855551062862747e-05	0.0027944352322532	0.0037401257292247	-0.0003146304220721	1.3988540470408596e-05	9.899230249333065e-08	-0.0013290867376998	-6.97500172034001e-05	4.865064899874609e-09	1.7664715563294972e-06	-0.0005790169308518	-0.0001690694526778	2.8584479828804643e-08	3.352606062130381e-07
596.9127298614128	1.127315798360769	356304.80707060394	1.2708409092337778	612.4392314487034	-2.2553427846808063	375081.81221747847	5.086571076411774	578.7749958486532	2.0812899039246986	334980.49581960856	4.331767664178881	568.9690234087132	518.423222987725	1.157096	21.20476	0.1319758246803244	0.0639422065117123	-0.1992479321	0.0704683679	-0.1354790163	-0.0289211545	-0.0489020402	0.0433884827	0.1368290869	-0.1416604671	-0.0793033293	-0.0504065909	0.1280758715	0.0482424826	0.1162944387	-0.0671022339	0.0083597855	-0.0682417978	0.0380761951	-0.0606469211	-0.1272228169	-0.0468555389	0.1434104564	-0.0407110166	0.0270834271	0.0516455362	0.0054145426	-0.0228047878	-0.0483133659	0.0909453783	-0.0148389259	-0.1298376516	-0.0858741717	-0.0473255556	-0.0299423164	-0.0239969094	0.1292123382	0.0490991432	-0.0821024565	-0.1716529019	0.050978873	0.0400018947	-0.1771621142	-0.030853512	0.1733500401	0.0044735208	0.1025094474	0.0048355082	0.1112371966	-0.0595984815	-0.1610691812	-0.0013991375	0.0093969081	-0.0855116084	0.0452971073	-0.0732686009	-0.0380827763	-0.1496047098	0.0541171673	-0.0375395331	-0.0422669041	-0.1808817543	-0.0736454924	0.1073230543	0.0339534477	0.0832496516	0.2033226194	0.1425831164	0.012407448	-0.0276774839	0.0028602088	-0.1610638969	-0.1305969341	-4.74071e-05	0.0086128445	-0.2352436819	-0.070274367	-0.1162407912	0.2056602573	0.0495199637	0.1611561547	0.098082127	0.0057262513	-0.0190237275	0.0851177943	0.0745546513	0.086266603	0.06375799	0.0574874928	0.0091477704	-0.1081692595	-0.1554760447	-0.021248185	-0.0003626504	-0.1523884212	0.0793831013	0.0610718973	-0.0522733555	0.1457647713	0.1153118061	0.1148374968	0.1140484259	-0.0107641413312649	-0.0282776929980883	0.0001158667385994	0.0007996279212941	0.0432049000443583	0.0119757396712998	0.0001434183406747	0.0018666633878429	0.0210570691622535	0.0148477607765613	0.0004434001617039	0.0002204560000779	0.003968972493197	0.0002288467639722	1.575274265175441e-05	5.2370841380593554e-08	-0.0001848228236236	0.0011442639140762	1.3093399050569855e-06	3.415947613220035e-08	-0.0004146349842128	0.0001643819466389	2.7021424380827026e-08	1.719221701331489e-07
596.9476723138263	0.0349424524134747	356346.5234808953	0.0012209749806679	617.4333817777577	4.994150329054378	381223.9809335183	24.94153750919395	578.6495604751627	-0.125435373490518	334835.313838099	0.0157340329227057	570.0947374679424	532.463980853761	1.223435	22.420483	0.1770300997073944	0.1146222949314145	-0.0984244456	0.2116412337	0.0923773455	0.06196492	-0.026764729	-0.0586870131	0.0803196084	0.0304966674	-0.1839325992	0.078923455	0.040267845	0.0812151781	0.0917526789	-0.0774818381	0.0723369728	0.0537240327	0.1143576771	0.0899570143	-0.120350185	0.0243375987	0.0379368234	0.0724869143	-0.133522294	0.0835908951	0.0323490058	-0.0629583298	-0.0005993576	0.0901487988	-0.0392737962	-0.0123776919	-0.0562593971	-0.2562577683	-0.0055794082	0.1636690609	-0.0083880726	0.1482402896	0.0561845825	0.0482633234	0.1381234422	-0.0495676812	0.0528838245	0.1378929405	-0.0118806749	-0.1101820822	0.0974831055	0.0370934541	0.0461149453	0.0254393368	-0.1012849284	-0.1615752876	-0.0369521404	-0.0645097396	-0.0757155369	0.0750864113	-0.0520443865	-0.1249505219	0.0970033778	-0.0204281088	0.0895965119	-0.0460844537	0.0462055387	0.052816625	0.1207153084	-0.0200936599	0.0282278517	0.0923926534	0.0554894706	-0.0950615765	-0.0335138723	0.0313409516	0.2079178571	-0.0471084048	0.1690787601	-0.1557948646	0.1067890596	-0.1742239312	0.2613968972	0.1733035147	0.084092127	0.0686314155	-0.0810671109	-0.0257573451	-0.0433613013	0.0819918922	-0.0232787072	0.0166017635	0.006459003	0.0784488766	0.1798630763	-0.1254243021	-0.1477774494	-0.0362540733	0.054760474	-0.1417975865	0.1016976393	-0.034714482	-0.1240911355	0.1151599564	0.1142313295	0.112689161	-0.0130427962994019	-0.0022786549681369	0.0001701145353076	5.192268463815428e-06	-0.0620219525321203	-0.1052268525764786	0.0110726905031519	0.0038467225958965	-0.0093535323354103	-0.0304106014976638	8.748856714956605e-05	0.0009248046834497	0.0040868169629831	0.000117844469786	1.6702072888926405e-05	1.3887319059166929e-08	-0.0005369872396578	-0.0003521644160341	1.2401977592070906e-07	2.883552955553035e-07	-0.0007269059116948	-0.0003122709274819	9.751313215046849e-08	5.283922044568484e-07
593.3843510697698	-3.5633212440565103	352104.98809449177	12.697258288344436	611.4699401186224	-5.963441659135356	373895.4876686717	35.562636421911044	577.6697478929325	-0.979812582230238	333702.3376306842	0.9600326962966872	568.2224783323429	516.9648751203517	1.174883	21.530725	0.1751554692375305	0.1176032552498534	-0.1619190927	0.0845118493	-0.0234030265	0.1112146201	-0.1923330503	-0.1162359339	0.1569544334	-0.0718429768	-0.1764587055	0.0444375235	-0.0456263688	0.0882495682	-0.2311748126	-0.1208163983	0.0915509842	-0.0466206502	-0.0724130637	0.1371054657	-0.0905611121	-0.0251980328	-0.0841216649	-0.099648878	-0.205935877	0.1173127925	0.1304528344	-0.1548509445	-0.2314111381	0.0954439656	-0.0348776023	-0.0945045664	0.0204264367	-0.0063936039	-0.120063495	-0.0691298579	-0.1117563185	-0.0593169811	0.1115859542	-0.0394120727	-0.0712859538	-0.0336103588	-0.1066905093	-0.0884989245	-0.0932182474	-0.1186156539	-0.0915926617	-0.0143679162	0.0050639182	-0.0829693693	-0.0983239222	-0.1046717774	0.1872252581	-0.0157133218	-0.043396128	0.1472440196	-0.1067309847	-0.1124046825	-0.0951953783	0.0951258536	0.1265058613	-0.0372561268	0.077653257	0.0472682806	0.1169302745	0.1451420271	-0.0154910306	-0.0724223251	-0.1351593814	-0.0856247002	0.1463780289	-0.0404613851	0.013310438	-0.006073585	-0.1260636209	-0.2148401752	0.0118245764	-0.1239295016	0.1075289854	0.1202371905	0.0562885016	0.0010717408	0.006405667	0.1263059292	0.0271604951	-0.0732596634	-0.0209909924	0.0843858335	-0.0203995819	-0.125394384	0.0275013406	0.2278652918	-0.0638015182	0.0538631961	0.0812799564	-0.1039434047	-0.1778595069	-0.3206306187	-0.077323461	0.1149575937	0.1134247617	0.1108851636	-0.0106579743037968	0.002384821995605	0.0001135924162603	5.687375950721887e-06	0.0306159032317907	0.092637855763911	0.0085817723205351	0.0009373335306983	-0.0027545779445858	0.0065989543908245	7.58769965279853e-06	4.354619905218195e-05	0.0030408452205902	-0.0010459717423928	9.246739655586265e-06	1.094056885884438e-06	-0.0007047162726754	-0.0001677290330176	2.8133028517019177e-08	4.966250249735088e-07	-0.0004699299453615	0.0002569759663332	6.60366472729333e-08	2.208341535474624e-07
592.6906360200207	-0.6937150497490165	351282.1900258168	0.4812405702482805	608.8062718263146	-2.663668292307761	370645.0766150565	7.095128771445746	575.7975165862639	-1.872231306668596	331542.7801069089	3.5052500656699968	565.0194282090223	504.5297648784651	1.222638	22.405874	0.1851132462659231	0.0810340632847259	-0.2842193023	-0.0199256264	-0.030714421	0.0981814584	0.0076383562	-0.0091087749	0.2399138675	-0.0805301082	-0.0542830594	0.0437244301	0.0454280382	0.1794248142	-0.1115278072	0.1716610374	-0.0421330026	-0.0524248993	-0.0935508634	0.0517292404	-0.156390459	0.0196107733	0.0500531566	-0.0416652085	-0.0756405629	0.0808281798	0.0730395947	0.0241602914	0.0444458486	-0.14054253	0.1884200759	-0.0738811384	0.0299933871	0.0713633517	-0.0031245376	-0.1042814395	0.165549222	-0.1202477696	-0.0654500902	0.0555733451	0.138206258	-0.1565504625	0.0145303771	0.0603783731	-0.0293636068	0.0869965582	0.1342129365	0.0839197241	-0.1461194534	-0.2087349014	-0.0971433606	-0.0585286894	0.0003293626	-0.0945174045	-0.0064578064	-0.040115454	-0.1325599258	-0.0308193584	0.036652375	0.1859656037	-0.0943918417	-0.0071031141	-0.1928634461	-0.1746937213	-0.123669496	0.1297765323	0.0921760865	-0.1050308242	0.0012969922	-0.0614045292	0.0486907784	-0.0206021951	0.0535297189	0.1572365928	0.0725153929	-0.0646267982	0.0356511284	0.0462955113	0.0801038574	-0.0811301602	0.0118879597	-0.0708550115	0.090642644	-0.0071779207	-0.1198874592	-0.2150215826	0.0242889935	-0.0005938292	-0.1884012349	0.1686324889	-0.1309542902	0.1022311022	0.0908782232	-0.0484158769	0.0436665228	0.1286929501	-0.037714532	-0.1511635289	0.0720659532	0.1147048067	0.1124192083	0.108643553	0.0188828479723355	0.0295408222761323	0.0003565619475463	0.00087266018075	-0.0109594526961132	-0.0415753559279039	0.0017285102205318	0.0001201096033983	0.018028595409703	0.0207831733542887	0.0003250302524467	0.0004319402946744	0.0018819844940542	-0.001158860726536	3.5418656358604435e-06	1.342958183507546e-06	-0.000379085366517	0.0003256309061584	1.0603548704554073e-07	1.4370571510732826e-07	-9.014368390393805e-05	0.0003797862614575	1.4423760439191165e-07	8.125883747773099e-09
597.7755557544564	5.08491973443563	357335.6150575492	25.85640870565292	612.6283822979843	3.822110471669703	375313.5347970452	14.608528457647198	577.4188739587371	1.6213573724731989	333412.5560037759	2.6287997292731946	567.1115489403406	520.410423575001	1.246434	22.841948	0.0596298906165231	0.0362160371220698	-0.1630703151	0.0373202715	0.1098795572	-0.0184844725	0.0290488139	0.0831638449	0.1474344217	0.0531030769	0.009311486	0.0232578953	-0.0611375136	-0.0069851705	0.0895280225	0.091802937	-0.0236509939	-0.1185263399	-0.0732254775	-0.051527796	-0.0391739814	0.0365932495	0.0960816452	0.0779529283	-0.0092131099	0.0464027591	-0.0169447114	-0.0073469709	-0.1092595641	-0.0631852686	0.0331653176	0.1066102103	-0.0332806634	0.1170728899	0.0089572596	0.1013262986	0.0304968117	0.0680794404	-0.0455243233	0.1595438578	0.0544751456	-0.0849082122	0.0341171704	0.1289071277	0.0426251326	0.1243097865	0.0212419609	-0.0643569267	-0.0294967704	-0.1090481969	-0.0546592423	-0.0097843429	-0.1082348035	-0.025946099	-0.0907138359	0.0240551362	0.0913284887	0.1131340991	-0.0799099865	0.1261239931	0.0426775935	-0.0570204836	-0.0991495484	0.0636778536	0.1057276765	-0.0854915967	-0.1112351401	0.0834881374	0.0436093588	-0.055260073	-0.136481029	0.0751263192	0.0708082876	0.0320182346	0.0301776335	-0.072004387	-0.0128585963	-0.0004186759	-0.0094103549	0.0592548139	0.0498386531	0.1007941086	-0.0584109152	0.0436701118	-0.0375290783	-0.1663395604	0.1475637022	-0.0206894856	0.0341369854	0.1120371869	-0.0251994943	0.0922938892	0.2644386343	0.079367352	0.2130189309	0.0903668292	0.1072751512	0.110889747	0.1057313856	0.1144017065	0.1112164334	0.105973176	0.0053399133389291	-0.0135429346334064	2.851467446727293e-05	0.0001834110784847	0.021661864362116	0.0326213170582291	0.0010641503266135	0.0004692363676427	0.0217975513877775	0.0037689559780745	0.0004751332465028	1.4205029164663516e-05	0.0018999634369476	1.797894289339995e-05	3.609861061737737e-06	3.232423875641366e-10	-0.0004891485166216	-0.0001100631501046	1.2113897010947713e-08	2.392662713131117e-07	-0.0001560352498422	-6.589156593826195e-05	4.341698461796322e-09	2.4346999193317773e-08
599.6519512900086	1.8763955355522055	359582.4626859148	3.520860205840249	618.1472692656936	5.51888696770925	382106.0465006339	30.458113362351	578.2180789718428	0.799205013105734	334336.14684988826	0.6387286529733365	568.167005415316	537.6359936971306	1.247314	22.858082	0.0561295963672362	0.0268555891402992	0.0175224755	-0.1378236054	-0.0792802022	-0.130080409	0.042093563	-0.0402483636	-0.0457143799	-0.0295885042	0.1546851484	-0.040056416	-0.0659888383	-0.0615940669	0.051543978	0.0972728614	0.1497076141	-0.1543693298	-0.1708392428	-0.1236870987	0.1386591441	-0.0657874986	-0.0268943417	0.0420509353	0.136113045	-0.1236581677	0.1721821639	-0.1094248154	-0.0199635993	0.0518551539	0.0311144646	0.1099801328	-0.0406121422	0.0891337761	-0.0716441123	0.0915613936	-0.0004241967	-0.0913656004	0.1038397818	-0.0236145715	0.0043946705	0.0402054894	0.0838392902	0.005406621	-0.0964281864	-0.0099657807	0.0913194838	0.0034996873	0.0537571429	-0.1045626978	0.0910115844	0.1588651311	-0.007931304	0.1027749092	0.1318499612	-0.087559408	0.1106780079	0.0793147292	0.0294599702	0.134579666	0.1079176591	-0.0063361574	0.0309238761	-0.0626442327	-0.1423742495	0.1451706579	-0.0450945789	0.0366598628	0.0499757016	-0.0681194681	0.0413084198	0.0802670975	0.098389404	-0.0954114863	-0.0547888556	-0.0503522657	0.0202262869	0.072586908	-0.0026152519	-0.0733774594	-0.0461899307	-0.0978662197	0.0259747615	-0.0314059403	-0.1091611151	-0.057559347	0.0285724342	-0.0915607735	0.0178867864	-0.1125319102	-0.3189904594	-0.0189075575	0.0100276524	0.0625980301	0.1047361009	0.0004793184	0.081838764	0.0043694822	-0.0066283483	0.1140484259	0.1098185471	0.1028845713	0.016722494050029	0.0113825807110999	0.0002796418072532	0.0001295631436447	0.0110862118980747	-0.0105756524640413	0.0001118444250401	0.000122904094249	0.0053856323180525	-0.016411919069725	2.9005035465251545e-05	0.0002693510875512	0.0018390344715034	-6.0928965444200086e-05	3.3820477873777896e-06	3.712338830100528e-09	-0.0004888732876076	2.752290140000313e-07	7.575101014742942e-14	2.389970913362632e-07	0.000137949438147	0.0002939846879891	8.642699677210725e-08	1.9030047485072976e-08
598.2933370486701	-1.3586142413385005	357954.9171568335	1.8458326567677892	618.3921498527304	0.244880587036846	382408.8509994818	0.0599665019075103	578.4834334171783	0.265354445335447	334643.0827381269	0.0704129816592827	570.5006620883942	540.1273124616707	1.267628	23.230343	0.2326074383053244	0.1416683874454423	0.0080911578	-0.0155991188	-0.0765401549	0.0458874748	0.0774261085	0.0985016983	0.0044297081	-0.0136195362	-0.1028731083	0.1068810868	0.0465146969	0.0374025544	-0.0458406586	0.1025656044	0.0394758121	-0.2304884916	-0.0286866556	-0.0618931646	-0.0869050186	-0.0558829529	0.1896281664	-0.2129708997	0.0302059179	4.71097e-05	0.1011402595	0.0670381829	-0.2011326833	0.040426141	-0.0823214412	0.065259005	-0.102353536	0.0803410285	0.0034040104	0.0984308439	0.0449174301	-0.0365332113	0.0303229827	-0.046779636	-0.0955462399	-0.0390961157	-0.0107556749	0.0786983746	0.1592783792	0.0914207805	0.002202154	0.0188103019	-0.0388967764	-0.0086439713	-0.0754209012	0.0320352078	0.0021545764	-0.1844589475	0.1626016211	-0.096207539	0.1126667759	-0.1121765805	-0.2339996615	0.1198775527	0.0100491472	0.1042222029	-0.0770198134	0.033972998	0.0340804106	0.1239692432	-0.0609946205	0.1447842636	-0.0602883556	0.0803505777	-0.0710298734	0.0085226714	-0.0429124353	-0.0488781468	0.0656103248	-0.0714221117	-0.1645010244	0.2308415274	-0.0357475222	-0.1798590265	-0.0047339104	0.0652441266	0.1087688686	0.0460646791	0.1024604002	-0.0763982658	0.159310645	0.2048504619	-0.1466273845	0.0518926077	-0.169191748	-0.0962848081	0.1005122379	0.2088108096	0.0463330813	-0.1159242234	0.0045935773	0.0541301168	-0.0061659386	0.1136451198	0.1082280018	0.0993899282	0.0183905654730978	0.0016680714230688	0.0003382128984202	2.7824622724587797e-06	0.1116143888251173	0.1005281769270426	0.0101059143562747	0.0124577717928044	0.0803839125933905	0.074998280275338	0.0064615734038218	0.0056247420442581	0.000927581997178	-0.0009114524743253	8.604083614887272e-07	8.307456129538938e-07	-0.0004888448717239	2.841588369998944e-08	8.074624464513255e-16	2.3896930861075624e-07	0.0003347267415354	0.0001967773033884	3.8721307128810426e-08	1.120419914989065e-07
598.0091005889992	-0.2842364596708648	357614.8843872638	0.0807903650062271	617.9647608974524	-0.4273889552780474	381880.4457110455	0.1826613190936608	576.66814109862	-1.8152923185582492	332546.14495813794	3.295286201816585	567.1093072273113	533.8299453006263	1.475997	27.048883	0.3899594136712428	0.2196629956063508	-0.0585300178	-0.005204109	0.0831816708	0.0150747789	0.0154988079	-0.0279282253	0.0650273846	0.1099448558	0.0332439007	-0.0189161972	0.0138969299	-0.0171880186	0.0110891857	-0.0430794791	-0.0135298824	0.0728101211	-0.0634932137	0.1560629712	-0.0855279775	0.126184967	0.0166809672	0.0671671343	0.0581415696	0.013982611	0.0653373782	-0.1077955735	0.137047132	-0.0055464293	-0.0332313549	-0.1032604235	-0.0222223828	0.0646540497	0.0154302863	0.0034253986	-0.0978551457	-0.0336700617	0.1554682269	-0.0927705028	-0.1704183887	0.0816642569	-0.0334278044	0.0708347555	0.0530778994	-0.0037702403	-0.0610199621	-0.0653283429	-0.1110823305	-0.0918568763	-0.0035836076	-0.1204300975	-0.0581143148	0.0628173071	0.000112819	0.1214665799	-0.040768272	0.0601347211	0.1836472946	-0.1218564728	0.1146403145	0.0280451338	-0.0602648195	0.1857327765	-0.0946996629	0.0424544108	-0.0961339784	-0.1083900138	-0.1645804596	-0.0233289039	0.1788815981	0.0499540008	-0.0576809464	0.02640056	-0.0539430676	-0.096331517	0.097006966	-0.1099251297	0.0422353384	0.0143396011	-0.0025546531	0.1223296748	-0.1189427186	-0.0462094888	0.0321682761	-0.0378631777	-0.1768198226	-0.0241840013	0.1443768449	-0.006756531	0.0748353662	0.1003165171	0.081139904	-0.1831684778	0.0243725253	-0.0675319019	0.0839648613	-0.3017924044	0.0434546483	0.1131919653	0.1064475877	0.0955030384	0.019993909331248	0.0016033438581501	0.0003997564103461	2.570711527467959e-06	-0.0403110197950837	-0.1519254086202009	0.023081329784415	0.0016249783169196	-0.0323666661280412	-0.1127505787214317	0.001047601076244	0.0127126930020177	0.0024699666280449	0.0015423846308669	6.100735143655493e-06	2.378950349534423e-06	-0.0010150889225364	-0.0005262440508125	2.769328010155492e-07	1.0304055206561096e-06	-7.024622621439958e-05	-0.0004049729677497	1.640031046080802e-07	4.934532297364599e-09
