participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s2x0051457	n/a	2026-03-09T21:14:05	2026-03-10T02:11:18
sub-v1s2x0051458	n/a	2026-03-09T21:14:07	2026-03-10T02:07:01
sub-v1s2x0051459	n/a	2026-03-09T21:15:40	2026-03-10T01:57:19
sub-v1s2x0051460	n/a	2026-03-09T21:17:12	2026-03-10T01:15:27
sub-v1s2x0051461	n/a	2026-03-09T21:18:15	2026-03-10T01:28:02
sub-v1s2x0051462	n/a	2026-03-09T21:23:04	2026-03-10T01:47:00
sub-v1s2x0051463	n/a	2026-03-09T21:23:33	2026-03-10T02:02:07
sub-v1s2x0051464	n/a	2026-03-09T21:25:03	2026-03-10T01:58:08
sub-v1s2x0051465	n/a	2026-03-09T21:25:45	2026-03-10T02:06:52
sub-v1s2x0051466	n/a	2026-03-09T21:26:16	2026-03-10T01:56:03
sub-v1s2x0051467	n/a	2026-03-09T21:28:02	2026-03-10T02:34:05
sub-v1s2x0051468	n/a	2026-03-09T21:29:05	2026-03-10T02:28:47
sub-v1s2x0051469	n/a	2026-03-09T21:29:07	2026-03-10T02:16:45
sub-v1s2x0051470	n/a	2026-03-09T21:34:36	2026-03-10T02:24:17
sub-v1s2x0051471	n/a	2026-03-09T21:35:46	2026-03-10T01:56:58
sub-v1s2x0051472	n/a	2026-03-09T21:36:36	2026-03-10T02:45:59
sub-v1s2x0051473	n/a	2026-03-09T21:37:33	2026-03-10T02:35:25
sub-v1s2x0051474	n/a	2026-03-09T21:39:04	2026-03-10T01:38:18
sub-v1s2x0051475	n/a	2026-03-09T21:41:18	2026-03-10T02:25:05
sub-v1s2x0051476	n/a	2026-03-09T21:42:02	2026-03-10T02:11:20
sub-v1s2x0051477	n/a	2026-03-09T21:48:57	2026-03-10T02:14:51
sub-v1s2x0051478	n/a	2026-03-09T21:49:08	2026-03-10T02:49:55
sub-v1s2x0051479	n/a	2026-03-09T22:19:15	2026-03-10T01:31:26
sub-v1s2x0051480	n/a	2026-03-09T22:21:17	2026-03-10T02:38:02
sub-v1s2x0051481	n/a	2026-03-09T22:22:28	2026-03-10T02:53:05
sub-v1s2x0051482	n/a	2026-03-09T22:24:57	2026-03-10T02:46:49
sub-v1s2x0051483	n/a	2026-03-11T20:57:42	2026-03-12T01:34:13
sub-v1s2x0051484	n/a	2026-03-11T20:43:50	2026-03-12T01:54:10
sub-v1s2x0051485	n/a	2026-03-11T21:01:21	2026-03-12T02:10:20
sub-v1s2x0051486	n/a	2026-03-11T20:44:22	2026-03-12T01:48:08
sub-v1s2x0051487	n/a	2026-03-11T21:17:04	2026-03-12T01:42:43
sub-v1s2x0051488	n/a	2026-03-11T21:07:52	2026-03-12T01:30:32
sub-v1s2x0051489	n/a	2026-03-11T21:27:32	2026-03-12T02:05:57
sub-v1s2x0051490	n/a	2026-03-11T21:23:54	2026-03-12T02:02:22
sub-v1s2x0051491	n/a	2026-03-11T21:03:49	2026-03-12T01:29:25
sub-v1s2x0051492	n/a	2026-03-11T21:27:44	2026-03-12T02:12:57
sub-v1s2x0051493	n/a	2026-03-11T21:28:30	2026-03-12T02:08:37
