global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
540.0047964110859	n/a	291605.1801469783	n/a	697.4976937954242	n/a	n/a	486503.03284993535	560.2179074805937	n/a	313844.10386193503	n/a	556.2631411092877	424.3705121697704	n/a	n/a	n/a	n/a	-0.0959473358	-0.0884133569	0.0873860823	-0.0240258899	0.1264863034	-0.339782137	0.6117546364	0.0765138031	-0.1605635283	0.1439185967	-0.1627437784	0.3512044618	-0.1913535258	0.212812985	-0.0977474884	0.0049184654	0.1159884101	-0.1388352989	0.01129198	0.0257223648	-0.1559855504	0.0629640966	-0.0371021905	0.0635516042	-0.052814102	0.0623915105	-0.0643772765	0.0849643156	-0.0835206614	0.0243642428	0.0393889451	-0.1587337988	0.1468204563	-0.0238399624	0.0038068059	-0.0335714434	0.0177183645	-0.0439539885	0.0472549154	-0.0248919134	0.1313209515	-0.05778158	0.0172242491	-0.0730265632	0.0190922222	-0.1064498829	0.0267599185	0.041446907	-0.0497752044	0.1380039213	-0.3061232394	-0.2023722613	0.1674320122	-0.3171939707	-0.0699794881	0.0899044342	-0.1897764692	0.1656117265	-0.0177079285	0.0781559808	-0.2037982471	0.1074799267	-0.0724378593	0.1749964201	-0.2656934531	0.1500839429	-0.0107369232	0.316299898	-0.0377170278	0.0656459243	0.0354899328	-0.0454641845	0.0219644834	-0.1093565808	0.1017482978	-0.1058889318	0.0134925444	-0.018238467	0.0068600108	-0.0090258897	-0.0804123591	-0.0662273805	0.1600853803	-0.1654255847	0.1236478818	-0.1577709546	0.0636630795	-5.6819e-05	0.1212749231	-0.1133377668	0.0834349886	-0.0353540448	0.1065209998	-0.035951361	0.2573397258	-0.0614105568	0.1422674909	-0.0270614342	0.0165910655	-0.0441792989	-0.1255211141	0.0827381445	-0.0484010519	0.1005795186	0.1154637225	0.1154447293	0.1154130763	0.0150174861939831	n/a	n/a	0.0002255248915864	-0.0804545225403501	n/a	n/a	0.0064729301971957	-0.0413915478972768	n/a	0.0017132602373325	n/a	0.0024503098471945	n/a	n/a	6.0040183472583325e-06	0.0011020558121077	n/a	n/a	1.2145270130003623e-06	0.0012681494474729	n/a	1.6082030211258214e-06	n/a
537.8750080881906	-2.1297883228952514	289309.52432587114	4.535998300340967	681.5994222836616	-15.898271511762571	252.7550370617214	464577.7724574213	559.6966343861399	-0.521273094453818	313260.32254317234	0.271725639001459	552.574266833399	421.1699431866722	0.8908479999999999	17.159708	0.1188809905169198	0.0556725019448807	-0.1010619911	-0.1171128854	0.0566221416	-0.0248394555	0.1200799402	-0.1931679293	0.1778442092	0.0559076222	-0.0750716791	0.0591022419	0.0269428549	-0.078066246	0.1417312986	0.008882779	-0.0080208681	-0.3034756504	0.1595718514	-0.1020732296	0.0459181553	-0.0364489907	-0.1448109914	0.0403628877	0.0042218953	0.1358034614	-0.0552252242	0.1013188889	-0.0716469528	0.0444185597	-0.0067774618	0.0654528083	0.0106285269	-0.1232536403	0.1291048487	-0.0277647458	-0.0828866056	0.0170713205	0.0288741348	0.0159974399	-0.0310382275	-0.1633980841	0.0437094841	0.0755341652	-0.0291162087	0.0253514738	0.1072189725	0.0829924662	0.0121576867	0.0379827615	0.0217092489	-0.0397245472	-0.172752847	-0.0646440194	0.1178095561	-0.1632325155	-0.096300754	0.0719438983	-0.0710417001	0.1078586533	-0.0222112988	0.1117371894	-0.1626843168	0.0479185998	-0.0469256191	-0.1813302609	-0.0443629593	0.0426942603	0.0388642265	-0.0222008426	0.052978213	-0.0134701016	-0.0046898942	-0.0077651084	-0.0245062024	-0.0028485691	0.0311658216	0.0597481552	0.0431989263	-0.0120372002	-0.0002180389	-0.0248310152	-0.0643878132	-0.0642720112	0.1438259625	-0.1487753704	0.1283257944	-0.2020309609	0.0713108431	0.0045941789	0.0946640656	-0.10258992	0.060288527	-0.0445188759	0.0525507626	0.0205749953	0.1832211066	-0.0802715363	0.0890473254	-0.0978864165	-0.0460892331	-0.0201994139	-0.0971838426	0.0649716676	0.1076971858	0.0255997806	0.1154130763	0.1152422001	0.1149575937	0.0204609324381266	0.0054434462441434	2.963110701287996e-05	0.0004186497562375	-0.0554219458823581	0.025032576657992	0.0006266298941382	0.003071592085387	-0.0255704642427474	0.0158210836545294	0.0006538486415896	0.0002503066880036	0.0018372107096593	-0.0006130991375351	3.7589055244640585e-07	3.3753431916868287e-06	0.000698267120704	-0.0004037886914037	1.6304530730551257e-07	4.875769718562545e-07	0.0008333595972067	-0.0004347898502662	6.944882182565132e-07	1.890422138945046e-07
537.0029695281049	-0.8720385600856844	288372.1892820028	0.7604512502763138	675.5116883546879	-6.087733928973762	37.06050438997832	456316.0411038009	559.8071250671517	0.1104906810118109	313384.0172759496	0.0122081905904537	551.4440188488003	417.5009944910018	0.8316059999999998	16.018566	0.0433314591502263	0.0261690986162504	-0.1251665958	-0.1399653062	0.0345675116	-0.052880249	0.1214319214	-0.1003716896	0.0015425694	-0.0284456749	-0.0918901826	0.0102127302	-0.0195655552	-0.045418115	0.0973197238	-0.0336167494	0.1043997079	-0.1161327765	0.1892645999	-0.1074592362	0.0219347532	0.0991300376	-0.105684315	0.0627826953	-0.0163716077	0.0619778427	-0.0289612966	0.193362907	-0.0762934232	0.0736526646	-0.1002579903	0.0623970066	-0.007420696	-0.0628156917	0.0093612617	-0.006883236	-0.0399026634	-0.0952792533	-0.0250165454	-0.0963170682	-0.034652009	-0.0237308479	-0.0808879285	-0.0791282549	0.0251754553	0.1733617499	0.0625360737	0.00391314	0.1089140811	-0.0585912192	0.0291414299	-0.0216582	-0.1140566102	-0.0518215744	0.1626633786	-0.0655298461	-0.0084672267	0.0219495976	-0.124469185	0.0879335133	0.0181997523	0.0404498231	-0.0681277874	0.0110964312	-0.0115147841	-0.1479682452	-0.0237959654	0.010039642	-0.0008424822	-0.2024705768	0.0213412876	0.0525181796	-0.1677599214	0.0472859826	-0.019710617	0.0275827775	-0.1224469761	0.0082026168	0.0426830268	-0.0016270264	-0.0161020218	-0.0841426959	-0.0614330556	-0.0734517798	0.1440427704	-0.1233711546	0.1117754208	-0.1169492049	0.1035239873	-0.0012641457	0.1447442591	0.0030357703	-0.0177130649	-0.0581908648	0.0424828759	-0.0517424802	0.1589790214	0.0066818846	0.0658323892	-0.0638073967	-0.0029344712	0.0078869446	-0.0226894321	0.0343311815	-0.0158027421	0.0513660228	0.1153118061	0.1148374968	0.1140484259	0.0168448850535867	-0.0036160473845398	1.3075798687237833e-05	0.0002837501524685	-0.0588084247599312	-0.0033864788775731	1.1468239188248785e-05	0.0034584308227444	-0.0027196430079641	0.0228508212347833	7.396458090768019e-06	0.000522160031104	0.0016762521280822	-0.000160958581577	2.590766498331194e-08	2.809821196900104e-06	0.0006981079840739	-1.591366301000388e-07	2.5324467039596583e-14	4.873547574277245e-07	0.0007249150823473	-0.0001084445148593	5.255018766145927e-07	1.1760212803090624e-08
538.006987281462	1.0040177533570611	289451.5183636752	1.0080516490561608	674.0740896616227	-1.4375986930651834	2.0666900023027237	454375.8783531453	559.4368484594675	-0.3702766076842181	312969.5874142611	0.1371047661981323	550.7722748639202	417.9485158272998	0.889723	17.138042	0.0430953981414742	0.0284833030139617	-0.1120769962	-0.1200302358	-0.0060562094	-0.0144003573	0.1684091861	-0.0608360886	-0.0624013202	-0.0455531845	-0.1492818865	-0.0203037724	-0.0631150633	-0.0409173255	0.0674481113	-0.098105302	0.075449646	-0.1201949968	0.2263659068	0.0224917125	0.0244753699	0.0349126643	-0.0764759139	0.0269483031	0.0155331954	0.0100653466	-0.0707528179	0.1475577973	-0.0441807002	-0.0448539133	-0.187528592	-0.2323436045	0.0117326247	0.0298358325	0.0172541633	0.0040565369	0.0058919164	-0.0784047506	-0.1352912572	-0.169461545	-0.0618835236	0.0596826961	0.054710357	-0.0040843066	0.0671970416	-0.0831576805	0.0980743009	0.0182591564	-0.0852867734	0.0699960688	0.0249062584	0.0184328284	-0.0674315496	0.0533181861	0.1455004691	-0.0014058692	-0.0268360303	-0.0456677868	0.0489308532	0.0517551941	-0.0926942659	0.063682337	-0.0138299241	-0.0596046498	0.070190672	-0.1042148378	-0.181158778	-0.0198970184	0.0870120204	-0.1604671133	0.0059793621	-0.0771822132	-0.0349888748	-0.0795468708	-0.1097031112	0.0571504805	-0.188897003	-0.039841821	0.0842240044	-0.0682729053	-0.0308319423	0.1364003085	-0.0508122401	-0.087047491	0.1042860709	-0.0851187186	0.1373151777	-0.1282869604	0.0421640861	0.0247854688	-0.036631574	-0.0612306768	4.24754e-05	0.0154979251	-0.0328630648	-0.0862267007	-0.0245637348	-0.0317730121	0.0280565077	-0.0239567366	0.0462605298	0.0798841086	0.0737619532	-0.0380736677	-0.0601325613	0.0297916169	0.1151599564	0.1142313295	0.112689161	0.0234906144060005	0.0066457293524137	4.416571862553433e-05	0.0005518089651713	-0.0865067523132552	-0.027698327553324	0.0007671973492512	0.0074834181957868	-0.0027645161746505	-4.487316668639989e-05	7.642549679904234e-06	2.013601088465429e-09	0.0016102095467372	-6.604258134500001e-05	4.3616225507109444e-09	2.5927747844036192e-06	0.0006981713095355	6.332546160006929e-08	4.010114086861851e-15	4.874431774585149e-07	0.0008329385369217	0.0001080234545743	6.937866062892622e-07	1.1669066738187458e-08
539.5370518711636	1.5300645897016238	291100.2303418267	2.3410976486587987	671.1851915701842	-2.888898091438477	8.345732182716878	450489.5613831049	560.5087036262952	1.0718551668277314	314170.00684083	1.148873498655304	550.8494711014995	426.32807681858986	0.875054	16.855474	0.0516133610542884	0.0310835609278784	-0.0730220252	-0.0571843728	-0.0472335957	0.0421569854	0.1412241429	0.0108387273	-0.1040096183	0.0237409126	-0.0058600081	0.006858908	-0.1024643372	-0.0287389168	0.0528512321	-0.031444205	0.0210035772	-0.0274437914	0.1307407445	0.1002372127	0.0485949735	-0.0239671682	0.0160788224	-0.1071275754	-0.0180318773	-0.0216253522	-0.0803268401	0.0123073817	0.0031318588	0.1950218265	-0.0961275725	0.0252389769	0.0137785792	-0.0002104898	0.0135562038	-0.0137772512	0.0008294834	-0.0940505722	0.0095120389	0.0015193652	-0.0652962844	0.0993492221	0.0545986949	0.0697452338	0.0484277485	0.0984752377	-0.0952876413	0.0385869491	0.0352126284	-0.0738134542	0.0166140508	-0.1335456179	-0.0118920553	0.1363620809	0.0391109711	0.0250624719	-0.0129548291	0.0488394101	0.0528850154	0.0235248022	0.1005824425	-0.0072577639	0.039344845	0.141686284	0.0678680132	-0.0792002731	-0.0788323834	0.0629863245	-0.0715319713	-0.0610003521	0.053536535	-0.0500157107	-0.0557647648	0.076795067	-0.0809609174	0.0947980462	-0.0547067174	0.0430580811	0.1112256025	0.0522329691	0.0868810348	-0.0749289063	-0.041847627	-0.1052189369	0.1014818847	-0.0599397591	0.1119803002	-0.0180061319	0.035968127	-0.0460531245	-0.0027271302	0.0470529925	-0.0024493558	-0.0480655184	0.0118812744	-0.085721822	0.0587784093	-0.0886941061	-0.0090732504	0.0805773879	0.0208503263	-0.0617352401	-0.0276952872	-0.1065755879	0.0426925878	0.0350108183	0.1149575937	0.1134247617	0.1108851636	0.0241570993524646	0.0006664849464641	4.442021838632542e-07	0.0005835654491248	-0.0710254600352868	0.0154812922779684	0.0002396704105958	0.0050446159732241	-0.0028749597893664	-0.0001104436147158	8.265393790473694e-06	1.2197792031514098e-08	0.0012173244698035	-0.0003928850769337	1.5435868367719937e-07	1.4818788647823725e-06	0.0006978162422821	-3.5506725340006626e-07	1.260727544370669e-13	4.869475079927105e-07	0.000519075876806	-0.0003138626601157	2.694397658819177e-07	9.85097694149034e-08
540.0789171086686	0.5418652375050215	291685.23670527217	0.2936179356163733	672.1685871344346	0.9833955642503724	0.9670668357873085	451810.60953030194	561.3606751204045	0.8519714941093071	315125.80757163634	0.725855426774845	551.3511701427025	433.5172379092393	0.8341539999999998	16.067654	0.0919897708770019	0.0762124964000758	-0.042490637	-0.0148650508	-0.0913185033	0.0973883	0.052733325	0.0023651397	-0.0958619831	0.0901324908	-0.0104286791	0.0678830074	-0.0173217802	0.0328938015	0.0595924329	-0.0480336828	0.0815931582	-0.0281015553	0.0171374384	0.066446354	0.1198078169	0.0507742782	0.0808192956	-0.0641231852	0.1013372165	0.0313801172	-0.0055186791	0.1166580968	0.0043530174	0.0802024797	0.0189240672	-0.0659440176	0.0202510762	0.0281473503	-0.104050539	0.0408231401	-0.017946423	0.0368140464	-0.0575950996	-0.0089257176	-0.0282106161	-0.0656556092	0.1073495839	-0.0171221081	0.080216662	-0.1263074465	-2.79152e-05	0.0836141438	-0.0433671146	-0.1200078599	-0.1028500154	-0.003726224	-0.0112421255	0.1125913029	-0.0115473938	0.0344894055	0.0656510719	0.0298037785	0.0068766526	-0.020518023	-0.0865032432	0.0202653373	0.0236368249	-0.0334980964	0.1114193243	-0.0345420838	-0.076383418	0.1343297879	0.1095368532	-0.0313838316	0.051074623	-0.0823192045	0.0177598601	-0.1230104094	-0.0221438831	0.081390692	-0.1214996373	0.1619384969	0.1318472491	-0.0002292095	0.0075904227	-0.0634261211	-0.0217916974	-0.1456118713	0.0488171575	-0.0178959505	0.1167209709	0.0062854845	0.010719293	0.0849247687	-0.0647947183	-0.0325915287	-0.0676223324	0.0492641299	-0.0053612058	-0.0844759	0.0364943782	0.0241266049	-0.0121330911	0.0833734445	0.0663818941	0.0702419401	0.0640237232	0.0235531775	-0.0984789065	0.1747203996	0.1147048067	0.1124192083	0.108643553	0.0245092909875523	0.0003521916350876	1.2403894782574726e-07	0.0006007053447125	-0.1454698824217217	-0.0744444223864349	0.0055419720244499	0.0211614866917895	-0.0029463727570657	-7.141296769930033e-05	8.681112423578936e-06	5.099811955621312e-09	0.0012174055101701	8.104036659990246e-08	6.567541018646585e-15	1.4820761761925212e-06	0.0004067851097182	-0.0002910311325638	8.46991201214263e-08	1.6547412548844805e-07	0.0004677531719809	-5.13227048251e-05	2.1879302989819346e-07	2.6340200305643422e-09
540.8108123044964	0.7318951958277466	292476.33470544923	0.5356705776757356	674.4291348701869	2.2605477357523114	5.110076065614902	454854.6579617487	562.2031776411956	0.8425025207910721	316072.4129498577	0.7098104975393109	551.6666822087755	434.2331591357293	0.86301	16.623476	0.1296442392527984	0.0924445368919001	-0.0427044221	0.0150588741	-0.0667949331	0.0185213416	0.0685549815	0.0872676521	0.0322238892	0.0229864833	0.0506000784	0.0220827865	-0.1157049464	0.044602013	0.0644855572	-0.0557057876	0.0860507135	0.1098910661	-0.1229116039	0.0992622468	0.0153987953	0.0162933984	0.0177528074	-0.0520397722	-0.0288457534	-0.0633879954	-0.0884461216	0.0013963617	-0.0553334562	0.0050525161	-0.0032308398	-0.0314630488	-0.1444300108	0.0043723233	0.0248632237	-0.1263704575	0.0562748481	0.0531130798	-0.0518414752	-0.1279690016	-0.0394683994	0.0304518168	-0.0373083265	0.0050218819	-0.1322616174	-0.0440775713	-0.1396707275	0.080416984	-0.1140277036	-0.1205439959	-0.0955477033	-0.2116899394	0.0953983143	-0.0088055099	-0.0943241884	0.0142073618	-0.0034695528	0.0055648875	0.000921388	-0.1360543125	-0.0547012183	0.0860678086	0.0820284615	0.0201714036	-0.0262562157	-0.0226521463	-0.0426607938	0.0811600145	-0.0485405886	-0.0939866721	-0.0786363402	-0.1318476217	0.0317608897	-0.0142076242	-0.0281991467	-0.1486386872	0.0538965355	0.0811680762	0.1252680301	0.0185669475	0.0475318893	-0.0886062824	-0.0299998633	-0.0820843644	0.0624693501	-0.0102741075	0.0874925827	-0.019530666	-0.0491905578	-0.0003390507	-0.0970182592	0.0794101128	-0.0612083385	0.0734594685	0.0550097403	-0.0519762444	0.0075636246	-0.0428830164	-0.0645931529	0.0224205861	0.1057950891	0.0486818743	0.0460911651	0.0065605337	0.0248281729	-0.0357472889	0.1144017065	0.1112164334	0.105973176	0.0268949487491738	0.0023856577616215	5.6913629555849125e-06	0.0007233382682206	-0.0680981707736236	0.0773717116480981	0.0059863817633564	0.0046373608627136	-0.0029387658230319	7.606934033800236e-06	8.63634456262036e-06	5.786544539458833e-11	0.0004239388825852	-0.0007934666275848	6.295892890909543e-07	1.7972417616758801e-07	0.0004270599521405	2.027484242229997e-05	4.1106923524909455e-10	1.8238020272224614e-07	0.0002839093838072	-0.0001838437881737	8.0604538213784e-08	3.379853845005628e-08
541.1591586990688	0.3483463945724452	292853.235043884	0.1213452106116216	676.5738159570939	2.144681086906985	4.599656964536527	457752.12843874353	562.4125578988081	0.2093802576125654	316307.8852822802	0.0438400922779042	551.6806856217793	437.4238333378442	0.8600649999999999	16.566751	0.0788210629306166	0.0475215618261824	-0.0228451099	0.0544976822	-0.0556916171	-0.0276833436	0.0363234088	0.1362301955	0.0764675147	-0.1400667837	0.0795258102	0.0999026402	0.0155753541	-0.0784460369	0.0923051663	-0.0564749803	0.025283582	0.1565999176	-0.1790628522	-0.013087698	-0.0627155982	0.0792895126	-0.0131456803	0.0202316555	-0.1684005292	0.0648331955	-0.1370448995	0.0215217772	0.0334652677	0.0912317882	-0.0437606928	-0.0853076877	0.0926842186	-0.1176325521	0.0275813944	0.0005812532	0.1586773166	0.0889372855	0.088120757	-0.0337555389	0.0719184574	0.0588280001	-0.0206093342	-0.1369693606	-0.0080500574	-0.0396909841	0.1168701541	-0.1419235303	-0.0024239769	-0.0475812303	0.1257707015	-0.0146371568	0.1347271375	-0.1583235331	-0.0617819582	0.11178937	-0.0120538796	-0.0216023253	-0.0434924803	-0.0196376786	-0.0381318769	-0.1208437675	0.0655960921	0.0536434935	-0.0255473658	-0.1729913101	-0.1077600211	0.1101696864	-0.1597625939	-0.014879379	0.0667743277	-0.0409989687	0.0801154464	-0.1235442014	0.0120538503	-0.1655314251	0.0023770456	0.0140565411	-0.0660285006	-0.055811715	-0.0189306708	0.0293505941	-0.0272393772	-0.0864035886	0.0400453108	0.0324531494	0.0841589156	0.0726855463	0.0062624923	-0.0293022832	-0.019509358	-0.0687111048	0.0630545759	0.1050663271	0.0115090895	-0.0423684458	-0.0641739825	-0.0387942739	-0.0430257743	0.0068589352	0.0678606415	0.0309537099	-0.007054695	-0.0811324802	-0.0559951039	-0.0016751969	0.1140484259	0.1098185471	0.1028845713	0.0345758256668773	0.0076808769177035	5.8995870224910416e-05	0.0011954877205462	-0.0999185205095471	-0.0318203497359235	0.0010125346573164	0.0099837107408167	-0.0078353209983816	-0.0048965551753496	6.139225514767962e-05	2.3976252585243928e-05	0.0009869140869743	0.000562975204389	3.169410807569488e-07	9.73999415068316e-07	0.000459186282198	3.212633005749999e-05	1.0321010829634271e-09	2.108520417588213e-07	0.0003772734713934	9.336408758620003e-05	1.4233527221722662e-07	8.71685285080363e-09
541.7790292046035	0.6198705055346636	293524.5164858826	0.3842394436317994	673.2981070738572	-3.275708883236689	10.730268687715755	453330.3409892392	561.5815332734	-0.8310246254080766	315373.8185137029	0.6906019280346342	550.7517654324505	439.1296808349241	0.947017	18.241652	0.1349920996435882	0.0952585574150575	-0.0124501291	0.0712327313	-0.081038565	-0.0711013741	0.072421703	0.1266558564	-0.0056757766	-0.0479668934	0.0665156027	-0.0010055763	-0.1693191051	0.0565292025	0.091622324	-0.1281625125	-0.0143549442	0.1485322199	-0.0449663097	0.1280005901	-0.0588272935	-0.0265720593	0.0232951939	-0.1269108754	-0.0987024872	-0.0254249015	0.0027641306	0.0275307937	-0.1285484598	-0.0253375895	-0.0780553583	0.160405864	-0.0649495541	-0.0514710062	-0.1361833712	-0.0468107514	0.022867305	-0.0218444193	0.0019539095	0.1548042412	-0.0028967649	0.0918888086	-0.032139957	0.0935187316	0.1022550738	0.0556650787	0.1564086458	0.0403521848	-0.0586872182	-0.0802918738	-0.0636863898	-0.0191700144	0.1393556821	-0.0096641755	0.0403176148	0.0291412079	-0.1173855242	-0.0025549462	0.0104598917	-0.1295890059	0.0382676842	0.0607454388	0.1231733281	0.1548673653	-0.1165181358	0.080284248	-0.039112803	0.0269103412	-0.1229512225	-0.0675165762	0.0112318683	-0.1409137434	0.1604108152	-0.0744416385	-0.0934724821	0.0469545179	-0.0076731108	-0.001427708	-0.0913185595	-0.0900682685	-0.078119525	-0.0369103824	-0.0511360274	-0.0249072729	0.0424390637	-0.0358829797	0.0407623813	-0.0964119934	-0.0685936551	-0.1302180885	-0.0957701629	0.0371595152	0.0025050976	0.0421594634	-0.0015442957	0.0406773505	-0.1411729629	-0.0331172782	-0.1069929357	0.0255092645	0.097775521	-0.0849629876	-0.023725061	-0.064835183	0.1376426165	-0.179807518	0.1136451198	0.1082280018	0.0993899282	0.0200850626908106	-0.0144907629760667	0.0002099822116285	0.0004034097432937	-0.0081215638428915	0.0917969566666555	0.0084266812532598	6.595979925416254e-05	-0.0090717379473375	-0.0012364169489559	8.22964293851632e-05	1.528726871665418e-06	0.0009749888755041	-1.1925211470199945e-05	1.4221066860898832e-10	9.506033073567494e-07	0.0001230857396461	-0.0003361005425519	1.1296357470368155e-07	1.5150099304227515e-08	0.0001759399643773	-0.0002013335070161	3.09548710650856e-08	4.0535181047402e-08
542.5290767147134	0.75004751010988	294337.79908091936	0.5625712674220306	673.5153737190442	0.21726664518701	0.0472047951108181	453622.9586359038	560.8518692049137	-0.729664068486386	314554.8191906456	0.5324096528401053	550.5671534449732	440.5711320902967	0.924215	17.802431	0.0685425899885938	0.035078512282769	-0.0034724308	0.0920016535	-0.0731781019	-0.0408307584	0.05658136	0.1252820801	0.0211766617	0.0450375191	-0.0205587925	0.1454355467	0.0048243208	-0.092822805	0.2309361556	0.1229346213	0.0005749441	0.1885090253	0.008702209	0.0476361768	-0.0472434254	0.1386561253	-0.0276602514	0.1227560374	-0.1255769051	-0.1584904768	-0.0317334921	-0.0079855733	-0.0326309456	-0.0327432262	0.1082934074	0.2298609822	0.0485018238	-0.0575826096	-0.1377026092	-0.1231144252	0.0311337587	-0.0100755823	-0.1479407942	0.034510797	-0.1073752045	0.1162499087	-0.0704456889	-0.0753786781	0.0093833883	-0.1180323374	-0.0132182442	-0.0854552606	0.0561342379	-0.1262992714	-0.0097209897	-0.0015955525	0.1356380458	0.0291175155	0.1065006843	0.0066685087	-0.0286028916	-0.0509935954	-0.2102165702	-0.1711053341	0.1206563698	-0.0265693166	0.1480431828	0.0315525651	-0.1181980599	0.0478954779	0.0116582878	0.0846046054	-0.0656939351	-0.0530693135	0.0392587899	-0.0323581093	0.1088296232	0.0029302602	0.1317690904	0.0112864106	0.0689456901	-0.012519955	0.0539907436	-0.0522304286	-0.0506121304	-0.0424066995	-0.0400369713	-0.0518815908	0.0281042333	-0.0264051678	0.0140254459	0.0200418641	0.077997113	-0.1280178426	0.0871574353	-0.0138040931	-0.011903495	0.0232151709	-0.0061286033	0.0885483944	-0.1549952842	0.1570046997	-0.0337409785	0.0750797626	0.0681938921	-0.0747532209	-0.0631199974	-0.0487924137	0.0335182499	-0.1708757586	0.1131919653	0.1064475877	0.0955030384	0.0136486822685526	-0.006436380422258	4.142699294002607e-05	0.0001862865276679	-0.0406473002272917	-0.0325257363844002	0.0010579235273474	0.0016522030157675	-0.0029651143210713	0.0061066236262662	8.791902937022116e-06	3.729085211287256e-05	0.0007739893778528	-0.0002009994976512	4.040079805607493e-08	5.990595570289645e-07	5.664619287371053e-05	-6.643954677238947e-05	4.414213375320528e-09	3.208791167085614e-09	0.000377977911067	0.0002020379466896	1.4286730125457298e-07	4.0819331902590056e-08
