global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
660.2352623893458	n/a	n/a	435910.6017023284	685.4811638726128	n/a	469884.4260241519	n/a	613.52346770063	n/a	n/a	376411.045419406	646.7122180291403	601.4875422105556	n/a	n/a	n/a	n/a	-0.1198938536	0.036029608	-0.0028664884	0.0513723798	-0.1444618843	0.0569605016	0.130844307	0.5118283182	-0.0595270931	0.1001485494	-0.3755386568	0.1375541029	-0.1266968821	-0.152113511	0.0708356873	-0.0511884768	-0.0832484439	0.0784706555	-0.0430161021	0.1533061866	-0.0713787686	-0.0051516269	0.0888633211	-0.0874078772	0.0805768712	-0.0573177257	0.0816348603	-0.0207407951	0.1239434462	-0.1476962795	-0.0477383712	0.0646946869	-0.1886506221	0.0424431658	-0.0454449397	0.1066178846	-0.0419343304	0.0227438944	-0.0075038026	0.041720137	-0.0352802241	0.0979924935	-0.0625773904	0.0876849983	-0.0276882648	0.4256533305	-0.0343337643	0.104824091	-0.1160767314	0.1892473263	-0.3562846376	0.2325764212	-0.0859161944	0.0862128953	-0.0274861727	0.1560267669	-0.1965850604	0.2137754577	-0.0571348545	0.2711880093	-0.2702223559	0.1208742915	-0.1435113942	0.1244859018	-0.0481110483	-0.1250149894	0.0129393736	-0.0134619628	0.0150045049	-0.0975512518	-0.1585879335	0.1036337453	-0.1154585505	0.0635857733	-0.2049136768	0.277037926	-0.0213545483	0.0883131081	-0.1457560853	0.1002444071	-0.0162324438	0.107387075	-0.0046374456	-0.1920552737	0.027866836	0.0673646745	0.1313095368	-0.0770200943	0.1154637225	0.1154447293	0.1154130763	-0.0259655493529606	n/a	0.000674209753201	n/a	-0.1205490141518197	n/a	0.0145320648129756	n/a	-0.1361128554113833	n/a	n/a	0.0185267094082401	0.0014171137414576	n/a	n/a	2.008211356227957e-06	0.0006092368125203	n/a	3.711694937298953e-07	n/a	-0.0003719321332331	n/a	n/a	1.3833351173132446e-07	0.0
655.7028101070496	-4.532452282296276	20.543123691292724	429946.1751822815	671.6009102715386	-13.880253601074171	451047.7826775593	192.66144003013252	612.7195378651605	-0.8039298354694893	0.646303180358	375425.2320816959	638.7124452255069	590.809365208556	1.490069	28.679474	0.0663858412167619	0.0339681458011925	0.0503174199	0.0811124943	0.0460204639	0.0804591542	-0.1090350014	-0.0282247609	-0.0388544692	0.3554708436	0.0744365108	-0.0096106374	-0.1646433222	0.0761842538	0.1263143217	0.0612197326	0.1947982477	-0.0019750901	0.1395318228	-0.0575696322	0.0689875453	0.0043332684	0.0563768063	-0.082712243	-0.0890448607	-0.1375469864	-0.1857579913	-0.120645812	0.1833529153	-0.0392108751	0.0705813366	0.2486789404	0.0301503341	0.016683067	-0.0726916568	0.1369766211	0.0264492169	-0.1232225448	0.0399308605	0.0175980958	0.0510079662	-0.007510229	0.0893189928	-0.0014943143	-0.0587651563	-0.0923891405	-0.1142861764	0.2097886454	0.1404414338	0.0838061528	-0.0889659946	-0.0177666442	-0.1639119986	0.1217378541	0.0553053835	0.256847818	-0.1698344775	0.0309151591	-0.0453381185	-0.2291157231	0.1463449634	-0.2068556454	-0.0081410903	-0.2062017751	0.1368012017	0.0985765516	0.1181488691	-0.0501918535	0.3968747136	-0.0149571441	-0.092386086	0.0286662439	0.029267754	0.0029237431	-0.0455977711	0.1130717316	0.1326601705	0.0133136683	0.2292700251	0.006514377	-0.253677823	-0.078934869	-0.1318644138	0.0209751617	-0.2014490436	0.3676685593	-0.096186856	-0.1285716678	-0.3859075206	-0.0103081268	0.1154130763	0.1152422001	0.1149575937	-0.0256250221342071	0.0003405272187534	0.0006566417593786	1.1595878671199279e-07	-0.1454660046225058	-0.0249169904706861	0.0211603585008348	0.0006208564141162	-0.1360773429132109	3.551249817237978e-05	1.261137526443277e-09	0.0185170432543195	0.0010031963756489	-0.0004139173658086	1.7132758571801314e-07	1.0064029681150889e-06	0.0005471405308306	-6.209628168970009e-05	2.993627604775907e-07	3.855948199686582e-09	-0.0007177747063177	-0.0003458425730845	1.1960708535777688e-07	5.152005290294604e-07	0.0
656.1363126717248	0.4335025646752228	0.1879244735799957	430514.8608064474	670.2469822862413	-1.3539279852973325	449231.01726381306	1.8331209893712928	613.1343534565821	0.4148155914215294	0.1720719748863932	375933.7353886209	639.587572213807	595.919366580684	1.301154	25.043411	0.1664473970858698	0.0866765453080634	-0.135124215	0.0552241829	-0.036257832	0.0550046281	-0.0797454934	0.0051416132	0.0236724023	0.1258398707	-0.0627456162	0.0698783892	-0.0799883172	0.1540560042	0.1235784554	0.0056605972	-0.1326788936	-0.0892581542	-0.0863059	-0.0018073952	0.0577391892	0.0841206259	-0.0779957479	-0.0162762791	0.0474983343	-0.1883133872	0.0351674488	-0.1330124239	0.0693799487	0.0185283982	-0.0696053311	0.2418856839	0.0484489026	-0.1075164683	-0.1287067896	0.0486001483	0.1672897223	0.0007768561	-0.0079737793	0.0852976605	-0.1501715767	0.0064009592	0.0385443345	0.0093940804	-0.0237361211	0.0857849084	0.0112020699	0.13702865	-0.0434935999	0.0103815594	-0.1187944957	-0.0187683865	-0.0667525795	0.0163821925	0.0759327267	0.0421518576	-0.0610024261	-0.0404850677	-0.0530114979	-0.0987818738	-0.1236531779	-0.1172938533	0.0068332017	-0.0544520774	0.1042209285	0.0782539274	-0.1190292668	-0.0389544457	0.2716107188	0.0447541668	-0.074796447	-0.0049751395	0.0693984238	0.0079738346	-0.0622887617	0.0662666435	0.0815829368	0.0810894382	0.064970759	-0.0025986106	0.0526176811	-0.096450721	-0.1465160745	0.2052926428	0.0673562495	-0.2460795204	-0.0199149375	-0.1680879182	-0.0788347324	0.1244444468	0.1153118061	0.1148374968	0.1140484259	-0.0137549880846279	0.0118700340495792	0.0001891996972082	0.0001408977083381	-0.0955249128231372	0.0499410917993686	0.0091250089698679	0.0024941126501129	-0.0669013144865289	0.069176028426682	0.0047853229088891	0.0044757858800254	0.0012460776192502	0.0002428812436012	5.8991298493313965e-08	1.552709433196246e-06	0.0004727971910896	-7.434333974099997e-05	2.235371839022157e-07	5.5269321638457465e-09	-0.0003257944334552	0.0003919802728625	1.5364853431335998e-07	1.0614201287039473e-07	0.0
658.1347457114545	1.9984330397296617	3.993734614283136	433141.3435126809	673.9454425726997	3.698460286458385	454202.459564512	13.678608490509838	615.0500845527083	1.915731096126251	3.6700256326650873	378286.60650829365	641.2805979473233	603.4404611471223	1.098039	21.134043	0.1735093454433559	0.1075218475356775	-0.0683098465	0.1413590523	0.0437107908	0.0550889924	-0.0918065769	0.007769303	0.0131982798	0.1681692443	-0.0181926634	-0.1010538953	-0.0211243242	-0.0035668811	0.2037452485	0.0583944068	-0.0084203055	0.1387871277	0.0149406868	-0.1467719129	-0.0572637536	-0.1552559768	-0.0424247322	-0.0631888013	0.0602211018	-0.122123147	-0.1070149232	0.0026115535	0.0325480183	-0.1151888358	-0.2671939143	0.0290901718	0.0181886452	0.0594012479	-0.0672227376	0.1877674669	-0.0557569943	0.0927313749	-0.0087737559	0.0079655571	0.0196850437	-0.0246119412	-0.0699964398	-0.1049853179	0.0090249274	0.0080820863	-0.1287091704	0.140459006	0.1217665277	0.0352807689	0.1428272632	-0.0158181077	0.0051688923	0.0179458812	0.1769169411	-0.0146563192	-0.0310250485	-0.0355691739	0.0193117346	-0.0258383435	-0.0245119261	-0.061791195	-0.1189034047	0.051709887	0.2024320728	-0.0070609098	0.0527568326	-0.1260713742	0.1611227981	0.0283735551	-0.0466050874	0.0375718642	-0.0939574167	0.0031846861	-0.1954229259	0.0560400996	0.0195851291	0.1186478123	0.0545787844	0.2033703768	-0.035932483	0.0050258479	-0.0485477678	-0.0317208701	0.0655106253	-0.1052939616	0.1006231485	0.1625857608	0.1085684046	-0.0717384531	0.1151599564	0.1142313295	0.112689161	-0.0200972018281362	-0.0063422137435083	0.0004038975213208	4.022367516834558e-05	-0.1888317802588091	-0.0933068674356718	0.0356574412357111	0.008706171510658	-0.1099302946634424	-0.0430289801769134	0.0018514931350652	0.0120846696847912	0.0013530080621622	0.000106930442912	1.1434119621356521e-08	1.830630816275912e-06	6.785066421155506e-05	-0.000404946526878	4.603712633949198e-09	1.639816896305912e-07	-0.0002210457215	0.0001047487119551	1.0972292656273454e-08	4.8861210993455566e-08	0.0
655.792405865541	-2.3423398459134432	5.486555953753813	430063.67959091446	667.1040198432074	-6.841422729492251	445027.77329096646	46.805064963613205	612.3525666822666	-2.697517870441743	7.276602661352556	374975.6659223597	638.6795658245921	603.243349714977	1.033557	19.892954	0.2263679960515716	0.1628570390256045	-0.0247766334	0.1349484117	0.0299966541	-0.0187778035	-0.071777012	0.101698481	-0.0480507073	0.0150529746	-0.0243560278	-0.1061108093	0.052913802	0.1609152692	-0.0733942477	0.1394086243	-0.0117639781	0.04553024	-0.0252499755	-0.0374619251	0.0888634957	0.0890551717	0.0015069854	0.0201103818	0.1787147642	0.0554380476	-0.146466513	0.0183835789	-0.0828510096	-0.0738414627	-0.0897313377	0.1421744471	0.0497352582	-0.0646131432	-0.0085781538	-0.0439460739	0.066122747	-0.0008562217	0.0473169944	0.0019491201	-0.0396439433	0.0722538281	0.1453920697	0.1867144393	0.01127869	-0.0083121741	-0.008495396	0.0163255564	0.0010527518	-0.1842658672	-0.0978171601	0.0535706854	-0.0490854635	0.0889001563	0.1478272497	-0.03786145	0.0764658962	-0.075634452	0.1056653891	-0.1635384929	-0.0492006648	-0.0371159243	-0.0253590741	-0.0283024717	0.112701411	-0.0624431715	-0.0303081638	0.0859440343	0.1150840796	0.0301745005	-0.1072837714	-0.0469305863	0.1513661351	-0.0376464993	-0.1346480902	-0.0470020068	-0.0935921802	0.0995688859	-0.1139954805	0.1171320631	-0.04930158	-0.0303495001	0.0240813257	-0.1241885212	0.0436091585	-0.0172708367	0.0044987973	-0.0301953381	0.0578414582	0.0929802556	0.1149575937	0.1134247617	0.1108851636	-0.0260902909101616	-0.0059930890820254	0.0006807032797768	3.591711674509206e-05	-0.0434134518388589	0.1454183284199502	0.0018847278005649	0.0211464902404524	-0.075679894764562	0.0342503998988804	0.0011730898932332	0.0057274464715751	0.0005660060154332	-0.000787002046729	6.193722215556351e-07	3.203628095065679e-07	6.794534843956868e-05	9.468422801361953e-08	4.616570374574397e-09	8.965103034535093e-15	-0.0001940188794427	2.702684205730001e-05	7.304501915902406e-10	3.764332558020096e-08	0.0
654.2092827933466	-1.5831230721944394	2.50627866171436	427989.78569298494	663.1679076470269	-3.936112196180488	439791.6737329356	15.492979220920787	611.4561981291729	-0.89636855309368	0.8034765829752575	373878.6822305824	637.0649703442097	591.5290441338609	1.032224	19.867304	0.1411449538227226	0.1050001739923871	-0.0378955762	0.0024199696	-0.0714513502	-0.0221225614	-0.0269619264	-0.0994724251	0.010386321	-0.0890717215	-0.0254309793	0.1223218174	-0.0039735117	-0.0371563126	0.0768333513	0.2247904916	-0.0670350339	0.0581463693	-0.0340541237	0.0697059795	0.1444791572	0.1026719381	-0.0810384312	0.0546619623	-0.0102124308	-0.0222603644	-0.0672361883	-0.0907252521	-0.2343594556	0.0779672562	-0.0397935727	-0.0640055898	0.1063947672	0.032494813	0.0513145924	0.0886438582	0.0549713863	0.1122088306	-0.0488170308	-0.0465996528	-0.0593516132	0.1344022316	0.0307078653	0.0661199751	-0.1128809793	0.0037217479	0.0618132401	-0.0612350509	-0.0801378321	0.1303604817	-0.0678314894	0.1437821268	0.1376255961	0.0229268452	0.1517494595	-0.0282565522	0.012167704	0.1234257932	0.0200038806	-0.0080917659	-0.0789405637	-0.0382015222	-0.0123287788	0.0154339196	-0.0483733908	-0.0024576562	-0.0068561909	-0.0716284384	0.0697016601	0.0539102253	0.0942912304	-0.1590525786	-0.0095750878	0.015415162	-0.0813716816	-0.0471162921	-0.0194477426	0.0831703671	0.0699021642	0.215646434	0.0578552659	0.0788855674	0.0632697359	0.0499777209	0.0152221591	-0.1276799283	-0.0372826034	0.1134449703	-0.02707423	-0.090589348	0.1147048067	0.1124192083	0.108643553	-0.0260432952005515	4.699570961010091e-05	0.000678253224903	2.208596721756931e-09	-0.1403848761901969	-0.096971424351338	0.0197079134629369	0.0094034571407272	-0.0752636558263191	0.0004162389382428	1.732548537095762e-07	0.0056646178883426	0.0009525640738135	0.0003865580583803	1.4942713249874746e-07	9.073783147201712e-07	0.000491877632085	0.0004239322836454	2.419436049455466e-07	1.797185811168304e-07	-0.0002577344338876	-6.371555444490003e-05	4.05967187822102e-09	6.642703841136168e-08	0.0
654.352714022392	0.1434312290454045	0.0205725174654752	428177.4743484703	661.9986449517144	-1.1692626953125682	438242.205917906	1.3671752506496118	612.4951688047686	1.0389706755956922	1.0794600647477692	375150.331809182	636.3450579851898	590.5335749998326	1.034657	19.914125	0.111359573458067	0.0797017079814788	0.050215449	0.0382998992	-0.0786380667	-0.0001761985	-0.094252498	-0.077953178	-0.0573151572	-0.0730828888	-0.0142138745	-0.0692281749	-0.029399605	-0.0937483878	0.0654118617	0.0378807014	0.1060206359	-0.1190057242	0.1264924165	0.0716740012	0.0565817035	-0.1051679705	-0.0658277208	-0.1157460285	-0.018125397	0.020000588	0.0066519496	-0.1106910938	-0.0788687639	-0.0575119399	0.027731339	-0.0028117793	-0.1745432458	0.0857386544	-0.0589696959	-0.0211593114	0.0759291517	0.0061899613	-0.0869641518	-0.108998709	-0.0441385893	0.0705975869	-0.0749373701	0.0392304774	0.046881399	-0.0958773791	0.0444318377	-0.0243475172	0.1755223018	0.0551541072	-0.0350062577	-0.0120558044	0.0586692921	0.0319375886	0.0232384374	-0.0228803132	0.0537674147	0.0696943315	0.0161160068	0.1148679891	-0.0684582176	-0.0996748089	0.0806655864	-0.1455140495	-0.094629204	-0.0819904619	0.10922291	0.0612064565	0.0889311627	0.0330520827	0.0484768855	-0.0164207781	-0.1520567962	-0.0114991463	-0.0125441608	-0.0345539422	-0.0883184787	0.0272673048	0.040692993	-0.0239765768	-0.0800708166	0.0853411004	0.0161386621	-0.0267122334	-0.0494923912	0.0163740963	0.0329764716	0.0976910477	-0.0655736708	0.0344571565	0.1144017065	0.1112164334	0.105973176	-0.0260832041385867	-3.990893803519982e-05	0.0006803335381351	1.5927233350974186e-09	-0.0674910312854137	0.0728938449047832	0.0045550393039686	0.0053135126250025	-0.0587911047426104	0.0164725510837086	0.0002713449392053	0.0034563939968565	0.0006440419296999	-0.0003085221441136	9.5185913408453e-08	4.1479000721157093e-07	0.0004169346563582	-7.494297572679996e-05	1.7383450767253032e-07	5.616449610787729e-09	-0.0002021341830972	5.5600250790400026e-05	3.091387887955378e-09	4.085822797637237e-08	0.0
654.8006038851737	0.4478898627817216	0.2006053291826294	428763.83084838814	664.2602266777886	2.2615817260742688	441241.6487460272	5.114751903713069	612.8530407008502	0.3578718960816331	0.1280722940050632	375588.849496278	638.3653830301291	593.4346239450501	1.162701	22.378603	0.0242751114406035	0.0167151229673116	-0.0979608962	-0.0228043705	0.0294489866	-0.0017303849	-0.0572058565	0.0002321118	0.1158676577	-0.0602872832	0.0274975932	-0.10087398	0.0682170435	-0.0158466969	-0.0713814855	-0.0156502827	-0.0001061155	-0.0488224055	-0.133391319	-0.0687632695	0.0378504679	-0.0270654759	-0.1051732782	-0.1280111827	-0.0355583268	0.0718012482	0.0420214854	0.1136102288	-0.1732012629	-0.0762386889	0.0662759263	-0.1053580403	0.1314174324	0.0496743764	0.0421709924	-0.0144054461	0.0537920784	0.1255355758	0.0112774975	0.1828684735	-0.0781064475	-0.0049402124	0.1899160863	0.1419323534	0.0463912529	0.1194504236	-0.0192816877	-0.0465667585	0.0961609577	-0.0360448565	-0.1065790903	0.0102805447	0.0506705741	0.0289963514	-0.0350171933	-0.0906679908	0.1475332753	-0.1378159571	-0.0297613722	-0.0719013196	0.0610106368	0.0225430855	-0.0053487885	0.0007930656	0.0508583087	0.0918069205	-0.1050346959	-0.0059195192	0.0937718897	0.0123019801	-0.1654715913	0.0393639224	0.0397958631	0.0333873052	0.0388654513	-0.0561333492	0.0155420547	-0.0365007308	-0.0604061312	0.0578521947	-0.0181628073	0.0766671614	-0.1338222568	-0.1105919717	-0.0291405796	-0.2392237632	0.0683001426	-0.010727208	0.0720008049	0.0630061507	0.1140484259	0.1098185471	0.1028845713	-0.0261101204127669	-2.6916274180201205e-05	0.0006817383879691	7.244858157437661e-10	-0.0675975970237487	-0.000106565738335	0.0045694351233851	1.1356256586885212e-08	-0.0568028339343271	0.0019882708082833	3.953220807071534e-06	0.0032265619429707	0.0008070139963273	0.0001629720666274	2.6559894500805722e-08	6.512715902681595e-07	0.0001369182370516	-0.0002800164193066	1.8746603637318133e-08	7.840919508128962e-08	-0.0002020554966351	7.868646210000835e-08	6.191559317816048e-15	4.0826423720456907e-08	0.0
654.0048485693253	-0.7957553158483961	0.6332265227009807	427722.3419521861	662.0170043267144	-2.2432223510742237	438266.514017717	5.032046516358966	613.8029935253834	0.9499528245331704	0.9024103688385484	376754.11486072186	637.8971201429499	587.038416804337	1.116914	21.497341	0.0943915073969177	0.0522899945352785	0.0577341904	0.0323496985	0.0101043442	-8.38357e-05	0.0538565358	0.0068367041	-0.0670440174	-0.0439183826	0.0276059611	0.1130252866	0.1215617494	-0.1034126669	0.0356129384	0.0551875622	0.1011596215	0.1501440307	0.0702948692	-0.0142110319	-0.035936237	0.0169759032	0.0233819318	0.1784449421	-0.2437841484	0.0261890177	-0.0415256203	0.064745948	-0.0202557806	0.0199672558	0.0123748138	0.1273649206	-0.0795565126	0.0278062992	-0.0144651515	-0.0518715922	0.0751358912	-0.0271766321	-0.0166735211	-0.0092969871	-0.128709262	0.0571854007	0.0093598943	0.0525272461	0.119223716	-0.0730369947	-0.0205894014	-0.0420557887	-0.1798156778	0.0706498904	0.1425412791	0.0246923589	0.0280388124	0.0689049756	0.0107471023	0.0584928887	0.0448293535	-0.0979179929	0.0143046832	0.0106687521	0.0777533372	-0.0983620375	0.0185387662	-0.0195572905	-0.0516904687	0.0307390766	0.067506549	-0.048494627	0.0231949938	-0.0174657962	0.0784214139	-0.0466982168	0.0849479616	-0.0756434117	0.0020714141	0.1168032476	-0.0636338615	0.0462027581	0.0431291239	0.0713718023	0.0849540435	0.0654943187	-0.0196768991	-0.0795525476	0.0574112476	-0.0061425195	-0.0178147695	0.0438307246	-0.0255473007	-0.0637835033	0.1136451198	0.1082280018	0.0993899282	-0.0079450328796184	0.0181650875331485	6.312354745821744e-05	0.0003299704050869	-0.1086200407233377	-0.0410224436995889	0.0117983132467395	0.0016828408870859	-0.0703219685750724	-0.0135191346407453	0.0001827670014345	0.0049451792642734	0.0008680516909927	6.103769466539997e-05	3.725600170066596e-09	7.53513738235286e-07	0.0005089120544397	0.000371993817388	2.5899147915403615e-07	1.3837940017497106e-07	-0.0002027208150503	-6.653184152000037e-07	4.4264859360424464e-13	4.1095728854657943e-08	0.0
653.2721180976464	-0.7327304716789058	0.5368939441267918	426764.4602837853	663.7811200968424	1.7641157701280008	440605.37539701874	3.1121044504143094	614.6207427978516	0.817749272468177	0.6687138726222327	377758.6574773828	637.1049578085526	584.0493344097603	0.979849	18.85923	0.1935524589407876	0.118569186470926	0.0479549683	-0.0466651904	-0.0744662266	-0.023490504	0.0801663702	-0.0382232832	-0.0440672261	-0.0944782342	-0.0834045147	-0.1458410351	0.0419935561	-0.0391988229	0.0680836405	-0.0680653057	0.0829715116	-0.0696656165	0.0463221343	0.0414641035	-0.1296167079	-0.1798323759	0.0383155416	0.0200410292	0.014014183	0.0421190743	-0.0339247503	0.0708836987	0.0993584411	0.1024500215	0.0675279225	-0.1330136233	0.0569536315	0.1353463104	-0.0231776275	0.069374238	-0.068002816	-0.0457445298	0.0035164359	0.1136342357	-0.0012581395	0.1661728857	-0.0348625162	0.0203220231	-0.1161348157	-0.0341812565	0.0869602284	-0.1016081384	0.168872509	-0.0616280785	0.135902769	-0.0594100291	-0.0124278619	0.0258403944	-0.0749455339	0.0103261589	-0.069505228	-0.0184862379	-0.0999791666	0.0107431743	-0.0032072315	0.041461249	0.1064907704	-0.0381181486	-0.0583943223	0.1067063284	0.0081922433	0.1061590507	-0.0260789142	0.0208699384	0.0314614038	0.0192699614	-0.0986787437	-0.0521284898	0.0037158437	-0.0626817007	-0.134283306	-0.0553500491	0.0264059868	0.0087755743	0.0366035334	0.1114660244	-0.0187205233	-0.0823178627	-0.1558306723	-0.0108495636	0.0575450393	0.0519474301	-0.0088683018	0.0381558289	0.1131919653	0.1064475877	0.0955030384	-0.0032508494472125	0.0046941834324059	1.0568022128441818e-05	2.203535809707404e-05	-0.0065459562262191	0.1020740844971185	4.284954291557661e-05	0.0104191187259249	-0.0392722275006036	0.0310497410744688	0.0009640864207915	0.0015423078528591	0.0002690038478369	-0.0005990478431558	3.588583183896161e-07	7.236307015105804e-08	6.798286669651432e-05	-0.0004409291877431	4.621670164276036e-09	1.9441854860386545e-07	-0.0001280088472134	7.471196783689999e-05	5.581878138061978e-09	1.6386264964903587e-08	0.0
