global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
589.7167518914966	n/a	347765.847461457	n/a	815.4138875190488	n/a	664899.8079589279	n/a	560.0304826076493	n/a	n/a	313634.14144975663	618.4394903378201	578.875107363335	n/a	n/a	n/a	n/a	-0.1195283272	-0.2319113428	-0.0194916279	0.668793919	-0.2530343262	0.3402769367	-0.0537729822	0.1046279807	-0.1080027858	0.0470245305	-0.0166956233	-0.040379597	0.100198217	-0.0981508906	0.0582879825	-0.0533995337	0.088855052	-0.0390482346	0.1318292531	-0.098810948	0.0336493071	-0.1025439646	0.0604626879	-0.0065790704	0.1244046394	-0.0606544843	0.0087327396	-0.0408068943	0.1910353996	-0.0699672912	0.1861648704	-0.0415970287	0.0643149303	-0.022505592	0.0883754165	-0.053698646	0.125367889	-0.0693392328	0.0494361105	-0.0410880514	0.1628351382	-0.0491672424	0.0469047828	-0.4913417427	0.0458287577	-0.0276313716	0.1379271227	-0.2050103766	0.1798999013	-0.2750058511	0.1475347168	-0.2937272126	0.2900662259	-0.1931031521	0.0853381622	-0.053217463	0.1050310723	-0.1427833006	-0.1040388704	0.0977431951	-0.1038233237	0.1141354498	-0.2347260309	0.2154070449	-0.1321290853	-0.0339043263	0.0273883518	-0.0256302442	0.0926888041	-0.123155169	0.2255884457	-0.1961551868	0.1159961663	-0.052694917	0.1191637179	-0.2159926037	0.0867666753	-0.2070537692	-0.1251271503	0.028347313	0.2664968647	-0.2665988036	0.1154637225	0.1154447293	0.1154130763	-0.000178592632011	n/a	n/a	3.189532820861646e-08	-0.235056780123358	n/a	n/a	0.0552516898819606	-0.4858140605894903	n/a	0.2360153014664489	n/a	0.0014862326019575	n/a	2.2088873471213604e-06	n/a	-0.001902215901413	n/a	n/a	3.618425335588472e-06	-0.0002830860639441	n/a	n/a	8.013771959936308e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585.5333185908823	-4.183433300614297	342849.2671800517	17.50111418068863	788.8674330809827	-26.54645443806612	622311.8269757787	704.7142432323204	559.0584166494159	-0.9720659582334292	0.944912227156275	312546.3132265519	611.9086939570938	569.178495724996	1.269641	29.907724	0.215963926659472	0.1445803810667147	-0.1119918375	-0.2150597105	0.044747929	0.1563163109	-0.145920653	-0.060634169	0.0443747756	0.1508518943	-0.0799041884	0.0020662984	0.0334015032	-0.0873263544	0.0504164454	-0.0435315121	0.0900409974	-0.0813221913	0.0213473494	0.0001371846	0.039734773	-0.0290422348	0.0019918645	-0.1276132033	0.0834424205	-0.1555543589	0.0495435556	-0.1053696243	-0.0738808758	0.0291734743	0.0412373473	-0.0622181138	0.1093758839	-0.0363771724	-0.012532134	-0.0782121541	0.1046084924	0.1221483526	-0.0312321762	0.1477648518	0.0392102313	-0.0796566926	0.0710588409	-0.0507423836	0.0152749934	-0.2204469079	-0.0401667711	0.080403509	0.0629789115	0.000778456	0.1013700254	-0.0012551812	-0.1507048239	-0.1299249794	-0.104974036	0.0484156461	0.0349045935	-0.0117021535	0.0111288279	-0.0695153229	-0.0963836317	-0.0137827116	-0.0645453276	0.0987275558	-0.2392371656	0.0528631247	-0.1291108709	-0.020687827	-0.009798354	0.078214252	0.0264116781	-0.1143793558	0.1031984259	-0.0080450199	0.015435596	-0.0279031559	0.1426464338	0.0240890434	0.0504130652	0.0303313252	-0.0095424516	-0.0056460073	0.1296985198	-0.0028052441	0.1154130763	0.1152422001	0.1149575937	0.0057005780104049	0.0058791706424158	3.456464744264498e-05	3.2496589652711886e-05	-0.2266936834622015	0.0083630966611565	6.994138576384708e-05	0.0513900261216608	-0.3596652376134557	0.1261488229760345	0.1293590831475435	0.0159135255382389	0.0003433000183585	-0.001142932583599	1.1785490260494645e-07	1.3062948906522852e-06	-0.0015595449872829	0.0003426709141301	1.1742335539075849e-07	2.4321805673592204e-06	-0.0002572328340759	2.5853229868199997e-05	6.683894946179883e-10	6.61687309267195e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.6361500068762	-3.897168584006181	338300.61099482136	15.187922972164742	785.889799585033	-2.9776334959497035	617622.7770918033	8.866301236201654	560.5666123161751	1.508195666759207	2.274654169231248	314234.92684363294	611.4628939335774	558.5721160540791	1.072666	25.267771	0.2062424557437916	0.1272462696821553	-0.0596666795	-0.1146443982	0.0711889062	0.005575681	0.0601236898	-0.1252834765	0.1062439169	0.0027995288	-0.0827908281	0.0064039504	-0.2444865402	-0.0590481875	0.1046882113	0.0657252032	-0.0262296434	0.1227762794	-0.0048635672	0.1121610714	0.0466672929	0.0084580062	-0.0292122613	0.0075584874	0.1836145601	0.064157084	-0.0119838648	-0.1535096248	-0.0192261862	-0.0656361603	0.0355894949	0.0090138064	-0.1519049357	0.0813622768	-0.1188710846	-0.0954945186	-0.1201689478	-0.0136605975	-0.005625523	0.1018758513	-0.0921692968	-0.0601810836	0.0317023506	-0.0883464316	-0.1090694225	0.0907036726	0.0286333073	0.0585442379	0.0967763996	-0.0932040304	0.133103097	0.1047065261	-0.1602536438	0.0488286173	0.0470997402	-0.0593708909	-0.0241807667	0.0148198086	-0.1231758692	0.1081168906	-0.0508735305	-0.065732788	-0.1009779496	0.0911711263	-0.0980121567	0.061035929	-0.0342938089	0.1281713106	0.0238159365	-0.0034607575	0.0546623766	-0.0902100941	-0.0207571119	0.0635870594	0.0693616139	-0.1383506789	0.0624512788	0.0642616494	-0.0479658933	-0.0174525856	-0.0556577913	0.0462519772	-0.0267283879	0.15927907	0.1153118061	0.1148374968	0.1140484259	0.0202632653575136	0.0145626873471087	0.0002120718627696	0.000410599922949	-0.1234032279185441	0.1032904555436574	0.0106689182064162	0.0152283566607161	-0.3110791359171401	0.0485861016963156	0.0967702288029545	0.0023606092780447	-0.0002877064941998	-0.0006310065125583	8.277502680473956e-08	3.98169218890988e-07	-0.0014264594006867	0.0001330855865962	1.7711773359654653e-08	2.034786421807459e-06	-0.0002892049580556	-3.19721239797e-05	1.0222167117733078e-09	8.363950776394138e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
577.3422324051438	-4.293917601732346	333324.0533185551	18.437728370466864	784.3911694101879	-1.4986301748450614	615269.506648682	2.2458924009561394	560.0258020321226	-0.5408102840525544	0.2924757633370045	313628.8989417221	610.1067496958423	549.1598587875847	0.934196	22.005964	0.1085596794473569	0.0496690121070375	-0.0621365685	-0.0090867165	0.095818017	-0.0596400325	-0.0041448071	-0.0797653375	0.0469566439	-0.070008009	0.0157119275	0.0074127612	-0.1328676927	-0.0724164696	0.0834655588	0.1215456169	-0.1542002753	-0.0407584499	-0.0671416364	0.1785000153	-0.0752656853	-0.0179394599	0.0864002205	0.0901027397	0.1354555766	0.021870494	0.0541475309	-0.0275411152	0.1428970038	-0.0344468675	0.0515310736	0.0202022225	0.104759158	0.0071260384	-0.051727917	-0.1187130631	0.048843768	-0.0216348751	-0.0753903256	-0.0095521389	-0.0234960418	-0.0972668917	0.0185819627	-0.1165120291	0.0450389335	0.1215749576	0.0455753808	-0.0488482001	-0.0267116384	-0.0058627124	0.1339373791	0.0583348957	-0.1562884174	0.0635331375	0.0791909024	0.0015750799	-0.1822476239	0.0963710409	-0.0186444959	-0.0080655257	-0.0574512673	-0.1112502862	-0.0708781601	0.0686161125	-0.1302450982	-0.0131500444	-0.0003156526	0.1065053527	0.0645933625	0.0698225713	0.1395611383	-0.1326925782	-0.0885496697	0.0257705978	0.0546242215	-0.0214143584	0.0587543359	0.008335568	-0.0432187338	-0.0475994673	0.0222275621	0.0415376508	-0.0534654678	0.0492604865	0.1151599564	0.1142313295	0.112689161	0.0105535341170082	-0.0097097312405054	9.427888076284656e-05	0.0001113770823588	-0.1513655480058275	-0.0279623200872833	0.0007818913446636	0.0229115291231044	-0.2770172123177019	0.0340619235994382	0.0767385359202707	0.0011602146392939	-0.0007526170693435	-0.0004649105751437	5.664324530671987e-07	2.1614184288044603e-07	-0.0015589447512711	-0.0001324853505844	1.7552368119471422e-08	2.430308737515712e-06	-0.0001500867933811	0.0001391181646745	1.9353863742401305e-08	2.252604554742101e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575.8735749650923	-1.4686574400515156	331630.3743430758	2.156954676218671	785.0968198748113	0.7056504646234316	616377.016577542	0.4979425782232649	559.855103655913	-0.1706983762095433	0.0291379356405747	313437.7370895731	610.4203178168608	538.6881847501551	0.9490940000000002	22.356895	0.1611417462786721	0.0965857562675213	-0.0039591646	0.120162346	0.0496242136	-0.0770330693	-0.029941833	-0.0632951561	0.0495157692	-0.0768583287	0.034016273	0.144106558	-0.0280449663	-0.0678212148	0.0832750954	0.0295255165	-0.1533718464	0.0198479675	-0.1524699424	0.1598809355	0.0083844294	-0.0341118627	0.0163828604	0.0461916026	0.1198920464	-0.0023769093	-0.0458206639	-0.0837818767	-0.1273032364	-0.1433388589	0.0822458751	0.0580613683	-0.1246262853	0.051426948	0.0884102529	-0.0215218051	0.0864666614	-0.0073947307	0.1273054695	0.040856973	0.1267778879	-0.072638703	0.0361952128	-0.0814649509	0.1311672927	0.1358193736	0.0506318799	-0.0397460984	-0.0286369096	-0.0072584253	0.0967929559	0.0294442602	-0.0829105675	0.0843782249	0.0686911818	0.0399974075	0.0242911345	-0.0017678251	-0.0291437762	0.0983718652	-0.009423384	-0.1352234536	-0.0779672273	0.0966726895	-0.0559495501	-0.05726411	0.1847013958	-0.0285795024	0.0039255585	0.0632316718	0.0945956933	-0.0369017296	-0.08504094	0.137145795	0.0897630025	-0.0045183725	0.1775739371	0.026360516	-0.0464110801	0.0640520112	-0.0430530986	0.0549586099	-0.1410725537	0.0452702805	0.1149575937	0.1134247617	0.1108851636	-0.000752791923702	-0.0113063260407102	0.0001278330085388	5.666956803909578e-07	-0.1124139978425802	0.0389515501632472	0.0015172232601199	0.0126369069109516	-0.1982589347592096	0.0787582775584922	0.0393066052118565	0.0062028662839805	-0.0013060488123012	-0.0005534317429577	1.7057635001133751e-06	3.062866941131977e-07	-0.0015589573806125	-1.2629341399929273e-08	1.5950026419596748e-16	2.430348114566187e-06	-6.10193153557523e-05	8.90674780253477e-05	7.933015641795796e-09	3.7233568464847484e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575.241909208763	-0.631665756329312	330903.2541101427	0.3990016277190817	781.7920480913821	-3.30477178342926	611198.8064589179	10.921516540550211	558.2125188878281	-1.64258476808493	2.698084720344624	311601.21624309383	608.1260025915185	529.5571133175736	0.840952	19.809504	0.095864023909388	0.0557228691644363	0.0075912628	0.1897400693	0.0513443947	-0.1411347105	-0.0513790234	-0.0399678801	0.0038548901	-0.0563456392	0.0789691401	0.0408168158	0.0363687876	-0.0745080717	-0.0494450349	0.0725504729	0.0024962077	-0.0608796979	-0.1674964217	0.0788247764	-0.076801575	0.0689926002	0.0201865861	-0.0263049236	-0.1223994857	-0.1100684137	0.1336242057	-0.0739614995	-0.0349755562	-0.2262126542	-0.0737596001	0.0364818587	-0.0442640704	0.039997346	-0.0181466858	-0.067136786	-0.162915108	-0.0574530976	-0.037563397	0.0776220181	-0.0257008756	-0.0704536252	-0.0280621026	-0.0443545402	0.129382962	0.1318834422	-0.0969363112	0.0478261475	-0.012527121	0.0745711326	0.0227686859	-0.031162928	0.0088452801	0.1254061994	-0.0379688733	0.1349987769	-0.1368302543	0.0214700669	-0.0313567064	-0.0745423686	-0.0036149835	-0.1490029225	-0.0445444264	0.1222410875	-0.0430021232	-0.0926431914	0.0853548753	-0.0773375169	-0.1551487277	0.0505668171	0.1791384876	0.0183829174	-0.1361860977	0.0206900731	0.0153646271	0.0853151167	0.0561408753	-0.0595856749	0.0093126583	0.0606765924	-0.0492946939	0.0946054173	-0.0399466905	0.1036592962	0.1147048067	0.1124192083	0.108643553	0.0090042497837856	0.0097570417074875	9.519986288165252e-05	8.107651416880301e-05	-0.1487873328137823	-0.0363733349712021	0.0013230194969272	0.0221376704058392	-0.156619458317536	0.0416394764416736	0.0245296547236783	0.0017338459983366	-0.0014560396171875	-0.0001499908048863	2.120051366819521e-06	2.2497241550440116e-08	-0.0015589654400154	-8.059402900042686e-09	6.495397510521647e-17	2.4303732431624098e-06	-4.913476386445915e-05	1.1884551491293154e-05	1.4124256414919834e-10	2.41422502001616e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.3168358728643	6.074926664101326	337929.26366923866	36.90473397420927	788.3677550009219	6.575706909539804	621523.7171251936	43.23992136016952	559.7912069690544	1.5786880812263462	2.492256057806123	313366.19539987075	611.1496828439292	542.5402113656578	1.302744	30.687496	0.3374450880461386	0.2303423487641249	0.1258661857	0.1274939544	-0.0815321427	-0.0091011719	0.1125106335	-0.0711694912	0.0819450669	-0.0869241554	0.1345951746	-0.0380009797	0.0046217713	0.0941128286	-0.0607043741	0.0321228331	-0.0004813298	0.0932690207	-0.0231297218	0.1892853928	0.0069198588	0.0969266689	-0.0327609388	0.0061884527	-0.0227672349	-0.1058893803	0.0151520287	0.0157680634	-0.023874851	0.0825728021	-0.1681325461	-0.0039290962	-0.0401589668	-0.0992597207	0.0716651107	0.0817962308	0.0173053828	-0.0630265188	0.1222418729	-0.0751320199	-0.1753113929	0.0971020511	-0.0059182697	-0.0254818379	-0.0352454611	0.1597715346	-0.0950340982	0.053033758	0.0577025804	0.0568445665	0.0640051866	0.0148734402	0.0047625446	0.0274129633	0.1165564253	0.1155229352	0.0128330333	0.0042418949	0.1129889136	-0.0582090916	0.1310166609	-0.0712298803	-0.1148686178	0.0494851946	-0.0196731244	-0.1825024302	-0.0436576936	-0.0835168575	-0.0618385727	-0.1519837534	0.172214604	0.0892692536	-0.0501076523	0.1421598667	0.0687812649	0.0645958797	0.0058460266	0.0494331406	0.0316713946	0.0285459756	-0.1350848513	-0.1181570999	-0.0393055001	-0.0498137332	0.1144017065	0.1112164334	0.105973176	0.0048109227774659	-0.0041933270063196	1.7583991381930132e-05	2.314497797074021e-05	0.0427975057599638	0.1915848385737461	0.0367047503713283	0.0018316264992741	-0.0391010740007402	0.1175183843167957	0.0015288939880113	0.0138105706524301	-0.0018491107727597	-0.0003930711555721	3.4192106499359746e-06	1.545049333428646e-07	-0.0015588727474844	9.269253099992473e-08	8.591905303172002e-15	2.4300842428495622e-06	-0.0001389416787468	-8.980691488234087e-05	8.065281960684016e-09	1.9304790092978978e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583.5259908154301	2.2091549425657604	340502.5819571294	4.880365560262728	791.6798763218883	3.312121320966412	626757.0265730403	10.97014764480029	560.3570152253706	0.5658082563161315	0.3201389829155012	313999.9845122862	613.010537020992	553.8795650230264	1.021938	24.072809	0.3379010180165733	0.2052682565108278	0.0588856941	0.0395541252	-0.0547976586	0.0291905292	0.1062887121	0.0079388228	-0.10584518	-0.129302782	-0.0199009427	-0.0748446033	0.0097360945	0.0830192172	-0.034961758	-0.0380129763	0.1491829902	0.1309633761	0.0523132777	0.1145262371	-0.0122936568	0.0007586281	0.0328338599	-0.0696596662	0.0560314171	0.0044405045	0.0094432883	-0.1543374172	0.1730590017	-0.026068999	-0.0611138374	0.0559740042	-0.0625991936	0.0537744406	0.1569134139	0.0969210735	-0.0053963654	-0.077425043	-0.0599112075	0.0676337278	0.1223757216	0.0750299585	0.0502531151	0.0614779274	-0.1255952322	0.0822436246	-0.0928588415	-0.0465953548	0.0885430327	-0.017190563	0.0314602035	0.0059965855	0.1935793897	0.056107655	-0.0480637812	0.0298559444	0.0081873355	0.050125305	-0.0685330642	0.004783427	0.0567426002	0.0313099305	-0.0253863963	0.1809515324	0.0726175395	-0.0923414574	-0.0403501174	0.0250279994	-0.0599091614	-0.0776677871	0.0897509086	0.0294090586	-0.0339554725	0.1087965701	-0.0172952526	0.1365437174	0.0543982619	-0.0056491606	-0.1008872841	0.0726669964	-0.072626061	0.0462365868	0.1600889356	0.043231439	0.1140484259	0.1098185471	0.1028845713	0.0054275025157295	0.0006165797382635	3.801705736372088e-07	2.945778355825005e-05	-0.1191687239360561	-0.1619662296960199	0.0262330595619438	0.0142011847645479	-0.098759314079345	-0.0596582400786048	0.0097534021174227	0.0035591056092764	-0.0005170945668683	0.0013320162058914	2.673867910847148e-07	1.7742671727573203e-06	-0.0007069307377791	0.0008519420097053	7.258051879007057e-07	4.997510680169027e-07	-0.0002681828332238	-0.000129241154477	1.6703276010547776e-08	7.192203203594454e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580.3245205056355	-3.2014703097945585	336776.54910009576	10.249412144496066	787.0736375656803	-4.606238756207972	619484.9109508719	21.217435479192364	557.9004301499051	-2.456585075465455	6.034810232999615	311252.88996144914	607.9851258851254	550.6794809185484	1.141082	26.879389	0.2694347843100963	0.1447799435247048	-0.0264431548	0.0010182513	0.0429771146	-0.0359431129	0.0719583997	0.06378801	-0.0108824431	-0.0398158569	0.0458948966	-0.0950485715	-0.0084089358	-0.0395013139	-0.0473560329	-0.0567370948	0.0043302449	0.1913750144	0.0170919423	-0.0225994469	0.1086641236	-0.0108808364	0.0504688704	-0.0435556488	-0.1021001127	-0.0186581283	0.0650414655	-0.0007180489	0.0506242705	-0.2272400547	-0.0673138576	0.0799566614	0.0654928343	0.0721733471	-0.0592499119	-0.0023819944	-0.0325460045	0.0301967897	-0.0799644845	-0.0054688919	-0.0421635899	-0.0465944118	-0.0975565049	0.0479375748	-0.1098138929	-0.0009638679	-0.0243920282	-0.1120555086	-0.0760560514	-0.0444594409	0.0843785168	0.0120099604	0.0630251484	0.0727064065	-0.0233770035	0.1048280697	-0.0451031117	0.0544528476	0.1163780382	0.089509402	-0.0365918272	-0.0495455261	0.0996807528	0.142357582	0.0403068445	-0.0610026651	-0.1481257235	-0.0070576156	0.0498818707	0.0913327452	0.0987989399	0.0360372235	-0.1362349774	0.0195259214	0.0325390187	-0.0539171404	0.0276033273	0.005938759	-0.0826760321	0.0347807975	0.0203748042	0.0338671352	0.0914640937	0.0766060843	0.1136451198	0.1082280018	0.0993899282	0.0377057575723682	0.0322782550566387	0.0010418857495014	0.0014217241541062	-0.2230291524812884	-0.1038604285452323	0.0107869886175993	0.0497420028565217	-0.18133602933149	-0.082576715252145	0.032882755533711	0.0068189139018338	-9.092752545549436e-05	0.0004261670414128	8.267814885459575e-09	1.8161834718654402e-07	-0.0008580075595732	-0.0001510768217941	2.2824206083406245e-08	7.361769722847583e-07	0.0001689610126909	0.0004371438459147	1.91094742021095e-07	2.8547823809534476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579.9652060168078	-0.3593144888277493	336359.6401901183	0.1291069018815467	786.1665917680679	-0.9070457976124544	618057.9100122199	0.8227320789664136	558.2754764629408	0.375046313035682	0.1406597369216588	311671.5076199236	608.7181425665797	549.6743843630425	0.868714	20.463469	0.1946459899268171	0.1224748492549464	-0.0463163979	-0.0162010382	0.0710671493	-0.0385836272	0.0226210991	0.0146399127	0.0396890081	-0.0021788522	-0.0578623097	-0.0543951175	0.0273818822	-0.0571364612	-0.0431195754	0.0179774115	0.1065192128	0.032499493	-0.0580131	-0.0126603877	0.1104741481	-0.0948799747	0.1232554618	0.1213481802	-0.0447257295	0.0058981443	-0.007304019	-0.053513171	-0.0926042077	0.0238778374	-0.0637957325	0.1006067338	-0.0760263834	0.1627437868	-0.0919752129	-0.0174927573	0.1936842076	0.0676246858	-0.0136410914	-0.0543028104	-0.1081420548	-0.0526885144	-0.0614410575	0.0158059254	-0.0371068383	-0.000881936	0.011109047	0.0027045716	-0.0343756282	0.0475797908	0.099447827	0.1206526274	0.0971691462	0.0016907688	-0.1417500968	-0.0123825305	-0.0471630034	-0.0234458017	0.0444625983	0.1090370955	-0.0384265845	-0.0324370128	-0.0353262151	0.0258239155	0.0095804614	0.0526445107	-0.0986548049	0.1102294284	0.0867668184	-0.0078387714	0.0345528115	-0.0128647461	-0.0870031762	-0.0119572436	-0.0131852944	0.0326609034	0.0632343218	-0.0458882868	-0.1196320318	0.06981456	0.0125917346	0.0944775595	0.081780972	0.0909330127	0.1131919653	0.1064475877	0.0955030384	0.0269439719347701	-0.0107617856375981	0.0001158160301096	0.0007259776236216	-0.1227771650597873	0.1002519874215011	0.0100504609819608	0.0150742322601182	-0.2520152012112504	-0.0706791718797603	0.063511661641547	0.0049955453376087	4.8082639017157567e-05	0.0001390101644726	2.3119401748542833e-09	1.932382582671374e-08	-0.0009779957702662	-0.0001199882106929	1.4397170705307751e-08	9.564757266585778e-07	0.0001690235372844	6.252459349998787e-08	3.909324792338726e-15	2.8568956156130958e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
