global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
656.860315900934	n/a	n/a	431465.4746054748	787.7749897733647	n/a	n/a	620589.4345124249	617.3688862470558	n/a	n/a	381144.3417059301	670.9520080050341	584.1157014418621	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0111352357192515	n/a	0.0001239934745232	n/a	-4.909889071313955e-06	n/a	n/a	2.4107010692608212e-11	1.316872796763846e-05	n/a	1.7341539628566335e-10	n/a	0.0001670000019957	n/a	2.7889000666563812e-08	n/a	-0.000249999841164	n/a	6.249992058202524e-08	n/a	2.08622317086557e-08	n/a	n/a	4.3523271186563926e-16	0.0	0.0	0.0
652.5101646547449	-4.350151246189057	18.923815864720204	425769.5149777624	766.1707200070645	-21.604269766300263	466.7444721350756	587017.5721961436	617.0064506125805	-0.3624356344753323	0.1313595891375367	380696.9600975347	664.6432081428263	566.5378222201377	1.551531	22.887037	0.1950907704771087	0.1149809035189734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0122831634769511	0.0011479277576995	0.0001508761050015	1.3177381368972298e-06	0.0593542582434878	0.0593591681325591	0.0035235108413894	0.0035229279716346	0.0936483520802369	0.0936351833522692	0.008770013847344	0.008767547561413	-0.0003499999877795	-0.0005169999897752	1.2249999144565014e-07	2.672889894275569e-07	-9.121740252027166e-09	0.0002499907194237	8.320614522545263e-17	6.249535979800309e-08	5.1999977724376695e-05	5.197911549266804e-05	2.701828447400122e-09	2.7039976833356726e-09	1.0	0.0	0.0
649.8367490494388	-2.673415605306104	7.147150998694204	422287.8004151433	757.181689388194	-8.989030618870515	80.80267146699164	573324.1107447594	617.1144745456186	0.1080239330381118	0.0116691701090224	380830.2746937149	661.6616700990108	552.9963457730352	1.298924	19.160772	0.1329140585529911	0.068305290094421	-0.1061643922	0.0821082746	-0.0534850791	0.0387493995	-0.0483136715	0.1533727957	0.1394976601	-0.0593966969	0.1149365585	-0.0373641977	0.0765416536	-0.0722809697	0.0628636205	0.0758085341	-0.0627777623	0.1457588061	-0.0129308708	-0.0340619215	-0.0337790914	0.0094331626	-0.0029051923	0.1218902943	-0.0755833021	0.0757760888	-0.0515832919	-0.0275274849	0.0041911267	-0.0220398046	0.1171983247	-0.0340586685	0.0707473002	-0.0115935332	0.1552683621	-0.1477450179	0.0138810648	-0.1227956623	0.0003331537	-0.0403502091	0.1242564432	-0.0566744952	0.0601859646	-0.0036481458	0.032070176	-0.0279066614	-0.0750758154	0.0547611772	-0.0630852902	0.0580495133	0.032950797	0.007663492	-0.0532528583	0.0270486918	0.0615647565	-0.0035859541	-0.0215474546	-0.0929254957	0.0014693412	-0.065498198	0.0827284318	-0.0876016791	0.0895290726	0.1017634588	-0.0116252911	0.0328486326	-0.0309095304	0.1218618828	-0.0348769345	0.0929810454	-0.085547442	0.2316585627	-0.0487460318	-0.0037187976	0.068931989	-0.0313051368	0.0251801935	-0.0239141701	0.0803772874	-0.2129662834	0.0170222776	-0.0254288734	0.112756207	-0.0320723771	0.0035661697	0.0372147496	-0.0792111103	0.1131377288	-0.0468979568	0.0619926622	-0.0765401181	0.2392516391	-0.0804204729	0.0472222789	-0.0861328647	0.0037269849	-0.0007882023	0.0958409449	-0.0215226122	-0.1609077208	0.1926471391	-0.127160426	0.196237619	-0.0247295111	0.0085710956	-0.0559198873	0.0227242196	-0.029707927	0.0377674133	-0.0459917541	0.1026962205	0.0527753149	-0.0498390605	-0.0172063366	0.1162410914	0.11622145	0.1161887169	0.0	0.0	0.0001163867534188	-0.0121667767235323	1.3545876371368552e-08	0.0001480304558402	0.1131647186273028	0.053810460383815	0.0028955656467181	0.0128062535419966	0.0811728437984555	-0.0124755082817814	0.0065890305703284	0.0001556383068887	-0.000787999792076	-0.0004379998042965	6.209436723118193e-07	1.918438285637723e-07	-0.000598999609946	-0.0005989904882057	3.588005327154601e-07	3.5878960496096025e-07	-2.3599305062346282e-07	-5.223597077500016e-05	2.7285966428066708e-09	5.5692719942568285e-14	0.0	0.0	0.0
649.4113086548564	-0.4254403945824379	0.1809995293424604	421735.0478088132	755.322870132771	-1.8588192554229863	3.4552090243312654	570512.6381456067	618.0207300530371	0.906255507418564	0.8212990447264786	381949.622775289	662.1131400015934	550.8060369519382	1.127955	16.638754	0.0715370136184609	0.0421511955825572	-0.0669384413	0.0317330655	-0.0825953248	-0.1072356536	-0.088826277	-0.0216577105	0.0916935917	-0.0605085497	0.0165782567	-0.1299609438	0.0589539112	-0.1025960705	0.0608346368	0.1869997952	-0.1540585207	-0.0323120403	0.0823910085	-0.0764831236	-0.0512856229	-0.0455332826	-0.1134325018	0.0543458352	-0.1298926147	0.0253851999	0.0002945664	-0.0388208831	0.0516711211	0.0083709489	0.0406341541	-0.1361901209	-0.0368202841	0.0024756458	0.0399007791	-0.1161759454	0.0549359997	-0.0833103083	-0.1456753327	-0.1227051779	0.0147431515	-0.0468233285	0.0301837036	-0.1332312091	0.0384707711	-0.0025744076	-0.0078030704	0.0311169296	-0.0991429407	-0.0462622568	0.07449145	0.0192151566	-0.0605345055	0.3222510724	0.0371936852	-0.116131175	-0.0083751896	-0.1271932222	0.0791327581	-0.0791586881	0.0557427577	0.0110957769	0.1394050659	0.0115205121	0.0571091168	-0.010122376	0.088190279	-0.0576462274	0.0046104661	0.1138665552	-0.0585495829	0.0159600062	-0.0504134491	-0.1002098306	0.181154505	0.0328933315	-0.0630296719	-0.0602177285	0.0389783065	-0.1948681305	-0.1226025014	-0.2572121838	0.0858209427	-0.0763014734	0.0267266477	-0.0281391177	0.0219832771	0.0496216058	-0.0300306034	0.1091458324	-0.0810977264	0.2119708033	-0.0517820119	-0.0135750895	-0.0597384617	-0.1387945182	0.0068857075	0.0707027559	-0.0728797662	-0.019793889	0.1545884338	0.0609520651	0.3313080456	-0.0324038208	0.0497737682	0.0402489575	-0.0159553748	0.0246350229	-0.0885933909	-0.1359275478	0.0079542515	0.0807835338	-0.0085580408	0.0802758837	0.1161887169	0.1160120111	0.1157177005	0.0	0.0	4.02939358821186e-05	-7.60928175366814e-05	1.623601268872285e-09	5.7901168806706876e-09	0.0910907100646341	-0.0220740085626687	0.0004872618540247	0.0082975174600792	0.1152508441245672	0.0340780003261116	0.0132827570714252	0.0011613101062264	-0.0009040572939528	-0.0001160575018768	8.173195907492595e-07	1.3469343741883442e-08	-0.0005989138410005	8.576894549997601e-08	3.586977889419722e-07	7.356312012177855e-15	-0.0001902709604712	-0.0001900349674205	3.6113288842539596e-08	3.620303839863295e-08	0.0	0.0	0.0
649.6292201917039	0.2179115368475095	0.0474854378912435	422018.1237268813	752.3286297087974	-2.994240423973565	8.965475716557394	565998.3670795168	617.1477376690842	-0.8729923839529192	0.7621157024398011	380871.3301100688	660.207055065706	541.3093323332228	1.157732	17.078005	0.1294985744599062	0.0766922552861499	0.0051917856	-0.1151263953	-0.0180929679	0.0730797054	-0.0476186369	-0.0119116231	0.0385782204	0.0201417231	-0.0581493025	-0.1087294125	-0.0905541228	-0.060197192	0.1849678255	0.1105288729	-0.1010346543	0.038997367	-0.0147484335	0.0209634291	0.098495177	-0.030100191	0.0405769043	0.0136193535	-0.1425726406	-0.0272690428	0.1380777133	0.0264644378	-0.0313574835	0.0102807924	-0.0766952468	0.2830432264	-0.0495206735	-0.011559894	0.0882618203	-0.0282739403	-0.0361806878	0.0845414144	-0.1380635588	-0.1247064934	-0.217271372	0.0128214432	-0.0900166591	0.0338161119	-0.0064631263	0.0370314259	0.1302561078	0.0762488359	0.032825656	0.087864445	-0.1026275142	-0.0418359402	-0.1192383074	0.074909509	0.0186065447	0.0031830431	-0.0139917059	0.0101811639	0.0439595546	-0.0698881207	0.0520555821	0.0680142614	-0.0118386	0.0287869821	0.1872217954	-0.0956536716	0.0628802216	-0.0396929279	0.003380499	0.0968437415	0.0125465861	0.2277437953	0.0475354395	-0.0502210985	0.0565015797	-0.0006105512	0.1252079084	-0.0173583148	0.024180618	0.0372039312	-0.1839295322	0.0284175386	-0.0210229422	0.1009377372	0.041211096	-0.0911647912	0.017061058	-0.139493595	0.0188018835	0.0635017312	-0.1228702919	0.131123387	-0.1084680599	-0.0476078391	0.0307939839	-0.1089345705	0.0860366912	0.0735013318	-0.0385356476	0.1156529557	0.0645556237	-0.0876206102	0.2602872063	-0.039698629	0.0458808806	0.0188669735	-0.0883607884	-0.0143229998	0.0289235199	0.0129663971	0.0880180265	0.0842247789	-0.0914277199	-0.1153647413	0.1160839916	0.1155935107	0.1147775772	0.0	0.0	0.0045487621338082	0.004508468197926	2.069123694996733e-05	2.032628549171085e-05	0.1556524468691833	0.0645617368045492	0.0041682178592198	0.0242276842163639	0.132462794889328	0.0172119507647608	0.0175463920298921	0.0002962512491285	-0.0015790022033937	-0.0006749449094409	2.4932479583221595e-06	4.555506307801847e-07	-0.0005989994272235	-8.558622299997648e-08	3.58800313814081e-07	7.325001567401701e-15	-9.730822816977642e-07	0.0001892978781895	3.5833686687047635e-08	9.468891269541269e-13	0.0	0.0	0.0
649.2118777516254	-0.4173424400785279	0.1741747122906997	421476.06221379136	753.8224556780876	1.493825969290242	2.2315160265259317	568248.2946845423	616.131684839852	-1.0160528292321942	1.0323633517907465	379618.2530635948	660.3968117973704	544.9021559623518	1.262659	18.625809	0.2102965278775392	0.1106512585516405	-0.0101330808	-0.0132414618	-0.0009255143	0.1030088976	-0.0012771631	0.0681644242	0.0474223043	0.0216089063	0.1208993124	0.033515616	-0.0161018584	-0.0250996049	0.1013978966	-0.0922066404	0.0801357956	-0.0067802458	-0.248709258	0.0417376756	0.0063666779	0.0497103386	0.1161061692	0.0284747736	-0.080118967	-0.0485356183	0.179006983	-0.2076983061	-0.0736258177	0.1503974415	0.1126532134	-0.1901491614	0.0763202091	-0.0216677064	-0.000539944	-0.0257146975	-0.1309231802	0.1365833487	0.0348351227	-0.0508890462	0.0260267606	0.1400028713	-0.0487999297	-0.0368746622	0.0086874073	0.0503536878	-0.0261977694	0.0890814777	0.1179469037	-0.0361004601	0.0292625964	0.024531562	0.0743336319	-0.0906508181	0.1743880744	-0.037823761	-0.0405364539	0.0684628835	-0.082593628	0.0348753256	0.0025886178	-0.0462353071	-0.0814236037	0.1988918745	-0.0750151791	0.0206532557	0.0596335587	0.3123204758	-0.0118927997	0.1134614947	0.0589280723	-0.0545136542	0.0627311673	0.1552184407	0.1569761375	-0.0065397257	0.0528452073	-0.1565074535	0.0036232867	0.0253474123	0.057231594	-0.053477309	-0.0660127048	0.1332458082	0.0250345278	-0.0978105944	-0.0778480355	-0.036821782	-0.0958156699	0.2304320849	-0.0859322153	0.0318441731	-0.2348760706	0.1042178567	0.0351934568	0.0809631025	0.0726947634	0.0068513908	0.1054202737	-0.0385895683	0.0481661824	-0.0031053382	-0.0221104659	-0.0550796215	-0.0444938096	-0.2952310951	-0.0466226106	-0.0118886188	0.1285318127	-0.2262961106	0.0875620679	0.2188094715	-0.1035754115	-0.0131457129	0.1159269625	0.114966703	0.1133721581	0.0	0.0	-5.290409720259959e-05	-0.0046016662310108	2.7988435008221056e-09	2.117533210162514e-05	0.2278694028127859	0.0722169559436025	0.0052152887257602	0.0519244647382556	0.2058426604122942	0.0733798655229662	0.042371200845611	0.0053846046641686	-0.0009469996805536	0.0006320025228401	8.968083949686205e-07	3.994271888762511e-07	-3.000003448994093e-05	0.0005689993927335	9.000020693976452e-10	3.23760308931159e-07	-1.4194256163621492e-08	9.588880255341427e-07	9.194662455127669e-13	2.0147690803850671e-16	0.0	0.0	0.0
647.934366342263	-1.2775114093623188	1.632035401050898	419818.94308734994	750.2059527133373	-3.616502964750339	13.079093694047993	562808.9714865261	616.5319114085722	0.4002265687201998	0.1601813063095448	380111.5977851076	659.7435305663392	543.3399749566793	1.140344	16.821516	0.141358370822719	0.0976523336757566	-0.0005277054	0.116858057	-0.0220851091	-0.0504991831	-0.0637550511	0.0900713706	-0.0284604399	0.039468787	0.1397291205	-0.0205458726	0.0133836886	-0.0359349333	-0.0575705005	-0.1032705271	-0.1945759935	-0.1101725151	0.0116898097	0.0432185662	0.0369069939	-0.0576717327	-0.0088003117	-0.0651673046	-0.0199658763	0.0387764294	-0.0184706989	0.0099176535	-0.0857376485	0.0336930824	0.1099377992	-0.0227458796	0.0280779818	0.0566222497	0.1324855522	0.0688082377	-0.0105137632	0.0595396299	0.0151423513	0.0757151494	-0.0173416181	0.0166321059	0.1313126603	0.0391644916	0.1063787293	0.1041406602	0.0372620441	-0.13677679	0.0075734891	0.0773211356	0.0478532076	-0.0692357668	0.1762201294	0.0537728805	-0.1130140507	0.0191062002	-0.1436481244	0.0510347926	-0.0400799928	0.0091174831	0.05020435	-0.0613909002	0.0775069358	0.047621924	-0.0641577565	0.0182222054	0.1298895631	-0.0450102047	0.0377062255	0.2164284463	-0.0422801202	-0.0630469821	0.0453387834	0.0815268375	-0.0435245255	-0.0084593929	-0.0788374065	-0.0515717483	-0.1116077138	-0.0213346986	0.0621742278	0.1680158591	-0.1071209617	0.0321138085	-0.1231991081	0.0129073446	-0.0842065926	0.1844306141	0.1230792628	-0.1277406991	-0.0938584175	0.087886311	-0.1195429783	0.0699887185	-0.0216771912	-0.1010308131	-0.0661314202	-0.0144189087	0.079749681	-0.1032309817	-0.0216591848	0.0887267323	-0.0849519049	0.0111993992	0.0022468602	-0.0278279999	0.0113827926	0.0847018967	-0.1266286861	-0.1450778747	0.0685149392	-0.0803273321	-0.2261568307	0.0581352242	0.1157177005	0.1141327175	0.1115071407	0.0	0.0	0.0075106468925554	0.007563550989758	5.6409816744652096e-05	5.720730357466922e-05	0.1334804057126319	-0.094388997100154	0.0089092827735728	0.0178170187092088	0.1931458859836894	-0.0126967744286048	0.0373053332724243	0.0001612080808908	-0.0011639995379641	-0.0002169998574104	1.354894924380638e-06	4.708893811617727e-08	0.0002869998538292	0.0003169998883191	8.236891609798219e-08	1.0048892919434785e-07	1.6702609824013285e-07	1.8122035440375437e-07	3.2840816850222325e-14	2.7897717493322514e-14	0.0	0.0	0.0
647.6499381363409	-0.2844282059221541	0.0808994043240953	419450.44236800616	749.8707696468272	-0.3351830665101261	0.1123476880751316	562306.1711707249	615.7556715396306	-0.7762398689416159	0.602548334134497	379155.0470332215	658.9923132385588	540.2443365703172	1.133871	16.726034	0.094272686994405	0.0459989013995622	0.0208835558	-0.0513701988	-0.0287083357	-0.0459142024	-0.101384901	-0.0521606668	-0.0144241886	0.0848690385	-0.1270392022	-0.0859977583	-0.0740666831	-0.0284227422	-0.0081727992	-0.026805326	-0.1502400218	-0.0550908163	-0.0430704901	0.1189491273	0.0670641717	-0.0518434134	0.0556466486	0.03320218	-0.0205541402	0.0545450478	-0.1063704203	-0.1183453221	0.0720548823	0.1286009343	0.0211918508	0.0920535413	0.01199031	0.1354916191	-0.0558388706	0.0338054666	-0.1341353134	0.06969955	0.0283378609	-0.0534754664	0.0633418419	-0.0569259795	-0.0132696613	0.0904586605	-0.0148448617	0.0303509371	0.0991578565	-0.0581436567	-0.0293267702	0.0865394385	-0.0807530876	-0.1700359663	0.0758858457	-0.0805311774	-0.069445238	0.0554757268	-0.0934112283	0.0773167973	0.0171167929	-0.086695861	0.0041010746	0.0531852798	0.0253306354	-0.0479256522	0.0848959935	-0.0111340116	0.1672907218	-0.0942884945	-0.0613831333	0.081071604	-0.0324600481	0.1045386944	0.1005586541	0.0633589977	-0.0667011434	-0.0757902891	-0.0365714317	-0.0588188791	0.0309513803	0.1493560775	-0.0149115708	0.0036539941	0.0925258666	0.1230759643	0.0995208326	0.0193338249	-0.0738837441	-0.0181270321	-0.0479523065	-0.122619566	-0.1255294528	0.0555982034	-0.0309948174	-0.0118466618	-0.0242175334	-0.1523836434	0.0980668674	0.0058940323	0.0457900377	0.0727258589	-0.0917142578	0.1125258006	-0.0222295503	-0.060795369	0.0305112469	0.0130835054	-0.0810394074	0.1252581701	-0.092983979	-0.0184124027	-0.1754524481	-0.1537045909	-0.0977648125	-0.0005822381	0.1154562999	0.1130930572	0.1091900855	0.0	0.0	0.0001619983634952	-0.0073486485290602	2.6243469775122953e-08	5.400263520365864e-05	0.12204362703811	-0.0114367786745218	0.0001307999064499	0.0148946469006172	0.1785954772097895	-0.0145504087738999	0.0318963444797924	0.0002117143954875	-0.0019200554920191	-0.000756055954055	3.686613092432709e-06	5.716206056620165e-07	0.0005558144978681	0.0002688146440389	3.089297560403681e-07	7.226131284976052e-08	0.0001940334483428	0.0001938664222445	3.758418967390598e-08	3.7648979075798045e-08	0.0	0.0	0.0
648.5542766404715	0.9043385041305784	0.8178281300531319	420622.6497486452	750.1127692039977	0.2419995571705158	0.0585637856707257	562669.1665228899	617.2622104652875	1.506538925656855	2.269659534519312	381012.63646849286	659.9427991096454	539.3033792034182	1.116159	16.464754	0.1053525174939675	0.0609073937969877	-0.0020044741	-0.0916384762	0.0053579821	0.1276020366	-0.0954013752	0.0894713504	-0.0170537108	0.0559101499	0.0485212312	0.0311449717	-0.178138155	-0.0210149307	0.1717199517	-0.0609645407	-0.0134400612	-0.0007796865	0.003627921	-0.0013237358	0.0770665278	-0.0491351435	0.1374347127	-0.0894726913	-0.1570589278	0.0045570485	0.0203823498	-0.0319968661	0.0251036033	0.1106354842	-0.0025167575	-0.154108305	0.0487955077	0.07639524	0.021894385	-0.1658909391	0.068003665	-0.0881148663	0.0823862259	0.0583326823	0.0157058762	0.1431705453	0.0127177448	0.084719154	-0.0417208034	-0.0356505293	0.1023880833	-0.0080522157	-0.0609948735	0.0643808613	0.0388654672	-0.0086182217	-0.0342523951	-0.1466867294	-0.1815809197	-0.2024721845	0.0981790848	0.0364505036	-0.0311201597	-0.0212933242	0.0264178197	-0.037009048	-0.0970615844	0.0818331535	0.1459000024	-0.1181539895	0.0949597235	0.1679152587	-0.0277510724	0.0220547032	-0.0979899541	-0.0100059385	-0.0120436945	0.0560537033	-0.0996626099	-0.0387721808	-0.0678573958	-0.0019659088	0.0225557743	0.0891184363	0.0902766294	-0.1164399578	0.01047695	-0.0370672347	-0.1631792786	0.0435154574	-0.0747232877	0.1093675844	0.0414274816	0.0307213706	-0.1049783826	0.0952157953	-0.1352420989	0.0358637807	-0.0417237832	0.0519206682	0.1295195026	-0.0076579835	0.075496088	0.0831814744	-0.0399231772	-0.0893355887	-0.1086183199	-0.0736864994	-0.0771080968	0.0539558901	0.0509214807	0.0336213504	-0.0776658577	-0.0834410587	-0.0553241913	-0.1757132674	-0.0126837153	0.0382417905	0.1151428784	0.1118495955	0.1064303856	0.0	0.0	0.0083320708106242	0.008170072447129	6.942340399325582e-05	6.675008379133647e-05	0.1787015932504374	0.0566579662123274	0.0032101251353172	0.0319342594302447	0.1671543834048208	-0.0114410938049686	0.0279405878914458	0.000130898627454	-0.0018360048719089	8.405062011020018e-05	3.370913889673216e-06	7.064506740909186e-09	0.0002519995041108	-0.0003038149937573	6.350375007208911e-08	9.230355043174824e-08	2.3136161945069765e-07	-0.0001938020867233	3.755924881832461e-08	5.352819895484945e-14	0.0	0.0	0.0
648.2867922520963	-0.2674843883751236	0.071547898024414	420275.7650085127	751.5085469347365	1.3957777307388142	1.9481954736263936	564765.0961159591	617.0304956132439	-0.2317148520435239	0.0536917726575521	380726.6325167255	661.2527076609609	546.5466410745337	1.111391	16.394423	0.063383428076442	0.0342685496573916	-0.0181180684	0.0563292089	-0.0839061413	0.0261710063	0.0131651757	0.116058515	0.0231030969	-0.036806996	0.0468931686	-0.0332777614	0.0070855318	-0.1326407824	0.0512675607	-0.0607462696	-0.007291664	-0.0442272093	-0.0796786502	-0.0083596134	0.0351442485	-0.0918880166	0.0529303969	-0.0153518933	-0.114369111	0.0196660075	0.1232944951	-0.0288479166	-0.0047292343	-0.0451733357	-0.0436444328	-0.0391834901	-0.0512759337	-0.0456768245	0.0908839659	0.0399426901	-0.1001271958	0.0881777755	0.0594856317	0.1015070636	0.0239154484	0.0216817136	-0.0639742585	-0.0557546254	0.0706521696	0.0356025945	0.0259064482	-0.0511825215	-0.1460756668	0.1112024219	0.0119380332	0.0818749211	0.0532835843	0.0015275178	-0.0609893625	-0.1147877164	-0.0987977619	-0.0279434151	-0.0311354204	-0.0053629831	0.0554241543	-0.0651443385	0.0444875692	0.105987198	-0.0109004802	-0.0132116386	0.17858325	0.0461056895	0.0425077505	0.0671135836	0.0059805481	-0.0232016431	-0.0408405322	0.0727945512	-0.0279690605	-0.0497174904	0.0439193195	0.0150488025	-0.047924946	-0.0016049221	0.0155416171	0.1617586878	-0.0100887265	-0.0193589975	0.0621607782	-0.0883019176	-0.0225401202	-0.0719908336	0.0209437451	0.0584404567	-0.0831409587	0.0770506919	-0.1141451981	0.0697728188	0.0163975464	-0.0819408401	-0.0588035582	0.0377323074	0.0618141479	-0.0221935134	-0.0862388636	0.0435762748	-0.1738074967	0.1197029576	0.0398990974	0.0633805344	-0.026615847	0.0977010445	-0.0605121235	0.058644796	-0.0867811449	-0.1261720023	-0.0489248717	-0.0078179635	0.1147775772	0.1104045733	0.1032392285	0.0	0.0	0.0122819674740526	0.0039498966634284	0.0001508467250336	1.560168365176281e-05	0.1659416544964784	-0.012759938753959	0.0001628160370047	0.0275366326970286	0.1718962363899692	0.0047418529851483	0.0295483160850361	2.248516973276077e-05	-0.0013020008034925	0.0005340040684164	1.6952060922951156e-06	2.851603450852672e-07	0.0005559999783828	0.0003040004742719	3.09135975961674e-07	9.24162883576009e-08	8.616124091753502e-07	6.302507897246525e-07	3.9721605794854813e-13	7.423759436449511e-13	0.0	0.0	0.0
