global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
515.9420508370737	n/a	266196.19982196554	n/a	654.481802283819	n/a	428346.4295206759	n/a	488.8719144347267	n/a	n/a	238995.74872307476	540.6132273201541	507.8548197207244	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0491112361455634	n/a	n/a	0.0024119135157452	-0.0776500275313338	n/a	n/a	0.0060295267756168	-0.1183940201341187	n/a	n/a	0.0140171440035181	0.0004224451445325	n/a	n/a	1.784599001390848e-07	-0.0001616430787496	n/a	2.6128484907649384e-08	n/a	-0.0006769655851825	n/a	n/a	4.582824035214846e-07	0.0	0.0	0.0	0.0	0.0	0.0
513.521741450323	-2.4203093867506595	263704.5789421724	5.857897527593353	641.8366740624509	-12.645128221368054	411954.31617154885	159.89926773483882	489.8168327441206	0.94491830939387	0.8928706114277695	239920.5296394818	535.6449228917232	506.0294149039448	1.245527	35.831318	0.1373853340591151	0.0810970805002501	-0.0056436662	-0.0784454727	-0.0355779055	0.085314486	-0.0086570903	0.0270517284	-0.0558243985	0.0307045362	-0.0048127714	-0.0177564173	-0.0379532315	0.1342324296	-0.1212226928	0.0599677146	-0.1120677342	0.0507238205	-0.1140688371	0.0035432222	-0.1198226193	0.0352538976	-0.0408131284	0.0902657039	-0.031246128	0.1330511022	-0.1874762868	0.0040867288	-0.028405421	0.0143160599	-0.109088241	0.0592832377	-0.1122840262	0.0983911533	-0.0897452351	0.058007336	-0.0906187829	0.0295086237	-0.0827328112	0.0209950188	-0.0061515404	0.0868704804	-0.0676758701	0.0239785056	-0.0706173233	0.0327526736	-0.031818242	0.1695485584	-0.0983717722	0.0442072496	-0.0399314306	0.091905532	-0.0219561749	0.2344280117	-0.014313275	0.0571771678	-0.2192565857	-0.0774831474	-0.0393764578	-0.071290995	0.0317506775	-0.0788391683	0.0807183726	-0.0509684798	0.0199657279	-0.0363259039	0.1570692907	-0.1752054481	0.0263867111	-0.1286320003	0.0238501254	-0.1518509339	0.076307757	-0.0533283802	0.1816934019	-0.0045373617	-0.0755707991	0.0392448927	0.0143330296	-0.2252216994	0.0364571312	0.1158504512	0.1158311377	0.115798951	0.0	-0.0429214729872029	0.0061897631583604	3.8313167956596944e-05	0.0018422528433911	-0.0323144988898747	0.0453355286414591	0.0020553101572005	0.0010442268385037	-0.0702913479604632	0.0481026721736555	0.0023138670702461	0.0049408735980989	-0.0002290330696981	-0.0006514782142306	4.244238636170916e-07	5.2456147015334745e-08	-0.0001049278019018	5.671527684779999e-05	1.1009843611943383e-08	3.216622627922597e-09	-0.0006300116745481	4.69539106344e-05	2.204669723863221e-09	3.9691471006690106e-07	0.0	0.0	0.0	0.0	0.0	0.0
511.7533682962374	-1.768373154085623	261891.5099625444	3.1271436120907343	639.587028503418	-2.249645559032956	409071.567029832	5.060905141276701	489.441389408934	-0.37544333518656	0.1409576979360076	239552.8736665478	534.8006269937749	505.950969231647	1.037504	29.846916	0.2323944641165068	0.1266528481193088	0.0899278134	0.0528175458	-0.1152938924	-0.0171794316	0.1661592986	-0.1083905038	-0.0552320438	-0.0280432223	0.1054990966	0.1100666399	0.0675148808	0.0211889613	-0.1770544045	0.0979727251	-0.0941957861	-0.0072327554	-0.0676191448	-0.0117760343	-0.0031736016	-0.0884339764	-0.0438271125	-0.0770164019	-0.0109815499	0.0353697884	-0.0981346606	-0.0582047913	0.095343335	0.0871236789	-0.0062220095	0.0463661106	-0.0810338312	-0.0023653671	0.0595648779	-0.0558953514	0.0790696581	-0.0126186751	0.1363436188	0.038576722	-0.0979392216	-0.0983518836	-0.1020537762	0.0092370085	-0.018765319	0.0286669374	0.06952005	0.1799590953	-0.043314705	-0.0121348047	0.0118478757	0.1012321346	0.0303283734	-0.0285363284	0.1363110028	0.0115210011	-0.1277236721	0.1207373048	-0.0156802216	-0.107713102	-0.0211892062	0.0311767352	-0.0336945692	-0.072005047	0.1148018335	0.0587938618	0.0820345745	-0.0720988363	-0.035149846	-0.1081746127	0.0112780087	-0.1115170365	0.0128101212	-0.0036182436	-0.0220466616	-0.0661530957	-0.0859770294	-0.0714582049	0.0188923957	-0.1312170053	0.128186845	0.115798951	0.1156251942	0.1153357926	0.0	-0.0538449551784196	-0.0109234821912167	0.0001193224631818	0.002899279198166	-0.1006384453212234	-0.0683239464313487	0.0046681616559538	0.0101280966766728	0.0301105336991582	0.1004018816596214	0.0100805378407926	0.0009066442396481	0.0003530332509319	0.00058206632063	3.38801201611746e-07	1.2463247626354586e-07	0.0001599252930515	0.0002648530949533	2.5576099357608157e-08	7.014716190634176e-08	-0.000422028013445	0.000207983661103	4.3257203285849145e-08	1.7810764413233312e-07	0.0	0.0	0.0	0.0	0.0	0.0
512.0110318743912	0.2576635781537675	262155.2967610788	0.0663905195070026	636.6814784524429	-2.90555005097508	405363.3050043885	8.44222109872129	489.205022635646	-0.2363667732880117	0.0558692515145863	239321.55417194293	533.6103675867695	502.599718497456	1.23097	35.412529	0.1375884809327742	0.0779510002131779	-0.1351172639	-0.0308446567	-0.0366287746	-0.0905914016	-0.1169774349	-0.0150785372	-0.0358864278	-0.0294054117	-0.0590359084	-0.1737420514	0.0379783139	-0.1343283385	-0.0348913717	0.1161796154	-0.0007933225	0.0755835971	0.0290836357	0.0281086542	-0.153128229	0.009100784	0.195378236	-0.008440995	0.0895406411	-0.1103868565	-0.090946463	-0.0666103762	-0.0835066642	0.0378845209	0.0074241952	0.1206652184	0.0890537045	-0.0824589522	-0.0116562182	0.0427945215	0.0946689536	-0.0012208507	0.051040251	0.0391470472	0.1604091199	-0.0144857521	0.0596826533	-0.0210706093	0.0265862065	-0.0877401049	-0.1173736256	0.1133814055	0.0537412484	0.0268125705	-0.1101974852	0.1038547403	0.0025033574	-0.0040063392	0.0209732148	0.0768882159	0.0152054953	-0.061514285	0.1127453649	0.0003653838	-0.0855410973	0.01769806	0.1153717132	-0.0830054323	-0.0328227894	0.0116754269	0.0366746451	-0.0245189684	0.0059557784	-0.0902098643	-0.0557885126	-0.0587416835	-0.1406717063	-0.1381495445	-0.0645940705	-0.0761936534	0.0823254279	0.1689003048	0.0801853209	-0.0383142896	-0.1264656429	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0537073979445636	0.000137557233856	1.8921992586114407e-08	0.0028844845939757	-0.0565800042802067	0.0440584410410167	0.0019411462269647	0.0032012968843482	-0.0299862130433581	-0.0600967467425163	0.0036116189690341	0.0008991729726816	2.002290842831236e-05	-0.0003330103425035	1.1089588821435676e-07	4.0091686192858216e-10	6.899322080178294e-05	-9.093207224971706e-05	4.760064516603574e-09	8.268641763627764e-09	-0.0006640003169994	-0.0002419723035544	5.8550595687422703e-08	4.408964209753037e-07	0.0	0.0	0.0	0.0	0.0	0.0
511.4674898551107	-0.5435420192804372	261598.9931786878	0.2954379267234552	636.7003216000658	0.0188431476228743	405387.2995256272	0.0003550642123374	487.93282043958345	-1.2722021960625511	1.618498427666378	238078.4372621268	532.7414866240197	502.0870466259943	1.168243	33.608009	0.0800588587131474	0.0584198935087424	0.0557572926	-0.0610533993	0.0081621328	0.1729110522	-0.0160895503	0.0246627089	0.0266430952	0.0559969039	-0.0987441372	0.0207746015	-0.1454382991	0.0368374999	-0.0504301939	-0.0823834971	0.0704500036	-0.0623848113	0.0334958149	-0.1047799257	-0.0667773255	0.040326621	-0.0256975991	0.0141593734	-0.0789902779	0.1056951775	0.0589767982	-0.0264728391	-0.0843696425	0.1762878916	-0.0424067405	0.0099828125	-0.001397281	-0.0491812221	0.0571314925	0.0136559301	-0.0760502412	-0.0157833004	0.0049857847	-0.0530310641	-0.0632307422	0.1372204922	-0.0186025934	0.021791386	0.0347748416	0.0490391765	-0.0843350692	-0.0315705991	0.1212872856	0.0829966325	-0.0359994605	-0.0287396911	0.0326042241	0.1080818253	0.0653915257	-0.0114782292	-0.0221161984	-0.0614217027	-0.0872992421	-0.0606099604	-0.0367543721	-0.1098885261	-0.0784666847	-0.0708585737	-0.0132278931	-0.0486981184	0.068218788	-0.0057539204	0.0144553111	-0.0949715145	0.1766533738	0.0031102774	-0.0249634086	0.0003392732	-0.0430384988	0.0118366365	-0.001941105	0.0888321398	0.0096114441	-0.1475908215	-0.0300812566	0.1155415645	0.1145973067	0.1130292557	0.0	-0.0540560230140698	-0.0003486250695062	1.2153943908820598e-07	0.0029220536240976	-0.0014494487908081	0.0551305554893986	0.0030393781485696	2.100901797175064e-06	-0.0113074773042143	0.0186787357391438	0.0003488951688127	0.0001278590429853	3.004385957477301e-05	1.002095114646065e-05	1.0041946187975101e-10	9.026334981486799e-10	0.0001219895225668	5.299630176501706e-05	1.4881443616075809e-08	2.8086080007687503e-09	-0.0007190019123899	-5.5001595390499975e-05	3.025175495500268e-09	5.169637500203334e-07	0.0	0.0	0.0	0.0	0.0	0.0
511.8674318361552	0.3999419810444919	262008.26777454105	0.1599535882017927	636.4101915599114	-0.2901300401543949	405017.9319213231	0.0841754401999908	487.5228679429824	-0.409952496601079	0.1680610494694577	237678.54676735064	532.7153239240257	512.3788173620252	1.03375	29.73892	0.1064423802734408	0.0691186723113301	0.0663997345	0.0337697437	-0.0009646055	-0.0761078799	0.1035502179	0.1172337139	-0.0230973584	-0.0014205107	0.110105643	0.116195039	0.0680470726	-0.0816521964	0.0762832458	0.0395402003	-0.0541915049	0.0633574746	-0.0395737481	0.165930884	-0.0163708494	-0.0146490653	-0.021559182	-0.0655317649	-0.0092728882	0.0681236771	-0.03135935	0.1957342085	-0.0285597902	0.1268127501	-0.002197712	-0.0844434257	0.0181843554	-0.0372529832	-0.1722780636	-0.0610232412	0.17695575	0.0086308712	-0.1238609746	-0.0109618261	-0.057390294	-0.087801111	0.0391506634	-0.0599165795	-0.0544341066	-0.1731371051	0.0682894343	-0.0294473253	0.0178541787	-0.0312189507	0.0946791188	0.002870474	-0.085797789	0.1444738519	-0.0808750237	-0.1295090486	-0.061174186	0.0814705169	-0.0286777221	-0.0631162611	0.0146447307	0.1639655112	-0.0042506968	0.0401127296	0.0600312704	-0.0954719625	0.124214031	-0.0297468155	-0.1209450108	-0.1528936466	0.0622542996	0.0800317951	-0.0380697622	0.1085642679	0.0692951514	-0.1039897169	-0.0655480889	0.0203441955	-0.0297636756	-0.0462397222	0.01004588	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0252115810934014	0.0288444419206684	0.0008320018297148	0.0006356238212291	-0.0608697764412653	-0.0594203276504572	0.0035307753380876	0.0037051296840096	-0.0114338721855347	-0.0001263948813204	1.5975666023998127e-08	0.0001307334331551	1.9014509074851424e-05	-1.1029350499921586e-05	1.2164657245012054e-10	3.615515553576072e-10	6.899602280352468e-05	-5.299349976327532e-05	4.7604511627044974e-09	2.808311017160261e-09	-0.0004220004462332	0.0002970014661567	8.820987089922943e-08	1.780843766210199e-07	0.0	0.0	0.0	0.0	0.0	0.0
512.3282384546349	0.4608066184796371	262480.2239180292	0.2123427396346378	632.8407033795687	-3.56948818034266	400487.3558539473	12.741245869605953	487.5937842147796	0.0709162717972162	0.0050291176056166	237747.69840488903	532.9106754353402	507.7061583173448	0.891001	25.632313	0.0687713593744506	0.0369641575941668	-0.0065143249	0.0495501901	0.0002375721	-0.0791071112	-0.0018366893	-0.057985372	0.0028648266	-0.0613189623	-0.0267173053	0.0045898557	0.1222216851	-0.0297866509	0.0252902357	-0.0380249216	0.1600546162	0.012814059	-0.0399872386	0.1766394722	0.0349044068	0.1457050073	0.0170419682	-0.0349096259	-0.0103916457	0.0009887815	-0.060770566	0.0106811846	0.0056490053	-0.054579276	0.0835761884	-0.0954594279	0.0499196199	-0.0148026055	-0.0658916349	0.056316515	-0.0237583469	0.0610964797	0.1716746764	0.1571174007	0.0352496336	-0.0978244214	0.0240714785	0.0012570312	-0.0493203813	0.0652989765	-0.1376228428	-0.1622545083	-0.0877544297	0.0466757065	0.0040429165	0.1101065453	-0.0433590109	0.0030511125	-0.1302734987	-0.1233915106	-0.0405363006	0.0613097846	0.0578799898	0.0293149327	0.0556619077	-0.0786680767	0.1333390581	0.1237692407	0.0532547596	0.0784151295	0.0154301582	0.0119550037	0.0236400515	-0.0394049797	-0.1282713659	-0.0256513741	0.0560853454	0.1080191051	0.0481615606	-0.0555228628	0.0021971991	0.1950769011	-0.0615242618	-0.1274588863	0.1916708182	0.1150787493	0.1127547821	0.1089162049	0.0	-0.0018879863814476	0.0233235947119538	0.0005439900702874	3.564492576531602e-06	-0.0502841237038893	0.010585652737376	0.0001120560438763	0.002528493096668	-0.0114204142560936	1.3457929441100178e-05	1.8111586484163092e-10	0.0001304258617807	0.0001540025450992	0.0001349880360243	1.8221769869710827e-08	2.3716783897031132e-08	0.0002309984205326	0.000162002397729	5.3360270288555924e-08	2.6244776869969513e-08	-2.2017800073028285e-05	0.0003999826461601	1.5998611722929313e-07	4.847835200558442e-10	0.0	0.0	0.0	0.0	0.0	0.0
513.1693374112281	0.8410989565932141	263342.7688590788	0.7074474547821935	637.7884677906133	4.947764411044545	406774.1296466981	24.480372667198974	487.5572036649168	-0.0365805498627764	0.001338136628263	237712.0268455532	533.8129419704758	512.9220939967943	0.984826	28.33147	0.0879739781545079	0.0537370502333493	-0.0926069715	0.0816114902	0.039153028	0.0320706273	-0.0996703046	-0.1126582144	-0.0585740291	0.1067012311	0.1173131554	-0.0515325889	-0.0209397768	-0.0261855645	-0.0379400238	-0.0694918306	-0.052433612	-0.1195336575	0.0121395079	0.0298188852	0.1785487612	0.1008917048	0.1616705841	-0.0566048254	0.197885368	-0.1413555866	-0.1037710853	-0.080642852	-0.0722230796	-0.0428148179	0.0606010113	0.1045913635	-0.0604673286	-0.0298516918	-0.083234913	-0.1541333566	-0.1324229471	0.0308416885	0.0600480938	-0.0859539115	0.0632356333	0.0560022665	-0.1265448662	0.0900207407	-0.0363137649	-0.0077506032	0.0330548687	-0.0622725068	0.0113026611	0.043272742	-0.0455888048	0.1801463577	-0.0838637885	-0.1264135857	0.0405245536	-0.0238321855	0.0281874792	-0.049775103	0.0627725549	-0.0172959268	0.1497110402	0.0055846089	-0.0710620553	0.0671498238	-0.0357186372	0.04062284	0.0316763805	-0.1546706697	0.1366247373	-0.0571699917	-0.0573017325	-0.0802207915	-0.0188244068	-0.0920171148	-0.0899366075	-0.0059177681	0.1683564393	-0.0430060683	-0.0130245043	-0.003229609	-0.0239888703	0.1147705489	0.1115319001	0.1062016776	0.0	-0.0019306873703612	-4.27009889136e-05	1.8233744541993894e-09	3.727553722072245e-06	-0.0781338092110246	-0.0278496855071352	0.0007756049828463	0.0061048921418247	-0.0571511533079558	-0.0457307390518622	0.0020913004942295	0.0032662543244294	5.199991587740418e-05	-0.0001020026292217	1.0404536368159154e-08	2.7039912512571113e-09	6.900001588827642e-05	-0.0001619984046443	4.761002192582399e-09	2.6243483107306e-08	9.98218192789079e-07	2.3016018265817364e-05	5.297370968124385e-10	9.964395604150948e-13	0.0	0.0	0.0	0.0	0.0	0.0
512.5903102350795	-0.5790271761485428	262748.82614689507	0.3352724707185556	639.8053608803294	2.016893089716177	409350.8998112086	4.067857735344868	488.8630020799578	1.305798415041011	1.7051095007236157	238987.03480262888	534.6619696069221	514.5574079707048	1.073184	30.873363	0.1561397010396714	0.0973165637066438	0.0265647987	-0.056469172	0.0994659082	0.0057111184	0.0403713327	0.1382209712	-0.1131434464	0.0213486109	0.0444725651	1.94992e-05	-0.0451542239	-0.1186729434	0.1005756733	0.1673885858	-0.0132648054	0.0424808883	-0.0675620974	0.029146932	0.0386088175	-0.0195706466	-0.0090788861	0.1126885981	0.0106657527	-0.0728301363	-0.0585115468	0.1293377384	0.0584920389	0.05562702	-0.0676463607	-0.0393890024	-0.0654357485	0.1226340199	0.0186942507	0.0474952175	-0.0007953883	-0.095539935	0.0203100871	0.0401206068	-0.0294846791	0.0276056258	0.1074555183	0.030977033	-0.0425422793	-0.129260521	0.0241089945	0.1330464848	0.0352351659	-0.0731548938	0.0475001963	0.0982831447	-0.0684280981	0.0799085166	0.0061814583	-0.1170393003	-0.0179748918	-0.0303645783	-0.0637810431	0.0307395962	-0.0075456823	0.1627740526	0.0871057554	0.0357543973	-0.1701432686	0.0520970273	0.0573181881	-0.057166162	-0.1060805314	0.1203065262	0.0823062465	-0.0472192161	-0.1113635362	-0.0338541992	-0.0782508225	0.011657087	-0.0800761051	0.016248738	-0.0358777861	0.1344448198	0.0732561272	0.1144113283	0.1101107184	0.103062378	0.0	-0.0184790088548396	-0.0165483214844784	0.0002738469439536	0.0003414737682572	-0.0549808702728711	0.0231529389381534	0.0005360585814738	0.0030228960959622	0.0253848217766829	0.0825359750846387	0.0068121871831721	0.0006443891766339	-0.0005280033718123	-0.0005800032876897	3.364038137308657e-07	2.787875606451579e-07	6.897382317405665e-05	-2.619271421977487e-08	4.757388283246034e-09	6.860582781987967e-16	9.901804843688164e-05	9.801983024409256e-05	9.607887121080722e-09	9.80457391624864e-09	0.0	0.0	0.0	0.0	0.0	0.0
511.90559006308456	-0.684720171994968	262047.3331378348	0.4688417139368186	635.990027652913	-3.8153332274164313	404483.315273953	14.556767636227882	488.4883576692742	-0.3746444106836293	0.1403584344564838	238620.87557842475	534.3789997362873	510.2886338164841	1.073453	30.881083	0.0503702152023687	0.0253056675846673	-0.0102199675	0.066011813	-0.0515961972	-0.0511045673	0.0691617568	-0.0627036853	0.0911817975	0.0251117467	-0.0451229142	0.0770540416	0.1131119013	0.0224173002	-0.0575880151	0.0706985543	0.0790032065	-0.0488940975	0.0757400706	-0.0404277769	-0.082887275	0.0669073042	-0.1054227975	-0.0507870062	-0.0840097522	-0.1718640289	-0.0472683951	0.0186400582	0.1001076098	0.0353485329	0.0041443058	-0.1225788621	-0.0522664411	0.0659914199	-0.0806994247	0.1014546262	-0.0831916856	0.0084264707	-0.066412308	0.0564206688	-0.0053830874	-0.0978872491	-0.0374780075	-0.0159933356	-0.0494508192	0.1043729039	-0.1618482101	0.0746115164	-0.0168010473	0.0480231759	-0.0215308559	-0.0350554	-0.1137857922	-0.0622798076	0.0360187302	-0.085699461	0.0022907185	0.0852432122	0.0507060457	0.077131356	0.0837941799	-0.1156461154	0.0515550963	0.1213476002	0.1064952408	0.117094627	0.0488954283	0.0390565383	0.0777094199	-0.0245842412	0.031255625	0.0785971442	-0.0628457515	-0.0165681688	0.0702360699	0.0896762455	-0.1362710862	-0.1089493457	0.0148082962	-0.0375854146	0.0630197224	0.1140012473	0.1084937639	0.0995108621	0.0	-0.0133343729086874	0.0051446359461522	2.646727901844134e-05	0.0001778055008679	-0.0511722967530658	0.0038085735198052	1.450523225576212e-05	0.0026186039549838	0.0347516444817159	0.009366822705033	8.773736758752175e-05	0.0012076767941835	-0.000233015347677	0.0002949880241353	8.701793438324836e-08	5.4296152253033194e-08	6.894813719870996e-05	-2.5685975346689816e-08	4.753845623172132e-09	6.597693295107569e-16	0.0004450079989538	0.0003459899505169	1.197090458586996e-07	1.9803211913286526e-07	0.0	0.0	0.0	0.0	0.0	0.0
