global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
621.7260230690138	n/a	n/a	386543.2477612118	905.9894566553544	n/a	820816.8955706643	n/a	585.3079544326006	n/a	n/a	342585.40152207523	685.495403193992	554.7378452533462	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0163109644930301	n/a	0.0002660475626928	n/a	-0.1700619169791224	n/a	n/a	0.0289210556066139	-0.1344783946224694	n/a	0.0180844386202366	n/a	0.003874952898886	n/a	1.5015259968585016e-05	n/a	-0.0007358170222095	n/a	n/a	5.414266901732559e-07	-0.0001620758973105	n/a	2.6268596489003736e-08	n/a	0.0
615.5273431880549	-6.198679880958821	38.42363226660366	378873.9102121456	872.2449707087555	-33.74448594659884	760811.2889267178	1138.6903318002069	584.3043367030257	-1.0036177295748985	1.007248547117074	341411.5578899628	674.8916651756252	540.3049861162795	1.536549	26.569366	0.1857888147598629	0.1095140398152894	-0.0817895863	-0.1512921692	0.1263350228	-0.0584268187	0.1373262831	0.2098834719	0.1659285276	-0.1359800491	0.1639920087	-0.0468785039	0.1546400211	-0.0992522704	-0.0982956343	0.2273372123	-0.0480030978	0.1066480446	-0.1017525545	0.0925598478	-0.1244612995	0.1657286928	-0.0444862459	0.0927456153	-0.1264757596	0.0372902574	-0.1184298335	0.1181938174	-0.0238074957	0.0260388027	-0.1092740122	0.0559726771	-0.1330086049	0.0191204205	-0.0194460102	0.0531529217	-0.0186950785	0.090243691	-0.0033820637	0.0141924472	-0.1272947437	0.0992268772	-0.1229126874	0.0574969288	-0.0112894547	0.1277535729	-0.0246330694	0.1064641998	-0.0203434918	0.0012190197	-0.2908097253	0.0040140536	-0.1929965038	0.1309430517	-0.1420394613	0.2090696765	-0.1892306032	0.1582391074	-0.1114250086	0.0288148938	-0.1346885631	0.1156253498	-0.0091061415	0.0916007785	0.1377679273	0.2050905313	-0.0361480687	0.022944637	-0.1006920751	0.0386417485	-0.1996291736	0.0830966491	-0.0411718418	-0.0728312071	-0.1370716305	0.0958109588	-0.0221405884	0.2271711858	-0.0446837858	0.075322166	-0.0967634392	0.0174808021	-0.1381131406	0.0214629526	-0.008078474	0.0199737425	-0.0606200585	0.1357677717	-0.0328693341	0.0591464309	-0.0168050988	-0.0439461537	0.0926012703	-0.0890776059	0.1270528028	-0.0918930766	0.0995940982	0.1158504512	0.1158311377	0.115798951	0.0	0.0003113234219824	-0.0159996410710477	9.692227307483149e-08	0.0002559885144023	-0.1074586577908007	0.0626032591883217	0.0039191680610001	0.0115473631342004	-0.0483449585220654	0.086133436100404	0.0023372350145002	0.0074189688144623	0.0036990097121646	-0.0001759431867214	1.3682672850688035e-05	3.0956004953681453e-08	-0.0006549977980059	8.081922420360001e-05	6.531747000871765e-09	4.290221153925778e-07	2.211259766289435e-06	0.0001642871570767	4.889669754010406e-12	2.6990269980373683e-08	1.0
615.0649014397815	-0.462441748273477	0.2138523705462299	378304.8329831281	865.8351123711279	-6.409858337627611	749670.4418147238	41.0862839084542	585.0998196359408	0.7954829329150925	0.6327930965591976	342341.7989380104	673.0395418106149	541.3534904705581	0.980512	16.954609	0.0433528351993152	0.0304459890332583	-0.0705192077	-0.148303154	0.0539736524	-0.0638666211	0.1576235295	0.0092840291	0.0765748107	-0.1117639272	0.2712481041	-0.0034750676	0.000461622	0.1530753928	0.0494439863	0.0390349169	-0.0206333256	0.1340237112	-0.0020378593	0.0511947773	-0.0795209398	0.1176742212	0.0511901583	0.0884182261	-0.0720704588	0.1455326116	-0.0610947177	0.0316209521	0.0310639008	0.0968206742	0.0288151397	0.1531908441	-0.0344352274	-0.0726931379	0.0349658425	0.049132181	0.059502645	-0.0827613013	-0.057391108	0.041356708	0.0830440871	-0.0373419128	-0.027333758	-0.0610420761	0.1273317208	0.0813275686	0.0334058219	0.0299796681	-0.0482180741	-0.1469725525	-0.0904411131	0.1008077927	-0.2297322426	0.0208020457	0.176761259	0.0391046198	-0.1294980239	0.0917919588	-0.0414725998	0.022869959	-0.1102129103	0.0250051913	-0.1345383307	0.0318133693	0.0140007585	0.0995079704	0.1648826106	0.0681844286	0.0152877813	-0.0180033113	-0.0421468275	-0.0975180857	-0.0582051587	-0.0854915644	-0.1355733233	0.0429634574	0.0101666632	0.191557507	-0.034583955	0.0439134648	-0.0389022549	0.0634515308	-0.0822390526	0.1256256829	0.010938608	-0.0647058354	-0.123845484	0.0893216229	-0.0545339644	0.0191411263	-0.0373563798	0.0610458623	0.0136922523	0.0972046576	0.0819705118	-0.0302098259	0.033810588	0.115798951	0.1156251942	0.1153357926	0.0	0.0003564366001	4.511317811759999e-05	1.270470498908473e-07	2.035198839870302e-09	-0.0814055363551062	0.0260531214356945	0.000678765136543	0.0066268613492625	-0.0510987229102823	-0.0027537643882169	0.0026110794830618	7.583218305811608e-06	0.0034480079847442	-0.0002510017274203	1.188875906285976e-05	6.300186716802467e-08	-0.0006939977313047	-3.899993329879996e-05	1.520994797310846e-09	4.816328510560705e-07	2.1961965397639463e-06	-1.5063226525488527e-08	4.823279241271131e-12	2.2690079335818117e-16	0.0
612.4127665461148	-2.652134893666698	7.033819494204469	375049.3966286661	860.3574707200166	-5.477641651111298	740214.9774237443	30.00455805798931	583.3989664885958	-1.7008531473450148	2.8929014288334427	340354.3540999617	669.3227589359022	535.926882497726	1.009272	17.4519	0.0559751704121682	0.0307004930217197	-0.0534437281	-0.0282869452	-0.0475152671	0.0098246763	0.0874178746	-0.0946622478	-0.065077756	0.1007678558	0.036951996	3.30041e-05	-0.0563360268	-0.0292865864	-0.0496575619	0.0190790563	0.0807669856	-0.0103818752	-0.1575493365	0.1407737058	0.0229278876	0.0664192108	0.0600124748	0.0780448257	0.1286112001	0.0952794057	0.1471087768	-0.0249709268	0.0592128723	-0.0201869225	-0.0574895157	0.011448925	-0.0238513649	0.0419378884	-0.0586332174	-0.0444338305	0.0158222479	-0.0192582275	0.0416839952	0.0744092738	0.0192977548	-0.1258485551	0.0800553697	0.1488661119	-0.05860005	0.0846504104	-0.0256433196	-0.1408407918	-0.0886207184	-0.1027350885	-0.0342230582	-0.0016133621	-0.0367696264	0.1363453133	-0.0774550156	-0.1578219654	0.0019492348	-0.059951808	0.048445629	0.0545669983	-0.1091317222	0.0035378365	-0.0095797296	0.0814041326	-0.0383335569	0.0859470413	-0.0560470562	0.0692593305	0.0046706121	0.1159926987	-0.0430550702	0.0057792008	0.0114790402	-0.0737413858	-0.0889788381	0.0072160615	0.0376626944	0.1734971929	0.0194937672	-0.1095192231	-0.0963339636	0.0486853107	-0.0188177233	-0.0118881252	-0.0101709228	0.0451056719	-0.0849563884	0.052892743	-0.0582800123	0.0128436702	-0.0878677234	-0.0918076612	-0.0317228015	-0.0516187348	-0.0132489207	0.1233748816	-0.1106825334	0.1156959735	0.1152136733	0.1144113283	0.0	-0.004940469833599	-0.005296906433699	2.440824217670173e-05	2.8057217767361854e-05	-0.0711250391892832	0.0102804971658229	0.0001056886219764	0.005058771199677	-0.0260673531511343	0.025031369759148	0.0006795069003059	0.0006265694720191	0.0032759603188236	-0.0001720476659206	1.0731916010506822e-05	2.9600399348726444e-08	-0.0006942189866545	-2.2125534980001717e-07	4.895392981512794e-14	4.819400014316008e-07	-0.0001328628232598	-0.0001350590197995	1.7652529804564847e-08	1.8240938829219002e-08	0.0
614.7741940387324	2.361427492617622	5.57633980289035	377947.309655973	864.26680558546	3.909334865443384	746957.1112368953	15.282899090171242	586.99518111924	3.5962146306442264	12.932759669659587	344563.3426572094	673.2694698142135	535.8093016053614	0.933924	16.149023	0.069425108708311	0.0367993313167337	-0.0495031748	0.0245006299	-0.015231376	0.0248287477	0.0836667783	-0.0204903381	-0.0473602598	0.0674085265	-0.0524689835	0.0358291056	-0.0413457016	-0.0053927914	0.1074973385	-0.0731427179	0.0651458008	0.1671190521	0.0025640074	-0.0448459522	0.1003760775	0.0574161694	0.0307175323	-0.0458708853	0.1742052429	0.0465813773	0.0373733103	0.0347760048	-0.059873363	0.0922071297	-0.1887423303	0.0882681304	0.0589599379	-0.1675575264	-0.1406775351	0.0669815674	0.0656960721	0.0903091552	0.0033415478	0.0778073631	0.1427228777	-0.0183323081	-0.0400093511	-0.0795769733	0.0389836328	0.0539625321	0.0105669567	-0.072482809	0.0614538702	-0.0714189741	-6.70926e-05	0.0612312995	0.0464683562	-0.0208537987	0.0062064657	-0.1517217776	-0.1516828847	2.03754e-05	0.0713870205	0.0666151978	0.0928936931	0.0084005777	0.0256686127	0.2203262231	-0.0062285295	0.0766193135	0.0406440128	-0.0168518556	-0.1160937009	-0.1413972481	0.0467943931	-0.1359571043	-0.0482185117	-0.0706492853	-0.0816230148	0.0585677201	-0.0259027965	0.0988645756	0.0128430018	-0.1271402622	-0.0445049332	0.0592947512	0.0574503765	-0.0033029393	0.0051603341	0.059081601	-0.017052263	0.0556264513	-0.0963446745	-0.0609303071	-0.171568641	0.0161540559	-0.1502333442	0.0210797132	-0.1260809629	0.0674178583	0.0532096453	0.1155415645	0.1145973067	0.1130292557	0.0	0.000332790399085	0.005273260232684	1.1074944972315357e-07	2.780727348160651e-05	-0.0470435954077146	0.0240814437815686	0.0005799159346048	0.0022130998688847	-0.0306246930013927	-0.0045573398502583	0.0009378718214295	2.0769346510753248e-05	0.0028338884527808	-0.0004420718660428	8.030923762804356e-06	1.954275347465633e-07	-0.0008059125083366	-0.0001116935216821	1.2475442785749747e-08	6.494949710933904e-07	-0.0002893587324109	-0.0001564959091511	8.372847602244285e-08	2.4490969581029355e-08	0.0
614.3915076805613	-0.3826863581710995	0.146448848730259	377476.9247099932	865.8975753502652	1.6307697648052226	749778.6109974682	2.659410025802881	586.3331252275888	-0.6620558916512209	0.4383180036700931	343786.5337391513	674.1370295476696	533.1987743446049	0.983237	17.001717	0.052614482815206	0.0257395148252465	-0.076343358	-0.01800186	0.1350610616	0.0123484352	0.0083055482	0.055322567	0.031957326	0.0777554774	-0.141420879	0.147141999	-0.049452687	0.1984958029	-0.0396161337	0.0175239468	0.1554734111	0.0953078552	-0.0263583071	-0.0671567199	-0.0742725823	0.0332957939	-0.1747767287	-0.0058282572	0.0976794811	0.1423202058	0.0002512995	-0.0512888979	-0.0383179806	0.0600488496	0.0493217174	-0.0203011521	0.1744980517	-0.1112366092	-0.0571871405	0.1393794582	-0.0639591434	0.0560494317	-0.0819839777	-0.052361057	-0.0501034607	0.1213921507	0.1418309162	0.0521925342	0.0171925205	0.0643664312	0.0073934832	0.0517902933	0.0616977711	0.0259290507	0.0584733853	0.0809304849	0.0888301322	0.1791145869	0.1496856581	-0.1964412493	0.0001124449	0.0166844371	-0.0690148326	0.0232206413	0.1549065038	0.0516944838	0.0553405894	0.1460007739	0.0451667316	-0.0268920592	0.0732177876	-0.1536522438	-0.09117083	0.1340921865	-0.1787198315	0.0398259108	-0.0387655135	-0.0749461593	-0.0803939779	0.1052858042	-0.0990442255	0.0715440849	0.0111380134	-0.0274099298	-0.0530548578	0.0337661696	-0.0672072199	0.0664868389	-0.0067946951	-0.0076154528	0.0308902659	0.037294174	-0.0078100884	-0.1186255623	-0.0094025892	-0.0876996768	-0.0570122542	-0.0161258747	0.0947192823	0.0684598032	0.1307124662	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0158733859181694	-0.0162061763172544	0.0002519643805071	0.0002626401508259	-0.0419468937943889	0.0050967016133256	2.5976367335276773e-05	0.0017595418989977	-0.0315105533291486	-0.0008858603277559	0.0009929149711091	7.847485202917924e-07	0.0031828955960549	0.0003490071432741	1.0130824375385678e-05	1.2180598605634829e-07	-0.0006140695997012	0.0001918429086354	3.680370159369043e-08	3.7708147327719204e-07	-0.0003570235716388	-6.766483922789995e-05	1.2746583070572533e-07	4.578530467737548e-09	0.0
615.2350388256991	0.8435311451378311	0.7115447928175407	378514.1529988595	869.9294051560969	4.031829805831649	756777.1699552406	16.25565158319247	589.6003353312864	3.267210103697608	10.67466186170373	347628.5554227653	676.9096281190986	529.5054227288906	1.044264	18.056974	0.1263189247049021	0.0710375996284684	-0.0106596101	-0.0864487384	0.1233874874	0.0338920589	0.0160433028	0.1050067344	0.156559737	0.0196878534	-0.0854231722	-0.0036226791	-0.0465050957	-0.0257287507	0.1498612234	0.0664648448	0.1702121011	-0.09047069	-0.0097937841	-0.1623071799	-0.1158993563	0.1707547647	0.0497898963	0.0147178746	0.0164884312	0.0425826964	-0.0086876594	-0.0528924998	0.0045727407	-0.1828799367	0.0431896582	-0.1126993426	0.1049496637	0.1297159526	-0.061724969	0.0106871684	0.0200615367	-0.1449566574	0.0357121672	-0.0130161586	-0.0359046443	0.0559153979	0.106555717	0.0250057177	-0.0208375194	0.0812303298	0.0607728675	0.1521120587	0.0749034074	-0.0003629184	-0.0749531867	0.1823409246	0.0902443741	-0.0043247766	-0.0418026777	-0.06959966	0.0393248471	0.0519880426	0.0595705782	-0.0185523972	0.0304229488	0.0732958892	0.0464423399	0.0331245089	-0.1824221287	-0.1357248669	-0.0724342401	0.0095407723	0.0408907125	0.2075921204	0.0326638448	-0.0256040105	0.048909644	-0.0536761246	-0.0657092028	0.2338022317	0.0074131841	0.0677418691	-0.0169837388	0.0359735374	0.0586939789	0.139768094	-0.0380657701	-0.1383730974	0.1784308225	-0.0728916226	0.1075253222	0.034348898	-0.1260220138	-0.1313082507	0.0631453026	-0.1464888273	-0.0628932492	0.0862361277	-0.0767450105	-0.1522219706	0.2271670319	0.1150787493	0.1127547821	0.1089162049	0.0	-0.0162650327865918	-0.0003916468684224	0.0002645512915489	1.533872695450746e-07	0.0187209664132126	0.0606678602076015	0.003680589262169	0.0003504745834446	-0.0115065726367831	0.0200039806923655	0.0001324012138455	0.0004001592435405	0.0028060040637042	-0.0003768915323507	7.873658805524483e-06	1.4204722715765896e-07	-0.0004439989560576	0.0001700706436436	2.8924023829348397e-08	1.971350729802386e-07	1.1229910971536671e-06	0.0003581465627359	1.261109004286397e-12	1.2826896039957838e-07	0.0
614.0396547831934	-1.1953840425056796	1.4289430090772206	377044.6976462634	862.5248261061101	-7.404579049986751	743949.0756493756	54.827790907502695	586.2282943466962	-3.3720409845901718	11.370660401755853	343663.6130926367	673.5710227347945	529.4958564312227	1.135787	19.639553	0.1608813142176216	0.1136144228714145	-0.0084744288	-0.1237501001	0.027518924	0.0818644386	0.0695123335	-0.0536626821	0.1559477996	0.0289471422	0.0376370048	-0.0513863185	0.0522028394	-0.0131870009	-0.075058378	-0.0029074189	0.027967986	0.1608239492	-0.0136119086	-0.0252542014	-0.1391947139	-0.0432709783	0.0120021857	0.0734601713	0.1589093657	0.0124407893	-0.152743747	-0.0136724026	-0.1397534941	-0.063052073	-0.1247207808	0.0801540317	0.055175858	0.127905981	0.0082616149	0.0056655855	-0.0219348548	0.1089938247	0.0729983367	-0.0213376233	0.0889702566	0.009529176	-0.0679678069	-0.0065415092	0.0830112556	-0.0936204034	-0.0167402487	0.1275856842	-0.0758191384	-0.0623375242	0.0385166754	-0.0253770971	0.0101701078	0.1124726412	-0.0425263549	0.0506340178	-0.1052302579	0.0342798722	0.03931298	0.1385135587	0.0854003042	0.0578909118	0.0505469756	0.0242888878	0.0302663861	-0.0299784868	-0.0248303269	0.023256093	0.2188847703	-0.0252985942	0.0139544777	0.1152543897	0.0645652925	-0.1027676102	-0.1136402945	-0.0329932102	-0.0284255849	0.0790274489	-0.0681340205	-0.0192516329	-0.0568735596	0.0033587752	-0.0219725368	0.2004289456	-0.0161744386	0.0513246627	-0.035081682	0.0692028704	0.0576630032	-0.0637714956	0.0091316615	0.0774335375	0.0651636969	-0.0558020101	-0.0544411741	0.0663457951	0.1814864314	0.1147705489	0.1115319001	0.1062016776	0.0	-0.0167981698514836	-0.0005331370648917	0.0002821785103592	2.842351299614432e-07	-0.0880818584048341	-0.1068028248180467	0.0114068433891143	0.0077584137800492	-0.0426438333875935	-0.0311372607508104	0.0018184965259888	0.0009695290070639	0.003088974210319	0.0002829701466148	9.54176167201589e-06	8.007210387520151e-08	-0.0004442538333684	-2.54877310800004e-07	6.496244356064181e-14	1.973614684625181e-07	-0.0001638138166547	-0.0001649368077518	2.6834966526979673e-08	2.7204150551371943e-08	0.0
613.1499510262378	-0.8897037569556687	0.7915727751410316	375952.8624434778	863.8287362806032	1.3039101744930122	746200.0856241438	1.7001817431463977	586.3561481540486	0.1278538073523805	0.0163465960544996	343813.5324780526	673.0688731746586	530.0125003732661	1.059644	18.322918	0.1198209448911477	0.0742664905509676	0.0219291501	-0.0162160325	-0.0832478015	0.1257448127	0.0349439991	-0.047691817	-0.0314944347	0.0252704633	-0.0327220025	0.0024662187	-0.1221599841	-0.0081309516	0.1157779722	0.1401855053	0.0335032812	0.1118224395	0.0644988075	-0.0165354739	0.0265163957	0.0268031739	0.0844830704	0.0041420294	0.0809281721	0.0858587397	0.0179190723	0.0911942275	-0.0117727367	0.0321684191	-0.0006096318	0.0966454299	0.0632097412	0.0494859373	0.0926657134	-0.0120085761	-0.0950258895	-0.1072692972	-0.1343034395	0.070265804	-0.1196743745	0.0054662535	0.0129293871	0.1300450049	-0.0480426148	-0.0284011168	-0.0771090964	-0.0446666455	0.0037299174	-0.0642602714	0.0436883482	0.0257587997	0.0263509191	-0.0417913447	0.0101611867	-0.1127583024	-0.0995917352	0.1393326556	0.0224001361	-0.0550682723	0.0127579285	0.0306575086	0.0644740568	-0.0503241694	-0.087064997	-0.0117644592	0.0424352759	0.0650011604	-0.0125190976	0.0052878865	0.0400547365	0.088640351	-0.0734841273	-0.0657126788	-0.0542632288	0.0265764051	0.055562788	0.072759741	0.0299501634	-0.1421761624	-0.0344899037	0.0838571718	0.0733254774	-0.0468401089	0.0463513039	0.0314542347	0.0219788256	-0.0297360228	-0.0218001821	0.0060327953	-0.1782773354	-0.1329441631	-0.0013634684	-0.0428983235	-0.1465979599	0.0760160746	-0.1580706292	0.1144113283	0.1101107184	0.103062378	0.0	-0.0111646223674455	0.0056335474840381	0.0001246487926076	3.173685725491201e-05	-0.0283471877364576	0.0597346706683765	0.0035682308798593	0.0008035630525659	-0.0011261615173054	0.0415176718702881	1.2682397630596008e-06	0.0017237170775289	0.0030369738890457	-5.200032127330003e-05	9.223210402745365e-06	2.704033412526419e-09	-0.0002803133554978	0.0001639404778705	2.687648028444068e-08	7.857557727043602e-08	-0.0002065741148797	-4.276029822499998e-05	4.2672864938331496e-08	1.8284431042909367e-09	0.0
613.0570258510194	-0.0929251752183972	0.0086350881893698	375838.9169452975	863.4311747814896	-0.3975614991135217	745513.3935845433	0.1580551455773907	585.788628012447	-0.5675201416015625	0.3220791111234575	343148.31670870504	673.2871632380028	521.6237558651995	1.056858	18.27475	0.1007803132516126	0.0656228863534211	0.0359500597	0.0129204504	0.0951867158	0.0602847671	0.0345873096	-0.0362950728	0.0153406059	-0.0256874211	-0.0004661324	0.0755440043	0.0626257392	-0.0547983798	-0.1412621332	0.0476574358	-0.042348036	0.1256143454	0.1201079445	0.0083080882	-0.0453347476	-0.0730171591	-0.1335386722	0.0731176944	0.012540063	-0.0280432825	-0.1133636096	0.1543467852	0.1278593503	-0.1057183298	0.1431689271	0.07297475	0.0108439439	0.0799660026	-0.0032198808	0.0779024016	0.0137299046	0.2280903476	0.108634232	0.1335660289	-0.1060501369	0.0072839161	-0.1196276326	-0.0941744417	0.0401230601	-0.0601253841	-0.0605695256	0.0552479682	-0.0603269538	0.0863554025	-0.0033603089	-0.1031247465	0.0228432332	0.0749902877	-0.0551968027	0.0143425746	-0.1365376613	0.0790116611	0.1015152737	-0.0009702102	-0.0364827378	-0.1269608334	0.002281862	0.0294672074	-0.0675916971	-0.0911145349	0.0596550825	-0.194408216	0.1303169205	-0.0137429404	0.0605152669	0.0952349035	0.0652742044	-0.10270038	-0.0939001835	-0.0175865974	-0.1235988292	-0.0431634927	-0.0362979598	-0.064118335	-0.0864497538	-0.0039635513	0.0061492232	0.1521847125	-0.1195106629	0.049016265	0.0964954172	0.0918263515	0.1889106569	-0.0745954769	-0.0241284307	-0.0041512293	0.1335493626	0.0319142039	0.0114289644	-0.0742574984	0.019308894	0.1140012473	0.1084937639	0.0995108621	0.0	0.0035846270732093	0.0147492494406548	1.2849551253985071e-05	0.0002175403590626	-0.0893552937069159	-0.0610081059704583	0.0037219889941026	0.0079843685134492	-0.0154532572093799	-0.0143270956920745	0.0002388031583792	0.0002052656709698	0.0031909720918993	0.0001539982028536	1.0182302891280196e-05	2.3715446482138553e-08	-0.0002638998036634	1.6413551834400014e-05	2.6940468382053604e-10	6.964310637358106e-08	-0.0002500796031602	-4.3505488280500015e-05	6.253980791676314e-08	1.8927275105247243e-09	0.0
