global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
545.2438082053769	n/a	n/a	297290.81038630183	634.0466450919882	n/a	n/a	402015.1481524057	514.2139615291306	n/a	264415.9982314822	n/a	503.9812059542028	426.0797173464322	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0124139569555126	n/a	0.0001541063272933	n/a	-0.0894056848736823	n/a	n/a	0.0079933764877321	-0.0526522475355193	n/a	n/a	0.0027722591705415	-0.0007870001374209	n/a	n/a	6.193692163005155e-07	4.2844001013619966e-08	n/a	n/a	1.835608422855069e-15	-0.0001090001289992	n/a	n/a	1.188102812184224e-08
542.7309258653238	-2.5128823400531246	6.314577654950868	294556.8578906316	623.6119053712365	-10.434739720751736	108.88379303983402	388891.808520744	515.7970244784315	1.5830629493008246	266046.57046080363	2.506088301449025	504.6465433942593	419.52591640615367	1.277471	21.108398	0.0837228558197041	0.0388938862903869	-0.1212935728	-0.0498831127	0.1360243117	-0.0178467514	0.0079572959	0.0499358138	-0.0088058733	0.069847533	-0.1625625398	0.0552644544	-0.1492008618	0.1242453112	-0.2128747203	0.1602823278	-0.0244686826	0.0798407182	-0.0275705395	0.0281021884	-0.0672013354	0.111610345	0.0490215325	-0.0836472867	0.1417820046	-0.1570874845	0.0737827968	-0.010642616	0.155821071	-0.0400553383	0.0123233973	-0.0187469219	0.1044166994	-0.1223802969	0.0063476864	-0.106867303	0.0405193666	-0.0433871622	0.0215097096	-0.0847165986	0.0103162705	-0.0061878448	0.0384635054	-0.1076004058	0.0125775996	-0.0076708943	0.0815078514	-0.0514353843	0.1376227556	-0.0084521478	0.0124124447	-0.052215553	0.0791199881	-0.1665254386	0.099926531	-0.0992718513	0.080308708	-0.0388004535	0.2263239859	-0.0033454315	0.0338648553	0.0427633529	-0.1553506895	0.0586190498	-0.1815578183	0.0315499474	-0.0777928631	0.1517433582	-0.1014960066	0.0048862905	-0.0121045347	0.0940686347	-0.0090251234	0.1137414795	-0.0711529719	0.0192568517	0.0039918614	-0.058207676	0.1724173566	-0.0166903261	0.0671324339	-0.0997201726	0.0569258305	-0.0778334016	0.1510118217	-0.0784441651	0.1375549987	-0.1303180877	0.1424490281	-0.0882569442	0.0208219704	-0.0297714832	-0.0051836499	0.0625184926	-0.0127567792	0.0575016794	-0.0142183832	0.1080127595	-0.1209152255	0.0368705482	0.1158504512	0.1158311377	0.115798951	0.0	1.7946175546512677e-05	0.0124319031310591	3.2206521674624956e-10	0.00015455221546	-0.0956161873041026	-0.0062105024304202	3.857034043825632e-05	0.0091424552745732	-0.0209708984820906	0.0316813490534287	0.0010037078778451	0.0004397785831461	-0.0004010054804662	0.0003859946569547	1.4899187519757656e-07	1.608053953639279e-07	-0.0002259894926424	-0.0002260323366434	5.109061720848146e-08	5.1071250784769363e-08	-5.304509850139231e-05	5.595503049780769e-05	3.1309654380105892e-09	2.8137824750224126e-09
541.7563750485039	-0.9745508168199422	0.9497492945644164	293499.9699056952	620.2239966587714	-3.387908712465105	11.477925443996966	384677.8060313797	513.8343892778669	-1.9626352005645915	264025.7796045584	3.8519369304952136	501.59123880029694	417.67770351507727	1.086763	17.95722	0.1429287508108173	0.1042869727980113	0.0761244022	-0.1013356926	0.0977869293	-0.0605363616	0.0757659246	-0.0720828852	-0.0871209427	0.0976362401	-0.0141480002	0.0404236086	-0.0483881591	0.0833479913	0.053392039	0.1166762765	-0.0349058404	-0.1831214344	-0.0513840455	0.1290245442	-0.0131711556	0.003561493	0.0418857281	-0.0428081022	0.0223913022	0.0193860177	0.0325655349	-0.0072670987	-0.0685541094	0.0250633133	0.1698968403	0.0409467508	-0.0991111322	-0.051904988	-0.0738988922	0.088071106	-0.0396949354	0.0485763576	-0.0022264316	2.4957e-06	0.1667136915	0.086026232	0.0182403732	0.1180000097	0.0956573287	-0.0414416152	0.0397100816	0.1054331787	0.0554891127	0.0156299701	-0.1106019991	-0.0098548151	0.0719544583	-0.0048662481	0.1428034413	-0.0252038834	-0.0502196742	-0.0335603566	0.1365808578	-0.099708313	-0.0994617405	0.2425831815	0.0809715583	0.0389393999	0.0718853266	0.120061881	0.01333174	-0.0428819273	0.1361132618	-0.0916220907	-0.0311324144	-0.0982347746	-0.0534624289	-0.0343210995	0.0018320438	0.0337702998	0.0444078164	-0.1031605065	-0.0698005385	-0.0382278801	-0.0506373447	-0.1352436024	0.0459732986	-0.1042036864	0.1932436449	-0.0485997611	0.0267348558	-0.1004320598	0.0828613532	-0.0766592754	-0.0100109299	0.0834796261	0.1109230848	-0.2462875733	0.0132026753	-0.002978528	0.1426533253	0.0747182526	-0.1177999584	-0.0138558088	0.115798951	0.1156251942	0.1153357926	0.0	-0.0078269997611641	-0.0078449459367106	6.126192526126288e-05	6.154317674991234e-05	0.0055946368979959	0.1012108242020985	0.010243630935668	3.1299962020417185e-05	-0.014099363718607	0.0068715347634835	4.721799000576359e-05	0.0001987920572695	-0.0006619998074929	-0.0002609943270267	6.811803874012007e-08	4.382437451206368e-07	0.0	0.0002259894926424	5.1071250784769363e-08	0.0	0.0	5.304509850139231e-05	2.8137824750224126e-09	0.0
541.1621737093709	-0.594201339132951	0.3530752314273923	292856.4982538513	619.1282454819707	-1.095751176800718	1.2006706414601582	383319.78435358335	513.7224507051355	-0.1119385727313329	263910.75635849044	0.0125302440651279	501.33493492932826	413.93198972999227	1.119922	18.505116	0.0383167032542672	0.025929537066071	0.1236577527	0.0796515439	-0.0227053261	0.1008213556	0.0370800285	-0.0116346812	-0.0364933751	0.0029215274	0.16445576	-0.0562665502	-0.0645108447	-0.0714027675	-0.0924428919	0.0042348372	-0.1393772553	0.1629998737	0.0502350823	-0.0578832042	0.1124155665	-0.0198144355	0.0414653044	0.026357981	-0.0593428352	-0.0699681595	0.1767032979	0.0605638141	-0.077660315	0.0192976119	-0.0179324546	-0.0049504454	-0.084051215	0.0055758882	-0.1033402906	-0.0803766087	0.0545729839	-0.0402915815	0.1825189576	0.0019733616	-0.1025690438	0.0550353232	-0.0531947321	-0.1128704336	-0.0424275018	-0.0280862164	-0.022615372	-0.0214612087	-0.1360829136	-0.0389350193	-0.0844257017	-0.0212279359	0.1270679605	-0.0118273187	-0.0321944916	0.0405857823	0.1001922064	-0.157425989	0.0326764433	-0.0007699187	-0.0777668375	0.0629633835	0.0522621484	-0.0922016917	0.0270334723	0.0648846413	-0.079908282	0.0105577085	-0.1678391944	-0.0204608493	-0.0770636968	0.0705820017	0.1780172066	-0.0978745437	0.0240971439	-0.0963877886	0.0304768614	0.0906810524	-0.159201128	0.0396174276	-0.1073341835	-0.1226607336	0.0683441122	-0.0399431682	0.077195883	0.0799081582	0.1566826625	-0.0333764147	-0.0766668355	-0.0845176755	0.1089984002	0.1860769706	-0.0698063528	-0.119001151	0.0252817124	-0.0825503304	0.0884280057	0.1045627385	0.0164853405	-0.0077018886	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0069980002008378	0.0008289995603262	4.897200681092589e-05	6.872402710211981e-07	0.0160716409719867	0.0104770040739908	0.0001097676143664	0.0002582976435324	0.0100613394860431	0.0241607032046501	0.0005837395793431	0.0001012305522534	-0.0006049998791869	5.6999928306000064e-05	3.2489918268891475e-09	3.660248538161636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.876372948417	-0.2858007609538617	0.0816820749618064	292547.2508138351	618.3664729692782	-0.7617725126924597	0.5802973610937837	382377.0948924651	514.89385444577	1.171403740634446	265115.68134602177	1.3721867235723724	503.1124122867739	410.6609473896215	1.043698	17.245626	0.0943169549111185	0.0646663384413042	-0.0452900265	0.100530434	-0.0914234106	0.0540689807	0.0264530472	0.0635017904	-0.0625407158	-0.062696429	0.1027732621	0.0488206254	0.0782235767	-0.0204383317	-0.001320967	-0.0172809817	-0.0973827028	-0.0838073753	0.1891367002	-0.1131159111	-0.0513617067	0.044309767	0.0105316751	0.0231009013	0.0574275962	0.0276822683	0.0959013359	-0.0718327538	0.0201779255	0.0786403418	0.0895935337	-0.0618991048	-0.0247138793	-0.0743229552	0.0038217994	-0.0040864947	0.0059119706	0.0650295724	0.0243528325	0.0013259052	-0.0062485476	-0.1426813211	-0.0268908037	0.1296433073	-0.0996269555	0.1434088808	0.0325673835	-0.1076504832	-0.0277853849	-0.0514048027	-0.0393732886	-0.019530136	-0.0486429544	-0.0091535918	-0.0095252367	-0.0452320467	-0.0766630681	0.0365769481	0.03804245	-0.1118482035	-0.0118448273	0.1202001971	0.0310796178	-0.0217669019	0.1121792781	-0.0577436836	-0.0440839716	0.0010891215	-0.0891971831	-0.0071399243	0.1831136159	0.0793941737	-0.0287907868	0.0042635996	0.0255318657	-0.1467626853	0.0169726906	0.0910450965	0.078147008	0.1020055582	0.018677669	-0.0910167864	-0.0150892758	-0.0719069203	0.0800277723	0.0600259632	0.0115936719	0.0405536511	-0.0995595476	-0.0537959697	0.0725393103	-0.0149329045	0.0094773557	-0.0204822305	0.0255743985	-0.0358173864	-0.1704041392	-0.0238282852	-0.1176941608	0.0463565938	0.1155415645	0.1145973067	0.1130292557	0.0	-0.0169980004429817	-0.0100000002421438	0.0002889320190596	0.0001000000048428	-0.0367236465943534	-0.05279528756634	0.0027873423892125	0.0013486262191869	0.0100830126613686	2.1673175325498745e-05	4.697265286898075e-10	0.0001016671443293	2.499999935928169e-05	0.0006299998785461	3.968998469682037e-07	6.249999679640851e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541.4041103102046	0.5277373617875583	0.2785067230264921	293118.41066078417	618.7504965352733	0.3840235659951077	0.1474740992395988	382852.1769626473	514.602830678475	-0.2910237672949733	264816.0733422992	0.0846948331305588	501.7758862441148	409.38797238968766	1.128747	18.650942	0.0615120854636554	0.0294086181736621	0.0115393302	-0.1358008524	-0.0596858147	-0.0782665986	0.1191716415	-0.0819637352	-0.009541238	0.0724945051	-0.0711846952	0.1400945389	-0.0364159798	-0.0382016668	0.0987281352	-0.0994769233	-0.0942435803	0.0143964177	0.0365833794	0.1590054273	-0.0292127874	0.0402130663	0.087667394	0.0176657099	-0.0438483292	0.0593089589	0.1299618098	-0.0057119794	-0.0913125461	0.0424282214	0.0653291348	0.1125925951	0.0452235149	0.0960132489	0.1038049971	-0.0018722912	-0.045541203	0.0492274094	-0.0218104713	0.0177105274	0.0548200509	-0.1118403306	0.0901030678	-0.101697539	-0.0229863824	-0.0385546733	-0.0194460734	0.1107032119	0.1026547032	0.018736772	0.0182910456	-0.1573729222	0.0212070438	0.0231683322	-0.1138837494	-0.0306170397	-0.0756023436	-0.0971846568	0.092244283	-0.0191784219	-0.0095280533	0.0235026175	-0.1319715631	0.0340811596	0.0329530903	0.0367993252	0.0558007466	0.0192830648	-0.1661096432	-0.0182682092	0.0083447079	-0.1154122074	-0.0713583883	-0.1148463807	0.1070589921	0.0115490855	0.045188014	-0.0825998364	0.0695203248	-0.0170661503	-0.1088218029	-0.0953814701	0.0038290177	0.0524893244	0.1081950989	0.0631100534	0.0508525285	-0.1171068543	-0.0626119293	0.0642130669	0.0424676157	0.0044129321	-0.012536914	0.0726497885	-0.1046394654	-0.173346291	0.020096596	-0.1057788998	-0.1093419529	0.1116532105	0.1153357926	0.1137771902	0.1111951025	0.0	5.2503261059655415e-05	0.0170505037040413	2.756592421898328e-09	0.0002907196765615	-0.0564340107971048	-0.0197103642027514	0.0003884984570051	0.0031847975746477	-0.0040679969315178	-0.0141510095928863	0.0002002510724979	1.6548599034838238e-05	-0.0001129999977573	-0.0001379999971165	1.9043999204176555e-08	1.2768999493149806e-08	4.173697165654744e-09	4.173697165654744e-09	1.7419748030594446e-17	1.7419748030594446e-17	-7.399998846577824e-05	-7.399998846577824e-05	5.4759982929353134e-09	5.4759982929353134e-09
541.7153982729413	0.311287962736742	0.0969001957447912	293455.57272601145	618.9756832457425	0.2251867104691882	0.050709054571934	383130.89644953376	514.3321530959186	-0.2706775825564591	264537.5637082834	0.0732663536986087	501.33608004562257	418.1144854114841	1.042961	17.233448	0.11831333659424	0.0810658554110929	0.097736177	0.0375201238	0.0783254499	-0.0406777935	-0.0377476223	-0.0770930196	0.1164908455	0.0632933513	-0.0097541883	-0.0943925981	-0.1721924933	-0.0746561449	0.0246657116	0.0261447086	0.0429272977	0.0738654087	-0.040508669	0.0439123186	0.0918638156	-0.0584928401	0.0604443554	-0.125272354	0.0392177496	-0.1685776396	-0.0450577924	0.1225276514	0.0250314672	-0.0653137867	0.1132420578	0.1224730931	-0.0241768569	-0.1120748982	-0.03837955	-0.0631464684	-0.063458978	0.0221443858	-0.0172386852	0.025562193	-0.0101930755	0.0045390681	-0.0792218036	-0.0196148903	-0.0140821097	0.0225742384	-0.0044653762	0.0615784152	-0.0716797662	0.0842873961	-0.0106910397	-0.0180323417	0.1420099161	-0.0066789124	0.0623006447	0.0186656074	-0.0286576241	-0.028054387	0.0276669446	0.0681441696	0.0499450209	-0.0465206346	-0.1748305894	0.0012160564	-0.0754217513	-0.0922081479	0.0335946302	0.07993468	0.0315350408	-0.0046888209	-0.079961328	-0.0656921176	0.0711284721	-0.02684863	0.039702103	0.0079451961	0.0410617902	-0.0500409173	-0.1089178121	0.0181092764	0.011647865	-0.0897457786	0.0371726061	-0.0499246311	0.0329860345	0.0130897293	0.1212671713	-0.1085382364	0.0877073619	-0.0125516701	-0.0315746189	-0.0574607232	0.1649762919	-0.0457014825	0.1073752671	-0.1319308018	0.0331142175	-0.1368352893	-0.1021408756	-0.0369697132	0.1150787493	0.1127547821	0.1089162049	0.0	-0.005295000039041	-0.0053475033001006	2.803702541344419e-05	2.85957915445874e-05	0.012992556653387	0.0694265674504918	0.0048200482679576	0.0001688065283914	0.0017710157369776	0.0058390126684954	3.4094068942849784e-05	3.136496740622312e-06	-0.0007930008990974	-0.0006800009013401	4.624012258233485e-07	6.288504259692848e-07	0.0	-4.173697165654744e-09	1.7419748030594446e-17	0.0	0.0	7.399998846577824e-05	5.4759982929353134e-09	0.0
540.703075650138	-1.0123226228033673	1.0247970926394887	292359.8160175188	618.6005163806224	-0.3751668651201498	0.1407501766840807	382666.5988663727	514.6358596417083	0.303706545789737	264850.0680291601	0.0922376659555336	502.8783279356917	416.7341209200948	1.14833	18.974525	0.056996163497059	0.0332772832203124	-0.0332156198	0.1472125853	0.0370212203	0.06131157	0.0862066905	0.1216422784	0.0155355523	-0.0313767101	0.0507918744	-0.0103619087	0.0048634104	0.0086482419	-0.0545403072	0.0095566203	-0.0468758474	0.0253782313	-0.0129679616	-0.1300975894	-0.0082041334	-0.0255317791	0.0689313637	0.0002770014	-0.0660675128	0.0421058277	0.0380208024	-0.0156088526	-0.0575828515	-0.0062545766	0.0275648418	-0.0480471532	-0.0861280266	0.1320366833	0.1299672158	0.0247038164	-0.1281229564	0.0611010317	0.0760756933	0.0965786394	0.1030416302	-0.0793098781	0.1686819172	0.0863944803	-0.0546213475	-0.0966399467	0.1135121591	-0.1433243527	-0.0683177791	-0.0200607426	-0.0486193018	-0.0909594449	0.0030903547	-0.0368493412	-0.1162579687	0.0860959231	-0.0265924711	-0.0804476465	-0.041364792	-0.012402743	-0.0103376531	0.0023556074	0.0787010964	-0.0144202591	0.1003702332	0.1041192207	0.0411705243	0.0179234156	-0.0164691545	0.0072164711	-0.0204205156	0.0166060551	0.0734875762	0.0507268452	0.1693843534	0.0688671735	0.0096232976	0.1591202086	-0.0109357877	0.0719046861	0.0050179179	-0.0491778445	-0.0140829164	0.023430772	0.053708508	0.1132646528	0.0434889461	0.1241069403	0.0425086752	-0.0087990019	0.0310571039	0.0540010969	-0.0285732976	0.0316797312	-0.0655758747	-0.0490239681	-0.1313653123	0.0105561882	-0.0966734139	-0.0321215072	0.1147705489	0.1115319001	0.1062016776	0.0	0.0	0.005295000039041	0.0	2.803702541344419e-05	-0.0040435430300078	-0.0170360996833947	0.0002902286924225	1.635024023552466e-05	0.0101860341661108	0.0084150184291332	7.08125351626514e-05	0.0001037552920331	-0.0002679999921876	0.0005250009069098	2.756259522561126e-07	7.182399581255365e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.633398951901	-1.0696766982370036	1.1442082387512178	291204.20526438154	619.1097441109997	0.5092277303773471	0.2593128813852641	383296.8752531876	514.1176652667903	-0.5181943749180391	264316.9737393754	0.2685254101966973	503.07810279412	409.0567596631173	1.148371	18.975206	0.0834614238683831	0.0735077311468546	-0.1032400477	-0.0320686096	-0.1048392767	-0.0024949115	0.0027988696	0.0677098521	-0.0787245024	0.1355349723	-0.0189193289	-0.010349579	-0.0017289923	0.0498448815	-0.0649824391	0.0729277802	-0.1526999599	-0.0432520793	0.0081192849	0.0336400903	-0.1067031653	0.0652901845	0.0103748594	-0.0329453366	-0.0441836499	0.0778810173	-0.0590147416	-0.1879734419	0.2003846612	0.1090146698	-0.0823106959	0.1338505598	0.0453915378	0.0617182418	0.003551356	-0.019261789	-1.76936e-05	-0.0230682831	0.0695751022	-0.1154818077	0.0453749644	0.0670130785	-0.008122417	0.0390303652	0.0513770277	-0.0347448386	-0.0382550364	-0.0331162783	0.127207288	-0.0092886458	-0.0878325269	0.0577572532	-0.0653072644	-0.0954217811	-0.0045058434	-0.0207368143	-0.0141243869	-0.028814801	0.1444368577	0.0359883103	-0.0161626542	-0.126938651	0.0477739263	0.0256088257	-0.1274335695	-0.0444216584	0.0207210802	-0.0314186374	-0.1284194343	0.0140744659	0.1537270087	0.009227049	-0.0343137267	0.0130469404	-0.0032326139	-0.125584046	0.0356600109	-0.0467639472	0.1433820563	-0.0312054774	-0.0133653751	-0.0647327627	-0.0251036688	-0.0339161929	0.036110723	0.1271080086	0.1409210314	-0.0345612947	-0.1065518846	-0.0214434315	-0.0325050394	0.0657810131	0.0367984545	0.0923891949	0.0391856176	0.0582654451	-0.0735793565	0.0543954152	0.1035308493	-0.0179611833	0.1144113283	0.1101107184	0.103062378	0.0	2.6302050642357244e-05	2.6302050642357244e-05	6.917978679931252e-10	6.917978679931252e-10	-0.0765750110832641	-0.0725314680532563	0.0052608138579605	0.005863732322402	0.0101325682013566	-5.346596475420094e-05	2.858609387097457e-09	0.0001026689383551	-0.0001159999987305	0.000151999993457	2.3103998010958435e-08	1.3455999705476005e-08	-3.789396796349821e-09	-3.789396796349821e-09	1.4359528080186284e-17	1.4359528080186284e-17	6.499997314071014e-05	6.499997314071014e-05	4.224996508293039e-09	4.224996508293039e-09
539.7945555075198	0.1611565556188452	0.0259714354189299	291378.1621555609	618.9054640385143	-0.2042800724854032	0.0417303480146416	383043.9734167287	513.5929187165589	-0.5247465502313844	263777.68615579384	0.2753589419797388	500.5324682716432	404.6887645796676	1.05558	17.441959	0.1136738481702822	0.0883477144716569	0.0778022599	-0.0827259309	-0.1521508355	-0.0644386312	0.0387902236	-0.088844234	-0.0208859759	0.0842094688	-0.0608504884	-0.008755107	0.0194838644	0.1256978181	0.0739630258	0.1076728756	-0.108277918	-0.0951489403	0.0232056735	0.1095421979	0.0065638237	0.0322664908	0.0497127847	-0.0879293859	-0.1008115288	0.0516839172	-0.0206038806	-0.0334612853	-0.0214168487	0.1676101229	0.1050274551	-0.0658645944	0.0155191188	-0.0707966826	-0.1892382088	-0.0182593904	-0.0208887728	-0.1466132407	-0.037983001	0.202016315	-0.2342183424	-0.039694803	-0.0398149016	0.0107315799	0.0670889798	-0.069885821	0.1221222615	0.1218239568	0.0353835688	0.0150889283	-0.0347709399	0.0126177571	-0.00099196	0.0531873135	0.0593957851	0.0987759044	-0.1396053491	0.0251607983	0.0789518202	0.0194721363	0.0677423028	0.1503108137	0.1316477953	0.0827574572	-0.1228104318	-0.0758790371	-0.0723475007	-0.1805832823	0.1007098834	-0.0449280133	-0.1118275051	-0.0166402896	0.2931794419	-0.0244034272	-0.0810078048	-0.0412616944	0.0555319671	-0.1020740123	-0.0570413257	-0.0204624351	-0.0261320735	-0.0885724689	-0.0070629027	-0.1060391962	0.0741259202	0.0966787965	-0.0892021439	-0.0302276207	-0.1160142759	0.0329449136	-0.0567510034	0.038932539	0.134111189	-0.0795399397	0.1894227974	0.1335483239	0.0755689615	0.0631743166	-0.002177714	-0.0914033758	0.1140012473	0.1084937639	0.0995108621	0.0	-2.9777670675912304e-06	-2.9279817709948475e-05	8.867096708830875e-12	8.573077251278122e-10	0.0080558962843895	0.0846309073676536	0.0071623904818723	6.489746494484055e-05	0.010144669093556	1.2100892199400429e-05	1.4643159202151015e-10	0.0001029143110177	-0.0004859999713008	-0.0003699999725703	1.3689997970202278e-07	2.3619597210437845e-07	-0.0001449997572102	-0.0001449959678134	2.1023830682145585e-08	2.1024929591016943e-08	-3.5288329972997566e-08	-6.503526147068313e-05	4.229585234560122e-09	1.2452662322831584e-15
