global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
569.8928150952613	n/a	324777.8206972017	n/a	851.3856214569836	n/a	724857.4764236942	n/a	556.0955079447592	n/a	n/a	309242.2139563397	647.7431421609493	510.4371418044345	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0849947747026931	n/a	0.0072241117267615	n/a	0.0006092886554256	n/a	3.712326656303356e-07	n/a	-0.1190386489353301	n/a	n/a	0.0141701999403487	-0.0017959800959612	n/a	n/a	3.2255445050888007e-06	-0.0002896227745219	n/a	8.388135152176336e-08	n/a	0.0001362403479232	n/a	1.8561432402234587e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
558.5140748491929	-11.378740246068446	311937.9718046498	129.4757295874978	817.1018587438072	-34.28376271317643	667655.4475625845	1175.3763857733863	553.713467250475	-2.3820406942842283	5.674117869226088	306598.6038145428	635.098695299963	481.8759833650012	1.448285	41.711803	0.1710114346885023	0.1023961480777718	-0.1080921541	-0.1420125131	-0.0436964691	-0.001732626	-0.0644333153	0.2742360771	-0.0853474294	0.0099993697	-0.0987667373	0.1578485583	-0.0151898046	0.3263770482	-0.0502536789	-0.0516360345	0.2094228508	-0.0254786378	0.0950651401	-0.1516387852	0.0207033595	-0.1091019908	0.0137424621	-0.0334669998	0.0135826872	-0.1664268233	0.0270872904	0.0434350098	-0.0935716413	0.0931890853	-0.1066984241	0.1383760391	-0.0092535804	0.0276972951	-0.0035850408	0.0487149471	-0.0096924812	0.1063597318	-0.1259118255	0.0779629503	-0.0150117415	0.0421889597	-0.0531482963	-0.0285293	0.111347399	-0.0639252912	-0.0279085298	-0.0233960721	0.0709544456	-0.2337844019	0.0405365733	-0.0120581069	0.0710572726	-0.2180080847	0.0021892326	-0.1311754822	-0.1191580143	0.1095502928	-0.1076534834	0.3226785136	-0.0738102014	0.0734210272	-0.0799929591	0.0272778849	-0.0329577685	-0.0321358007	0.1626236926	-0.016469712	0.0546216377	-0.0661674926	-0.1031061845	-0.1351189521	0.1032117083	-0.0584948438	0.1450397823	-0.1571328686	0.1561110256	-0.035871064	-0.0730686756	0.2532647017	-0.1368096645	0.0941329673	-0.0559482505	0.0485803145	-0.0427493199	0.0012641533	-0.008601264	0.1531244216	-0.0243232124	-0.0340040579	0.1132063895	-0.0970744999	0.0674421601	-0.030201927	0.1158504512	0.1158311377	0.115798951	0.0	0.0596878326695957	-0.0253069420330973	0.0035626373687936	0.0006404413150665	-0.0688475962151642	-0.0694568848705898	0.0047399915046062	0.0048242588559263	-0.1212956530352755	-0.0022570040999453	5.0940675071703096e-06	0.0147126354452539	-0.0006469825879903	0.0011489975079708	1.320195273323338e-06	4.1858646916262646e-07	-0.0005470200507187	-0.0002573972761968	2.992309358882892e-07	6.625335779353174e-08	6.282305839350443e-05	-7.341728952969557e-05	3.946736665913668e-09	5.390098401887146e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556.4456870407183	-2.06838780847454	309631.802626217	4.278228126246111	812.6045891180271	-4.497269625780064	660326.2182556776	20.225434086963958	553.8571671413954	0.1436998909204021	0.0206496586505354	306757.7615938916	634.2240338851775	483.1216161325024	1.15078	33.143394	0.4197988848514624	0.296962563791252	0.001816591	-0.0943152705	-0.0210764397	0.0410493506	-0.0660180112	0.0756362264	0.0159898705	0.1720743067	0.0975328952	-0.0421730611	0.0966919894	-0.0795548046	-0.0802494747	-0.038682204	0.1527649441	-0.0815347203	0.0946874636	0.1821247176	0.0561338328	-0.0742565924	0.1387027952	-0.0240609067	0.0196941972	-0.0173395808	0.1638721335	0.0401447807	-0.1025096599	0.0134918911	0.0526085133	-0.1066780776	0.0790801492	-0.0286172345	-0.0670183544	0.1376126343	0.064314614	0.0443484937	0.0121381987	0.1192455994	-0.1720621265	-0.0188289227	-0.0239479557	-0.0527936571	0.0291522914	0.0740454754	-0.0598964247	0.0174456317	0.0482061646	-0.1286173466	-0.1089573105	-0.043066347	0.118256773	0.212264607	-0.0655401491	-0.0447665406	-0.1324125193	-0.1263224195	-0.0771462824	0.1238979331	-0.0990894644	0.1470256847	-0.0400611535	0.0252554064	0.1225584529	-0.0762415023	-0.0241892919	0.0492672194	-0.0386849651	-0.0126315198	0.0412161968	-0.0482059895	0.0324615506	0.1186218408	-0.138840967	0.0390099412	0.2332133158	0.0799117015	0.0038018723	0.0095133513	-0.0795400133	0.1990862966	-0.1111659156	0.0008133573	-0.1086225807	-0.0644121471	-0.0422298489	0.135895629	0.0601449393	-0.118980966	0.0022443235	-0.0861531986	-0.0829049221	0.0534419956	0.115798951	0.1156251942	0.1153357926	0.0	0.0468738899984799	-0.0128139426711158	0.0021971615635895	0.0001641971267786	0.2076698106925647	0.2765174069077289	0.0431267502730856	0.0764618763229745	-0.060760026762324	0.0605356262729515	0.0036645620482584	0.0036917808521583	-0.0016200111668243	-0.000973028578834	9.467846152277136e-07	2.62443618063543e-06	-0.0002569415295883	0.0002900785211304	6.601894962717524e-08	8.414554842119996e-08	-7.27080216354185e-05	-0.0001355310800289	5.286456410136484e-09	1.836867365380631e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.3262518734748	-1.1194351672435232	308387.246019842	1.2531350936615349	810.5921510277725	-2.012438090254591	657059.6353078311	4.049907067107545	551.4791882118483	-2.377978929547112	5.654783789370028	304129.2950307992	631.0783908306024	475.75467778801743	0.977428	28.15074	0.2512361975079827	0.2054065771543008	0.00394387	-0.0519880461	-0.0677055269	0.0038355999	-0.0459960621	0.033206735	-0.0046231855	0.0568003943	-0.0156999046	0.127427431	-0.1940678717	-0.0934286719	-0.0201969948	-0.008566023	0.0142259041	0.0156845568	0.1937081048	-0.1038013866	-0.0935315472	0.0064125323	0.0815472061	0.0185307933	0.1091570912	0.0985633166	0.0545205201	0.1652001094	-0.1945432923	0.0356751401	0.0429280031	0.0436522879	0.1297005355	0.0583452687	-0.0621413356	0.1014630256	0.0706004498	-0.1486279731	0.0740565495	0.0933195699	0.0861525244	0.0220421477	0.0515313464	-0.0985015134	0.0426894386	0.0990030672	-0.0465345429	0.0240703038	0.0413661226	-0.0094378121	0.0132263702	0.0168189537	0.1769587971	-0.1488296674	0.0205407078	0.0460540751	-0.0048344717	-0.0964103795	-0.1246952299	0.0461886862	0.040865313	0.0903314072	0.1055958898	0.0276789456	-0.1472855663	0.0769074488	-0.0554980128	0.1164630981	-0.0633835083	0.0134614912	-0.0386385646	-0.0583674109	0.1323032039	-0.0130054286	0.0666942272	-0.1418894168	0.0211596672	-0.040871985	-0.0956726358	0.0724104707	0.0305452736	0.0700825178	-0.0840780132	-0.1197416475	-0.1328232728	-0.0495160448	-0.0211089226	0.0522206488	-0.1058757996	-0.0843994648	-0.0251933536	-0.0331789414	0.1289601381	0.1112055801	0.1156959735	0.1152136733	0.1144113283	0.0	0.0469346368386425	6.0746840162599625e-05	0.0022028601351752	3.690178589740427e-09	0.0087702829583662	-0.1988995277341985	7.691786316980857e-05	0.0395610221328871	-0.0395611722689608	0.0211988544933632	0.0004493914318307	0.0015650863512943	-0.0011470058159945	0.0004730053508298	2.2373406191362214e-07	1.3156223419252088e-06	-0.000366980054157	-0.0001100385245687	1.3467436014907466e-07	1.2108476889256398e-08	-3.421052822874971e-05	3.849749340666879e-05	1.1703602416900807e-09	1.4820569985965068e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.6734103080104	0.3471584345355722	308772.93892333447	0.1205189786691892	813.0421137926055	2.449962764833004	661037.4788003481	6.002317549068174	552.7839223454507	1.3047341336024374	1.702331159387303	305570.06480362127	633.0334471933286	476.6179838250976	0.8905809999999998	25.649466	0.2795365647227836	0.2118066192884273	0.0244194889	-0.1090063831	0.0315712877	0.0426517043	0.0077412481	0.0583177246	-0.0155901415	0.1270712285	0.0512646265	-0.0437291322	0.0630385779	-0.12303965	-0.0550875026	-0.0851990793	0.0314880247	0.0591128849	0.1164817934	0.1020420272	0.0359646871	0.100610621	0.0097280384	-0.0375395007	-0.0087141747	-0.0231394888	-0.0717208815	0.0857681163	0.0314758604	0.0552770562	-0.031198139	0.0214131485	-0.0538111175	-0.0056605888	-0.1090181793	0.1813435044	0.0743578474	0.0031160177	-0.0913105322	-0.2336914646	-0.0421739291	0.2481460891	0.0221243903	0.0137579124	0.0370419225	-0.0446515539	0.0986394492	0.0329531269	-0.0240687088	-0.0865662212	-0.0476150022	0.0330406626	0.1207061014	0.1557756913	-0.1007985365	0.1014226726	0.0882300718	-0.0239023259	-0.0070232673	0.0561066702	-0.0272272191	0.1173389491	0.0422865329	-0.0089912815	0.0463938275	0.0700043123	0.01017668	-0.06525383	0.1365825441	-0.0056566334	0.0657535384	-0.0887492421	0.053211025	0.1231496955	-0.0940513859	0.0465394399	0.1388881052	0.0016093706	-0.0650702154	-0.0270199319	0.0513477702	0.0569715429	-0.0861026444	-0.0338029066	-0.1537825449	-0.0996666249	0.061815327	-0.0059824669	0.0458019459	-0.1772700063	0.0196663968	0.016607948	-0.0655673921	-0.09566681	0.1155415645	0.1145973067	0.1130292557	0.0	0.0468685582372216	-6.607860142089639e-05	0.0021966617512358	4.36638156574169e-09	0.202237620766752	0.1934673378083858	0.0409000552533966	0.037429610798664	-0.0136420186418462	0.0259191536271145	0.0006718025247459	0.0001861046726244	-0.0022390110527917	-0.0010920052367971	1.1924754371925083e-06	5.013170494523396e-06	-0.0002929224755803	7.405757857669999e-05	8.580357670009146e-08	5.484524944644093e-09	-6.982760657209611e-05	-3.56170783433464e-05	4.875894639587439e-09	1.2685762697160751e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.0894789959855	-0.5839313120249017	308124.3296920346	0.340975777163123	809.7648166563453	-3.2772971362602448	655719.0582944845	10.7406765193396	552.4797933465213	-0.3041289989294	0.092494447989799	305233.9220562149	631.9171231757837	472.2929427796312	0.917469	26.423864	0.2956726133679002	0.2220473757069996	-0.0124924642	-0.051169209	-0.0862655314	-0.0011635989	-0.0899134386	-0.0005754558	-0.0099718189	-0.001089221	-0.0002226988	0.0758170573	-0.0256050813	-0.008272313	-0.0188464514	0.0342224702	0.0577715259	0.0818734727	0.1018519653	-0.0596162172	0.0962960764	0.093292938	-0.0505377487	0.0430398913	-0.0299342837	-0.1361859009	-0.060874266	-0.0226629046	0.0213736671	0.0333150423	-0.1164964444	-0.0316260693	0.0365022916	-0.024462182	-0.0388927482	-0.0471665761	0.0895624365	0.0989396055	0.1159884826	0.0443871383	0.0577176274	0.0375843835	0.0386061852	-0.0107998754	0.0784002662	0.0192742837	-0.0244320821	0.0059439687	0.0812475153	-0.0375065316	0.0435130561	0.0305861583	0.0106507672	-0.1141433433	-0.1037480835	0.0411037235	0.0442665042	-0.0131866248	-0.0490343941	0.1078715267	-0.0134982892	0.0119695029	-0.0051224057	-0.1292883618	-0.0527657157	-0.025085761	-0.0482736899	0.0235586283	0.06135239	0.0439061323	-0.0453300512	-0.0396013388	0.1441322691	-0.0383557533	0.0593545932	-0.1006846173	0.0882647982	-0.1163987889	-0.0849657164	0.0751251534	-0.0199370041	-0.0189307475	0.0956610772	-0.0830131568	-0.0907266747	0.0471103904	0.0266972922	0.0268954621	0.0232792688	-0.1080683186	-0.090598443	-0.1088041964	0.0476881278	-0.0448107405	0.1153357926	0.1137771902	0.1111951025	0.0	0.0364693524562653	-0.0103992057809563	0.0013300136685793	0.0001081434808746	-0.0056658049946065	-0.2079034257613585	3.210134623690796e-05	0.0432238344433087	-0.0387967765612415	-0.0251547579193953	0.0006327618459833	0.0015051898715428	-0.0013120119803669	0.0009269990724247	8.593272802764393e-07	1.7213754366262743e-06	-0.0002129293653136	7.99931102667e-05	4.533891461285252e-08	6.398897690140426e-09	-0.0001071399020044	-3.731229543230389e-05	1.1478958601512437e-08	1.3922073904275255e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.94338485628	-0.1460941397054966	307962.16039574525	0.0213434976562891	810.167279164384	0.4024625080387523	656371.020228621	0.1619760703768427	552.6636914885446	0.1838981420232812	0.0338185266396149	305437.1558897452	632.2514659600912	474.7874378925589	0.926317	26.678699	0.2922108020254364	0.2309455349661834	-0.0094533227	-0.0998161225	0.0477573192	-0.0223570145	0.0136073603	0.0765522337	0.0734170733	-0.035868884	0.1094863785	-0.0509311306	0.1194626684	0.0060039836	-0.0308847182	-0.1095842994	0.0573691283	0.0121138111	0.0093930745	0.1517145638	0.0779229099	0.0004574997	0.0214869295	0.0045900201	0.0535930187	-0.0124663063	-0.0499700522	-0.0268835322	0.0530282678	0.1540397084	-0.0559310475	-0.0118228919	-0.0508655439	-0.0785612465	-0.0384428542	-0.1023242491	0.0774050656	-0.0760579908	-0.1158656935	0.0297249827	-0.0308813702	-0.1083760748	-0.0005320629	0.0580832862	-0.0431622333	0.0193621977	-0.0761549543	-0.0177827635	-0.044928358	-0.104082088	-0.074882266	0.0059002459	-0.017819335	0.0988926825	-0.1205254788	0.0397529772	-0.0984616292	-0.0435914833	0.0212653542	0.0565269978	-0.0001139817	-0.0189035877	0.0917948658	-0.0792675032	0.0533140262	0.0343724028	-0.0086918807	-0.0876174467	0.0337741344	0.1494384699	0.0556627015	-0.096977947	0.0044555956	0.1026363491	-0.0846506629	0.0473285055	0.1430268624	-7.88107e-05	-0.0432478287	-0.0553001824	-0.1248031503	0.0393242922	-0.0481155152	-0.0030684667	-0.1007958763	-0.0908573308	0.0548759093	0.0126960443	-0.1194665187	-0.1161810245	-0.0157544313	0.0508387644	-0.0304235263	-0.0824165427	0.1150787493	0.1127547821	0.1089162049	0.0	0.0383091529173356	0.0018398004610703	0.0014675911972438	3.3848657365544976e-06	0.2167818692905854	0.2224476742851919	0.0469943788531204	0.0494829677948908	-0.0169045682839623	0.0218922082772792	0.0004792687832557	0.0002857644288671	-0.0018960523217434	-0.0005840403413765	3.411031203551788e-07	3.595014406788537e-06	-0.0004077645720974	-0.0001948352067838	1.6627194625777577e-07	3.796075780248611e-08	-0.000248886733882	-0.0001417468318776	6.194460630244949e-08	2.00921643473366e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.0724199677003	-0.8709648885796923	306996.24656886363	0.7585798371386359	811.0185642893722	0.8512851249881805	657751.1116219945	0.7246863640261422	551.7903434912619	-0.8733479972827354	0.7627367243577647	304472.5831702048	631.8469322814856	473.172719411695	0.926306	26.67837	0.297917048874159	0.2214434008102637	0.0114401488	-0.0383639433	-0.1127567419	0.0273337659	-0.1068635092	0.0289478693	0.0601567119	-0.036511115	0.0526510072	0.0336042758	-0.0519716887	0.0576119497	0.0029460112	0.0599863702	0.0502737849	0.0565918432	0.1473988888	-0.0527219342	-0.0043455589	-0.1495334919	0.0201313886	0.0887540353	-0.0478190054	-0.1074047776	0.0274639798	-0.0885675426	-0.0905045164	0.0349947393	0.0523834028	-0.0766546813	0.0576778583	-0.1239070364	0.079842499	-0.1641565082	0.0019581732	-0.1916047657	0.0705038672	-0.0531600169	0.0828353572	-0.0389987371	-0.1321043299	0.1386566701	0.0214183108	0.051746458	0.0593438755	0.0199505834	0.102678755	-0.0434570706	-0.0186370699	0.0669829089	0.0419216331	-0.1049026557	-0.038961599	0.0490674896	-0.2182770258	-0.0198079251	-0.0773489073	0.0294097334	-0.0404375927	-0.0547115597	0.0097416095	-0.0649569984	0.0341130574	0.0417017929	-0.0583709233	0.0604544105	-0.0978147329	0.0832104021	-0.0403017546	-0.0233688334	0.145257624	-0.0233776284	0.0581498524	-0.1079938655	0.0352595175	-0.0856663695	-0.0176618158	0.0332484876	-0.0431789482	0.1029184649	0.0935491568	-0.071236183	-0.0091030069	0.0335763822	-0.0226951891	0.0555912666	-0.0321644051	0.009061675	0.0950517636	0.0172882375	-0.018900019	0.0146036024	0.1147705489	0.1115319001	0.1062016776	0.0	0.0298031384684946	-0.008506014448841	0.0008882270625722	7.23522818038919e-05	0.0070477276867535	-0.2097341416038319	4.967046554663184e-05	0.0439884101542962	-0.0377051744302718	-0.0208006061463095	0.0004326652160538	0.0014216801788172	-0.0011869915314195	0.0007090607903238	5.027672043747535e-07	1.40894889566161e-06	-0.0002510374040609	0.0001567271680365	6.301977823763556e-08	2.456340520074132e-08	6.28510412611315e-05	0.0003117377751431	3.950253387608454e-09	9.718044045118963e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553.8957079739193	-0.1767119937809411	306800.45531192934	0.0312271287460353	809.5710630277308	-1.4475012616413778	655405.3060918502	2.0952599024533805	551.4416589629784	-0.3486845282834565	0.1215809002642566	304087.9032398418	631.3578560253981	472.0692622890501	0.957303	27.571104	0.3044497346164281	0.2338689295035088	-0.0049920958	-0.0603246202	0.0695788701	-0.0300824022	0.0214767358	0.067323268	0.0210707434	0.0937120315	0.1288545853	-0.0206043311	0.0617988709	-0.1239238255	0.010989149	-0.1252155385	0.0200174656	0.039879576	0.0165865092	0.0980725515	0.0526081364	-0.0499431029	-0.0014181616	-0.058400394	0.1006951647	0.1499328813	-0.0194485883	0.0174231462	-0.0182046824	-0.0445652322	-0.0558241335	-0.0111724415	-0.0013850697	0.004455372	-0.0651663689	0.0431701917	-0.0196156658	-0.0359150377	0.0608742813	0.0372270838	0.0967024177	-0.0401639621	0.046164957	0.0258629678	-0.0138883705	-0.0273383166	0.0370000462	-0.0233242355	-0.0558143039	-0.0756992668	-0.0551127245	0.047719738	0.0957260898	0.1399996827	-0.0823365157	-0.0120659502	-0.0163952194	-0.038231761	-0.0717265745	-0.1060616546	-0.0097721158	0.0655920912	0.0567503496	0.0430386332	0.0279004073	0.0655833321	-0.0946167824	0.0320649674	-0.0033083184	0.0081543049	0.0656722056	-0.11803926	-0.0151593331	0.0953175842	-0.0815871196	0.0237907879	0.0928935548	0.042532063	0.0427338992	-0.1308023297	-0.0195846242	0.0535734948	-0.1608765262	-0.075632602	-0.0468947893	-0.0100179106	0.0124067409	-0.0182489002	-0.0458552055	0.0136929454	-0.0300340851	0.043998965	-0.0945280331	0.0401394495	0.1144113283	0.1101107184	0.103062378	0.0	0.0337451022714105	0.0039419638029158	0.0011387319273079	1.5539078623499158e-05	0.2301270717685355	0.223079344081782	0.0529584691607606	0.049764393755958	0.0019899651437214	0.0396951395739932	0.0015757041057988	3.959961273226132e-06	-0.0017540135598021	-0.0005670220283826	3.215139806711181e-07	3.0765635679696354e-06	-0.0002089278574	4.210954666089998e-05	4.3650849597754744e-08	1.7732139199865122e-09	-8.26831268501098e-05	-0.0001455341681112	6.836499465711347e-09	2.1180194087831044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.8684174158948	0.9727094419754394	307878.96064561966	0.9461636585081707	812.9431516321694	3.372088604438545	660876.5677856443	11.370981556184296	552.074630027024	0.6329710640455914	0.4006523679190082	304786.3971194754	632.3106914050337	471.1410690938704	1.024966	29.519854	0.2488324696926523	0.2017921631825332	0.0597719818	-0.0003671926	-0.1312257377	0.1008508456	-0.0812263049	-0.0150569567	-0.0030943381	0.0318437164	0.0179533494	0.0929230543	-0.0729924874	-0.1033162525	-0.0208134385	0.1047698237	-0.0150971403	0.0932205849	0.1330825402	-0.0183761645	0.0225246285	0.0398677872	-0.0740828423	-0.0183198155	0.0283983152	-0.1520082037	-0.0265256323	0.0048803591	0.0241171771	0.0593132235	0.0859664503	0.052589166	0.0466264718	-0.0650782793	-0.0486926816	-0.0535734028	0.0186686377	0.1074688362	0.1230818934	0.0343602662	0.0249846683	-0.2039950716	-0.0551513388	-0.0064671861	0.0934408685	-0.159996972	-0.0545083766	0.0749898626	0.1084101009	0.0262961023	0.0289812179	0.0775241436	0.0781215171	-0.0826314529	-0.1127973956	0.0368864019	0.0705206127	-0.0305522751	-0.0398838255	-0.0562414269	-0.0201397322	-0.0379472379	-0.1071892732	0.0752915201	-0.0083319853	0.0901857133	-0.0389635876	0.0097723697	0.1568288361	-0.0919212892	-0.00783996	0.0258032586	0.1546535561	-0.0011324689	0.0430823896	-0.0925685514	-0.0206255538	-0.1156377541	-0.0330295406	-0.0430649814	0.0587199232	-0.0213379583	0.1129996851	-0.1257868412	0.0052053899	-0.0652714596	0.0283016574	-0.1114921831	-0.014379251	0.0514501683	0.0994560686	0.0036221423	-0.0288565861	0.0204292658	0.1140012473	0.1084937639	0.0995108621	0.0	0.0220371351127823	-0.0117079671586281	0.000485635323979	0.0001370764949875	0.0335987411426401	-0.1965283306258954	0.0011288754063701	0.0386233847386012	-0.0113232631384363	-0.0133132282821577	0.0001772420472928	0.0001282162881022	-0.001376993261818	0.0003770202979841	1.4214430509201965e-07	1.896110443092175e-06	-0.000232043107277	-2.311524987699999e-05	5.384400363476533e-08	5.343147768761481e-10	6.28401978082099e-05	0.0001455233246583	3.948890460574948e-09	2.1177038019610722e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
