global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
562.0221421252086	n/a	n/a	315868.88823900814	749.6501277746881	n/a	n/a	561975.3140726063	535.953171939661	n/a	n/a	287245.8025121839	601.7400176359183	532.4627100211576	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0360523506893031	n/a	n/a	0.0012997719902244	-0.2172198675762047	n/a	n/a	0.0471844708698239	-0.1047104873506441	n/a	n/a	0.0109642861612093	0.0009570302525028	n/a	9.159069042055732e-07	n/a	0.0001167499346599	n/a	1.3630547243090921e-08	n/a	-0.000522055901532	n/a	2.7254236432438924e-07	n/a
555.414506032893	-6.607636092315602	43.6608547284718	308485.2735117625	726.1221024931614	-23.52802528152677	553.5679736481627	527253.3077290892	534.688502366472	-1.2646695731890532	1.5993891293501818	285891.7945629008	591.5055785741562	518.706601524919	1.436733	27.147182	0.1744981532509963	0.099768335428065	-0.0112031357	-0.0793715303	-0.0223900876	0.0466820759	-0.1768240192	0.1977504523	-0.027680212	0.2326819009	-0.0729119667	0.1015253236	-0.0660694061	0.1217731244	-0.1893855161	0.1295623557	-0.295074536	0.1516796967	-0.0658960107	0.2977022565	-0.1218914246	0.0155043259	-0.0104873317	0.0071007118	-0.0703817815	-0.1608771494	0.074944697	-0.0820285092	0.1214883836	-0.0154421158	0.1127243114	-0.0909001685	0.0418635243	-0.0479094301	0.1073208008	-0.1574258349	-0.0351891702	0.0621193135	-0.0498540739	0.1033358878	-0.0004835708	0.0151975569	-0.0652403803	0.1806805204	-0.0660806886	0.0376528217	-0.0036952214	0.0409949014	-0.0698429469	0.0758968854	0.0158108226	-0.1364622142	0.0862288809	-0.1703871218	0.1647398293	0.0806423727	-0.0780515412	-0.0641443147	-0.0060089201	0.1181654667	-0.0760468726	0.1096745007	-0.0345116064	0.1940174339	-0.2052231364	0.0120393279	-0.1095374954	0.1402800804	-0.2360154296	0.0469728005	-0.2382981814	0.0810791526	-0.0314634627	0.1549435872	-0.1379796944	0.0643691222	-0.2133804881	0.1759565497	-0.2520984405	-0.0077876464	0.0694420049	-0.245886723	0.1399622084	-0.1351041877	0.0754239875	-0.0399625596	0.1167469272	0.1397839787	-0.0718162486	0.1590482453	-0.2592777527	0.0311799626	-0.0415368325	0.0979520217	-0.0712669887	0.0281825787	-0.1137244112	0.1570076059	-0.1174517216	0.1118996994	-0.1037968156	0.1770502207	-0.0332697785	0.0663404593	-0.1090989543	0.0290303427	0.0651171438	-0.0791224444	0.0151718687	0.0349216901	-0.0711254439	0.1158504512	0.1158311377	0.115798951	0.0	-0.0080390082571852	0.0280133424321178	0.000784747354219	6.462565375909184e-05	-0.254367735570824	-0.0371478679946192	0.0013799640965456	0.0647029448994286	-0.0175771872691399	0.0871333000815042	0.0075922119830934	0.0003089575122944	0.0007640398125383	-0.0001929904399645	5.837568351435606e-07	3.7245309917691294e-08	0.0002153586455755	9.86087109156e-05	4.637934622411383e-08	9.723677868436373e-09	-0.000369582197557	0.000152473703975	1.3659100075106137e-07	2.3248230403855934e-08
555.6821827643441	0.2676767314511608	0.0716508325603768	308782.688241746	719.7277246625937	-6.394377830567692	40.88806784005558	518007.9976479943	535.5638264420008	0.8753240755288516	0.7661922372004387	286828.6121931976	590.1369985363859	514.9731345219145	1.094789	20.686125	0.211896855230857	0.1761310522506027	-0.0014823943	-0.0380692591	0.0267271539	-0.0275157297	-0.1361578284	-0.0621115966	0.0067587579	0.0853749183	-0.124742167	0.2033814825	0.0112483764	0.0066614537	-0.0423327685	-0.0965394428	-0.0385782332	0.1500634052	0.120627269	-0.1076744556	0.0286976024	-0.0519808366	-0.1362422105	-0.0695524764	-0.0175570479	-0.0972740517	0.0456813504	0.0229341318	-0.0077582841	-0.0438668897	-0.0433217617	-0.0149917381	0.0793013471	-0.078614948	-0.1162679485	-0.1722889534	0.1139791727	-0.0311616599	0.0985929886	0.0180841358	-0.1384951448	-0.1436052253	-0.0123376903	0.0379819767	-0.0247010944	-0.0336562777	0.0434644968	-0.0360463678	-0.0723475132	-0.0969028146	-0.079991139	0.0384693214	-0.0412276802	0.1035070724	0.0293125312	-0.0659617479	0.0538875621	-0.030876548	0.0231726723	-0.0510905989	-0.1151928872	-0.0324707921	0.0249276229	0.0618372597	0.0223360072	0.1391807996	-0.1017113014	0.0958673659	-0.0926574011	-0.0582646822	0.0426078538	0.2053893821	0.1203462994	0.1836099645	-0.002669782	0.0168502241	-0.0214559662	0.0948355998	0.0154048396	-0.1291413521	0.0937545996	0.0164420428	0.0468864698	-0.0412400041	-0.0548566739	0.073127694	0.0306883243	0.0263566641	0.1037409682	0.0075193915	-0.1667847262	0.0955707189	0.1094031032	0.0498516889	-0.0211932529	0.0670514748	-0.1396184766	0.1703649791	0.0158073328	-0.0188484697	-0.0858679347	0.091896653	-0.0676854277	-0.0669468478	0.0415270273	0.0489188454	0.059080381	-0.1318983075	0.0949770407	-0.0188429718	-0.0517572193	0.115798951	0.1156251942	0.1153357926	0.0	-0.0122601858876407	-0.0042211776304555	1.781834058785791e-05	0.0001503121579995	-0.0804982497393353	0.1738694858314887	0.0302305981033062	0.0064799682110963	0.0021274974725429	0.0197046847416828	0.0003882746007691	4.526245495676428e-06	0.0006250184970762	-0.000139021315462	3.906481216873919e-07	1.9326926152812706e-08	0.0001128972505139	-0.0001024613950616	1.2745789173598297e-08	1.0498337477969271e-08	-0.0003290347675361	4.054743002089996e-05	1.0826387824753539e-07	1.6440940812997791e-09
555.401863448336	-0.2803193160081036	0.078578918927251	308471.2299218841	717.5711590717534	-2.156565590840273	4.650775147596256	514908.36833157967	535.4500129624168	-0.113813479583996	0.0129535081350166	286706.7163814524	589.1659863091214	517.0098423660686	0.996217	18.823591	0.1922674249925036	0.1347836146258413	-0.0158961086	-0.0491405079	0.013089863	0.0527497476	-0.1204605442	0.002739097	0.0128829071	-0.0260686802	-0.1304169551	-0.0041890024	-0.0393383031	0.0427060991	-0.021945072	0.0910394063	-0.039699736	0.0400420482	-0.1530193888	-0.1142510307	-0.0733778619	0.1022080745	0.0196075642	-0.0320553801	-0.0926408643	-0.055307612	-0.0944464091	0.0970083306	0.0980318215	0.0169596891	0.1278436823	-0.0545013086	-0.0102645287	0.0906359793	0.0238628833	0.0429936886	0.1768799882	-0.1019693966	0.0019336546	-0.0469934554	0.0650273654	0.0365549361	0.0068421701	-0.1898785601	-0.0712761551	0.0376941491	-0.0518526565	0.0603819379	0.0949516313	0.0808836404	-0.1428073686	0.0471455549	0.0511431828	0.0442903495	-0.0166860924	0.0134594061	0.0156435467	0.0564183839	-0.0079917747	-0.0073422299	-0.0118191077	0.0234359707	0.087519653	0.0236830586	-0.0931031961	-0.0284144936	-0.0455621289	0.0411348271	-0.2042092903	0.0200098476	-0.0612928808	-0.1651993122	0.0213111142	-0.1563593084	-0.0043748682	-0.0093619429	-0.0159783656	-0.0987325393	0.0199349349	-0.0651294578	0.0566913503	0.0939428184	-0.1176059908	-0.1067191954	0.0440162482	0.0548812422	0.1466689048	0.1097276594	-0.0441223154	0.1045797791	-0.1975752521	0.1334393243	-0.0306883407	0.0419838018	0.0242397877	0.0389966706	-0.068597861	0.0606650278	-0.1568713481	0.1389427721	0.00111619	-0.1952793098	-0.1328063854	-0.0132448527	-0.0445719699	-0.0991428014	-0.058349386	-0.0837420016	0.0502920047	-0.0454733989	-0.0598002402	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0116886258265935	0.0005715600610472	3.2668090338427985e-07	0.0001366239737141	-0.2038513526131282	-0.1233531028737929	0.0152159879885925	0.0415553739622019	-0.0193316543284254	-0.0214591518009683	0.000460495196017	0.0003737128590737	0.0012560003689504	0.0006309818718741	1.5775369268035408e-06	3.981381226338692e-07	-8.279599164051632e-07	-0.0001137252104303	6.855176231736448e-13	1.2933423487417192e-08	-0.0005219998903655	-0.0001929651228293	2.72483885541594e-07	3.723553862856541e-08
555.8083541523347	0.4064907039986565	0.1652346924373234	308922.9265455271	715.9365225435928	-1.6346365281606268	2.6720365791970275	512565.1043118123	535.3834001446714	-0.0666128177454083	0.0044372674879829	286635.3851504694	588.6204035357241	522.481851436264	0.950921	17.967724	0.1792780806176986	0.1345077611446887	-0.0615955205	-0.0334042237	0.0225907026	0.0005580849	-0.1339562351	-0.0323362208	-0.0482540161	-0.0351261678	0.0028114073	0.1387066283	0.0469171475	0.0136813074	0.005749068	-0.0597179986	-0.0057350439	0.008080391	0.0720522581	-0.0728335764	0.0148597967	0.1708438801	-0.11646172	-0.0180230602	-0.016885131	-0.1134496511	0.0458148959	-0.0537252441	0.0231778388	-0.0989513842	-0.0728361414	0.0116741708	0.1387749757	0.0980548126	0.0244300484	-0.0864083833	0.0497439762	-0.04317786	0.0696508817	0.1557935549	0.048737686	-0.0010914066	0.0583040047	0.1024806717	-0.1346058943	0.1330354608	0.0475080346	-0.0480693579	-0.029565297	-0.0556279172	-0.1107627283	0.1471103931	-0.0371408105	0.1092812278	0.0534713932	0.033918206	0.0822135977	-0.0568948898	-0.0586669502	-0.0925911908	-0.025599019	0.006985443	-0.0132267792	0.0516838121	0.0321392703	0.1344481577	-0.0671331128	0.045201037	-0.0114087427	-0.0016957088	0.0825166806	0.1356698867	0.1026583042	-0.0211108861	0.0097067131	-0.0500198113	-0.0698086785	0.0713701729	-0.0527657367	-0.1565672474	0.0494175954	0.0765526928	-0.223333799	-0.04186446	-0.0868436493	0.1052458623	0.0110902244	0.0181589596	0.0800144186	0.0322915954	-0.1581575524	0.0482306256	0.0932947485	0.0210602404	-0.0254844388	0.0263607241	-0.1337483941	0.1676872097	0.0345002255	0.0014651388	-0.0707199887	0.0845619076	0.0608752866	0.0076303129	0.0286083549	0.0089818445	0.0332613906	0.0447253241	0.0118571494	-0.0328663477	-0.032043024	0.1155415645	0.1145973067	0.1130292557	0.0	-0.0277446601623694	-0.0160560343357759	0.0002577962385916	0.0007697661675253	-0.077463250099413	0.1263881025137151	0.0159739524570173	0.0060005551159642	-0.0080794041100773	0.0112522502183481	0.0001266131349763	6.527677077393397e-05	0.0007450001198486	-0.0005110002491017	5.550251785744284e-07	2.611212545821016e-07	-1.943985186159125e-07	6.335613977892507e-07	3.7790784040061285e-14	4.0140004476866925e-13	-0.0005219999508631	-6.049760009358557e-11	2.724839487010789e-07	3.659959617083405e-21
555.945132274478	0.1367781221433688	0.0187082546970663	309074.9900996869	716.6168676059317	0.6803450623389153	0.4628694038489426	513539.7349373375	536.3318102846051	0.9484101399336852	0.8994817935290321	287651.8107231617	589.9642891824464	521.5021071759459	0.855498	16.164698	0.0963103761657717	0.0580210919363396	-0.0572482029	-0.0239825531	-0.0401240306	0.0505644254	-0.0887954213	-0.0079426245	0.0502732672	-0.0096750332	-0.0401685733	0.0130781115	0.0577512482	0.0002479028	0.0195424322	0.038284203	0.0266183152	0.0882500794	-0.0283920737	-0.0564897313	-0.0938347593	0.0770043051	-0.0331727566	-0.0547298861	-0.0429180485	-0.0285736035	-0.0152435775	0.0096743984	0.1892058534	-0.0757585499	-0.0592758812	0.005413146	-0.0270615464	0.0631222756	-0.0355452863	0.0187351035	0.1283863883	0.0240983519	-0.0038252675	0.0540038996	-0.0082448102	-0.0051855141	-0.1198890745	0.0404857847	0.0006418677	0.003270858	-0.1619693696	-0.0541447655	0.0469635112	0.0867567641	-0.1824035147	-0.0615517835	0.030484341	-0.0327741116	-0.0646144201	-0.1170182097	-0.0534044866	0.1463464073	-0.0082862324	-0.0384690331	-0.0278863455	-0.0195255231	0.0306731272	0.0836875267	0.0283342313	0.0934457737	-0.01676082	0.0143262481	-0.1843622073	0.0249025907	-0.0408924229	-0.0996329303	0.1157304301	-0.1120454848	0.0316087474	0.1734141118	-0.1096243584	-0.0982208451	0.0429999121	-0.0402282865	-0.0715569585	0.0467349608	0.0126947553	-0.0586696789	0.0691383752	0.0609003577	0.0171663448	0.05132444	0.0574940432	0.0332200021	-0.1207188888	0.1369234344	0.0492697311	-0.011175794	0.0360355238	-0.0292594789	-0.1155137006	0.067435405	-0.0763223551	0.0348387888	0.0528739886	-0.1517962003	-0.0027220781	0.0192872276	-0.0374242966	-0.1119920738	-0.0324849659	-0.0585468633	-0.0133618838	-0.0711112492	0.0004378301	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0145839522198372	0.0131607079425322	0.0001732042335486	0.0002126916623504	-0.1245041413789778	-0.0470408912795648	0.0022128454523758	0.0155012812205164	-0.0052370029167434	0.0028424011933338	8.079244543865977e-06	2.742619954997888e-05	0.0008931355658249	0.0001481354459763	7.976911389413644e-07	2.1944110354597304e-08	0.0005162670391978	0.0005164614377164	2.665316557620628e-07	2.6673241664810735e-07	-0.0005227305821772	-7.306313140999568e-07	2.732472615433145e-07	5.338221171434297e-13
553.6944635221345	-2.2506687523435858	5.065509832775833	306577.5589350643	713.5477152312484	-3.0691523746833127	9.419696299024215	509150.3419117347	533.3492784103545	-2.98253187425064	8.895496380921033	284461.4527808458	586.8732322888496	520.1473778206799	1.045283	19.75071	0.0541829110090292	0.0341268283790553	-0.0483377348	0.0148305992	-0.088184232	0.0140031048	-0.0494769321	0.0197476571	-0.0713307614	-0.076145137	0.1047619008	0.0009528046	0.0636956591	-0.1527501146	-0.0421352844	-0.0263082232	0.0212539589	-0.0147218991	-0.0593507671	0.0639236257	0.011609388	0.0339615366	-0.0688247459	0.0561189795	-0.1789822182	-0.1019181503	0.1552010568	-0.0192048076	-0.0072098036	0.0433022522	-0.0054974602	0.0203012183	0.0703360948	-0.0383251831	0.2419806757	-0.0954666472	-0.0863947769	0.0741945344	0.1725848346	0.0728965312	-0.0226063767	0.1020600897	0.0844445082	0.1100079992	0.0220123283	0.0464079596	0.0745178874	0.0242319257	-0.1010314018	0.0955467901	0.027332089	-0.0817953841	0.0543506423	-0.1239803402	-0.044960174	-0.072038522	0.0626273449	0.0015357514	-0.0993239235	-0.041284802	-0.023258039	0.1224420237	-0.0623146038	0.0412431282	-0.0724871081	0.0014378419	-0.0081968264	-0.1319121102	-0.0143121191	-0.054925093	0.0873953268	0.1917589932	-0.0351802293	-0.1301911568	-0.0116804122	-0.0622991257	-0.1848545155	0.0088136375	-0.1615097613	0.0367542906	-0.0612757286	-0.1525334885	0.0318350662	0.1210541806	0.1060882269	0.0979820745	-0.1334115637	0.0618117017	0.0265917712	0.0552050195	-0.1853489535	-0.0546931849	-0.0117077877	0.0864526067	-0.0440059988	0.0148365692	0.0055912694	0.0691656622	0.0402283448	-0.0548869811	-0.1967849642	0.1365332811	0.0683259597	-0.0157826242	-0.0460698168	-0.0438241676	-0.0660247414	0.0773187267	-0.1515898493	0.0714435032	0.0257768966	0.1150787493	0.1127547821	0.1089162049	0.0	-0.0184017769793456	-0.0038178247595084	1.457578589431537e-05	0.0003386253959975	-0.1041141881219687	0.0203899532570091	0.000415750193823	0.0108397641682966	-0.0093438369725902	-0.0041068340558468	1.6866085962263082e-05	8.73072893703436e-05	0.0008930002045311	-1.3536129380006465e-07	7.974493652925864e-07	1.8322679859227423e-14	-2.3314543939889642e-07	-0.0005165001846371	5.4356795912504456e-14	2.6677244073026057e-07	-0.0005220001493749	7.304328022999683e-07	2.72484155947418e-07	5.335320786757845e-13
554.334123058342	0.6396595362075459	0.4091643222612527	307286.3199868611	714.7329491971299	1.18523396588148	1.404779553879141	510843.1886680271	534.3823402782477	1.0330618678932524	1.0672168228950956	285564.4856012569	588.0456938090342	518.3011730544998	1.124987	21.256714	0.1376226938098782	0.1022976405258498	-0.0324674554	0.00447672	-0.0841305803	-0.0280668068	-0.0445834861	-0.0809479046	0.0331319138	0.0478874727	0.032999279	0.0012004836	0.1624025616	-0.0946892895	-0.0038935738	-0.07363118	0.0693896622	-0.0188211978	0.0103677943	-0.08520336	-0.0462283259	-0.0329365953	-0.0771888977	-0.0040618233	-0.0980499416	-0.0289470785	0.0696132755	0.0619793288	-0.0950394339	-0.0966598618	-0.2541475841	0.0592963131	0.0011880261	0.0156166938	-0.0759765937	0.0178578533	0.1316491272	-0.0150121712	-0.0620947821	0.0361551632	-0.0622378247	0.0352188496	0.0445184977	0.0134251645	0.0691334987	0.0190984526	-0.0806028245	-0.0022289579	0.0661119796	-0.0791450792	0.1194089369	0.0164077438	-0.0296736297	0.0554669847	-0.0641201207	-0.0472533994	-0.0747633969	-0.0664162247	0.0125791066	-0.0691644011	-0.0787542105	-0.0174536167	0.0178180948	-0.0053619472	0.1325503186	0.1233671034	-0.035236708	-0.124729587	-0.0064243866	-0.1734935138	0.150007061	0.0169412334	0.1030536648	-0.0033854052	-0.0624311194	0.1421075181	0.0310160242	-0.1185808731	0.0320299417	-0.0316378476	0.0501338382	-0.0107538368	0.1113275008	-0.0506063134	-0.0188142973	0.0454534502	-0.0735288893	-0.0164597741	0.176075007	-0.0866033804	-0.0406512865	0.0896769693	0.1550181862	-0.0234060591	0.0654129841	-0.048400615	-0.0666250404	0.0264273853	0.0869367515	-0.1059340189	0.0199067099	0.0036786692	-0.0647549639	-0.0095330097	0.0654957482	-0.0111984845	-0.0147763203	-0.1305833523	-0.0152471551	0.0523418672	0.1024142953	0.1147705489	0.1115319001	0.1062016776	0.0	-0.0088561709570598	0.0095456060222858	9.111859433269892e-05	7.843176402066948e-05	-0.0062524868945672	0.0978617012274015	0.0095769125671211	3.909359236673458e-05	0.0026178662293858	0.011961703201976	0.0001430823434921	6.853223594958625e-06	0.0006370281847409	-0.0002559720197902	4.058049081542862e-07	6.552167491547455e-08	0.0001088337280608	0.0001090668735001	1.1844780363612163e-08	1.1895582895108389e-08	-0.0005220349232488	-3.4773873899959444e-08	2.725204610913805e-07	1.20922230601028e-15
553.6807611877304	-0.6533618706116613	0.4268817339691692	306562.3853094245	713.1847263928655	-1.5482228042643555	2.396993851644185	508632.4539600664	533.4319147846486	-0.9504254935991412	0.9033086188831712	284549.6077108166	586.8638958270733	518.323562254184	1.076591	20.342264	0.1634334052830401	0.1372272332067588	-0.0310969304	-0.0036265301	-0.0338461889	0.0324621178	0.0149623185	-0.0347420659	-0.0714548688	-0.0478938555	0.0252867034	-0.1258342837	-0.0050438957	-0.0679160848	-0.0383587899	0.1337538205	-0.0189277301	-0.0446975115	-0.1126415613	-0.0877115272	-0.0699825716	-0.0645914468	0.1386250168	0.015190314	-0.1182497184	0.0218474184	0.0386099997	-0.00011565	-0.1609713993	0.0852564875	0.0236790785	-0.029076171	-0.0267637571	0.0609108494	0.001131927	-0.0479154671	-0.0416359204	-0.0492280723	0.0801807625	0.0173300939	0.0119818009	0.0248179331	0.0750183869	-0.0264467978	0.0361462621	-0.0604958644	0.0535726628	0.1290892225	0.1013650772	-0.1909323207	-0.1030800527	0.0600146245	0.0483711184	0.0837172979	0.0075082203	0.0512153017	0.0475895368	0.052859983	-0.0045527591	-0.0281825576	0.0654050917	0.0830661577	0.0005701597	-0.0375758668	-0.1051927924	-0.1492029982	-0.0076590144	-0.0852969632	-0.0491273265	-0.145181326	0.1020159919	-0.0302012301	0.0263316139	-0.0917723636	0.0377197504	0.0380659428	0.0278486891	-0.020103769	-0.0535476365	-0.067377741	0.0437988018	0.0204296228	-0.0140924863	-0.0512857931	-0.1257485888	0.0532065454	0.0131036337	0.0897526558	-0.0301227273	0.0688774259	-0.1035732328	0.0066714449	0.0217138825	0.063797712	0.108652307	0.0731697126	0.0535380906	-0.0634255269	0.0355420871	0.0615603062	-0.1030680877	0.0272256639	-0.1703819478	0.0459533239	0.0652613653	0.070268008	-0.1214027743	0.0268064894	-0.0092691046	-0.0389385043	0.1031985031	0.1144113283	0.1101107184	0.103062378	0.0	-0.0122608590323523	-0.0034046880752925	1.1591900890038956e-05	0.0001503286642112	-0.1380096089118723	-0.1317571220173051	0.017359939202283	0.0190466521520079	0.0030144801424683	0.0003966139130825	1.573025960506131e-07	9.087090529335704e-06	0.0010800578263233	0.0004430296415824	1.166524908202212e-06	1.962752633206299e-07	0.0002227181705543	0.0001138844424935	4.9603383495054266e-08	1.2969666242055307e-08	-0.0005226204647201	-5.855414712999758e-07	2.731321501442533e-07	3.428588146121404e-13
554.5478510995866	0.8670899118562829	0.7518449152429365	307523.31915916933	712.8567307391673	-0.3279956536981672	0.107581148844888	508164.7185601337	534.8632646919477	1.4313499072991362	2.048762557125246	286078.7119169285	588.0357769529461	516.3874692626806	1.065804	20.138454	0.2389295343477309	0.179128462298836	-0.0437357014	-0.0026699669	0.0265095679	-0.0978788849	0.1218120732	-0.0784074285	0.0269434819	-0.0869923681	0.0787170863	0.0300867096	-0.0758363478	-0.0722204555	0.0178972655	-0.0525640752	0.0381265164	-0.0104630127	0.0627164142	-0.1119720618	-0.0132974193	-0.1224500555	-0.0231957248	-0.0461014221	0.0030983275	0.0507013687	-0.0091595799	-0.0916412828	-0.1342069085	0.060407939	-0.1650135736	0.0032560539	-0.0671074776	0.0691508692	-0.1209188747	-0.0654942905	-0.0514658446	0.1794858286	-0.0749161553	0.0979184451	-0.0097794862	-0.0355708261	0.0185452751	-0.0504279808	-0.0602331667	-0.0376767044	0.0453099142	0.0689950436	0.0938295349	0.0931296765	0.0295085397	-0.0280413765	-0.1148879232	-0.0683205731	-0.0851180068	0.0347478895	0.0823086169	0.143114487	-0.0042484618	-0.0683414788	0.0534427439	-0.0462451679	-0.0360029947	-0.0317079934	0.1213920742	0.0141483484	0.0322359474	-0.0161667475	0.0958199664	-0.153303123	0.024981532	0.0086662368	0.1421485117	0.1273664533	0.0466697585	-0.0321066043	-0.0130944777	0.0297403984	-0.0778344879	-0.1351658644	-0.079059054	0.1666164035	0.1145730391	-0.0465950858	0.0155796799	0.0288229857	-0.0502060466	-0.0351579305	0.1804588042	-0.1016257099	0.0159926122	0.0161239882	0.1485129578	-0.0025912451	0.1553658701	0.0833717367	-0.1042386277	-0.0680985656	0.0917237312	-0.0226961617	-0.0157887887	0.0192687061	0.0814171486	-0.0867287307	0.1336561305	0.1565364904	-0.1210443573	0.1314229013	0.1473989943	0.0005368029	0.0931369777	0.1140012473	0.1084937639	0.0995108621	0.0	-0.0102507764387382	0.0020100825936141	4.040432033150389e-06	0.0001050784175969	0.0295445726386134	0.1675541815504857	0.0280744037550531	0.0008728817723983	0.0207721097355744	0.0177576295931061	0.0003153334087659	0.0004314805428667	0.0003361335698225	-0.0007439242565008	1.129857767616175e-07	5.534232994102681e-07	0.0005109121402986	0.0002881939697443	2.610312151044963e-07	8.305576419697852e-08	-0.0005225858787547	3.458596540000143e-08	2.73096000673822e-07	1.1961890026500962e-15
