global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
551.8951688304775	n/a	304588.2773784212	n/a	655.7838680661957	n/a	430052.4816158616	n/a	529.1341635159084	n/a	n/a	279982.96299968014	533.7301908991578	477.44162562068334	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0774531394450974	n/a	0.0059989888099017	n/a	-0.1453987645997898	n/a	n/a	0.021140800747145	-0.0757218687329697	n/a	n/a	0.005733801404413	-0.0015020111804532	n/a	n/a	2.2560375862064154e-06	-0.0020528579151235	n/a	n/a	4.214225619685203e-06	0.0004739590442083	n/a	2.246371755868453e-07	n/a
547.3691662550079	-4.526002575469533	299613.0041667025	20.48469931315685	641.3212264050012	-14.46264166119454	411292.9154376148	209.16800382011996	528.9029496737888	-0.2312138421195868	0.0534598407877012	279738.3301736344	530.5084032328015	469.3457997310141	1.453035	24.695038	0.0946883983680149	0.0494031597264398	-0.1830003034	0.1135960187	0.1442883846	-0.0104291601	0.0105207016	0.194582881	0.0598255979	-0.3082360325	0.1016861685	-0.1396888367	0.1383946134	-0.3488684644	-0.0026546416	-0.0195776289	0.0628386892	-0.0418666615	-0.0907511425	0.101336543	-0.1126602988	0.1829401082	-0.0455080849	0.0620983456	-0.1016345384	0.1227410519	-0.0502590058	-0.0323562524	0.0169804314	-0.0052813458	0.0949055451	-0.1037204161	0.077352796	-0.1332027951	0.0566693659	-0.0789753816	0.0273107145	-0.0350282525	0.0679834606	-0.0820014671	0.0333412079	-0.0718620346	0.2417983783	-0.1061420598	0.0097166969	0.0010762576	0.0401385557	-0.1320518186	0.0235578029	-0.0477974939	-0.0911929196	0.2560220231	-0.094936959	0.0083501556	0.0722639935	-0.1485418134	0.0711237805	-0.0481873169	0.0702071961	-0.1794619186	0.2273239613	-0.112050747	0.11395911	-0.01626742	0.021585126	-0.0372747805	-0.0994853852	0.0954600712	-0.0301518614	0.097135688	-0.0632703507	0.1134858468	-0.1420118113	0.1715085171	-0.0892262275	0.126620152	-0.097564802	0.0243506174	-0.2370547633	-0.0220007169	0.1233513653	-0.0569142687	0.1395397068	-0.1114154735	0.0565624796	-0.1891115211	-0.0506417321	0.1536143749	-0.1362827639	0.1160974356	-0.0176167324	0.2360723049	-0.084634495	0.1134144148	-0.0426106032	0.0680655808	-0.1001244242	0.0541142814	-0.0246620392	0.1756672521	-0.0078719828	0.0914089773	0.1158504512	0.1158311377	0.115798951	0.0	0.0647662638600365	-0.0126868755850608	0.0041946689343878	0.0001609568121108	-0.1209136422592109	0.0244851223405788	0.0005995212160331	0.0146201088843884	-0.0340929092832595	0.0416289594497102	0.0017329702648656	0.0011623264633965	-0.001353448632057	0.0001485625483962	2.2070830785973285e-08	1.8318231996169648e-06	-0.0019708793353812	8.197857974230009e-05	6.7204875365646544e-09	3.88436535463264e-06	0.0005611667359231	8.720769171480003e-05	3.149081055065863e-07	7.605181494223602e-09
545.7048569879464	-1.664309267061526	297793.790940235	2.769925336426874	635.4760281793002	-5.845198225700983	403829.7823905388	34.16634229773792	527.8214229515621	-1.0815267222267266	1.1697000508904871	278595.45452661184	529.1624801996292	464.8676960557859	1.047742	17.806894	0.1744282441059726	0.1053250461776846	-0.2151206816	0.0911369247	0.0538459252	0.110955284	0.0690908153	0.0775296208	-0.1911218012	-0.2104167271	0.0270316175	-0.0171913316	-0.0185040024	-0.0119244536	-0.2272851205	-0.1424130629	-0.0428681536	-0.0549475337	-0.0105782227	0.0992416612	-0.0768623403	0.0283751296	0.004619922	0.0405113052	-0.080464611	0.0579143088	-0.0455843271	0.0542004126	-0.0677317791	0.1049573272	0.051069988	-0.0479759827	0.0976555201	0.0489560525	0.0955292167	-0.1166098523	-0.2328916034	-0.0476258853	0.0769301336	-0.132313701	0.096141195	0.0400212823	-0.0309376316	-0.0738867957	0.0201823235	-0.0594080331	-0.0253541304	-0.0391054903	0.0307895215	-0.1096772985	0.0739547861	0.1943079818	-0.0146156144	0.0590094937	0.0743826738	0.0301863356	0.1037719184	-0.0053865377	-0.070172667	-0.1672634726	0.1285320945	-0.112027218	0.0635369581	0.0096183536	0.1246539349	0.1306028451	-0.0054339324	0.1125315548	-0.1601270445	-0.2165808938	0.018382411	-0.0888289165	-0.008561368	-0.0158105858	0.0806463418	0.1487722945	0.1660159604	-0.0839031653	-0.2275179161	0.0939810472	-0.0070567534	-0.1278652344	0.1212327798	0.0089532115	0.0698573982	-0.1857208011	0.0011377967	0.1400119373	0.0577350034	0.1470676875	0.1213718161	0.0168496201	-0.0325385404	0.008433622	0.0551668132	0.0734263518	-0.1114751418	-0.0678317389	-0.1736535058	0.0008696478	-0.1572772226	-0.0843930988	0.115798951	0.1156251942	0.1153357926	0.0	0.0643971313218543	-0.0003691325381822	0.0041469905224841	1.3625883074483437e-07	-0.0349624903698071	0.0859511518894038	0.0073876005111153	0.0012223757328588	0.0137799391054471	0.0478728483887066	0.002291809612848	0.0001898867217498	-0.0015502084078179	-0.0001967597757609	3.8714409357479694e-08	2.403146107669309e-06	-0.0015422983875779	0.0004285809478032	1.8368162881997481e-07	2.3786843163253903e-06	0.0003818052336937	-0.0001793615022294	1.4577523647590088e-07	3.2170548481987064e-08
544.0457481054111	-1.6591088825352929	295985.77603157645	2.752642284107508	631.05695079935	-4.419077379950181	398232.8751521733	19.52824488998736	526.8932688406536	-0.9281541109085084	0.8614700535963635	277616.5167495893	527.4724301167937	458.0197285684576	1.117965	19.000359	0.0507361270285768	0.0251608894733154	-0.1817213315	-0.0740514742	0.0077989995	0.0195088811	0.0004730377	-0.0988151027	-0.1778436779	-0.0739867851	-0.1846028165	0.1300527011	0.0218565473	0.065606605	-0.1293562563	0.0047222512	-0.1109789859	-0.0165539207	-0.0860235077	0.0667513139	-0.0330327938	-0.0070782406	0.1172274132	-0.0276214542	-0.0042430748	0.0808295733	0.1197692004	-0.0761817854	-0.0837265869	-0.1046606077	-0.1242723414	-0.0313377413	-0.0469741622	0.0159116281	-0.0746732574	-0.0328730734	-0.0329453189	-0.0367910734	-0.0404282978	-0.0716447779	-0.0267311941	0.0404190521	-0.0638940295	-0.0072619939	0.0383773346	-0.0713341391	0.0611274286	0.074952925	-0.0575159784	0.0279876376	0.1258050023	0.0910080161	-0.0476738898	0.1617874323	-0.0618429335	0.0851833554	0.0777465066	0.1319983401	0.0647646575	0.0571417236	-0.0049262973	0.0326243527	0.0943602149	-0.0322225349	0.1210153687	0.0021441133	-0.0051688178	-0.1755359933	0.0654403893	-0.1352220797	0.1058846128	-0.1616338485	0.096070628	-0.0121795649	0.0009357067	0.0301609526	0.0158875512	0.0111131789	-0.1897260649	-0.0293890268	-0.0981516367	-0.1738493901	0.00453873	0.0255190928	0.1068471676	-0.2159910839	0.1049314784	0.0696261706	0.0153316652	0.0969687018	-0.0959906792	-0.0377697464	0.0342836941	-0.0039318542	-0.0560671134	0.0685310626	-0.0631445489	-0.022975262	-0.1209269111	-0.054953285	0.0051020638	0.0310479277	0.1156959735	0.1152136733	0.1144113283	0.0	0.0567156061072466	-0.0076815252146077	0.0032166599761123	5.900582962265389e-05	-0.0522063988403829	-0.0172439084705758	0.0002973523793415	0.0027255080798811	0.0188535247526004	0.0050735856471532	2.574127131899995e-05	0.0003554553955969	-0.0014562398578259	9.396854999200012e-05	8.830088387599026e-09	2.120634523520797e-06	-0.0012558064796968	0.0002864919078811	8.207761328135269e-08	1.5770499144484691e-06	0.0004160869297454	3.4281696051699994e-05	1.7312833310495345e-07	1.1752346841811427e-09
544.3405754792493	0.2948273738381886	296306.6621130803	0.086923180364323	632.8597846195615	1.802833820211504	400511.5069887178	3.2502097832984047	527.3451471328735	0.4518782922199307	0.2041939909796011	278092.90420459205	527.935068749213	456.2886767481222	1.030649	17.516376	0.0820346362543096	0.0495420464043614	-0.1851650542	-0.1460067846	0.0491667055	-0.1042773867	-0.1300414318	-0.0012041194	-0.187740242	-0.0508304294	-0.0570328464	0.0261073758	0.1771258825	0.0615286396	0.0257760386	0.0993855455	0.0580950244	0.0572670179	-0.0916495655	-0.0278252361	-0.1442760977	0.0105847668	0.1491305665	-0.0941329373	-0.0591897141	0.1045600727	0.0972327951	-0.1768709658	0.0029730267	0.0355681943	0.0857474995	0.1343316179	-0.0402855848	-0.0254881288	-0.032905066	-0.0553859856	-0.0738277131	-0.0384405767	0.1021746995	0.1090319568	-0.1231474358	-0.2118005192	-0.0119913995	-0.04701303	-0.1035601051	-0.0376504752	-0.018318522	-0.004821814	0.0146214	0.114446144	-0.0665310574	0.0580698741	-0.1586117506	0.1120124891	0.0678493554	0.0529342006	0.0674211207	0.0747941531	-0.0080230329	0.0744715641	-0.0229414678	0.0065819806	-0.1171489289	-0.0668043067	0.0590692025	-0.1303855511	0.0409939102	0.1203918712	0.0346436428	-0.1282364418	-0.1746980295	-0.2085079221	-0.0022909813	-0.0556681463	0.1165035318	0.0987042146	-0.0751670045	-0.0411729221	-0.1864515562	-0.1256157935	0.0250037274	-0.1270925664	-0.0097245752	-0.0876480831	0.1084168565	-0.1355215814	-0.0756239923	-0.0188114334	-0.0348886277	-0.0324471752	0.0169621976	-0.0545429721	0.0145149073	0.0712074106	0.1067373597	0.0376441871	-0.0731496302	0.020515033	-0.0175871449	0.127571006	-0.0716683076	0.0714706902	0.1155415645	0.1145973067	0.1130292557	0.0	0.0483336022751785	-0.0083820038320681	0.0023361371088951	7.025798824080432e-05	-0.0866729797846659	-0.0344665809442829	0.0011879452019888	0.0075122054247531	0.032979176841664	0.0141256520890636	0.0001995340469412	0.0010876261051537	-0.0009562384500533	0.0005000014077726	2.5000140777458184e-07	9.143919733603374e-07	-0.0012562000917539	-3.9361205709988883e-07	1.5493045149440614e-13	1.5780386705225063e-06	0.0004168998976936	8.129679481999911e-07	1.7380552469693416e-07	6.609168848005034e-13
543.9989323402109	-0.3416431390384105	295934.8383872894	0.1167200344520186	630.9830308234555	-1.8767537961060723	398139.5851871538	3.5222048111985536	526.7066765172141	-0.6384706156594575	0.4076447270605667	277419.9230878092	527.3195845026397	456.20796192012233	1.171393	19.908392	0.0431265503913237	0.0301961041976405	-0.209339099	0.0443570937	-0.0531344095	0.0387675048	0.0308393299	0.0841587717	-0.2093469255	-0.0038716413	-0.041215209	-0.0526762977	-0.0730822351	-0.045182941	0.0459458982	-0.0547164961	0.0312235075	-0.1637044346	-0.0775265113	-0.0550658599	-0.0933263247	0.0224194655	0.0506190833	-0.1280300892	0.0314586674	0.0762565414	0.0036451052	0.1606466085	-0.0348289013	0.0537936728	0.0366205083	0.0083831007	0.1240735298	-0.1394765478	0.1974639049	0.0425971808	0.1422295467	-0.065525814	0.1289843586	-0.0627015985	0.0008005531	0.0630396484	0.071150466	0.002463512	0.0771377059	0.1161232586	0.0989788604	-0.0234234866	-0.1668226623	-0.0706452279	-0.0681774718	0.1432462987	-0.0874541928	-0.0177857452	0.0187782944	0.0729198531	0.1612508469	0.1111323801	-0.063825899	0.0446192974	-0.0633479058	-0.0853306634	0.0539819839	-0.0483890578	-0.1315822884	0.0191629155	-0.0826406104	-0.0119283022	0.0621190881	0.1175772831	-0.1360102608	0.1993113211	-0.0007782993	-0.0646750084	-0.0958158054	0.1415529618	0.0708697135	-0.0041216049	-0.163418309	0.0398179744	0.0640679103	-0.1281011514	0.1185510639	-0.0510495282	-0.0195014141	-0.047064211	-0.1457450111	0.0045760223	-0.0485461976	0.0004336137	-0.063189602	0.0252349539	0.0643518254	-0.0299917488	0.0690037081	-0.0571977539	0.0798139545	0.0041893321	-0.003776562	-0.0728707503	-0.0662550433	-0.0491366844	0.1153357926	0.1137771902	0.1111951025	0.0	0.0483203216599008	-1.3280615277701248e-05	0.0023348534853162	1.7637474215431175e-10	-0.0592841001220563	0.0273888796626095	0.0007501507291729	0.0035146045272819	0.0373466450611204	0.0043674682194563	1.907477864796163e-05	0.0013947718973213	-0.0010772164652482	-0.0001209780151949	1.463568016049746e-08	1.1603953130018264e-06	-0.0013617287355363	-0.0001055286437824	1.11362946585527e-08	1.8543051491852905e-06	0.0004162681187913	-6.317789022999864e-07	1.7327914672204786e-07	3.991445813913758e-13
544.2176596343808	0.2187272941698665	296172.8610579227	0.0478416292148713	629.9044035549822	-1.0786272684732694	396779.5576179579	1.1634367842941065	527.4314196280071	0.7247431107930424	0.5252525766419762	278183.90241081495	527.5481263653678	456.4106873357019	1.035164	17.593124	0.1083877390318743	0.0636223358779528	-0.1780610206	-0.0241869334	-0.0471660567	0.0562310271	0.0807044223	-0.0881459118	-0.1222798717	0.0409722259	-0.148992931	-0.0371689463	0.0300422318	0.0336009424	0.0678365486	-0.1030444301	-0.1200407227	0.0688000394	-0.0317806081	0.0879451796	-0.1331875329	0.0189453215	0.08831968	-0.0694143584	-0.032805572	0.1506529039	0.0814962648	0.1005994257	-0.0040286281	0.026834118	-0.0308723009	-0.0993382223	-0.0318122455	0.0656583293	-0.1776296055	-0.0686402413	0.0212071077	-0.0170461677	-0.0707477579	0.0788184307	-0.0333616079	-0.0577985851	0.0698548526	0.0076997429	0.0441263813	0.1480853612	-0.0126088483	0.0695860197	0.0578405711	-0.0547735963	0.1117318817	0.0438011474	-0.0586768376	0.1608674917	0.123327316	0.0120379895	0.0117210047	0.0466356414	0.0537972499	0.1488204035	0.0110823073	-0.0126887027	-0.0598964962	0.0591095975	0.1636115674	-0.0655280624	0.0681923764	-0.0918600112	-0.0465921121	0.0585919879	0.0419790548	0.0641600834	-0.034279951	0.0188103839	0.0600429663	-0.0302895051	0.1600358007	0.0467891766	-0.1443168618	0.0603193032	-0.1097067184	-0.1229179988	0.0140323438	0.0611877083	0.0730622204	-0.0564644239	-0.0503735112	0.0365480914	0.0709369293	-0.0764097004	-0.0579679862	-0.0491395326	0.0608624432	-0.0121757855	-0.2103788614	0.1854410005	0.1671429464	-0.0512568712	-0.0352073795	-0.1425831914	0.0413048757	-0.0549519777	0.1150787493	0.1127547821	0.1089162049	0.0	0.0483041087680931	-1.6212891807698693e-05	0.0023332869238797	2.628578607681434e-10	-0.0049939014865145	0.0542901986355418	0.0029474256678865	2.4939052057011733e-05	0.0195432478629555	-0.0178033971981649	0.0003169609517956	0.0003819385370329	-0.0012788595878628	-0.0002016431226145	4.0659948897766586e-08	1.6354818454686103e-06	-0.0009581930894784	0.0004035356460579	1.6284101763936673e-07	9.181339967241612e-07	0.0002958882813366	-0.0001203798374546	8.754987503232698e-08	1.4491305265619988e-08
544.7103669964694	0.4927073620885949	296709.38391342835	0.2427605446563017	632.3611028824729	2.4566993274906963	399880.5644387375	6.035371585693239	527.2826202937534	-0.148799334253681	0.0221412418743387	278026.96166384657	527.9214984377458	460.1385498149237	1.18224	20.092743	0.1057598599454388	0.0704239644924378	-0.1050642446	-0.1641712759	0.0566742311	-0.0822838558	-0.1220650365	-0.0235528537	-0.0566956089	0.0619941007	-0.0402459629	-0.0489547708	0.2018619933	-0.0032549542	0.00116533	0.1437485523	-0.0627066101	0.0784402337	-0.0454017082	0.0482174823	-0.1810161705	0.0322028075	0.0340976724	0.0200038154	-0.0564481862	0.1655787434	0.0525098267	-0.0871154847	0.0367140531	0.0227909257	-0.075084575	-0.0517659429	-0.1728563072	-0.0085628365	-0.0504315297	-0.0577871867	0.140579205	0.108257951	-0.0496196776	-0.0339750455	0.1870717337	0.0834215999	-0.1217679582	0.1573881102	-0.0080176604	-0.0417169351	-0.0135445951	-0.0057105513	-0.1767444266	0.1551159398	0.0118436253	0.0203187597	-0.1590635415	0.1189803568	0.0649841853	0.0101704287	-0.0341874676	0.0230513936	0.0539971983	0.0372234065	0.0429483216	-0.0299682471	-0.1011008601	0.0928551439	0.0859919766	-0.0726099942	-0.015081688	0.0016121657	0.0376798249	-0.0242182147	-0.0873404097	-0.0148379444	0.1950580116	0.141194497	0.0131971459	-0.1772479867	-0.1027358914	0.1113632527	-0.1228410723	-0.138330246	-0.0278154473	-0.1108825733	-0.0695768383	-0.0723976152	0.0233282193	-0.0510844562	0.000319714	-0.0987464136	-0.012497732	-0.0926045502	-0.0271367637	-0.0992368831	-0.035556336	0.0244299635	0.038110933	-0.1182059334	0.1141409873	0.0356241048	0.0839463706	0.0311176056	0.0781311269	0.0082284061	0.1147705489	0.1115319001	0.1062016776	0.0	0.0481846649230988	-0.0001194438449943	0.0023217619337513	1.4266832107022498e-08	-0.0581884556029308	-0.0531945541164163	0.0028296605876443	0.0033858963654542	0.0218566598417737	0.0023134119788182	5.351874983739546e-06	0.000477713579439	-0.0006149160683541	0.0006639435195086	4.408209970975994e-07	3.781217711200642e-07	-0.0006600788750665	0.0002981142144119	8.887208483442432e-08	4.357041213090561e-07	0.000255297015153	-4.059126618360004e-05	6.51765659460311e-08	1.6476508903878723e-09
545.2604198814281	0.5500528849587454	297308.9254892713	0.3025581762514387	633.1793406694785	0.8182377870056143	400916.0774506355	0.6695130760838451	527.3646257604871	0.0820054667336762	0.006724896574208	278113.4485034986	528.4009235386532	463.8416901521904	1.15122	19.565542	0.0482512233179817	0.0224376815831727	-0.0994409425	0.0315336423	0.0324911442	0.0568220308	-0.0362740949	0.1213163097	-0.1343182707	-0.0239673141	0.0191130309	-0.0647765523	-0.04024864	-0.0060267524	0.0462968547	0.033888215	0.1651719764	-0.1247429385	-0.0352581047	0.0208136207	-0.0946877128	0.0772687667	-0.0493402702	0.0805223575	-0.1137072428	-0.0455402002	0.0277863168	-0.0788951062	0.0353190472	0.0341286992	0.0547553198	-0.0776849997	0.0164372512	0.1071439008	0.0910095681	0.031568229	-0.0537309515	-0.0425699077	-0.0334317821	-0.134818718	0.1076978058	0.0553957756	-0.043334551	-0.022587265	-0.0827907949	0.0180740843	-0.0128362931	-0.0266012677	-0.1068094507	-0.0089817907	-0.1252234447	0.1276099245	-0.0516699794	-0.06299642	0.0096734555	0.0283932942	0.0334020694	0.0275242593	-0.0400840886	-0.0518105387	0.1162788199	0.0568778875	-0.0500480465	-0.0351560403	-0.0944304979	0.0374141698	-0.0782469691	0.0588070141	0.0344502454	-0.0664181867	0.0107121611	0.0008792881	0.0942015768	0.1482697168	-0.1689611703	-0.0901712581	0.0200432463	0.0038691821	-0.1077949103	-0.0012313189	0.1071113185	-0.0834218366	0.093614722	0.0086962109	-0.0757439331	0.0130985095	-0.0529025519	-0.1130849073	-0.0254828559	-0.0413637813	-0.0307583771	0.0404363317	0.0578341357	-0.084094827	0.1046360075	-0.2457193764	0.0181898991	0.0303898091	0.1381755583	-0.0411212559	0.034855048	-0.0337351581	0.1144113283	0.1101107184	0.103062378	0.0	0.0312217900923741	-0.0169628748307247	0.0009748001765722	0.0002877391225228	-0.0617029248844716	-0.0035144692815407	1.2351494330893886e-05	0.0038072509392987	0.0102852252270224	-0.0115714346147513	0.0001338980990434	0.0001057858579705	-0.0005423804744582	7.25355938959e-05	5.261412381830925e-09	2.9417657907350217e-07	-0.0005711135849548	8.896529011169995e-05	7.914822844658937e-09	3.261707269199236e-07	0.0004178450229647	0.0001625480078117	1.745944632163707e-07	2.6421854843552485e-08
544.8664764508238	-0.3939434306042813	296879.47715993616	0.1551914265162702	631.1288732769846	-2.0504673924939425	398323.654683876	4.204416527680908	527.0926322596414	-0.2719935008457241	0.0739804645023129	277826.6429823976	527.3087004680477	461.08546454236847	1.043291	17.731234	0.0967720516911461	0.0572585316526428	-0.1095887139	0.0270813967	-0.073169434	-0.0059467846	0.1009313225	0.0052418229	-0.0722427454	0.0239115047	-0.194762908	0.0607281312	-0.007859918	-0.0160780692	-0.0661405323	-0.099092285	0.0628875047	0.0225789243	-0.0396611903	0.1193974963	-0.012630953	-0.1580000511	0.0317383005	0.0946704055	-0.0444504019	0.073450593	0.0488216902	-0.0625849793	-0.0829061721	0.0153852536	0.0051003403	-0.1044742558	0.116373515	0.1277443877	-0.0454915487	-0.0859888777	0.0715728965	0.025320947	-0.1130473147	0.0754688193	-0.1194508256	-0.0852049079	-0.0458626096	-0.0142780265	0.1080300264	-0.1329582946	-0.0107104076	-0.1602345278	-0.000265407	-0.1122683119	0.0040982195	-0.0240460756	0.0093296051	0.1266255236	-0.1246418671	0.1391980341	0.0342558134	0.1340973143	0.1129231126	-0.1092282538	0.0272374815	0.0850559475	-0.0056473967	-0.0399496924	0.0612033072	0.0006812184	-0.015970209	-0.0413991261	-0.0341315741	-0.0265847686	-0.030696469	-0.0906185375	-0.0290466143	-0.0859079789	-0.0541644142	-0.1813202326	0.1661319083	-0.1131525652	-0.0817225461	0.1017634322	-0.0079099859	-0.0756933158	-0.097256737	0.1090965631	-0.0008991448	0.0063822169	0.0520565359	-0.0578117455	0.0673020821	-0.0637263683	-0.0421337834	-0.074284002	-0.0280846572	-0.0760563581	-0.0959567509	-0.1717792211	0.1091611517	0.0684614691	0.0452752894	-0.271360329	0.193924301	-0.1152818587	0.1140012473	0.1084937639	0.0995108621	0.0	0.0233759193796458	-0.0078458707127283	0.0005464336068437	6.15576872408477e-05	-0.0192108126998817	0.0424921121845899	0.0018055795979077	0.0003690553245899	0.0029383071028945	-0.0073469181241279	5.3977205922639016e-05	8.63364863092027e-06	-0.0010669259174031	-0.0005245454429448	2.751479217142612e-07	1.1383309132264464e-06	-0.0006421236074873	-7.10100225325e-05	5.042423300066157e-09	4.123227272925042e-07	0.0002316574750481	-0.0001861875479166	5.3665185745661084e-08	3.4665802999196226e-08
