global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
550.4648643597419	n/a	n/a	303011.56689458905	607.2389295060756	n/a	n/a	368739.1175076846	511.7109699977264	n/a	261848.11681601405	n/a	515.0817840536228	470.1402810977178	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0581040229843097	n/a	0.0033760774869611	n/a	-0.1261837530144305	n/a	n/a	0.0159223395248067	-0.0694657737292629	n/a	n/a	0.0048254937198051	0.0020930459621149	n/a	4.380841399525487e-06	n/a	0.0001989865546148	n/a	n/a	3.959564891746879e-08	-0.000490708252841	n/a	n/a	2.407945894062668e-07	0.0
544.8888384962906	-5.576025863451264	31.09206442987741	296903.8463178367	589.388937529871	-17.849991976204592	318.6222135505683	347379.31968259014	512.3001606045789	0.589190606852469	262451.4545554773	0.3471455712031807	510.86729761359993	463.0231900987322	1.639466	28.236382	0.1686995612094548	0.0875439377389962	-0.133824126	-0.030124722	-0.0840576355	0.076504948	-0.0940003423	0.2112028655	-0.0735515305	0.1923675577	-0.0027810525	0.0150324466	-0.1136199467	-0.161416211	0.1949851176	-0.0428168617	0.4150320175	-0.2096999451	0.1297944954	-0.0321026915	0.0663363224	-0.0895196169	0.0984426039	-0.0249290024	-0.0620985789	0.1276133858	-0.0617526907	0.0077363018	-0.0602652152	0.0252575624	-0.0778750092	0.1340668164	-0.002619626	0.0204841279	-0.2226351332	0.0096983193	-0.1003227384	0.040061464	-0.0291139103	0.1906992946	-0.0159960258	0.0170104085	-0.0124123994	0.1127152263	-0.0398229989	0.1715577231	-0.0015691304	-0.0652062173	0.1388971776	-0.1122985061	0.0480360578	-0.0126406686	-0.0112900833	0.0015524551	0.0015128452	0.0088461818	-0.0224971714	-0.0785861391	-0.1145061582	0.012529955	-0.050313816	0.1502465076	-0.0552044471	0.0127118953	-0.0265086842	0.0387809388	-0.1087114304	0.1805611155	-0.3189937208	0.0409459508	-0.019018221	0.0196386089	-0.1285850414	0.0309856296	-0.2217532326	0.0256119337	0.0299948294	-0.0142799396	0.056893222	-0.142914083	0.0293890674	-0.1866868684	0.1168067058	-0.0663217289	0.1288848878	-0.0642442704	0.2759633323	-0.004644379	0.0990538893	0.0064635628	-0.10055282	0.1529094306	-0.1511005917	0.1021873162	-0.0977643415	0.0778358847	-0.1034121116	0.0969284296	-0.056917199	0.0466513904	-0.0159886479	0.059971783	-0.1594775261	0.0203140419	-0.05608076	0.3073749738	-0.017436954	0.0877327076	-0.0164125831	0.011737143	0.1040610009	0.087148734	-0.0324635033	0.1158504512	0.1158311377	0.115798951	0.0	-0.0389218206409083	0.0191822023434014	0.001514908122003	0.0003679568867431	-0.0560769033107391	0.0701068497036914	0.0049149703753759	0.0031446190849219	-0.0322096935501008	0.037256080179162	0.0013880155103161	0.0010374643585914	0.0018049851462434	-0.0002880608158714	3.2579713781593084e-06	8.297903364055415e-08	-0.000117227384224	-0.0003162139388387	9.999125511594833e-08	1.3742259612001324e-08	-0.0002518944278873	0.0002388138249536	5.703204298901645e-08	6.345080280067019e-08	1.0
542.921861287958	-1.9669772083326509	3.868999338100108	294764.1474643807	586.406960923793	-2.9819766060779784	8.89218447919634	343873.1238198789	512.7033341240336	0.4031735194547536	262864.7088219005	0.1625488867895326	509.63807425240987	459.0193694915517	1.153052	19.858917	0.0644687202672495	0.0313984326991891	-0.0593143558	0.0690263934	-0.0580710186	-0.0007118978	0.0147194227	0.0866695244	0.0214394025	0.0504668864	-0.0378658331	-0.0027304567	-0.0245703651	0.0083980571	-0.1550456047	0.0456931286	0.3389664287	-0.1718343502	0.0590631131	0.1064150312	0.0453576512	-0.0862861053	-0.0490088829	-0.0830312611	-0.0945716158	-0.1593363795	-0.1647427811	0.0065619447	-0.0599128642	0.0136010369	-0.1002656777	0.1592384742	0.099238558	0.0675931784	-0.1240676799	0.0179335845	0.011726006	0.0319110852	-0.0378232737	-0.0138483435	-0.1347750527	-0.0293919965	-0.0835875045	-0.0257687141	0.1458638416	0.0606896819	-0.1435105242	0.0539178101	0.042092679	-0.0101630945	0.0303667195	0.0557577472	0.0433038334	0.0347960216	0.1156267664	-0.1105734973	0.0619274992	0.141008877	-0.0891107066	0.0670594694	0.0294328745	-0.0095695321	0.0532685169	0.0672023186	-0.0074083065	-0.1634807763	-0.170287329	0.0347686333	-0.2435188723	-0.1214114879	-0.2229001907	0.0643209813	0.1033041106	0.0063291951	-0.1484401579	0.3187438653	0.0598044762	-0.0053756845	0.0547204904	0.0436530731	-0.1331973579	-0.1105592071	0.133809436	-0.0313780501	-0.0083016521	0.01673873	-0.0296398512	-0.0526263973	0.0098718065	0.0356991675	-0.0114027719	0.1010471365	-0.1201785119	0.2482748241	0.0137327538	-0.0092179285	-0.0266573914	0.1178902958	0.1504506301	0.0057385466	-0.0245819675	-0.0632748652	-0.2202651606	0.0322591409	-0.055389802	0.0715785149	-0.0930051166	0.1564263315	-0.0594097002	0.141310731	0.1071598459	0.0572219153	0.127639783	0.115798951	0.1156251942	0.1153357926	0.0	-0.0371687709087353	0.001753049732173	0.001381517530866	3.0731833634718354e-06	-0.0650146171767005	-0.0089377138659614	7.988272914979866e-05	0.0042269004466329	-0.0096392527510147	0.0225704407990861	0.000509424797865	9.291519359794444e-05	0.0020720011787628	0.0002670160325194	4.293188884794433e-06	7.129756162240132e-08	-1.1999951877283976e-05	0.0001052274323467	1.1072812518282696e-08	1.4399884505713124e-10	1.2424647164843013e-08	0.0002519068525344	6.345706235382061e-08	1.5437185717084152e-16	0.0
541.4989024236004	-1.4229588643576108	2.024811929653901	293221.0613259639	584.1174068450928	-2.289554078700234	5.24205787929288	341193.14497943566	511.70833653166096	-0.9949975923726696	261845.4216759996	0.9900202088274094	509.5501374316257	458.94754889333785	1.126334	19.398756	0.1125212118310728	0.0603577645827733	0.0343290228	0.1439990768	0.0026755317	0.0630181323	-0.0371015573	-0.003667165	0.1057900192	-0.0402621929	0.007994916	0.0799674312	-0.1984982685	-0.1565721553	0.0158252209	0.0944624148	-0.0025763185	-0.0393978481	0.0726974147	-0.0107386653	0.1091696047	-0.0087591446	0.1029608859	-0.0591043476	-0.0441002575	0.0665381059	-0.2163374081	0.0934716476	-0.0053634379	0.0191502841	0.1734647845	-0.0144379355	0.1972036283	-0.1315206566	-0.0944287599	0.0080685606	-0.1412388999	0.0219982142	-0.0920510487	0.003986481	-0.0097859992	-0.0470146284	-0.2001155671	0.0007709026	-0.0153641531	-0.0167977563	-0.0004608328	0.0199639672	0.0342893164	-0.0179406171	-0.0605823037	-0.1115648043	-0.0513891434	0.0356606555	-0.1251995711	0.0295757843	-0.0017025937	0.1008119163	-0.0379677183	0.1131253035	-0.0806066846	-0.045749119	-0.0682562428	-0.0573224352	-0.1448395151	-0.09756793	-0.0430348173	0.119874432	-0.1175763682	0.0582759367	0.1973632215	0.0045605737	0.1320668944	-0.0007227925	-0.1243386585	0.0702850129	-0.0465365876	0.1216005475	-0.1202347536	0.0122690124	0.0066398148	-0.0583137695	-0.0149049543	0.1270353882	0.1037491597	0.1636531717	-0.0949517624	-0.0712509317	-0.1441021867	0.0749211562	-0.0210719149	0.1696157251	-0.0078499981	0.102280391	0.0755704323	0.2020217955	-0.090145541	0.0984002246	-0.0102757314	0.0083244127	-0.0496479063	0.0439387426	0.0070175102	0.1373506732	-0.0975127718	0.0118434087	-0.1139160514	0.1005597455	-0.1798328658	0.1404651371	-0.3320273499	-0.0245066095	0.1397327803	0.1156959735	0.1152136733	0.1144113283	0.0	-0.0308911708525982	0.0062776000561371	0.0009542644366444	3.940826246481252e-05	-0.0267192151796535	0.0382954019970469	0.0014665378141154	0.0007139164598166	0.0123195929052286	0.0219588456562433	0.0004821909025547	0.0001517723693505	0.0015250004906651	-0.0005470006880977	2.325626496528796e-06	2.992097527793574e-07	0.0003599996998262	0.0003719996517034	1.3838374086751337e-07	1.295997838749541e-07	-7.745179845595855e-07	-7.869426317244285e-07	6.192787056253695e-13	5.998781084062423e-13	0.0
541.5190918652866	0.0201894416861705	0.0004076135555992	293242.9268546047	586.1526242595608	2.0352174144679798	4.142109924153727	343574.8989263698	511.2384887870031	-0.4698477446578408	261364.7924172187	0.2207569031600596	509.5246158286955	457.878941238225	1.135471	19.556126	0.0823029051495079	0.0496404973091999	0.1127332559	0.0650534965	0.0955485111	0.0394514335	-0.052330997	-0.0679037572	0.0096089661	-0.1229633453	0.0273825566	0.0176721123	0.0135702194	0.0204975067	0.1665102894	0.0551900544	0.0933470547	-0.0828926546	-0.0226870753	-0.0202270983	-0.1022752394	0.1240024049	0.1018738069	-0.0057567225	-0.0610288547	0.1783024978	-0.1692755929	-0.0564036565	-0.1362009132	-0.071708143	-0.175413947	-0.0190911996	0.0280981733	-0.0615512952	-0.0301780411	-0.0061023857	-0.036704209	-0.0491155762	0.0174965514	0.086996282	-0.0231374635	0.0052478936	0.041878028	0.0151009856	-0.0486442967	-0.0056388266	-0.119399233	0.0251770549	-0.1683257745	0.0024261139	-0.0271721539	-0.0508821556	0.0913520708	0.1415549977	0.0275735102	-0.017371772	0.050110311	0.1264089574	0.0919006695	0.0517703939	0.0174146769	0.0083498653	-0.0249065684	-0.1784845031	0.0554023611	-0.003807364	0.0368104214	0.1612949302	-0.1494562876	-0.1363362946	0.0551688345	-0.0959854314	0.0376191811	-0.071585415	-0.0478848633	0.0691255981	-0.0655536901	0.1749661918	-0.116168008	0.0165894775	0.0384563638	-0.0505685685	0.0709837481	-0.0509796792	-0.0434313082	0.0493273441	-0.0277492547	0.1533979975	-0.0087867324	-0.0581540897	0.1586933009	0.0536183414	-0.0723511754	0.1513757219	-0.10028715	0.1787401896	-0.0165222412	0.1290220354	-0.0031019965	-0.0382342157	0.1500526373	0.081757884	-0.0561240211	0.0463863788	0.0143584564	0.0121121454	-0.1418427527	0.0003498071	-0.0818348388	0.0623676939	0.0020546199	0.0528667906	0.0267299339	0.1155415645	0.1145973067	0.1130292557	0.0	-0.0288838104992095	0.0020073603533887	0.0008342745089542	4.029495588356807e-06	-0.056525649983314	-0.0298064348036604	0.0008884235557048	0.0031951491060361	0.0126226399391526	0.0003030470339239	9.183750477013386e-08	0.0001593310390334	0.0021030013126155	0.0005780008219504	4.422614520862517e-06	3.340849501753381e-07	-6.938979890458441e-06	-0.0003669386797166	1.3464399467220442e-07	4.814944192018664e-11	5.800723951907656e-05	5.8781757503636144e-05	3.455295015216284e-09	3.3648398366235164e-09	0.0
540.8410758498197	-0.6780160154668238	0.4597057172295082	292509.06932639045	580.2633133904409	-5.889310869119868	34.68398251313341	336705.51286685304	510.7617247778041	-0.4767640091990301	260877.5394979973	0.2273039204675329	506.8815026874109	447.7378862664377	1.147803	19.76852	0.0632410363125343	0.034632046761516	-0.0481521002	0.0417881108	0.2153732166	-0.0713717616	0.0964247997	0.1122615826	0.0249366625	-0.199946699	-0.1053555667	0.192786986	0.0347969701	-0.0333816982	0.0504435621	-0.0045896173	-0.0096802413	-0.0180830999	-0.0935019223	-0.0566705586	-0.0187796686	0.1015668193	0.1496564581	-0.2291211575	0.0563933224	-0.0355549141	-0.1430798131	0.0284794786	-0.0302658021	0.0151739101	0.0064699067	0.1251893263	-0.0263328345	-0.0601969112	0.0171422779	-0.0158341974	-0.0008268007	-0.0780526727	0.0958549782	-0.0755617418	0.1701930696	0.0708191318	0.0639820957	-0.0299843816	-0.0390306512	0.042276653	-0.0466162692	0.1407471704	-0.044646914	0.0142235395	-0.073518543	0.0503836153	0.0276924591	0.0903798624	0.0062126357	-0.0762806543	-0.0612882908	-0.0439884093	-0.0839475985	-0.0602655805	0.1383058525	-0.2044048061	-0.1483698643	-0.0082795572	0.0104984616	0.0118733392	0.0735674281	0.0527367504	-0.1094353869	-0.1560105688	0.1680512297	-0.0492879201	0.0334749624	-0.0144954232	-0.0120454381	-0.067608758	0.0798116716	0.1128828174	-0.0043862992	-0.0294217556	-0.054909256	0.139910397	0.0387919431	0.006234912	0.0769767823	-0.1265080822	-0.0777564673	0.0171268497	0.014499228	-0.0661655415	-0.0995765391	0.0398170261	-0.0148020174	0.1225097381	-0.0126047191	0.2006614801	-0.0035683527	0.1401334539	0.0565717389	0.1180871059	0.0293233149	-0.0138999027	0.0448030606	0.1099783779	0.0902883886	0.0425399735	-0.1464873335	-0.0656050659	-0.082612397	-0.1055568628	0.0189683539	-0.0286337945	-0.0784057672	0.1153357926	0.1137771902	0.1111951025	0.0	-0.0343948264311535	-0.0055110159319439	0.0011830040852291	3.037129660214058e-05	-0.0567644679754977	-0.0002388179921837	5.703403339065643e-08	0.0032222048245413	-0.0076651293148159	-0.0202877692539685	0.0004115935813022	5.875420741285007e-05	0.0015719952885458	-0.0005310060240697	2.471169187210193e-06	2.8196739759831094e-07	0.0001480000314326	0.000154939011323	2.4006097229766837e-08	2.190400930405059e-08	-1.1638777692763065e-07	-5.812362729600419e-05	3.3783560500448033e-09	1.3546114618155912e-14	0.0
542.1986405260595	1.3575646762398037	1.8429818501740831	293979.3657883072	580.6838823253826	0.4205689349416843	0.1768782290379827	337193.7711924788	511.47375696488007	0.7120321870759767	261605.4040637692	0.5069898354321987	508.3813713166935	454.3060437235888	1.113372	19.175512	0.078318823397775	0.0444142619811836	-0.0592423451	0.1283594792	0.0104522482	-0.0123438049	0.0709959579	0.0206680879	0.1674022904	-0.093671848	-0.0338626854	-0.0964274054	0.1659880352	0.008411829	0.0378503352	0.0965884643	0.0033509983	0.1060369797	-0.0129298588	-0.0422553939	-0.0576426971	-0.0124789487	0.0828519283	-0.230880043	-0.1030307927	-0.0282243526	0.0074257616	-0.0260385946	0.0566198457	0.0140873852	0.0278204387	0.0794907918	-0.0108174767	0.2475297963	-0.0668107294	-0.0426555811	0.022694752	0.0106645639	0.0602912705	0.0511345884	-0.1241210594	0.0398573342	-0.0250610664	-0.1741370159	-0.0353479758	-0.0097416721	-0.114037731	-0.1092011372	0.0447411543	0.1508047066	0.0429287478	-0.2338927232	-0.0347856712	-0.1232721607	-0.1555523124	-0.0055366583	0.0755729583	0.0426542941	-0.0690164633	0.1243879393	0.1362249009	-0.0622568953	0.0421882986	-0.1253800762	0.1254694685	0.1102994145	-0.0595210514	0.0553722535	0.0195828432	-0.0549361728	0.065640065	0.0013257031	0.0833621749	0.1416971586	-0.0189640031	-0.0331706098	0.1135388616	-0.048785677	0.2530441707	0.0540262953	-0.2182736388	0.0392407001	0.0443068029	0.0074380005	-0.0717465046	-0.0865177383	-0.1419934701	-0.0121056769	-0.1120658013	0.0938385023	0.0747658311	-0.0137661846	-0.1086688219	0.163636822	-0.030098047	0.0104053813	-0.0578553919	0.0895012485	0.0510486058	-0.0310937546	-0.0695270604	0.0195883817	-0.0506732744	0.0697199721	0.0243656244	-0.0973399505	-0.0568098306	-0.1055365691	-0.0549988889	-0.1639601842	0.1601670016	-0.0875315262	-0.0519757102	0.1150787493	0.1127547821	0.1089162049	0.0	-0.0350123137016993	-0.0006174872705458	0.0012258621107462	3.812905292861032e-07	-0.0212183874848648	0.0355460804906329	0.0012635238382465	0.0004502199674578	-0.0261993320740998	-0.0185342027592839	0.0003435166719222	0.0006864050011289	0.001378988337422	-0.0001930069511237	1.901608834745892e-06	3.7251683182104874e-08	0.0003600462598758	0.0002120462284432	4.496360299698576e-08	1.2963330925055212e-07	6.725149020232074e-05	6.736787797924837e-05	4.538430983426897e-09	4.522762934432842e-09	0.0
542.7871610822954	0.5885205562358351	0.3463564451121367	294617.90223577764	585.6155554884571	4.9316731630744925	24.32140018738917	342945.57883005415	511.96995822527936	0.4962012603992889	262113.2381251943	0.2462156908218429	509.2530963025584	460.0291290920047	1.173155	20.205143	0.0743877735744824	0.0536693757063846	0.0912689912	0.0276263693	-0.0117210936	-0.0272284349	-0.0002340603	-0.0839709306	0.0307699417	-0.0331714501	-0.0059899432	0.0163402669	-0.1207019585	-0.0391367156	-0.0383219351	0.098196473	0.0077463193	0.1287093661	-0.1636882087	-0.1021727074	0.0190636443	0.0806176774	-0.1120227722	-0.042857961	-0.0267358474	-0.0219637402	-0.052189013	0.0264920284	-0.02128438	0.1111654562	0.2596929523	0.0175152003	-2.4894e-05	0.0496802327	-0.0088939496	0.1185427175	0.0107086653	0.067819652	0.053174351	-0.0981736834	-0.1569400999	0.0130410951	0.035472551	0.0451798631	0.0293071225	-0.0212008531	-0.0801887179	-0.0369292915	0.055169541	0.0952444088	-0.0526497828	0.1908699206	0.0187054805	0.0737314422	0.0312590268	0.1093851774	0.0077213057	0.0569828437	0.0668526585	0.0323659366	0.0366865004	-0.1013683011	0.1122929792	0.073842642	-0.0115414883	-0.0985831541	-0.0015401439	0.0630054409	0.0349178893	-0.0373714981	0.1267447589	-0.1059774091	0.0559999651	0.0322712642	-0.090901858	-0.0760711248	0.0418558953	-0.1912201297	-0.0364864363	0.0132739993	-0.072496322	0.0230574379	-0.1422840659	-0.0957270645	0.0413848906	0.147296704	-0.0258812391	0.0013148325	-0.0354539053	-0.1139284293	0.0546424806	0.0097855298	-0.0673060625	0.0877064468	0.1883537453	-0.0415008961	-0.1038320363	-0.0707635622	0.0398611853	0.1151584121	0.0323113653	0.117304688	0.0864501209	0.0302694631	0.0298384464	0.0113618979	-0.0268672318	-0.0804530151	0.0889820222	-0.1422852406	-0.022251719	-0.0886253085	-0.027562062	0.1147705489	0.1115319001	0.1062016776	0.0	-0.0334130391017737	0.0015992745999256	0.0011164311820166	2.557679245967188e-06	-0.0750018768423643	-0.0537834893574995	0.0028926637274682	0.0056252815298771	-0.026230425473301	-3.109339920119927e-05	9.667994738851395e-10	0.0006880352205103	0.0010669996980361	-0.0003119886393859	1.1384883556091285e-06	9.733691110586525e-08	0.0003600001790984	-4.608077740003366e-08	2.123438045791453e-15	1.296001289508801e-07	-1.9211399150155522e-07	-6.744360419382229e-05	4.548639746652963e-09	3.6907785730659636e-14	0.0
542.8505811344369	0.0634200521415095	0.0040221030136317	294686.75343799585	586.0685856059446	0.4530301174875148	0.2052362873507515	343476.3870341524	512.3616361836441	0.3916779583647667	262514.44623278093	0.1534116230687919	509.4885030416918	456.1649539418929	1.018395	17.539732	0.0290003637365206	0.018781262398026	-0.000756199	-0.0575377233	0.0696965449	0.1122725761	0.0604944269	-0.0229054745	-0.0514298776	-0.0751805609	0.0785584394	-0.0969210519	0.0116294343	-0.0751336412	0.0006923541	-0.0344414307	-0.0171089265	0.0154001162	-0.0575580943	-0.0544849148	0.0396284792	-0.0025846039	-0.0717448409	0.0181616026	-0.0848716235	0.1458699919	0.0540064321	-0.0742552094	-0.0849030094	-0.0594442604	-0.0233411197	-0.050616277	0.0133427299	0.0729470423	0.0171900432	-0.1961517895	0.0323702941	0.135295238	-0.0648508185	0.0707667822	0.0085778036	0.0121593482	0.0825068593	-0.0339691876	0.0611748649	-0.1547772992	0.0187191658	0.001333882	0.121112212	-0.2259454704	0.0337439104	0.0563759144	-0.1036224327	0.0606582165	-0.0930808611	0.0563257135	-0.0600181309	-0.0212835853	0.0138460449	-0.081615535	-0.0603814376	0.012528311	0.1128563285	-0.0709011988	-0.0076953759	0.092003379	-0.0451633311	0.0081229019	0.0147701884	0.0419041943	0.0510387135	0.0699832849	-0.0456632166	0.1348708089	0.0884501602	0.0066176822	0.0722054066	0.0624558796	-0.0951623058	-0.0051596911	0.0481539234	-0.0409756781	0.0533972882	-0.193018459	-0.0771854461	-0.0770641994	0.0929919459	0.050328745	-0.0581720597	-0.0889457879	0.0319620209	0.0595310069	-0.1471554009	-0.058623054	0.0005570735	0.0223473231	-0.0133128459	0.0229016505	0.0559409388	0.0003696409	-0.1139121624	0.0403105118	-0.0643031774	-0.0667109978	0.0060377663	-0.0842316729	-0.0083486388	-0.0654406498	0.0156160942	-0.0866399684	0.0101787501	-0.069126639	-0.081032872	0.1144113283	0.1101107184	0.103062378	0.0	-0.0264280240095189	0.0069850150922547	0.0006984404530477	4.879043583902731e-05	-0.0620472418807054	0.0129546349616588	0.0001678225669898	0.0038498602250027	-0.0263395358014832	-0.0001091103281821	1.1905063716027222e-08	0.0006937711462376	0.0008880002387515	-0.0001789994592845	7.885444240227211e-07	3.204080642417915e-08	0.0003599998706809	-3.0841749998084667e-10	9.51213542944356e-20	1.2959990689026474e-07	-1.598146051060359e-07	3.229938639551932e-08	1.0432503615270589e-15	2.5540708005198195e-14	0.0
543.4721054396629	0.6215243052259893	0.3862924619866487	295361.92939102004	584.8893575425875	-1.1792280633570726	1.3905788254088722	342095.56056658074	512.6766639301795	0.3150277465354065	262837.36173857824	0.0992424810871763	509.3153096676705	456.630781619497	1.160554	19.988129	0.0655027011870618	0.0362465842453196	-0.1522383191	0.0103014941	-0.0362405877	0.1172024892	0.0657812226	0.1283248608	0.0421988689	0.0841257119	0.2146321825	0.1005976939	-0.0921912299	-0.0980095321	-0.0821983678	0.067329051	-0.1245891229	0.0247662048	-0.0951102287	-0.0526789165	0.183819545	-0.1023954095	-0.0739200048	-0.0164147756	0.0361703357	-0.0417061962	-0.103216487	0.0311775241	-0.0596809621	0.0918516197	0.0459026367	-0.0146449989	0.1388227675	0.0809400285	0.1154233691	-0.1350371693	0.0780295766	-0.0371285623	-0.0842534617	-0.0179556837	-0.0445278194	-0.0424637672	0.0919965305	0.0908243375	-0.1445119589	-0.0979382016	-0.0118223922	0.02495489	0.0462168781	0.0348147422	0.0633880815	0.0025993881	0.0461379052	-0.0529151643	-0.0125733576	0.1289347368	-0.1108761257	0.0195710066	-0.1566658223	-0.0470801755	-0.1761596457	-0.0687134913	0.0605868769	0.1596328311	0.0260292144	-0.0540053602	-0.0604460913	0.0578301635	0.0916801775	0.0273897139	0.0429741481	-0.069056764	0.0872730237	0.1083073735	0.0833971925	0.0240013374	0.113962268	0.0669123562	0.0084844053	0.0444412699	0.104249577	-0.0183793916	-0.0093690929	0.0199018839	-0.0833582688	0.0540426501	0.0525917784	-0.0702263953	0.0019377159	-0.0319006567	-0.1737565845	0.1229248425	-0.0620882806	0.0623989776	0.1059399792	-0.1387363218	-0.0860917416	-0.0720428897	0.0265234171	-0.0872953124	0.0645083135	0.0092735762	0.0818502729	-0.0276443552	0.0572161897	-0.1255715734	0.0506127833	-0.0196368051	-0.0629110386	-0.0800081632	-0.1499333928	-0.0843948697	0.0224354022	0.1140012473	0.1084937639	0.0995108621	0.0	-0.0272345052425606	-0.0008064812330416	0.000741718275807	6.50411979248458e-07	-0.0492198842972584	0.012827357583447	0.0001645411025736	0.0024225970102355	-0.0518491992251739	-0.0255096634236907	0.0006507429279899	0.0026883394602917	0.0007840006388139	-0.0001039995999376	6.146570016606032e-07	1.081591678718086e-08	-6.300000498193903e-05	-0.0004229998756628	1.789288948107773e-07	3.969000627724342e-09	2.4688732104278386e-08	1.8450333721031428e-07	3.4041481441742945e-14	6.095334929168262e-16	0.0
