global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
586.9693002495067	n/a	344532.9594353955	n/a	774.9653787612915	n/a	600571.338278632	n/a	535.9141238714061	n/a	n/a	287203.9481648568	616.6104472436404	527.0666930893026	n/a	n/a	n/a	n/a	-0.0613716313	-0.1055500188	0.3667493251	0.5454903622	0.1737413251	-0.1811881658	0.3452516547	-0.0752273747	0.0384281707	-0.0595673146	0.1584305757	-0.0814478144	-0.0523942737	0.0135055703	-0.0371826369	0.0107790187	-0.074296856	0.0715986969	-0.13180575	0.072933261	0.0325891906	-0.004515745	0.0079191194	-0.0333605682	0.1135347847	-0.1096509767	0.0216085399	-0.1280826294	0.0864071552	-0.0967912358	0.0253091257	-0.1117146735	0.001688404	-0.0151436776	0.2237736037	0.0345334332	-0.0491432257	0.1431086658	-0.1352620091	0.4456149332	-0.2114760186	0.1095221061	-0.1443773445	0.5259998256	-0.1352908058	0.0913793839	0.0587066429	-0.1148625815	0.2514154198	-0.0043218788	0.0181823184	-0.0621390201	0.0581382361	-0.035356006	0.1289097928	-0.0341236693	-0.0937502319	-0.1635167941	0.1538471982	-0.1131913048	-0.159546683	0.0632690633	-0.0597447292	0.2880031762	-0.1788348917	0.0363964704	-0.023888242	0.011648319	-0.0191147311	0.0316049495	-0.1241546352	0.0345506128	-0.0282296188	0.0201667106	-0.2506458299	0.0249306597	-0.0391598314	0.0820317127	-0.2076785453	0.1031659668	-0.1264714714	-0.0349972119	-0.0997775195	0.1154637225	0.1154447293	0.1154130763	0.0135020491076005	n/a	n/a	0.000182305330104	-0.1601377265086796	n/a	0.0256440914513686	n/a	-0.1323228560857146	n/a	0.0175093382426807	n/a	0.0029573947710335	n/a	n/a	8.746183831736287e-06	0.0003379618568533	n/a	n/a	1.1421821668773047e-07	0.00065000196749	n/a	4.22502557740871e-07	n/a	0.0	0.0
582.9691735630676	-4.000126686439103	339853.057324806	16.001013507562277	757.8993535995484	-17.06602516174314	574411.4301866132	291.24921482125	535.0402648369229	-0.8738590344831891	0.7636296121478915	286268.0849967646	611.4012362831518	516.0471099280287	1.216052	20.604002	0.1577731339943783	0.0966275478699407	-0.1080130955	-0.1434897982	0.1677668229	0.3274271443	0.0305768639	-0.1588839134	0.1002841191	-0.1098181728	-0.064952001	-0.1080535002	0.1363046007	-0.1038689862	0.0140279844	-0.1236719772	-0.11490985	0.0542186349	0.1063379185	0.106395015	-0.0669571625	-0.0848890215	0.0045175343	0.0330667925	0.030426013	-0.0015037706	0.0237363838	-0.0097789172	0.045810715	-0.0116671735	0.0346935758	0.0279459765	0.1373906324	-0.0205084015	0.00451959	0.0658357782	0.0048223812	-0.0055403841	0.0119530442	-0.0029778491	-0.1238386196	0.311020228	-0.0788848895	0.0562240274	-0.0520251076	0.2338754419	-0.1445056135	-0.0788990413	0.1616984469	-0.0087661581	-0.0893386126	0.1084292718	-0.1372313105	-0.0468560019	-0.0593217875	-0.0093197178	-0.0444237141	0.0006360567	0.2300607219	0.2210359831	-0.0503073151	-0.1172284513	-0.169577045	0.0267164473	0.0431423979	0.1764978582	-0.1824702181	0.0556196451	0.1240137316	0.0801502032	0.0134007725	-0.0801008681	-0.1552010023	0.0544848278	0.0082372193	0.0429280214	-0.1497879875	0.0315341776	-0.0395839499	0.0316867626	-0.0724403412	0.0807710686	-0.0310879737	-0.0144362387	-0.0035268609	0.1154130763	0.1152422001	0.1149575937	0.0148826999816691	0.0013806508740685	1.9061968360663875e-06	0.0002214947587443	-0.0833284688067976	0.076809257701882	0.0069436337136854	0.0058996620687141	-0.0774176268046886	0.0549052292810259	0.00599348894007	0.003014584202402	0.0028979994349263	-5.939533610720008e-05	3.527805951287265e-09	8.398400724833153e-06	1.800253440764621e-06	-0.0003361616034125	1.1300462360888673e-07	3.2409124509848562e-12	0.0005519989842617	-9.800298322830002e-05	3.047028786259485e-07	9.604584721646457e-09	0.0	0.0
580.4533791098262	-2.5157944532413694	336926.1253200156	6.3292217309600405	745.1152532577514	-12.784100341796943	555196.740637363	163.43322154913272	534.2020008005994	-0.8382640363234941	0.7026865945933563	285371.77765936364	606.0309520687973	508.4494169845991	1.07967	18.29323	0.0698083200948975	0.0520862983266028	-0.1304190144	-0.0723070723	-0.0168133268	0.173116643	-0.089542407	0.0596607563	0.0065132133	-0.0745520168	-0.153912583	-0.1020907432	0.1099718902	-0.1079854337	-0.0151183141	-0.0167083766	-0.0425791289	0.0444816227	-0.1238040748	-0.0162553842	0.0963470556	0.0302296007	0.0116143007	-0.1214995343	-0.0099601677	0.1426245839	0.0389549798	0.0014282847	0.1824695227	-0.0156659355	-0.1424870239	0.0781877857	-0.0856002477	0.0702055227	-0.1009489694	-0.0152535472	0.0114664297	0.0937187666	-0.0710335042	0.0091091063	-0.171697795	0.1208298775	0.0871760949	0.0147947375	-0.0299641764	-0.0144288123	-0.0193993079	0.025011584	0.0091962984	0.054468382	-0.151976784	-0.0104150857	-0.0644819838	0.1229604086	-0.0350810948	0.1641979758	0.0881379492	0.0396981375	-0.0305766075	-0.0105443607	-0.0905566343	-0.0996296101	-0.1863654005	-0.0523944961	0.0293306369	0.1271343629	-0.0998341105	-0.0162141567	0.1426387269	0.0679753975	0.0406952407	-0.066874352	-0.1322874517	0.0840293631	-0.0050657209	0.0241126291	-0.1065850617	-0.0068281241	-0.0634335319	0.0580155662	0.0599634155	-0.039389076	0.0693096537	-0.0049803623	0.0191465245	0.1153118061	0.1148374968	0.1140484259	0.016646665274834	0.0017639652931649	3.111573555490336e-06	0.0002771114647723	-0.0739987181391654	0.0093297506676321	0.0054758102862396	8.704424752018343e-05	-0.0263124503273814	0.0511051764773071	0.0006923450422309	0.0026117390627767	0.002941039236606	4.303980167969998e-05	1.852424528627905e-09	8.649711791256002e-06	-0.0001071882394823	-0.000108988492923	1.1878491589640908e-08	1.1489318683314895e-08	0.0005521592427948	1.6025853310001024e-07	3.048798294037269e-07	2.5682797431367084e-14	0.0	0.0
579.4339363369797	-1.019442772846446	335743.6865789671	1.0392635671088508	739.869628572464	-5.245624685287453	547407.0672839558	27.516578338897087	534.1917204117702	-0.0102803888291873	0.0001056863944792	285360.7941564869	605.1768618466562	504.11750491147393	0.82719	14.015379	0.0913052120069792	0.0493177302805465	-0.139933942	-0.028566438	-0.0789719322	0.094336071	-0.1225863584	0.0967541393	-0.0090095352	-0.1135124866	-0.1680687654	-0.1024904946	0.0888986872	-0.1315392783	0.0113218422	0.0135764135	-0.0003471054	0.0504626061	-0.0472204204	0.0754455257	0.1184742893	0.1271010835	-0.010701899	-0.1310114294	0.0283753242	0.0319329294	0.0534574132	0.0070637213	0.1288499102	0.021922847	0.0190610842	-0.071754748	-0.0675099693	0.0278887534	-0.0516262334	0.1356817082	-0.0054795318	0.012950183	-0.0403156274	-0.0958155448	-0.1885248466	0.082382121	0.1238009813	0.0076777127	-0.0141203897	-0.0061984118	-0.0036192422	0.0628243643	-0.0276528612	0.0770454513	-0.139310687	-0.0571032383	-0.0436540518	0.1688068031	-0.0754791201	0.0299761463	-0.0897940214	0.1113944634	0.0092925954	0.0194872031	-0.1035555688	-0.0733414422	-0.1916675852	-0.0544960381	-0.0069118283	0.0740406892	-0.0283416456	-0.0752541558	0.0892569258	-0.0239675255	-0.0126000053	-0.0780659368	-0.0666904494	0.0727803761	-0.0750842665	-0.0666371989	-0.107330522	-0.0374391468	-0.0648123948	0.0564736237	0.1312898098	-0.0792355081	0.0570839864	-0.0433581842	-0.0158604609	0.1151599564	0.1142313295	0.112689161	0.0099648116996604	-0.0066818535751736	4.464716720006024e-05	9.92974722096888e-05	-0.0468050886859003	0.0271936294532651	0.0021907163268949	0.0007394934828414	-0.0042150333400101	0.0220974169873713	1.7766506057396697e-05	0.0004882958375137	0.002407984253476	-0.00053305498313	2.8414761503972457e-07	5.798388164988369e-06	6.616443439888542e-05	0.0001733526738811	3.0051149541756635e-08	4.3777323793244124e-09	0.0005519206599826	-2.3858281219992904e-07	3.046164149156288e-07	5.692175827722661e-14	0.0	0.0
578.9743141605799	-0.4596221763998755	335211.25645771384	0.2112525450385583	737.5420387268066	-2.327589845657372	543968.2588892942	5.417674489607306	533.6804389605769	-0.5112814511933266	0.2614087223343539	284814.81092915405	603.8721933448523	501.6704841709308	0.879367	14.899427	0.0330437985026019	0.0206795364217986	-0.1402534274	0.002154793	-0.1171905292	0.0752712825	-0.0994080418	0.0177608485	-0.114246208	-0.100331984	-0.1261741856	-0.0071207631	0.1375823576	-0.1004412589	0.0082535421	0.1174416613	-0.1217905187	0.0063864002	-0.0607086709	-0.0088742062	-0.0886321856	-0.0078654181	0.1241741466	-0.0425828482	-0.1226920024	0.0943777014	-0.027383363	-0.0360232138	-0.0398288915	0.1731166685	0.0939843865	-0.1306116116	0.0083536679	0.0933120776	-0.0108245665	-0.0851530651	0.1045032434	-0.0283543867	-0.1228369433	-0.192914704	-0.1861763031	0.0066396258	0.0825063558	0.1029978268	0.0575096496	-0.0672542856	0.0044854567	0.043313771	0.0190742406	0.1295245344	-0.080472939	-0.1220226054	0.0033058397	0.068700591	0.0183383644	0.0209798496	-0.117481817	0.0674149995	0.0564376755	-0.0589230289	0.0388505337	-0.0674485713	-0.1695163565	0.0817645254	-0.0343089291	0.0590557172	-0.0313594886	-0.0718525682	0.1201617844	-0.0228755588	-0.0663216065	-0.035519004	-0.0498130094	0.0700185107	-0.0421423155	-0.0160512413	-0.0871553819	0.0498136742	-0.1109586812	-0.0082119218	0.1507005291	-0.0089914348	-0.0333028893	-0.0064618106	0.0301688318	0.1149575937	0.1134247617	0.1108851636	0.0119944521514838	0.0020296404518234	4.119440363677899e-06	0.0001438668824142	-0.0629708932743398	-0.0161658045884394	0.0039653333997682	0.0002613332379916	-0.0041839001426353	3.113319737479969e-05	1.7505020403543685e-05	9.692759787782342e-10	0.0024640504373098	5.6066183833800194e-05	3.143416969685478e-09	6.071544557606617e-06	-0.0001738195703393	-0.0002399840047381	5.759232253017741e-08	3.0213243032938863e-08	0.0005522148767099	2.94216727299919e-07	3.0494127005973004e-07	8.65634826230749e-14	0.0	0.0
579.0698788129849	0.0955646524050735	335321.9245484851	0.0091326027893025	738.5825874328614	1.0405487060547784	545504.2384590203	1.0827416096722735	533.7027609456999	0.0223219851229714	0.0004982710198301	284838.6370410629	604.1095577708462	502.8420098565772	0.898628	15.225777	0.1609132075379246	0.0875954444701163	-0.1231443696	0.0450069493	-0.109267411	0.0407538428	-0.0220637233	-0.012708034	-0.0656272053	-0.1074698461	-0.1448794087	-0.0502620479	0.0781059685	-0.0905347392	0.0059799131	0.0377695148	-0.03721167	0.1210078558	0.0390034486	-0.0164571422	0.1133087802	-0.04254191	-0.1277519358	0.016572755	0.0786747105	-0.0269699133	-0.0844804519	-0.022744691	0.0510546389	-0.0438207013	0.0970699856	0.0482502426	0.0357890983	-0.078259367	-0.0233645578	-0.0108946362	0.0786898706	-0.044358851	0.1250652294	-0.0759720998	-0.1202187816	-0.008216362	0.1122927687	0.0833430199	0.0267179863	-0.0148307263	-0.0422197709	-0.1157401103	-0.0129152422	-0.0147907629	-0.1526686679	-0.0081386119	0.0486633027	0.0811159191	0.1352408755	0.0430417341	-0.0462363441	0.0821240747	-0.0271376326	0.167481593	-0.0134542442	-0.0109873422	-0.1434459867	0.0015943077	0.0720339889	-0.0505027024	0.0013705002	-0.0419530663	0.1874382642	0.0607020838	0.0378411021	-0.0722660568	0.0230887918	0.0918660425	0.0116784361	0.0007474255	0.0001193338	-0.0111442001	-0.0878797971	0.0140167347	0.0237426624	-0.0918362818	-0.0086175142	0.0064885334	0.0971819028	0.1147048067	0.1124192083	0.108643553	-0.0001858679979136	-0.0121803201493974	0.0001483601989418	3.454691264841001e-08	-6.947668704526677e-05	0.0629014165872945	4.827010042785939e-09	0.0039565882086883	0.0273012679524171	0.0314851680950524	0.0007453592318096	0.0009913158099737	0.0017010015771747	-0.0007630488601351	5.822435629534757e-07	2.8934063655508164e-06	8.423650466049537e-07	0.0001746619353859	3.050679167275004e-08	7.095788717417658e-13	0.0004029996181073	-0.0001492152586025	1.6240869219462965e-07	2.226519339984078e-08	0.0	0.0
580.1513764786536	1.0814976656686213	336575.6196300764	1.1696372008466769	739.1621119022369	0.5795244693755421	546360.6276717751	0.3358486106050037	533.1450930656271	-0.5576678800728132	0.3109934644649055	284243.6902599562	603.4060868547674	509.393390251187	0.986489	16.714436	0.1322680604080464	0.0714088925484904	-0.0691351018	0.1531044937	-0.1116367484	-0.0199608627	0.0911275373	0.0861103705	0.0096594066	-0.1278935152	-0.1215013849	0.0615190981	0.0074415292	-0.0882003715	0.0451035501	0.078782288	-0.0271124014	-0.0276864089	0.0317415694	0.0431434939	-0.0373356127	-0.0138455544	-0.0337589781	-0.020244908	0.0614590751	-0.0052849017	-0.2127902878	0.0484063193	-0.0040746081	0.1272274293	-0.0298719645	0.1334366165	-0.1061031325	0.0755369895	-0.013977349	0.1344453724	-0.1413195058	0.0455163555	0.0033858159	-0.0215957451	-0.0672140469	-0.0908893679	0.1465167836	0.0943285821	0.032808852	0.0153839508	0.007267474	0.0277656497	-0.1053412926	0.045331712	-0.0121187887	0.0059366459	0.0823196996	-0.1420197154	0.0179985018	0.0777198543	-0.0354805133	-0.0423356687	-0.1157427339	0.0763100155	-0.0501044323	0.0610905342	-0.1077543143	0.0384183645	-0.0860548673	-0.0455582197	0.0588498468	-0.0853557116	0.0847221292	-0.0483657405	-0.0202158652	0.0738441882	0.1013948148	0.0569707871	-0.0158065968	0.0245012752	0.010615162	-0.0217437674	-0.0255490895	-0.0723288395	0.0015403042	-0.096964443	-0.0241222058	-0.0961425529	0.0327146155	0.1144017065	0.1112164334	0.105973176	0.008290133185369	0.0084760011832826	7.184259605900803e-05	6.872630823115636e-05	-0.0573985954140141	-0.0573291187269688	0.0032945987555016	0.0032866278540108	0.0262416685023723	-0.0010595994500448	0.0006886251657883	1.1227509945352456e-06	0.0008425391848649	-0.0008584623923097	7.369576790102649e-07	7.098722780328101e-07	-0.0003048909934673	-0.0003057333585139	9.347288650819195e-08	9.295851789747717e-08	0.000259128547976	-0.0001438710701313	6.714760437615013e-08	2.0698884820725452e-08	0.0	0.0
581.4753134492876	1.3239369706340085	338113.5401509472	1.7528091022115555	739.0940300941468	-0.0680818080901417	546259.9853208076	0.0046351325928228	534.1247977050966	0.97970463946956	0.9598211805981804	285289.2995235104	604.6977941111514	519.2181203198987	0.971362	16.458134	0.1495742798923038	0.0834069980520621	-0.0210308551	0.1141052332	-0.1112187805	-0.0653140129	0.1517908436	-0.0689947758	0.0106070085	-0.1468242679	0.0004168926	0.1437907164	0.0036688606	0.0559215633	-0.035067371	0.0068419018	0.0609049364	0.0847119776	-0.1192314357	-0.1216765554	0.1252045317	-0.0491411682	0.0720834878	0.0978566812	0.0803811183	0.0739669342	-0.1175998769	0.1293356621	-0.1429448877	0.023212597	-0.1120048888	-0.0201550845	-0.0923061304	-0.1058759986	-0.0397097047	0.0459815929	0.0636087522	-0.0074998221	-0.0626348244	0.0294622587	0.0066033636	-0.1043220255	0.0368305401	0.1396057807	0.0676405467	0.0262375083	-0.0617631156	-0.1046283975	-0.0994600808	0.0318541586	-0.0120545911	0.1643501984	0.0675517443	0.0276881231	-0.0676328094	0.0941391761	-0.0105859182	0.0691265885	-0.0892762004	-0.0227267478	0.1049779025	0.0672415913	-0.0370120992	0.0934152535	0.0315333919	-0.0834046966	-0.0050867152	-0.0193458635	0.1283661841	0.0331548117	0.0374663724	0.0282080024	0.0821242134	0.0400221842	-0.0190298347	0.0363403449	0.0090478478	-0.0347933553	0.0228307545	-0.0421605072	-0.1106340177	0.0553720174	0.0023200684	0.0514478249	0.0255864241	0.1140484259	0.1098185471	0.1028845713	-5.908804257614975e-05	-0.0083492212279451	6.970949511316991e-05	3.491396775480886e-09	0.0159570442464769	0.073355639660491	0.000254627261084	0.0053810498699997	-0.0044551188470904	-0.0306967873494626	1.984808394170009e-05	0.0009422927535781	0.000548041363699	-0.0002944978211658	8.672896667146238e-08	3.003493363250597e-07	-0.0001488486310117	0.0001560423624556	2.4349218880724846e-08	2.2155914954057223e-08	0.0005520409974426	0.0002929124494666	3.047492628574208e-07	8.579770305252354e-08	0.0	0.0
582.7031793136377	1.2278658643501783	339542.99518222146	1.507654580836411	742.7820024967193	3.687972402572541	551725.1032330364	13.60114044213668	534.2097464100568	0.0849487049601975	0.0072162824744146	285380.0531594972	605.3976684620505	530.8482749799069	1.052745	17.837038	0.0697177185326183	0.034004670582893	0.0402570577	0.1079084306	-0.02655383	-0.1059501176	0.1167642934	0.1777220973	0.0846138599	-0.0663632986	-0.0947263626	0.0207076326	-0.0789468004	0.0717027111	-0.0452960967	0.1192666427	-0.0119132224	0.08583122	-0.0607321933	-0.0401438275	-0.1086269107	-0.0264858405	-0.0384756111	0.1972787371	-0.0040893361	-0.0599390205	0.0708813853	0.1638327096	-0.1619664072	-0.0070344365	0.0161798677	0.0481250338	-0.0891018735	0.0381060699	0.1432624588	-0.2135236539	0.0204292115	0.0627364492	0.1124461684	0.0302390344	0.0652604599	-0.0624666052	0.1508304036	0.0294383012	-0.0324316404	0.0420375766	0.0317088617	-0.0421291754	-0.1077264753	0.0818832353	0.0633203185	0.0768799023	0.0258947159	-0.014983188	0.0881797773	-0.0227401236	-0.059706804	-0.1613489486	-0.1332694027	0.0460828459	0.1432047904	0.0825798417	-0.0199201209	-0.0515359521	-0.0469824159	-0.0066876859	0.0417303505	-0.0732700813	0.0323991825	0.0866056319	-0.0020894937	0.0801181299	0.0566005749	-0.0749135388	-0.0486090105	-0.0642818331	-0.0158078073	-0.0159377266	0.1020563125	-0.2132968103	-0.0651860738	-0.1224477	-0.1092424387	-0.134882812	-0.0148457039	0.1136451198	0.1082280018	0.0993899282	-0.0001569477665981	-9.785972402195024e-05	9.576525585652267e-09	2.463260144013167e-08	0.0050959981626448	-0.0108610460838321	2.596919727367918e-05	0.0001179623220351	-0.0311152140909527	-0.0266600952438623	0.0009681565479258	0.0007107606784118	0.0003829994779253	-0.0001650418857737	2.7238824059739053e-08	1.4668860009105236e-07	4.294096433987704e-08	0.000148891571976	2.2168700205496263e-08	1.843926418438592e-15	0.0002240001055743	-0.0003280408918683	5.017604729729756e-08	1.0761082673774975e-07	0.0	0.0
582.7087108352654	0.0055315216276312	339549.44168329693	3.0597731516952426e-05	740.3345798492431	-2.4474226474761736	548095.2901205553	5.9898776153792825	534.3299502804649	0.1202038704080905	0.014448970461085	285508.4957667241	605.1320377734669	536.3063494045961	0.951527	16.122061	0.1007637526337854	0.0465757248716841	0.0680561222	0.0707344899	-0.0363397651	-0.1316423568	0.0847536393	-0.0270083134	-0.0002457133	-0.0142529487	0.0446104474	0.0564493226	-0.0712245556	0.0933750515	-0.1131257897	0.1014604172	-0.0875293935	0.1122206523	-0.1010031078	-0.0503433956	-0.094988257	-0.0716765456	0.1632076581	0.1747045874	-0.0279975733	-0.1169811309	0.1617868465	0.0080362579	-0.1052157641	-0.0562566632	0.0006436305	0.1601410066	-0.0853414561	-0.0295001642	-0.0068948053	-0.0208762912	-0.1262348717	0.0923689354	-0.0452932416	-0.0464046364	0.1037947975	-0.0928042909	0.0299525247	0.025109137	-0.0196422334	0.0198174888	0.0032235298	-0.0580796908	-0.0360037036	0.2300407641	0.0917676449	0.1016413287	-0.0682910937	0.0768964435	0.0491304898	-0.1311320808	0.0148169881	-0.0792234348	0.0524227495	-0.0096626531	0.2037589868	0.0556079125	-0.0063283272	0.034101642	-0.0044274567	0.0127891967	-0.0463467904	0.0395710285	-0.0177819426	0.1298618128	0.0173777305	0.1924374122	0.1635675019	-0.0456330939	-0.0532582187	-0.1221486118	0.0380440888	-0.0254302157	0.1349600034	-0.1098215458	-0.0232181191	-0.0032853608	-0.0450933393	0.0034958214	-0.0523190613	0.1131919653	0.1064475877	0.0955030384	0.0074851496357126	0.0076420974023107	5.8401652706403945e-05	5.602746506900846e-05	-0.0174990854503107	-0.0225950836129555	0.0003062179915972	0.0005105378034764	-0.0527363688518889	-0.0216211547609362	0.0027811245996824	0.0004674743331963	0.0002838480976802	-9.91513802451e-05	9.830996204508412e-09	8.056974255666836e-08	0.0005510784867064	0.000551035545742	3.0364017267125e-07	3.036874985106159e-07	0.0005519215167388	0.0003279214111645	3.046173606392575e-07	1.0753245190011709e-07	0.0	0.0
